source,target,context
"Link expires in:","Link ističe za:",
Loading…,Učitavanje…,
Load more,Učitaj još,
Log out,Odjavi se,
Make private,Učini privatnim,
Mark all read,Označi sve kao pročitano,
Mark read,Označi kao pročitano,
Monday,Ponedjeljak,
More fields,Više polja,
My contacts,Moji kontakti,
My Account,Moj račun,
My Profile,Moj profil,
Never,Nikad,
New contact,Novi kontakt,
No contacts found,Kontakti nisu pronađeni,
No expiry,Bez isteka,
None,Ništa,
"No guest sessions yet.","Još nema gostujućih sesija.",
No recent items,Nema nedavnih stavki,
No recent items yet,Još nema nedavnih stavki,
"No results for ""{0}""","Nema rezultata za „{0}"",
"No results for ""{0}"" in {1}","Nema rezultata za „{0}" u {1}",
Notifications,Obavještenja,
Notification unavailable,Obavještenje nedostupno,
Organization Defaults,Podrazumijevane postavke organizacije,
"Organization settings updated — reload to apply","Postavke organizacije ažurirane — ponovo učitaj stranicu da se primijene",
Org default,Podrazumijevano za organizaciju,
"Password, 2FA, profile picture","Lozinka, 2FA, profilna slika",
Pause,Pauziraj,
paused,pauzirano,
People,Osobe,
People with access,Osobe s pristupom,
Permissions,Dozvole,
Pinned,Zakačeno,
Powered by Tonic,Pokreće Tonic,
Phone,Telefon,
Private,Privatno,
Product Manager,Product Manager,
Preferences,Preferencije,
Read,Čitanje,
Recent,Nedavno,
Reload,Ponovo učitaj,
Remove bookmark,Ukloni oznaku,
Remove from shared,Ukloni iz dijeljenog,
Remove from recent,Ukloni iz nedavnog,
Resume,Nastavi,
Retry,Pokušaj ponovo,
Revoke,Opozovi,
Revoked,Opozvano,
Revoke session,Opozovi sesiju,
Revoking…,Opozivanje…,
Saved,Sačuvano,
Save failed,Čuvanje nije uspjelo,
Save organization settings,Sačuvaj postavke organizacije,
Saving…,Čuvanje…,
Search...,Pretraži...,
"Search by name, email, or phone…","Pretraži po imenu, emailu ili telefonu…",
Search users...,Pretraži korisnike...,
"Share {0} {1}","Podijeli {0} {1}",
Submit,Pošalji,
Search in All apps,Pretraži u svim aplikacijama,
Search unavailable,Pretraga nedostupna,
selected,odabrano,
"Share ""{0}""","Podijeli „{0}"",
Share with team,Podijeli s timom,
Shared,Podijeljeno,
Shared with team,Podijeljeno s timom,
Share with client,Podijeli s klijentom,
"Showing {0} of {1} sessions","Prikazano {0} od {1} sesija",
Site label,Oznaka stranice,
"Sort: A–Z — click for last modified","Sortiranje: A–Z — klikni za zadnje izmijenjeno",
"Sort: last modified — click for A–Z","Sortiranje: zadnje izmijenjeno — klikni za A–Z",
Start,Započni,
Start Timer,Pokreni tajmer,
Status,Status,
Stop,Zaustavi,
Stop & Save,Zaustavi i sačuvaj,
Sunday,Nedjelja,
System,Sistem,
Theme,Tema,
Theme preference,Preferenca teme,
This email is already on,Ovaj email je već dodan,
"This link has been deactivated.","Ovaj link je deaktiviran.",
"This link has expired. Please ask the sender for a new link.","Ovaj link je istekao. Zatraži novi link od pošiljaoca.",
"This link is invalid or has been removed.","Ovaj link je nevažeći ili je uklonjen.",
Time,Vrijeme,
Time entry saved,Vremenski unos sačuvan,
Timer unavailable,Tajmer nedostupan,
Timezone,Vremenska zona,
total,ukupno,
Try again,Pokušaj ponovo,
Unread,Nepročitano,
Open calendar,Otvori kalendar,
Open in Desk,Otvori u Desku,
"Open in {0}","Otvori u {0}",
User menu,Korisnički meni,
View existing →,Pogledaj postojeće →,
Visibility,Vidljivost,
View,Pogledaj,
View all notifications,Pogledaj sva obavještenja,
View time entry,Pogledaj vremenski unos,
Week starts on,Sedmica počinje,
Write,Pisanje,
"What are you working on?","Na čemu radiš?",
"You're all caught up","Sve si pročitao/la",
Your Preferences,Tvoje preferencije,
"Your timer has been running for {0}","Tvoj tajmer radi već {0}",
Actions,Akcije,
"Add details about this event...","Dodaj detalje o ovom događaju...",
Add event,Dodaj događaj,
Agenda,Agenda,
All day,Cijeli dan,
Calendar,Kalendar,
Create Event,Kreiraj događaj,
"Create in:","Kreiraj u:",
Day,Dan,
Deadline,Rok,
Delete Event,Obriši događaj,
"Delete this event? This cannot be undone.","Obrisati ovaj događaj? Ovo se ne može poništiti.",
Deleting…,Brisanje…,
Description,Opis,
Details,Detalji,
End,Kraj,
Event,Događaj,
Event title,Naslov događaja,
Failed to create event,Kreiranje događaja nije uspjelo,
Failed to delete event,Brisanje događaja nije uspjelo,
Manage this event in,Upravljaj ovim događajem u,
Meeting,Sastanak,
Milestone,Prekretnica,
Month,Mjesec,
My calendars,Moji kalendari,
New Event,Novi događaj,
No actions available,Nema dostupnih akcija,
No events,Nema događaja,
Open in,Otvori u,
Other,Ostalo,
Permanently remove this event,Trajno ukloni ovaj događaj,
Review,Pregled,
Source,Izvor,
"Start date/time is required","Početni datum/vrijeme je obavezan",
Title,Naslov,
"Title is required","Naslov je obavezan",
Today,Danas,
Type,Tip,
"View full details in the source app","Pogledaj sve detalje u izvornoj aplikaciji",
Week,Sedmica,
When,Kada,
"{0} available","{0} dostupno",
Available,Dostupno,
"Configure Frappe Manager to enable one-click updates.","Konfiguriši Frappe Manager za omogućavanje ažuriranja jednim klikom.",
Copy command,Kopiraj komandu,
Ecosystem Apps,Aplikacije ekosistema,
Failed,Neuspjelo,
Install,Instaliraj,
Installed,Instalirano,
Learn more,Saznaj više,
No apps found,Aplikacije nisu pronađene,
not installed,nije instalirano,
Open,Otvori,
Pro available,Pro dostupan,
Queued…,U redu čekanja…,
Refresh,Osvježi,
Remove,Ukloni,
"Remove {0}? This will uninstall the app and may affect data.","Ukloniti {0}? Ovo će deinstalirati aplikaciju i može uticati na podatke.",
Restart required,Potreban restart,
Restarting…,Restartovanje…,
"To install {0}, run:","Za instalaciju {0}, pokreni:",
"To update {0}, run:","Za ažuriranje {0}, pokreni:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Ažurirati {0} sa v{1} na {2}? Ovo će restartovati Frappe.",
"Update to {0}","Ažuriraj na {0}",
Updated,Ažurirano,
Updating…,Ažuriranje…,
Up to date,Ažurno,
to version,na verziju,
"For whom?","Za koga?",
"Working on?","Na čemu?",
Search contacts...,Pretraži kontakte...,
"Select type...","Odaberi tip...",
Context,Kontekst,
Contact,Kontakt,
Context Type,Tip konteksta,
Activity,Aktivnost,
"Activity will appear here as you and your team work across ecosystem apps.","Aktivnost će se pojaviti ovdje dok ti i tvoj tim radite u aplikacijama ekosistema.",
Acknowledge,Potvrdi,
All apps,Sve aplikacije,
All Discussions,Sve diskusije,
All types,Svi tipovi,
Archived,Arhivirano,
Cancel,Otkaži,
Celebrate,Proslavi,
Comments,Komentari,
Create Discussion,Kreiraj diskusiju,
Creating…,Kreiranje…,
Ctrl+Enter to send,Ctrl+Enter za slanje,
Decision,Odluka,
Discussion not found,Diskusija nije pronađena,
Discussion title,Naslov diskusije,
Discussions,Diskusije,
Flag,Označi,
General,Općenito,
just now,upravo sada,
Keep commenting,Nastavi komentarisati,
Linked Records,Povezani zapisi,
Linked to,Povezano sa,
Load more,Učitaj još,
Loading…,Učitavanje…,
Meeting Protocol,Protokol sastanka,
Mentioned,Spomenuto,
New Discussion,Nova diskusija,
No activity yet,Još nema aktivnosti,
No comments yet,Još nema komentara,
No discussions found,Diskusije nisu pronađene,
No discussions yet,Još nema diskusija,
Note,Bilješka,
Notes,Bilješke,
Participants,Učesnici,
Pin,Zakači,
Pinned,Zakačeno,
Proposal,Prijedlog,
Protocol,Protokol,
Reopen,Ponovo otvori,
Replies,Odgovori,
Reply,Odgovori,
Replying to comment,Odgovor na komentar,
Resolve,Riješi,
Resolve Discussion,Riješi diskusiju,
Resolved,Riješeno,
Resolution,Rezolucija,
"Resolution summary...","Sažetak rezolucije...",
Retrospective,Retrospektiva,
Search discussions...,Pretraži diskusije...,
Seen,Viđeno,
Send,Pošalji,
Start Discussion,Započni diskusiju,
Unpin,Otkači,
"Write a comment...","Napiši komentar...",
"Write your discussion content...","Napiši sadržaj diskusije...",
resolved,riješeno,
unread,nepročitano,
"{0} mentioned you in a comment","{0} te spomenuo/la u komentaru",
"{0} is already an attendee.","{0} je već učesnik.",
"{0} is not an attendee.","{0} nije učesnik.",
"{0} is not installed","{0} nije instalirano",
"{0} results found","Pronađeno {0} rezultata",
+ Add tags,+ Dodaj oznake,
A→Z,A→Z,
Accept,Prihvati,
Action failed,Akcija nije uspjela,
Active now,Trenutno aktivno,
Add a note,Dodaj bilješku,
"Add a note to keep track of details about this contact.","Dodaj bilješku da pratiš detalje o ovom kontaktu.",
Add address,Dodaj adresu,
Add another address,Dodaj još jednu adresu,
Add birthday,Dodaj rođendan,
Add company,Dodaj kompaniju,
Add job title,Dodaj poziciju,
"Add more tags...","Dodaj još oznaka...",
"Add tags...","Dodaj oznake...",
"Address is not linked to this contact","Adresa nije povezana s ovim kontaktom",
"Address line 1, city, and country are required","Adresna linija 1, grad i država su obavezni",
ago,prije,
All companies,Sve kompanije,
All day event,Cjelodnevni događaj,
"Apartment, suite, etc.","Stan, apartman itd.",
Apps,Aplikacije,
Archive contact,Arhiviraj kontakt,
Attendees,Učesnici,
available,dostupno,
Best regards,Srdačan pozdrav,
Bookmarks,Oznake,
"Both proposed start and end times are required.","Potrebna su i predloženo početno i završno vrijeme.",
Break,Pauza,
Bridge not registered,Most nije registrovan,
Calendar Settings,Postavke kalendara,
Call,Poziv,
Cannot change bookmark owner,Ne možeš promijeniti vlasnika oznake,
Cannot revoke your current session,Ne možeš opozvati svoju trenutnu sesiju,
Change Password,Promijeni lozinku,
Change photo,Promijeni sliku,
Check Status,Provjeri status,
City,Grad,
Clear,Obriši,
Clear filters,Obriši filtere,
Close search,Zatvori pretragu,
Cmd+Enter to save,Cmd+Enter za čuvanje,
Coming soon,Uskoro,
Coming up!,Uskoro!,
Comment,Komentar,
Community Edition,Community izdanje,
Complete,Završi,
Confirm new password,Potvrdi novu lozinku,
Copy,Kopiraj,
Could not load notes,Učitavanje bilješki nije uspjelo,
Country,Država,
"Country '{0}' not found. Please select a valid country.","Država '{0}' nije pronađena. Odaberi važeću državu.",
Create a contact to get started,Kreiraj kontakt da počneš,
"Created event: {0}","Kreiran događaj: {0}",
Creating...,Kreiranje...,
Current,Trenutno,
Current password,Trenutna lozinka,
Current password is incorrect,Trenutna lozinka je netačna,
Currency,Valuta,
Date,Datum,
Decline,Odbij,
Department,Odjel,
Do Not Contact,Ne kontaktirati,
Dock,Dock,
Download,Preuzmi,
"e.g. en, fr, de","npr. en, fr, de",
Edit,Uredi,
Edit address,Uredi adresu,
Edit Timer,Uredi tajmer,
Email addresses,Email adrese,
Enabled,Omogućeno,
"End time was before start time. Adjusted to 1 hour after start.","Završno vrijeme je bilo prije početnog. Prilagođeno na 1 sat nakon početka.",
Error,Greška,
"Event '{0}' status changed to {1}","Status događaja '{0}' promijenjen u {1}",
Event Type,Tip događaja,
events,događaji,
External,Eksterno,
External — no user account,Eksterno — nema korisnički račun,
Failed to change password,Promjena lozinke nije uspjela,
Failed to check status,Provjera statusa nije uspjela,
Failed to load apps,Učitavanje aplikacija nije uspjelo,
Failed to load settings,Učitavanje postavki nije uspjelo,
"Field '{0}' is not editable","Polje '{0}' nije moguće uređivati",
Files,Datoteke,
First Name,Ime,
Focus,Fokus,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Managera nije konfigurisan u Dock postavkama.",
"Hello {0}","Zdravo {0}",
Inactive,Neaktivno,
Integrations,Integracije,
Internal,Interno,
Internal — has a user account,Interno — ima korisnički račun,
Invalid RSVP status,Nevažeći RSVP status,
Invalid status,Nevažeći status,
"Invalid status. Must be one of: {0}","Nevažeći status. Mora biti jedno od: {0}",
"Invitation: {0} — {1} at {2}","Pozivnica: {0} — {1} u {2}",
Invite People,Pozovi osobe,
Join meeting →,Pridruži se sastanku →,
Language,Jezik,
Last activity,Zadnja aktivnost,
Last modified,Zadnja izmjena,
Last Name,Prezime,
Last sync,Zadnja sinhronizacija,
Link user account,Poveži korisnički račun,
Linked records,Povezani zapisi,
Loading settings...,Učitavanje postavki...,
Loading...,Učitavanje...,
Location,Lokacija,
Mark Do Not Contact,Označi kao Ne kontaktirati,
Maybe,Možda,
Meeting Link,Link za sastanak,
Meeting title,Naslov sastanka,
Meeting URL,URL sastanka,
Mine,Moje,
Modified,Izmijenjeno,
navigate,navigiraj,
New note,Nova bilješka,
New password,Nova lozinka,
new tab,novi tab,
New tag,Nova oznaka,
No active sessions found,Aktivne sesije nisu pronađene,
No activity,Nema aktivnosti,
No attendees,Nema učesnika,
No bookmarks yet,Još nema oznaka,
No bridges registered,Nema registrovanih mostova,
No contacts match these filters,Nijedan kontakt ne odgovara ovim filterima,
No file uploaded,Nijedna datoteka nije otpremljena,
No files attached,Nema priloženih datoteka,
No notes yet,Još nema bilješki,
No results found,Rezultati nisu pronađeni,
"No settings registered for this app.","Nema registrovanih postavki za ovu aplikaciju.",
No status endpoint declared,Nije deklarisan status endpoint,
No sync endpoint declared,Nije deklarisan sync endpoint,
No tags found,Oznake nisu pronađene,
Not checked,Nije provjereno,
Not configured,Nije konfigurisano,
Not permitted,Nije dozvoljeno,
Note content cannot be empty,Sadržaj bilješke ne može biti prazan,
Notification Settings,Postavke obavještenja,
Number format,Format broja,
One-way,Jednosmjerno,
"Only native Dock events can be deleted here.","Samo originalni Dock događaji se mogu obrisati ovdje.",
"Only System Manager can trigger bridge sync","Samo System Manager može pokrenuti sinhronizaciju mosta",
"Only System Manager can view sync logs","Samo System Manager može vidjeti logove sinhronizacije",
"Only the contact owner can change the photo","Samo vlasnik kontakta može promijeniti sliku",
"Only the contact owner can edit this contact","Samo vlasnik kontakta može urediti ovaj kontakt",
"Only the event organizer can send invitations.","Samo organizator događaja može slati pozivnice.",
"Only the session creator or a Dock Manager can revoke sessions","Samo kreator sesije ili Dock Manager može opozvati sesije",
open,otvori,
Open app switcher,Otvori prebacivanje aplikacija,
Optional,Opcionalno,
optional,opcionalno,
Organizer,Organizator,
Owner,Vlasnik,
Password updated,Lozinka ažurirana,
Passwords don't match,Lozinke se ne poklapaju,
Permission denied,Pristup odbijen,
Phone numbers,Telefonski brojevi,
"Pin items from any app using the bookmark button in the top bar","Zakači stavke iz bilo koje aplikacije koristeći dugme za oznake u gornjoj traci",
"Please fill in all password fields","Popuni sva polja za lozinku",
"Please log in to access Dock.","Prijavi se za pristup Docku.",
"Please respond to this invitation in the calendar","Odgovori na ovu pozivnicu u kalendaru",
Postal code,Poštanski broj,
Primary,Primarno,
Primary address,Primarna adresa,
Privacy Policy,Politika privatnosti,
Profile,Profil,
Refresh All,Osvježi sve,
"Reminder: {0} — {1} at {2}","Podsjetnik: {0} — {1} u {2}",
Remove Do Not Contact,Ukloni oznaku Ne kontaktirati,
Remove tag,Ukloni oznaku,
Required,Obavezno,
required,obavezno,
Respond in,Odgovori u,
Restore,Vrati,
Restore from archive,Vrati iz arhive,
Revoking...,Opozivanje...,
Room or address,Prostorija ili adresa,
Save,Sačuvaj,
Saving...,Čuvanje...,
Search,Pretraži,
"Search for people to invite...","Pretraži osobe za pozivanje...",
Search is temporarily unavailable,Pretraga je privremeno nedostupna,
Search results,Rezultati pretrage,
Search scope,Opseg pretrage,
"Search user by name or email…","Pretraži korisnika po imenu ili emailu…",
Searching...,Pretraživanje...,
Security,Sigurnost,
"Send an email or add a note to get started.","Pošalji email ili dodaj bilješku da počneš.",
"Session {0}/{1}","Sesija {0}/{1}",
Sessions,Sesije,
Settings,Postavke,
Settings not found,Postavke nisu pronađene,
Share,Podijeli,
Show,Prikaži,
Show less,Prikaži manje,
Social profiles,Društveni profili,
"Sourced events can only be edited in the source app.","Uvezeni događaji se mogu uređivati samo u izvornoj aplikaciji.",
Source Code,Izvorni kod,
Start Focus,Pokreni fokus,
"State / Province","Država / Pokrajina",
"Street, number","Ulica, broj",
Sync Now,Sinhronizuj sada,
Tag,Oznaka,
Tag cannot be empty,Oznaka ne može biti prazna,
Tags,Oznake,
Target not installed,Cilj nije instaliran,
Task,Zadatak,
"The settings component could not be loaded. Please reload the page.","Komponenta postavki se nije mogla učitati. Ponovo učitaj stranicu.",
"This contact is archived and hidden from the People list.","Ovaj kontakt je arhiviran i sakriven sa liste Osobe.",
"This is a reminder for your upcoming event","Ovo je podsjetnik za tvoj nadolazeći događaj",
"This person is marked as Do Not Contact.","Ova osoba je označena kao Ne kontaktirati.",
"This record is already linked to this discussion","Ovaj zapis je već povezan s ovom diskusijom",
Timer,Tajmer,
"Timer running for {0} — did you forget?","Tajmer radi već {0} — da nisi zaboravio/la?",
"To remove {0}, run:","Za uklanjanje {0}, pokreni:",
Try a different search term,Pokušaj s drugim pojmom za pretragu,
Two-Factor Authentication,Dvofaktorska autentifikacija,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Dvofaktorska autentifikacija nije omogućena na ovoj stranici. Kontaktiraj administratora.",
Two-way,Dvosmjerno,
"Type at least 2 characters to search","Unesi najmanje 2 znaka za pretragu",
"Type to search...","Unesi za pretragu...",
"Unknown notification_type '{0}' for app '{1}'","Nepoznat notification_type '{0}' za aplikaciju '{1}'",
Unknown device,Nepoznat uređaj,
Unlink user — make external,Odveži korisnika — učini eksternim,
unsynced,nesinhronizovano,
Update,Ažuriraj,
Update password,Ažuriraj lozinku,
Updating...,Ažuriranje...,
Upload file,Otpremi datoteku,
"Upload files like contracts, proposals, or documents.","Otpremi datoteke poput ugovora, ponuda ili dokumenata.",
Upload photo,Otpremi sliku,
Uploading...,Otpremanje...,
Uploading…,Otpremanje…,
View entry,Pogledaj unos,
Website,Web stranica,
Where,Gdje,
Work,Posao,
"Write a note...","Napiši bilješku...",
"Write a note... (not linked to any record)","Napiši bilješku... (nije povezana s nijednim zapisom)",
You,Ti,
"You are not an attendee of this event.","Nisi učesnik ovog događaja.",
"You can have a maximum of {0} bookmarks","Možeš imati maksimalno {0} oznaka",
"You can only change status of your own events.","Možeš mijenjati status samo svojih događaja.",
You can only delete your own comments,Možeš brisati samo svoje komentare,
"You can only delete your own events.","Možeš brisati samo svoje događaje.",
"You can only edit your own events.","Možeš uređivati samo svoje događaje.",
You can only edit your own notes,Možeš uređivati samo svoje bilješke,
"You can only manage attendees on your own events.","Možeš upravljati učesnicima samo na svojim događajima.",
"You can only view your own events.","Možeš vidjeti samo svoje događaje.",
"You do not have permission to comment on this record","Nemaš dozvolu da komentarišeš ovaj zapis",
"You have already reacted with {0}","Već si reagovao/la sa {0}",
"You have been invited to the following event","Pozvan/a si na sljedeći događaj",
Your attendance,Tvoje prisustvo,
Your response,Tvoj odgovor,
Z→A,Z→A,
"Rescheduled event: {0}","Pomjeren događaj: {0}",
