source,target,context
Organization Defaults,Προεπιλογές Οργανισμού,
Organization settings updated — reload to apply,Οι ρυθμίσεις οργανισμού ενημερώθηκαν — φόρτωσε ξανά για εφαρμογή,
Org default,Προεπιλογή οργανισμού,
"Password, 2FA, profile picture","Κωδικός, 2FA, φωτογραφία προφίλ",
Pause,Παύση,
paused,σε παύση,
People,Άτομα,
People with access,Άτομα με πρόσβαση,
Permissions,Δικαιώματα,
Pinned,Καρφιτσωμένο,
Powered by Tonic,Powered by Tonic,
Phone,Τηλέφωνο,
Private,Ιδιωτικό,
Product Manager,Product Manager,
Preferences,Προτιμήσεις,
Read,Ανάγνωση,
Recent,Πρόσφατα,
Reload,Επαναφόρτωση,
Remove bookmark,Αφαίρεση σελιδοδείκτη,
Remove from shared,Αφαίρεση από κοινόχρηστα,
Remove from recent,Αφαίρεση από πρόσφατα,
Resume,Συνέχεια,
Retry,Επανάληψη,
Revoke,Ανάκληση,
Revoked,Ανακλήθηκε,
Revoke session,Ανάκληση συνεδρίας,
Revoking…,Ανάκληση…,
Saved,Αποθηκεύτηκε,
Save failed,Αποτυχία αποθήκευσης,
Save organization settings,Αποθήκευση ρυθμίσεων οργανισμού,
Saving…,Αποθήκευση…,
Search...,Αναζήτηση...,
"Search by name, email, or phone…","Αναζήτηση με όνομα, email ή τηλέφωνο…",
Search users...,Αναζήτηση χρηστών...,
Share {0} {1},Κοινοποίηση {0} {1},
Submit,Υποβολή,
Search in All apps,Αναζήτηση σε όλες τις εφαρμογές,
Search unavailable,Αναζήτηση μη διαθέσιμη,
selected,επιλεγμένα,
Share "{0}",Κοινοποίηση «{0}»,
Share with team,Κοινοποίηση στην ομάδα,
Shared,Κοινοποιημένο,
Shared with team,Κοινοποιήθηκε στην ομάδα,
Share with client,Κοινοποίηση στον πελάτη,
Showing {0} of {1} sessions,Εμφάνιση {0} από {1} συνεδρίες,
Site label,Ετικέτα ιστοτόπου,
Sort: A–Z — click for last modified,Ταξινόμηση: Α–Ω — κλικ για τελευταία τροποποίηση,
Sort: last modified — click for A–Z,Ταξινόμηση: τελευταία τροποποίηση — κλικ για Α–Ω,
Start,Έναρξη,
Start Timer,Έναρξη Χρονομέτρου,
Status,Κατάσταση,
Stop,Διακοπή,
Stop & Save,Διακοπή & Αποθήκευση,
Sunday,Κυριακή,
System,Σύστημα,
Theme,Θέμα,
Theme preference,Προτίμηση θέματος,
This email is already on,Αυτό το email υπάρχει ήδη στο,
This link has been deactivated.,Αυτός ο σύνδεσμος έχει απενεργοποιηθεί.,
This link has expired. Please ask the sender for a new link.,Αυτός ο σύνδεσμος έληξε. Ζήτησε νέο σύνδεσμο από τον αποστολέα.,
This link is invalid or has been removed.,Αυτός ο σύνδεσμος δεν είναι έγκυρος ή έχει αφαιρεθεί.,
Time,Χρόνος,
Time entry saved,Η καταχώρηση χρόνου αποθηκεύτηκε,
Timer unavailable,Χρονόμετρο μη διαθέσιμο,
Timezone,Ζώνη ώρας,
total,σύνολο,
Try again,Δοκίμασε ξανά,
Unread,Μη αναγνωσμένα,
Open calendar,Άνοιγμα ημερολογίου,
Open in Desk,Άνοιγμα στο Desk,
Open in {0},Άνοιγμα σε {0},
User menu,Μενού χρήστη,
View existing →,Προβολή υπαρχόντων →,
Visibility,Ορατότητα,
View,Προβολή,
View all notifications,Προβολή όλων των ειδοποιήσεων,
View time entry,Προβολή καταχώρησης χρόνου,
Week starts on,Η εβδομάδα αρχίζει,
Write,Εγγραφή,
What are you working on?,Σε τι δουλεύεις;,
You're all caught up,Είσαι ενημερωμένος/η,
Your Preferences,Οι προτιμήσεις σου,
Your timer has been running for {0},Το χρονόμετρό σου τρέχει εδώ και {0},
Actions,Ενέργειες,
Add details about this event...,Πρόσθεσε λεπτομέρειες για αυτό το γεγονός...,
Add event,Προσθήκη γεγονότος,
Agenda,Ατζέντα,
All day,Ολοήμερο,
Calendar,Ημερολόγιο,
Create Event,Δημιουργία Γεγονότος,
Create in:,Δημιουργία σε:,
Day,Ημέρα,
Deadline,Προθεσμία,
Delete Event,Διαγραφή Γεγονότος,
Delete this event? This cannot be undone.,Διαγραφή αυτού του γεγονότος; Δεν μπορεί να αναιρεθεί.,
Deleting…,Διαγραφή…,
Description,Περιγραφή,
Details,Λεπτομέρειες,
End,Λήξη,
Event,Γεγονός,
Event title,Τίτλος γεγονότος,
Failed to create event,Αποτυχία δημιουργίας γεγονότος,
Failed to delete event,Αποτυχία διαγραφής γεγονότος,
Manage this event in,Διαχείριση αυτού του γεγονότος σε,
Meeting,Σύσκεψη,
Milestone,Ορόσημο,
Month,Μήνας,
My calendars,Τα ημερολόγιά μου,
New Event,Νέο Γεγονός,
No actions available,Δεν υπάρχουν διαθέσιμες ενέργειες,
No events,Χωρίς γεγονότα,
Open in,Άνοιγμα σε,
Other,Άλλο,
Permanently remove this event,Οριστική αφαίρεση αυτού του γεγονότος,
Review,Αναθεώρηση,
Source,Πηγή,
Start date/time is required,Η ημερομηνία/ώρα έναρξης είναι υποχρεωτική,
Title,Τίτλος,
Title is required,Ο τίτλος είναι υποχρεωτικός,
Today,Σήμερα,
Type,Τύπος,
View full details in the source app,Δες όλες τις λεπτομέρειες στην εφαρμογή προέλευσης,
Week,Εβδομάδα,
When,Πότε,
{0} available,{0} διαθέσιμα,
Available,Διαθέσιμο,
Configure Frappe Manager to enable one-click updates.,Ρύθμισε το Frappe Manager για ενημερώσεις με ένα κλικ.,
Copy command,Αντιγραφή εντολής,
Ecosystem Apps,Εφαρμογές Οικοσυστήματος,
Failed,Απέτυχε,
Install,Εγκατάσταση,
Installed,Εγκατεστημένο,
Learn more,Μάθε περισσότερα,
No apps found,Δεν βρέθηκαν εφαρμογές,
not installed,μη εγκατεστημένο,
Open,Άνοιγμα,
Pro available,Διαθέσιμο Pro,
Queued…,Στην ουρά…,
Refresh,Ανανέωση,
Remove,Αφαίρεση,
"Remove {0}? This will uninstall the app and may affect data.","Αφαίρεση {0}; Θα απεγκατασταθεί η εφαρμογή και ενδέχεται να επηρεαστούν δεδομένα.",
Restart required,Απαιτείται επανεκκίνηση,
Restarting…,Επανεκκίνηση…,
"To install {0}, run:","Για εγκατάσταση {0}, εκτέλεσε:",
"To update {0}, run:","Για ενημέρωση {0}, εκτέλεσε:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Ενημέρωση {0} από v{1} σε {2}; Θα γίνει επανεκκίνηση του Frappe.",
Update to {0},Ενημέρωση σε {0},
Updated,Ενημερώθηκε,
Updating…,Ενημέρωση…,
Up to date,Ενημερωμένο,
to version,στην έκδοση,
For whom?,Για ποιον;,
Working on?,Δουλεύεις σε;,
Search contacts...,Αναζήτηση επαφών...,
Select type...,Επιλογή τύπου...,
Context,Πλαίσιο,
Contact,Επαφή,
Context Type,Τύπος πλαισίου,
Activity,Δραστηριότητα,
Activity will appear here as you and your team work across ecosystem apps.,Η δραστηριότητα θα εμφανίζεται εδώ καθώς εσύ και η ομάδα σου δουλεύετε στις εφαρμογές του οικοσυστήματος.,
Acknowledge,Επιβεβαίωση,
All apps,Όλες οι εφαρμογές,
All Discussions,Όλες οι Συζητήσεις,
All types,Όλοι οι τύποι,
Archived,Αρχειοθετημένο,
Cancel,Ακύρωση,
Celebrate,Γιορτή,
Comments,Σχόλια,
Create Discussion,Δημιουργία Συζήτησης,
Creating…,Δημιουργία…,
Ctrl+Enter to send,Ctrl+Enter για αποστολή,
Decision,Απόφαση,
Discussion not found,Η συζήτηση δεν βρέθηκε,
Discussion title,Τίτλος συζήτησης,
Discussions,Συζητήσεις,
Flag,Σήμανση,
General,Γενικά,
just now,μόλις τώρα,
Keep commenting,Συνέχισε να σχολιάζεις,
Linked Records,Συνδεδεμένες Εγγραφές,
Linked to,Συνδεδεμένο με,
Load more,Φόρτωση περισσότερων,
Loading…,Φόρτωση…,
Meeting Protocol,Πρακτικά Σύσκεψης,
Mentioned,Αναφέρθηκε,
New Discussion,Νέα Συζήτηση,
No activity yet,Δεν υπάρχει δραστηριότητα ακόμα,
No comments yet,Δεν υπάρχουν σχόλια ακόμα,
No discussions found,Δεν βρέθηκαν συζητήσεις,
No discussions yet,Δεν υπάρχουν συζητήσεις ακόμα,
Note,Σημείωση,
Notes,Σημειώσεις,
Participants,Συμμετέχοντες,
Pin,Καρφίτσωμα,
Pinned,Καρφιτσωμένο,
Proposal,Πρόταση,
Protocol,Πρακτικά,
Reopen,Επαναφορά,
Replies,Απαντήσεις,
Reply,Απάντηση,
Replying to comment,Απάντηση σε σχόλιο,
Resolve,Επίλυση,
Resolve Discussion,Επίλυση Συζήτησης,
Resolved,Επιλυμένο,
Resolution,Επίλυση,
Resolution summary...,Περίληψη επίλυσης...,
Retrospective,Αναδρομική,
Search discussions...,Αναζήτηση συζητήσεων...,
Seen,Διαβάστηκε,
Send,Αποστολή,
Start Discussion,Έναρξη Συζήτησης,
Unpin,Ξεκαρφίτσωμα,
Write a comment...,Γράψε ένα σχόλιο...,
Write your discussion content...,Γράψε το περιεχόμενο της συζήτησης...,
resolved,επιλυμένο,
unread,μη αναγνωσμένο,
{0} mentioned you in a comment,Ο/Η {0} σε ανέφερε σε ένα σχόλιο,
{0} is already an attendee.,Ο/Η {0} είναι ήδη συμμετέχων/ουσα.,
{0} is not an attendee.,Ο/Η {0} δεν είναι συμμετέχων/ουσα.,
{0} is not installed,Το {0} δεν είναι εγκατεστημένο,
{0} results found,Βρέθηκαν {0} αποτελέσματα,
+ Add tags,+ Προσθήκη ετικετών,
A→Z,Α→Ω,
Accept,Αποδοχή,
Action failed,Η ενέργεια απέτυχε,
Active now,Ενεργός/ή τώρα,
Add a note,Πρόσθεσε σημείωση,
"Add a note to keep track of details about this contact.","Πρόσθεσε μια σημείωση για να κρατάς λεπτομέρειες για αυτήν την επαφή.",
Add address,Προσθήκη διεύθυνσης,
Add another address,Προσθήκη άλλης διεύθυνσης,
Add birthday,Προσθήκη γενεθλίων,
Add company,Προσθήκη εταιρείας,
Add job title,Προσθήκη τίτλου θέσης,
Add more tags...,Προσθήκη ετικετών...,
Add tags...,Προσθήκη ετικετών...,
"Address is not linked to this contact","Η διεύθυνση δεν είναι συνδεδεμένη με αυτήν την επαφή",
"Address line 1, city, and country are required","Η διεύθυνση, η πόλη και η χώρα είναι υποχρεωτικά",
ago,πριν,
All companies,Όλες οι εταιρείες,
All day event,Ολοήμερο γεγονός,
"Apartment, suite, etc.","Διαμέρισμα, γραφείο κ.λπ.",
Apps,Εφαρμογές,
Archive contact,Αρχειοθέτηση επαφής,
Attendees,Συμμετέχοντες,
available,διαθέσιμο,
Best regards,Με εκτίμηση,
Bookmarks,Σελιδοδείκτες,
"Both proposed start and end times are required.","Απαιτούνται και η ώρα έναρξης και η ώρα λήξης.",
Break,Διάλειμμα,
Bridge not registered,Η γέφυρα δεν είναι καταχωρημένη,
Calendar Settings,Ρυθμίσεις Ημερολογίου,
Call,Κλήση,
Cannot change bookmark owner,Δεν μπορεί να αλλάξει ο ιδιοκτήτης σελιδοδείκτη,
Cannot revoke your current session,Δεν μπορείς να ανακαλέσεις την τρέχουσα συνεδρία σου,
Change Password,Αλλαγή Κωδικού,
Change photo,Αλλαγή φωτογραφίας,
Check Status,Έλεγχος Κατάστασης,
City,Πόλη,
Clear,Εκκαθάριση,
Clear filters,Εκκαθάριση φίλτρων,
Close search,Κλείσιμο αναζήτησης,
Cmd+Enter to save,Cmd+Enter για αποθήκευση,
Coming soon,Σύντομα,
Coming up!,Έρχεται!,
Comment,Σχόλιο,
Community Edition,Έκδοση Κοινότητας,
Complete,Ολοκλήρωση,
Confirm new password,Επιβεβαίωση νέου κωδικού,
Copy,Αντιγραφή,
Could not load notes,Αδυναμία φόρτωσης σημειώσεων,
Country,Χώρα,
"Country '{0}' not found. Please select a valid country.","Η χώρα «{0}» δεν βρέθηκε. Επίλεξε μια έγκυρη χώρα.",
Create a contact to get started,Δημιούργησε μια επαφή για να ξεκινήσεις,
Created event: {0},Δημιουργήθηκε γεγονός: {0},
Creating...,Δημιουργία...,
Current,Τρέχον,
Current password,Τρέχων κωδικός,
Current password is incorrect,Ο τρέχων κωδικός είναι λανθασμένος,
Currency,Νόμισμα,
Date,Ημερομηνία,
Decline,Απόρριψη,
Department,Τμήμα,
Do Not Contact,Να μην γίνει επικοινωνία,
Dock,Dock,
Download,Λήψη,
"e.g. en, fr, de","π.χ. en, fr, de",
Edit,Επεξεργασία,
Edit address,Επεξεργασία διεύθυνσης,
Edit Timer,Επεξεργασία Χρονομέτρου,
Email addresses,Διευθύνσεις email,
Enabled,Ενεργοποιημένο,
"End time was before start time. Adjusted to 1 hour after start.","Η ώρα λήξης ήταν πριν την ώρα έναρξης. Ρυθμίστηκε 1 ώρα μετά την έναρξη.",
Error,Σφάλμα,
Event '{0}' status changed to {1},Η κατάσταση του γεγονότος «{0}» άλλαξε σε {1},
Event Type,Τύπος Γεγονότος,
events,γεγονότα,
External,Εξωτερικό,
External — no user account,Εξωτερικό — χωρίς λογαριασμό χρήστη,
Failed to change password,Αποτυχία αλλαγής κωδικού,
Failed to check status,Αποτυχία ελέγχου κατάστασης,
Failed to load apps,Αποτυχία φόρτωσης εφαρμογών,
Failed to load settings,Αποτυχία φόρτωσης ρυθμίσεων,
"Field '{0}' is not editable","Το πεδίο «{0}» δεν μπορεί να επεξεργαστεί",
Files,Αρχεία,
First Name,Όνομα,
Focus,Εστίαση,
"Frappe Manager URL is not configured in Dock Settings.","Το URL του Frappe Manager δεν έχει ρυθμιστεί στις Ρυθμίσεις Dock.",
Hello {0},Γεια σου {0},
Inactive,Ανενεργό,
Integrations,Ενσωματώσεις,
Internal,Εσωτερικό,
Internal — has a user account,Εσωτερικό — έχει λογαριασμό χρήστη,
Invalid RSVP status,Μη έγκυρη κατάσταση RSVP,
Invalid status,Μη έγκυρη κατάσταση,
"Invalid status. Must be one of: {0}","Μη έγκυρη κατάσταση. Πρέπει να είναι μία από: {0}",
"Invitation: {0} — {1} at {2}","Πρόσκληση: {0} — {1} στις {2}",
Invite People,Πρόσκληση Ατόμων,
Join meeting →,Συμμετοχή στη σύσκεψη →,
Language,Γλώσσα,
Last activity,Τελευταία δραστηριότητα,
Last modified,Τελευταία τροποποίηση,
Last Name,Επώνυμο,
Last sync,Τελευταίος συγχρονισμός,
Link user account,Σύνδεση λογαριασμού χρήστη,
Linked records,Συνδεδεμένες εγγραφές,
Loading settings...,Φόρτωση ρυθμίσεων...,
Loading...,Φόρτωση...,
Location,Τοποθεσία,
Mark Do Not Contact,Σημείωση ως Μη Επικοινωνία,
Maybe,Ίσως,
Meeting Link,Σύνδεσμος Σύσκεψης,
Meeting title,Τίτλος σύσκεψης,
Meeting URL,URL Σύσκεψης,
Mine,Δικά μου,
Modified,Τροποποιήθηκε,
navigate,πλοήγηση,
New note,Νέα σημείωση,
New password,Νέος κωδικός,
new tab,νέα καρτέλα,
New tag,Νέα ετικέτα,
No active sessions found,Δεν βρέθηκαν ενεργές συνεδρίες,
No activity,Χωρίς δραστηριότητα,
No attendees,Χωρίς συμμετέχοντες,
No bookmarks yet,Δεν υπάρχουν σελιδοδείκτες ακόμα,
No bridges registered,Δεν υπάρχουν καταχωρημένες γέφυρες,
No contacts match these filters,Δεν ταιριάζουν επαφές με αυτά τα φίλτρα,
No file uploaded,Δεν ανέβηκε αρχείο,
No files attached,Δεν υπάρχουν συνημμένα αρχεία,
No notes yet,Δεν υπάρχουν σημειώσεις ακόμα,
No results found,Δεν βρέθηκαν αποτελέσματα,
No settings registered for this app.,Δεν υπάρχουν ρυθμίσεις για αυτήν την εφαρμογή.,
No status endpoint declared,Δεν δηλώθηκε endpoint κατάστασης,
No sync endpoint declared,Δεν δηλώθηκε endpoint συγχρονισμού,
No tags found,Δεν βρέθηκαν ετικέτες,
Not checked,Δεν ελέγχθηκε,
Not configured,Δεν έχει ρυθμιστεί,
Not permitted,Δεν επιτρέπεται,
Note content cannot be empty,Το περιεχόμενο σημείωσης δεν μπορεί να είναι κενό,
Notification Settings,Ρυθμίσεις Ειδοποιήσεων,
Number format,Μορφή αριθμών,
One-way,Μονόδρομη,
"Only native Dock events can be deleted here.","Μόνο γεγονότα Dock μπορούν να διαγραφούν εδώ.",
"Only System Manager can trigger bridge sync","Μόνο ο Διαχειριστής Συστήματος μπορεί να ενεργοποιήσει συγχρονισμό γέφυρας",
"Only System Manager can view sync logs","Μόνο ο Διαχειριστής Συστήματος μπορεί να δει τα αρχεία καταγραφής συγχρονισμού",
"Only the contact owner can change the photo","Μόνο ο ιδιοκτήτης της επαφής μπορεί να αλλάξει τη φωτογραφία",
"Only the contact owner can edit this contact","Μόνο ο ιδιοκτήτης της επαφής μπορεί να την επεξεργαστεί",
"Only the event organizer can send invitations.","Μόνο ο διοργανωτής μπορεί να στείλει προσκλήσεις.",
"Only the session creator or a Dock Manager can revoke sessions","Μόνο ο δημιουργός της συνεδρίας ή ένας Διαχειριστής Dock μπορεί να ανακαλέσει συνεδρίες",
open,ανοιχτό,
Open app switcher,Άνοιγμα εναλλαγής εφαρμογών,
Optional,Προαιρετικό,
optional,προαιρετικό,
Organizer,Διοργανωτής,
Owner,Ιδιοκτήτης,
Password updated,Ο κωδικός ενημερώθηκε,
Passwords don't match,Οι κωδικοί δεν ταιριάζουν,
Permission denied,Δεν επιτρέπεται η πρόσβαση,
Phone numbers,Τηλεφωνικοί αριθμοί,
Pin items from any app using the bookmark button in the top bar,Καρφίτσωσε στοιχεία από οποιαδήποτε εφαρμογή με το κουμπί σελιδοδείκτη στην πάνω μπάρα,
Please fill in all password fields,Συμπλήρωσε όλα τα πεδία κωδικού,
Please log in to access Dock.,Συνδέσου για να αποκτήσεις πρόσβαση στο Dock.,
"Please respond to this invitation in the calendar","Απάντησε σε αυτήν την πρόσκληση μέσω του ημερολογίου",
Postal code,Ταχυδρομικός κώδικας,
Primary,Κύριο,
Primary address,Κύρια διεύθυνση,
Privacy Policy,Πολιτική Απορρήτου,
Profile,Προφίλ,
Refresh All,Ανανέωση Όλων,
"Reminder: {0} — {1} at {2}","Υπενθύμιση: {0} — {1} στις {2}",
Remove Do Not Contact,Αφαίρεση Μη Επικοινωνίας,
Remove tag,Αφαίρεση ετικέτας,
Required,Υποχρεωτικό,
required,υποχρεωτικό,
Respond in,Απάντησε σε,
Restore,Επαναφορά,
Restore from archive,Επαναφορά από αρχείο,
Revoking...,Ανάκληση...,
Room or address,Αίθουσα ή διεύθυνση,
Save,Αποθήκευση,
Saving...,Αποθήκευση...,
Search,Αναζήτηση,
Search for people to invite...,Αναζήτηση ατόμων για πρόσκληση...,
Search is temporarily unavailable,Η αναζήτηση είναι προσωρινά μη διαθέσιμη,
Search results,Αποτελέσματα αναζήτησης,
Search scope,Εύρος αναζήτησης,
Search user by name or email…,Αναζήτηση χρήστη με όνομα ή email…,
Searching...,Αναζήτηση...,
Security,Ασφάλεια,
"Send an email or add a note to get started.","Στείλε ένα email ή πρόσθεσε μια σημείωση για να ξεκινήσεις.",
Session {0}/{1},Συνεδρία {0}/{1},
Sessions,Συνεδρίες,
Settings,Ρυθμίσεις,
Settings not found,Δεν βρέθηκαν ρυθμίσεις,
Share,Κοινοποίηση,
Show,Εμφάνιση,
Show less,Εμφάνιση λιγότερων,
Social profiles,Κοινωνικά προφίλ,
"Sourced events can only be edited in the source app.","Τα γεγονότα προέλευσης μπορούν να επεξεργαστούν μόνο στην εφαρμογή προέλευσης.",
Source Code,Πηγαίος Κώδικας,
Start Focus,Έναρξη Εστίασης,
State / Province,Νομός / Περιφέρεια,
"Street, number","Οδός, αριθμός",
Sync Now,Συγχρονισμός Τώρα,
Tag,Ετικέτα,
Tag cannot be empty,Η ετικέτα δεν μπορεί να είναι κενή,
Tags,Ετικέτες,
Target not installed,Ο στόχος δεν είναι εγκατεστημένος,
Task,Εργασία,
"The settings component could not be loaded. Please reload the page.","Το στοιχείο ρυθμίσεων δεν μπόρεσε να φορτωθεί. Φόρτωσε ξανά τη σελίδα.",
"This contact is archived and hidden from the People list.","Αυτή η επαφή είναι αρχειοθετημένη και κρυμμένη από τη λίστα Ατόμων.",
This is a reminder for your upcoming event,Αυτή είναι μια υπενθύμιση για το επερχόμενο γεγονός σου,
This person is marked as Do Not Contact.,Αυτό το άτομο έχει σημανθεί ως Μη Επικοινωνία.,
"This record is already linked to this discussion","Αυτή η εγγραφή είναι ήδη συνδεδεμένη με αυτήν τη συζήτηση",
Timer,Χρονόμετρο,
Timer running for {0} — did you forget?,Το χρονόμετρο τρέχει εδώ και {0} — μήπως ξέχασες;,
"To remove {0}, run:","Για αφαίρεση {0}, εκτέλεσε:",
Try a different search term,Δοκίμασε διαφορετικό όρο αναζήτησης,
Two-Factor Authentication,Ταυτοποίηση Δύο Παραγόντων,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Η ταυτοποίηση δύο παραγόντων δεν είναι ενεργοποιημένη σε αυτόν τον ιστότοπο. Επικοινώνησε με τον διαχειριστή.",
Two-way,Αμφίδρομη,
Type at least 2 characters to search,Πληκτρολόγησε τουλάχιστον 2 χαρακτήρες για αναζήτηση,
Type to search...,Πληκτρολόγησε για αναζήτηση...,
"Unknown notification_type '{0}' for app '{1}'","Άγνωστος τύπος ειδοποίησης «{0}» για την εφαρμογή «{1}»",
Unknown device,Άγνωστη συσκευή,
Unlink user — make external,Αποσύνδεση χρήστη — μετατροπή σε εξωτερικό,
unsynced,μη συγχρονισμένο,
Update,Ενημέρωση,
Update password,Ενημέρωση κωδικού,
Updating...,Ενημέρωση...,
Upload file,Ανέβασμα αρχείου,
"Upload files like contracts, proposals, or documents.","Ανέβασε αρχεία όπως συμβόλαια, προτάσεις ή έγγραφα.",
Upload photo,Ανέβασμα φωτογραφίας,
Uploading...,Ανέβασμα...,
Uploading…,Ανέβασμα…,
View entry,Προβολή εγγραφής,
Website,Ιστοσελίδα,
Where,Πού,
Work,Εργασία,
Write a note...,Γράψε μια σημείωση...,
Write a note... (not linked to any record),Γράψε μια σημείωση... (χωρίς σύνδεση με εγγραφή),
You,Εσύ,
You are not an attendee of this event.,Δεν είσαι συμμετέχων/ουσα σε αυτό το γεγονός.,
"You can have a maximum of {0} bookmarks","Μπορείς να έχεις το πολύ {0} σελιδοδείκτες",
You can only change status of your own events.,Μπορείς να αλλάξεις κατάσταση μόνο στα δικά σου γεγονότα.,
You can only delete your own comments,Μπορείς να διαγράψεις μόνο τα δικά σου σχόλια,
You can only delete your own events.,Μπορείς να διαγράψεις μόνο τα δικά σου γεγονότα.,
You can only edit your own events.,Μπορείς να επεξεργαστείς μόνο τα δικά σου γεγονότα.,
