source,target,context
Calendar,Calendario,
Create Event,Crear evento,
Create in:,Crear en:,
Day,Día,
Deadline,Prazo límite,
Delete Event,Eliminar evento,
Delete this event? This cannot be undone.,Eliminar este evento? Isto non se pode desfacer.,
Deleting…,Eliminando…,
Description,Descrición,
Details,Detalles,
End,Fin,
Event,Evento,
Event title,Título do evento,
Failed to create event,Non se puido crear o evento,
Failed to delete event,Non se puido eliminar o evento,
Manage this event in,Xestionar este evento en,
Meeting,Reunión,
Milestone,Fito,
Month,Mes,
My calendars,Os meus calendarios,
New Event,Novo evento,
No actions available,Non hai accións dispoñibles,
No events,Non hai eventos,
Open in,Abrir en,
Other,Outro,
Permanently remove this event,Eliminar permanentemente este evento,
Review,Revisión,
Source,Orixe,
Start date/time is required,A data/hora de inicio é obrigatoria,
Title,Título,
Title is required,O título é obrigatorio,
Today,Hoxe,
Type,Tipo,
View full details in the source app,Ver todos os detalles na aplicación de orixe,
Week,Semana,
When,Cando,
{0} available,{0} dispoñible,
Available,Dispoñible,
Configure Frappe Manager to enable one-click updates.,Configura Frappe Manager para activar as actualizacións con un clic.,
Copy command,Copiar comando,
Ecosystem Apps,Aplicacións do ecosistema,
Failed,Fallou,
Install,Instalar,
Installed,Instalado,
Learn more,Saber máis,
No apps found,Non se atoparon aplicacións,
not installed,non instalado,
Open,Abrir,
Pro available,Pro dispoñible,
Queued…,Na cola…,
Refresh,Actualizar,
Remove,Eliminar,
"Remove {0}? This will uninstall the app and may affect data.","Eliminar {0}? Isto desinstalará a aplicación e pode afectar aos datos.",
Restart required,Reinicio necesario,
Restarting…,Reiniciando…,
"To install {0}, run:","Para instalar {0}, executa:",
"To update {0}, run:","Para actualizar {0}, executa:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Actualizar {0} de v{1} a {2}? Isto reiniciará Frappe.",
Update to {0},Actualizar a {0},
Updated,Actualizado,
Updating…,Actualizando…,
Up to date,Ao día,
to version,á versión,
For whom?,Para quen?,
Working on?,Traballando en?,
Search contacts...,Buscar contactos...,
Select type...,Seleccionar tipo...,
Context,Contexto,
Contact,Contacto,
Context Type,Tipo de contexto,
Activity,Actividade,
Activity will appear here as you and your team work across ecosystem apps.,A actividade aparecerá aquí a medida que ti e o teu equipo traballades nas aplicacións do ecosistema.,
Acknowledge,Confirmar,
All apps,Todas as aplicacións,
All Discussions,Todas as discusións,
All types,Todos os tipos,
Archived,Arquivado,
Cancel,Cancelar,
Celebrate,Celebrar,
Comments,Comentarios,
Create Discussion,Crear discusión,
Creating…,Creando…,
Ctrl+Enter to send,Ctrl+Enter para enviar,
Decision,Decisión,
Discussion not found,Discusión non atopada,
Discussion title,Título da discusión,
Discussions,Discusións,
Flag,Marcar,
General,Xeral,
just now,agora mesmo,
Keep commenting,Seguir comentando,
Linked Records,Rexistros vinculados,
Linked to,Vinculado a,
Load more,Cargar máis,
Loading…,Cargando…,
Meeting Protocol,Acta de reunión,
Mentioned,Mencionado,
New Discussion,Nova discusión,
No activity yet,Aínda non hai actividade,
No comments yet,Aínda non hai comentarios,
No discussions found,Non se atoparon discusións,
No discussions yet,Aínda non hai discusións,
Note,Nota,
Notes,Notas,
Participants,Participantes,
Pin,Fixar,
Pinned,Fixado,
Proposal,Proposta,
Protocol,Acta,
Reopen,Reabrir,
Replies,Respostas,
Reply,Responder,
Replying to comment,Respondendo ao comentario,
Resolve,Resolver,
Resolve Discussion,Resolver discusión,
Resolved,Resolto,
Resolution,Resolución,
Resolution summary...,Resumo da resolución...,
Retrospective,Retrospectiva,
Search discussions...,Buscar discusións...,
Seen,Visto,
Send,Enviar,
Start Discussion,Iniciar discusión,
Unpin,Desafixar,
Write a comment...,Escribe un comentario...,
Write your discussion content...,Escribe o contido da túa discusión...,
resolved,resolto,
unread,non lido,
{0} mentioned you in a comment,{0} mencionoute nun comentario,
{0} is already an attendee.,{0} xa é asistente.,
{0} is not an attendee.,{0} non é asistente.,
{0} is not installed,{0} non está instalado,
{0} results found,{0} resultados atopados,
+ Add tags,+ Engadir etiquetas,
A→Z,A→Z,
Accept,Aceptar,
Action failed,A acción fallou,
Active now,Activo agora,
Add a note,Engadir unha nota,
"Add a note to keep track of details about this contact.","Engade unha nota para levar un seguimento dos detalles deste contacto.",
Add address,Engadir enderezo,
Add another address,Engadir outro enderezo,
Add birthday,Engadir aniversario,
Add company,Engadir empresa,
Add job title,Engadir cargo,
Add more tags...,Engadir máis etiquetas...,
Add tags...,Engadir etiquetas...,
"Address is not linked to this contact","O enderezo non está vinculado a este contacto",
"Address line 1, city, and country are required","A liña de enderezo 1, cidade e país son obrigatorios",
ago,hai,
All companies,Todas as empresas,
All day event,Evento de todo o día,
"Apartment, suite, etc.","Apartamento, oficina, etc.",
Apps,Aplicacións,
Archive contact,Arquivar contacto,
Attendees,Asistentes,
available,dispoñible,
Best regards,Un saúdo,
Bookmarks,Marcadores,
"Both proposed start and end times are required.","As horas de inicio e fin propostas son obrigatorias.",
Break,Descanso,
Bridge not registered,Ponte non rexistrada,
Calendar Settings,Configuración do calendario,
Call,Chamada,
Cannot change bookmark owner,Non se pode cambiar o propietario do marcador,
Cannot revoke your current session,Non podes revogar a túa sesión actual,
Change Password,Cambiar contrasinal,
Change photo,Cambiar foto,
Check Status,Comprobar estado,
City,Cidade,
Clear,Limpar,
Clear filters,Limpar filtros,
Close search,Pechar busca,
Cmd+Enter to save,Cmd+Enter para gardar,
Coming soon,Proximamente,
Coming up!,Próximo evento!,
Comment,Comentario,
Community Edition,Edición comunitaria,
Complete,Completar,
Confirm new password,Confirmar novo contrasinal,
Copy,Copiar,
Could not load notes,Non se puideron cargar as notas,
Country,País,
"Country '{0}' not found. Please select a valid country.","País '{0}' non atopado. Selecciona un país válido.",
Create a contact to get started,Crea un contacto para comezar,
Created event: {0},Evento creado: {0},
Creating...,Creando...,
Current,Actual,
Current password,Contrasinal actual,
Current password is incorrect,O contrasinal actual é incorrecto,
Currency,Moeda,
Date,Data,
Decline,Rexeitar,
Department,Departamento,
Do Not Contact,Non contactar,
Dock,Dock,
Download,Descargar,
"e.g. en, fr, de","p. ex. en, fr, de",
Edit,Editar,
Edit address,Editar enderezo,
Edit Timer,Editar temporizador,
Email addresses,Enderezos de correo electrónico,
Enabled,Activado,
"End time was before start time. Adjusted to 1 hour after start.","A hora de fin era anterior á de inicio. Axustouse a 1 hora despois do inicio.",
Error,Erro,
Event '{0}' status changed to {1},O estado do evento '{0}' cambiou a {1},
Event Type,Tipo de evento,
events,eventos,
External,Externo,
External — no user account,Externo — sen conta de usuario,
Failed to change password,Non se puido cambiar o contrasinal,
Failed to check status,Non se puido comprobar o estado,
Failed to load apps,Non se puideron cargar as aplicacións,
Failed to load settings,Non se puido cargar a configuración,
"Field '{0}' is not editable","O campo '{0}' non é editable",
Files,Ficheiros,
First Name,Nome,
Focus,Concentración,
"Frappe Manager URL is not configured in Dock Settings.","A URL de Frappe Manager non está configurada na Configuración de Dock.",
Hello {0},Ola {0},
Inactive,Inactivo,
Integrations,Integracións,
Internal,Interno,
Internal — has a user account,Interno — ten unha conta de usuario,
Invalid RSVP status,Estado de confirmación non válido,
Invalid status,Estado non válido,
"Invalid status. Must be one of: {0}","Estado non válido. Debe ser un de: {0}",
"Invitation: {0} — {1} at {2}","Invitación: {0} — {1} ás {2}",
Invite People,Convidar persoas,
Join meeting →,Unirse á reunión →,
Language,Idioma,
Last activity,Última actividade,
Last modified,Última modificación,
Last Name,Apelidos,
Last sync,Última sincronización,
Link user account,Vincular conta de usuario,
Linked records,Rexistros vinculados,
Loading settings...,Cargando configuración...,
Loading...,Cargando...,
Location,Localización,
Mark Do Not Contact,Marcar como Non contactar,
Maybe,Quizais,
Meeting Link,Ligazón da reunión,
Meeting title,Título da reunión,
Meeting URL,URL da reunión,
Mine,Meus,
Modified,Modificado,
navigate,navegar,
New note,Nova nota,
New password,Novo contrasinal,
new tab,nova pestana,
New tag,Nova etiqueta,
No active sessions found,Non se atoparon sesións activas,
No activity,Sen actividade,
No attendees,Sen asistentes,
No bookmarks yet,Aínda non hai marcadores,
No bridges registered,Non hai pontes rexistradas,
No contacts match these filters,Ningún contacto coincide con estes filtros,
No file uploaded,Non se subiu ningún ficheiro,
No files attached,Non hai ficheiros adxuntos,
No notes yet,Aínda non hai notas,
No results found,Non se atoparon resultados,
No settings registered for this app.,Non hai configuración rexistrada para esta aplicación.,
No status endpoint declared,Non hai endpoint de estado declarado,
No sync endpoint declared,Non hai endpoint de sincronización declarado,
No tags found,Non se atoparon etiquetas,
Not checked,Non comprobado,
Not configured,Non configurado,
Not permitted,Non permitido,
Note content cannot be empty,O contido da nota non pode estar baleiro,
Notification Settings,Configuración de notificacións,
Number format,Formato numérico,
One-way,Unidireccional,
"Only native Dock events can be deleted here.","Só se poden eliminar aquí os eventos nativos de Dock.",
"Only System Manager can trigger bridge sync","Só o Administrador do sistema pode iniciar a sincronización de pontes",
"Only System Manager can view sync logs","Só o Administrador do sistema pode ver os rexistros de sincronización",
"Only the contact owner can change the photo","Só o propietario do contacto pode cambiar a foto",
"Only the contact owner can edit this contact","Só o propietario do contacto pode editar este contacto",
"Only the event organizer can send invitations.","Só o organizador do evento pode enviar invitacións.",
"Only the session creator or a Dock Manager can revoke sessions","Só o creador da sesión ou un xestor de Dock pode revogar sesións",
open,abrir,
Open app switcher,Abrir selector de aplicacións,
Optional,Opcional,
optional,opcional,
Organizer,Organizador,
Owner,Propietario,
Password updated,Contrasinal actualizado,
Passwords don't match,Os contrasinais non coinciden,
Permission denied,Permiso denegado,
Phone numbers,Números de teléfono,
Pin items from any app using the bookmark button in the top bar,Fixa elementos de calquera aplicación usando o botón de marcadores na barra superior,
Please fill in all password fields,Enche todos os campos de contrasinal,
Please log in to access Dock.,Inicia sesión para acceder a Dock.,
"Please respond to this invitation in the calendar","Responde a esta invitación no calendario",
Postal code,Código postal,
Primary,Principal,
Primary address,Enderezo principal,
Privacy Policy,Política de privacidade,
Profile,Perfil,
Refresh All,Actualizar todo,
"Reminder: {0} — {1} at {2}","Recordatorio: {0} — {1} ás {2}",
Remove Do Not Contact,Quitar marca de Non contactar,
Remove tag,Eliminar etiqueta,
Required,Obrigatorio,
required,obrigatorio,
Respond in,Responder en,
Restore,Restaurar,
Restore from archive,Restaurar do arquivo,
Revoking...,Revogando...,
Room or address,Sala ou enderezo,
Save,Gardar,
Saving...,Gardando...,
Search,Buscar,
Search for people to invite...,Buscar persoas para convidar...,
Search is temporarily unavailable,A busca non está dispoñible temporalmente,
Search results,Resultados da busca,
Search scope,Ámbito da busca,
Search user by name or email…,Buscar usuario por nome ou correo electrónico…,
Searching...,Buscando...,
Security,Seguridade,
"Send an email or add a note to get started.","Envía un correo electrónico ou engade unha nota para comezar.",
Session {0}/{1},Sesión {0}/{1},
Sessions,Sesións,
Settings,Configuración,
Settings not found,Configuración non atopada,
Share,Compartir,
Show,Amosar,
Show less,Amosar menos,
Social profiles,Perfís sociais,
"Sourced events can only be edited in the source app.","Os eventos procedentes doutras aplicacións só se poden editar na aplicación de orixe.",
Source Code,Código fonte,
Start Focus,Iniciar concentración,
State / Province,Estado / Provincia,
"Street, number","Rúa, número",
Sync Now,Sincronizar agora,
Tag,Etiqueta,
Tag cannot be empty,A etiqueta non pode estar baleira,
Tags,Etiquetas,
Target not installed,Destino non instalado,
Task,Tarefa,
"The settings component could not be loaded. Please reload the page.","Non se puido cargar o compoñente de configuración. Recarga a páxina.",
"This contact is archived and hidden from the People list.","Este contacto está arquivado e agochado da lista de Persoas.",
This is a reminder for your upcoming event,Este é un recordatorio para o teu próximo evento,
This person is marked as Do Not Contact.,Esta persoa está marcada como Non contactar.,
"This record is already linked to this discussion","Este rexistro xa está vinculado a esta discusión",
Timer,Temporizador,
Timer running for {0} — did you forget?,Temporizador en marcha durante {0} — esquecéuseche?,
"To remove {0}, run:","Para eliminar {0}, executa:",
Try a different search term,Proba cun termo de busca diferente,
Two-Factor Authentication,Autenticación en dous pasos,
"Two-factor authentication is not enabled on this site. Contact your administrator.","A autenticación en dous pasos non está activada neste sitio. Contacta co teu administrador.",
Two-way,Bidireccional,
Type at least 2 characters to search,Escribe polo menos 2 caracteres para buscar,
Type to search...,Escribe para buscar...,
"Unknown notification_type '{0}' for app '{1}'","Tipo de notificación '{0}' descoñecido para a aplicación '{1}'",
Unknown device,Dispositivo descoñecido,
Unlink user — make external,Desvincular usuario — facer externo,
unsynced,non sincronizado,
Update,Actualizar,
Update password,Actualizar contrasinal,
Updating...,Actualizando...,
Upload file,Subir ficheiro,
"Upload files like contracts, proposals, or documents.","Sube ficheiros como contratos, propostas ou documentos.",
Upload photo,Subir foto,
Uploading...,Subindo...,
Uploading…,Subindo…,
View entry,Ver entrada,
Website,Sitio web,
Where,Onde,
Work,Traballo,
Write a note...,Escribe unha nota...,
Write a note... (not linked to any record),Escribe unha nota... (non vinculada a ningún rexistro),
You,Ti,
You are not an attendee of this event.,Non es asistente deste evento.,
"You can have a maximum of {0} bookmarks","Podes ter un máximo de {0} marcadores",
You can only change status of your own events.,Só podes cambiar o estado dos teus propios eventos.,
You can only delete your own comments,Só podes eliminar os teus propios comentarios,
You can only delete your own events.,Só podes eliminar os teus propios eventos.,
You can only edit your own events.,Só podes editar os teus propios eventos.,
You can only edit your own notes,Só podes editar as túas propias notas,
"You can only manage attendees on your own events.","Só podes xestionar asistentes nos teus propios eventos.",
You can only view your own events.,Só podes ver os teus propios eventos.,
"You do not have permission to comment on this record","Non tes permiso para comentar neste rexistro",
You have already reacted with {0},Xa reaccionaches con {0},
You have been invited to the following event,Foches convidado ao seguinte evento,
Your attendance,A túa asistencia,
Your response,A túa resposta,
Z→A,Z→A,
Rescheduled event: {0},Evento reprogramado: {0},
