source,target,context
Full name,Fullt navn,
Frappe Desk,Frappe Desk,
Generate link,Generer lenke,
Generating…,Genererer…,
Guest Portal,Gjesteportal,
in {0},i {0},
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Installer Orga, Micro eller andre apper for å se kontekst på tvers av apper for kontaktene dine.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,Stillingstittel,
Keep running,Fortsett å kjøre,
Label,Etikett,
Last accessed,Sist åpnet,
Light,Lys,
Limit,Grense,
Link expires in:,Lenken utløper om:,
Loading…,Laster…,
Load more,Last flere,
Log out,Logg ut,
Make private,Gjør privat,
Mark all read,Merk alle som lest,
Mark read,Merk som lest,
Monday,Mandag,
More fields,Flere felt,
My contacts,Mine kontakter,
My Account,Min konto,
My Profile,Min profil,
Never,Aldri,
New contact,Ny kontakt,
No contacts found,Ingen kontakter funnet,
No expiry,Ingen utløp,
None,Ingen,
No guest sessions yet.,Ingen gjesteøkter ennå.,
No recent items,Ingen siste elementer,
No recent items yet,Ingen siste elementer ennå,
No results for "{0}",Ingen resultater for «{0}»,
No results for "{0}" in {1},Ingen resultater for «{0}» i {1},
Notifications,Varsler,
Notification unavailable,Varsel utilgjengelig,
Organization Defaults,Organisasjonsstandard,
Organization settings updated — reload to apply,Organisasjonsinnstillinger oppdatert — last inn på nytt for å bruke dem,
Org default,Org.standard,
"Password, 2FA, profile picture","Passord, 2FA, profilbilde",
Pause,Pause,
paused,pauset,
People,Personer,
People with access,Personer med tilgang,
Permissions,Tillatelser,
Pinned,Festet,
Powered by Tonic,Drevet av Tonic,
Phone,Telefon,
Private,Privat,
Product Manager,Product Manager,
Preferences,Preferanser,
Read,Lese,
Recent,Siste,
Reload,Last inn på nytt,
Remove bookmark,Fjern bokmerke,
Remove from shared,Fjern fra delt,
Remove from recent,Fjern fra siste,
Resume,Gjenoppta,
Retry,Prøv igjen,
Revoke,Opphev,
Revoked,Opphevet,
Revoke session,Opphev økt,
Revoking…,Opphever…,
Saved,Lagret,
Save failed,Lagring mislyktes,
Save organization settings,Lagre organisasjonsinnstillinger,
Saving…,Lagrer…,
Search...,Søk...,
"Search by name, email, or phone…","Søk etter navn, e-post eller telefon…",
Search users...,Søk etter brukere...,
Share {0} {1},Del {0} {1},
Submit,Send inn,
Search in All apps,Søk i alle apper,
Search unavailable,Søk utilgjengelig,
selected,valgt,
Share "{0}",Del «{0}»,
Share with team,Del med team,
Shared,Delt,
Shared with team,Delt med team,
Share with client,Del med klient,
Showing {0} of {1} sessions,Viser {0} av {1} økter,
Site label,Nettstedsetikett,
Sort: A–Z — click for last modified,Sorter: A–Å — klikk for sist endret,
Sort: last modified — click for A–Z,Sorter: sist endret — klikk for A–Å,
Start,Start,
Start Timer,Start tidtaker,
Status,Status,
Stop,Stopp,
Stop & Save,Stopp og lagre,
Sunday,Søndag,
System,System,
Theme,Tema,
Theme preference,Temapreferanse,
This email is already on,Denne e-posten er allerede lagt til,
This link has been deactivated.,Denne lenken er deaktivert.,
This link has expired. Please ask the sender for a new link.,Denne lenken har utløpt. Be avsenderen om en ny lenke.,
This link is invalid or has been removed.,Denne lenken er ugyldig eller har blitt fjernet.,
Time,Tid,
Time entry saved,Tidsregistrering lagret,
Timer unavailable,Tidtaker utilgjengelig,
Timezone,Tidssone,
total,totalt,
Try again,Prøv igjen,
Unread,Ulest,
Open calendar,Åpne kalender,
Open in Desk,Åpne i Desk,
Open in {0},Åpne i {0},
User menu,Brukermeny,
View existing →,Se eksisterende →,
Visibility,Synlighet,
View,Vis,
View all notifications,Se alle varsler,
View time entry,Se tidsregistrering,
Week starts on,Uken starter på,
Write,Skrive,
What are you working on?,Hva jobber du med?,
You're all caught up,Du er à jour,
Your Preferences,Dine preferanser,
Your timer has been running for {0},Tidtakeren din har kjørt i {0},
Actions,Handlinger,
Add details about this event...,Legg til detaljer om denne hendelsen...,
Add event,Legg til hendelse,
Agenda,Agenda,
All day,Hele dagen,
Calendar,Kalender,
Create Event,Opprett hendelse,
Create in:,Opprett i:,
Day,Dag,
Deadline,Frist,
Delete Event,Slett hendelse,
Delete this event? This cannot be undone.,Slette denne hendelsen? Dette kan ikke angres.,
Deleting…,Sletter…,
Description,Beskrivelse,
Details,Detaljer,
End,Slutt,
Event,Hendelse,
Event title,Hendelsestittel,
Failed to create event,Kunne ikke opprette hendelse,
Failed to delete event,Kunne ikke slette hendelse,
Manage this event in,Administrer denne hendelsen i,
Meeting,Møte,
Milestone,Milepæl,
Month,Måned,
My calendars,Mine kalendere,
New Event,Ny hendelse,
No actions available,Ingen handlinger tilgjengelig,
No events,Ingen hendelser,
Open in,Åpne i,
Other,Annet,
Permanently remove this event,Fjern denne hendelsen permanent,
Review,Gjennomgang,
Source,Kilde,
Start date/time is required,Startdato/-tid er påkrevd,
Title,Tittel,
Title is required,Tittel er påkrevd,
Today,I dag,
Type,Type,
View full details in the source app,Se alle detaljer i kildeappen,
Week,Uke,
When,Når,
{0} available,{0} tilgjengelig,
Available,Tilgjengelig,
Configure Frappe Manager to enable one-click updates.,Konfigurer Frappe Manager for å aktivere oppdateringer med ett klikk.,
Copy command,Kopier kommando,
Ecosystem Apps,Økosystemapper,
Failed,Mislyktes,
Install,Installer,
Installed,Installert,
Learn more,Les mer,
No apps found,Ingen apper funnet,
not installed,ikke installert,
Open,Åpne,
Pro available,Pro tilgjengelig,
Queued…,I kø…,
Refresh,Oppdater,
Remove,Fjern,
Remove {0}? This will uninstall the app and may affect data.,Fjerne {0}? Dette avinstallerer appen og kan påvirke data.,
Restart required,Omstart påkrevd,
Restarting…,Starter på nytt…,
"To install {0}, run:","For å installere {0}, kjør:",
"To update {0}, run:","For å oppdatere {0}, kjør:",
Update {0} from v{1} to {2}? This will restart Frappe.,Oppdatere {0} fra v{1} til {2}? Dette starter Frappe på nytt.,
Update to {0},Oppdater til {0},
Updated,Oppdatert,
Updating…,Oppdaterer…,
Up to date,Oppdatert,
to version,til versjon,
For whom?,For hvem?,
Working on?,Jobber med?,
Search contacts...,Søk i kontakter...,
Select type...,Velg type...,
Context,Kontekst,
Contact,Kontakt,
Context Type,Konteksttype,
Activity,Aktivitet,
Activity will appear here as you and your team work across ecosystem apps.,Aktivitet vises her etter hvert som du og teamet ditt jobber på tvers av økosystemapper.,
Acknowledge,Bekreft,
All apps,Alle apper,
All Discussions,Alle diskusjoner,
All types,Alle typer,
Archived,Arkivert,
Cancel,Avbryt,
Celebrate,Feire,
Comments,Kommentarer,
Create Discussion,Opprett diskusjon,
Creating…,Oppretter…,
Ctrl+Enter to send,Ctrl+Enter for å sende,
Decision,Beslutning,
Discussion not found,Diskusjon ikke funnet,
Discussion title,Diskusjonstittel,
Discussions,Diskusjoner,
Flag,Flagg,
General,Generelt,
just now,akkurat nå,
Keep commenting,Fortsett å kommentere,
Linked Records,Koblede poster,
Linked to,Koblet til,
Load more,Last flere,
Loading…,Laster…,
Meeting Protocol,Møteprotokoll,
Mentioned,Nevnt,
New Discussion,Ny diskusjon,
No activity yet,Ingen aktivitet ennå,
No comments yet,Ingen kommentarer ennå,
No discussions found,Ingen diskusjoner funnet,
No discussions yet,Ingen diskusjoner ennå,
Note,Notat,
Notes,Notater,
Participants,Deltakere,
Pin,Fest,
Pinned,Festet,
Proposal,Forslag,
Protocol,Protokoll,
Reopen,Gjenåpne,
Replies,Svar,
Reply,Svar,
Replying to comment,Svarer på kommentar,
Resolve,Løs,
Resolve Discussion,Løs diskusjon,
Resolved,Løst,
Resolution,Løsning,
Resolution summary...,Oppsummering av løsning...,
Retrospective,Retrospektiv,
Search discussions...,Søk i diskusjoner...,
Seen,Sett,
Send,Send,
Start Discussion,Start diskusjon,
Unpin,Løsne,
Write a comment...,Skriv en kommentar...,
Write your discussion content...,Skriv innholdet i diskusjonen...,
resolved,løst,
unread,ulest,
{0} mentioned you in a comment,{0} nevnte deg i en kommentar,
{0} is already an attendee.,{0} er allerede en deltaker.,
{0} is not an attendee.,{0} er ikke en deltaker.,
{0} is not installed,{0} er ikke installert,
{0} results found,{0} resultater funnet,
+ Add tags,+ Legg til tagger,
A→Z,A→Å,
Accept,Godta,
Action failed,Handling mislyktes,
Active now,Aktiv nå,
Add a note,Legg til et notat,
"Add a note to keep track of details about this contact.","Legg til et notat for å holde oversikt over detaljer om denne kontakten.",
Add address,Legg til adresse,
Add another address,Legg til en annen adresse,
Add birthday,Legg til fødselsdag,
Add company,Legg til selskap,
Add job title,Legg til stillingstittel,
Add more tags...,Legg til flere tagger...,
Add tags...,Legg til tagger...,
"Address is not linked to this contact","Adressen er ikke koblet til denne kontakten",
"Address line 1, city, and country are required","Adresselinje 1, by og land er påkrevd",
ago,siden,
All companies,Alle selskaper,
All day event,Heldagshendelse,
"Apartment, suite, etc.","Leilighet, suite osv.",
Apps,Apper,
Archive contact,Arkiver kontakt,
Attendees,Deltakere,
available,tilgjengelig,
Best regards,Med vennlig hilsen,
Bookmarks,Bokmerker,
"Both proposed start and end times are required.","Både foreslått start- og sluttid er påkrevd.",
Break,Pause,
Bridge not registered,Bro ikke registrert,
Calendar Settings,Kalenderinnstillinger,
Call,Ring,
Cannot change bookmark owner,Kan ikke endre bokmerkeeier,
Cannot revoke your current session,Kan ikke oppheve gjeldende økt,
Change Password,Endre passord,
Change photo,Endre bilde,
Check Status,Sjekk status,
City,By,
Clear,Tøm,
Clear filters,Tøm filtre,
Close search,Lukk søk,
Cmd+Enter to save,Cmd+Enter for å lagre,
Coming soon,Kommer snart,
Coming up!,Kommer snart!,
Comment,Kommentar,
Community Edition,Community-utgave,
Complete,Fullført,
Confirm new password,Bekreft nytt passord,
Copy,Kopier,
Could not load notes,Kunne ikke laste notater,
Country,Land,
"Country '{0}' not found. Please select a valid country.","Landet «{0}» ble ikke funnet. Velg et gyldig land.",
Create a contact to get started,Opprett en kontakt for å komme i gang,
Created event: {0},Opprettet hendelse: {0},
Creating...,Oppretter...,
Current,Gjeldende,
Current password,Gjeldende passord,
Current password is incorrect,Gjeldende passord er feil,
Currency,Valuta,
Date,Dato,
Decline,Avslå,
Department,Avdeling,
Do Not Contact,Ikke kontakt,
Dock,Dock,
Download,Last ned,
"e.g. en, fr, de","f.eks. en, fr, de",
Edit,Rediger,
Edit address,Rediger adresse,
Edit Timer,Rediger tidtaker,
Email addresses,E-postadresser,
Enabled,Aktivert,
"End time was before start time. Adjusted to 1 hour after start.","Sluttid var før starttid. Justert til 1 time etter start.",
Error,Feil,
Event '{0}' status changed to {1},Hendelsen «{0}» endret status til {1},
Event Type,Hendelsestype,
events,hendelser,
External,Ekstern,
External — no user account,Ekstern — ingen brukerkonto,
Failed to change password,Kunne ikke endre passord,
Failed to check status,Kunne ikke sjekke status,
Failed to load apps,Kunne ikke laste apper,
Failed to load settings,Kunne ikke laste innstillinger,
"Field '{0}' is not editable","Feltet «{0}» kan ikke redigeres",
Files,Filer,
First Name,Fornavn,
Focus,Fokus,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager-URL er ikke konfigurert i Dock-innstillinger.",
Hello {0},Hei {0},
Inactive,Inaktiv,
Integrations,Integrasjoner,
Internal,Intern,
Internal — has a user account,Intern — har en brukerkonto,
Invalid RSVP status,Ugyldig RSVP-status,
Invalid status,Ugyldig status,
"Invalid status. Must be one of: {0}","Ugyldig status. Må være en av: {0}",
"Invitation: {0} — {1} at {2}","Invitasjon: {0} — {1} kl. {2}",
Invite People,Inviter personer,
Join meeting →,Bli med i møtet →,
Language,Språk,
Last activity,Siste aktivitet,
Last modified,Sist endret,
Last Name,Etternavn,
Last sync,Siste synkronisering,
Link user account,Koble brukerkonto,
Linked records,Koblede poster,
Loading settings...,Laster innstillinger...,
Loading...,Laster...,
Location,Sted,
Mark Do Not Contact,Merk som ikke kontakt,
Maybe,Kanskje,
Meeting Link,Møtelenke,
Meeting title,Møtetittel,
Meeting URL,Møte-URL,
Mine,Mine,
Modified,Endret,
navigate,naviger,
New note,Nytt notat,
New password,Nytt passord,
new tab,ny fane,
New tag,Ny tagg,
No active sessions found,Ingen aktive økter funnet,
No activity,Ingen aktivitet,
No attendees,Ingen deltakere,
No bookmarks yet,Ingen bokmerker ennå,
No bridges registered,Ingen broer registrert,
No contacts match these filters,Ingen kontakter passer til disse filtrene,
No file uploaded,Ingen fil lastet opp,
No files attached,Ingen filer vedlagt,
No notes yet,Ingen notater ennå,
No results found,Ingen resultater funnet,
No settings registered for this app.,Ingen innstillinger registrert for denne appen.,
No status endpoint declared,Ingen statusendepunkt deklarert,
No sync endpoint declared,Ingen synkroniseringsendepunkt deklarert,
No tags found,Ingen tagger funnet,
Not checked,Ikke sjekket,
Not configured,Ikke konfigurert,
Not permitted,Ikke tillatt,
Note content cannot be empty,Notatinnhold kan ikke være tomt,
Notification Settings,Varslingsinnstillinger,
Number format,Tallformat,
One-way,Enveis,
"Only native Dock events can be deleted here.","Bare Dock-hendelser kan slettes her.",
"Only System Manager can trigger bridge sync","Bare systemadministrator kan utløse brosynkronisering",
"Only System Manager can view sync logs","Bare systemadministrator kan se synkroniseringslogger",
"Only the contact owner can change the photo","Bare kontakteieren kan endre bildet",
"Only the contact owner can edit this contact","Bare kontakteieren kan redigere denne kontakten",
"Only the event organizer can send invitations.","Bare arrangøren kan sende invitasjoner.",
"Only the session creator or a Dock Manager can revoke sessions","Bare øktens oppretter eller en Dock-administrator kan oppheve økter",
open,åpen,
Open app switcher,Åpne appveksleren,
Optional,Valgfritt,
optional,valgfritt,
Organizer,Arrangør,
Owner,Eier,
Password updated,Passord oppdatert,
Passwords don't match,Passordene stemmer ikke overens,
Permission denied,Tilgang nektet,
Phone numbers,Telefonnumre,
Pin items from any app using the bookmark button in the top bar,Fest elementer fra alle apper med bokmerkeknappen i topplinjen,
Please fill in all password fields,Vennligst fyll ut alle passordfelt,
Please log in to access Dock.,Vennligst logg inn for å få tilgang til Dock.,
"Please respond to this invitation in the calendar","Vennligst svar på denne invitasjonen i kalenderen",
Postal code,Postnummer,
Primary,Primær,
Primary address,Primæradresse,
Privacy Policy,Personvernerklæring,
Profile,Profil,
Refresh All,Oppdater alle,
"Reminder: {0} — {1} at {2}","Påminnelse: {0} — {1} kl. {2}",
Remove Do Not Contact,Fjern ikke-kontakt-merking,
Remove tag,Fjern tagg,
Required,Påkrevd,
required,påkrevd,
Respond in,Svar i,
Restore,Gjenopprett,
Restore from archive,Gjenopprett fra arkiv,
Revoking...,Opphever...,
Room or address,Rom eller adresse,
Save,Lagre,
Saving...,Lagrer...,
Search,Søk,
Search for people to invite...,Søk etter personer å invitere...,
Search is temporarily unavailable,Søk er midlertidig utilgjengelig,
Search results,Søkeresultater,
Search scope,Søkeomfang,
Search user by name or email…,Søk etter bruker med navn eller e-post…,
Searching...,Søker...,
Security,Sikkerhet,
"Send an email or add a note to get started.","Send en e-post eller legg til et notat for å komme i gang.",
Session {0}/{1},Økt {0}/{1},
Sessions,Økter,
Settings,Innstillinger,
Settings not found,Innstillinger ikke funnet,
Share,Del,
Show,Vis,
Show less,Vis mindre,
Social profiles,Sosiale profiler,
"Sourced events can only be edited in the source app.","Kildebaserte hendelser kan bare redigeres i kildeappen.",
Source Code,Kildekode,
Start Focus,Start fokus,
State / Province,Delstat / fylke,
"Street, number","Gate, nummer",
Sync Now,Synkroniser nå,
Tag,Tagg,
Tag cannot be empty,Tagg kan ikke være tom,
Tags,Tagger,
Target not installed,Mål ikke installert,
Task,Oppgave,
"The settings component could not be loaded. Please reload the page.","Innstillingskomponenten kunne ikke lastes. Vennligst last inn siden på nytt.",
"This contact is archived and hidden from the People list.","Denne kontakten er arkivert og skjult fra personlisten.",
This is a reminder for your upcoming event,Dette er en påminnelse om den kommende hendelsen din,
This person is marked as Do Not Contact.,Denne personen er merket som ikke kontakt.,
"This record is already linked to this discussion","Denne posten er allerede koblet til denne diskusjonen",
Timer,Tidtaker,
Timer running for {0} — did you forget?,Tidtakeren har kjørt i {0} — glemte du den?,
"To remove {0}, run:","For å fjerne {0}, kjør:",
Try a different search term,Prøv et annet søkeord,
Two-Factor Authentication,Tofaktorautentisering,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Tofaktorautentisering er ikke aktivert på dette nettstedet. Kontakt administratoren din.",
Two-way,Toveis,
Type at least 2 characters to search,Skriv minst 2 tegn for å søke,
Type to search...,Skriv for å søke...,
"Unknown notification_type '{0}' for app '{1}'","Ukjent varseltype «{0}» for appen «{1}»",
Unknown device,Ukjent enhet,
Unlink user — make external,Koble fra bruker — gjør ekstern,
unsynced,usynkronisert,
Update,Oppdater,
Update password,Oppdater passord,
Updating...,Oppdaterer...,
Upload file,Last opp fil,
"Upload files like contracts, proposals, or documents.","Last opp filer som kontrakter, forslag eller dokumenter.",
Upload photo,Last opp bilde,
Uploading...,Laster opp...,
Uploading…,Laster opp…,
View entry,Se oppføring,
Website,Nettsted,
Where,Hvor,
Work,Arbeid,
Write a note...,Skriv et notat...,
Write a note... (not linked to any record),Skriv et notat... (ikke koblet til noen post),
You,Du,
You are not an attendee of this event.,Du er ikke en deltaker på denne hendelsen.,
"You can have a maximum of {0} bookmarks","Du kan ha maksimalt {0} bokmerker",
You can only change status of your own events.,Du kan bare endre status på dine egne hendelser.,
You can only delete your own comments,Du kan bare slette dine egne kommentarer,
You can only delete your own events.,Du kan bare slette dine egne hendelser.,
You can only edit your own events.,Du kan bare redigere dine egne hendelser.,
You can only edit your own notes,Du kan bare redigere dine egne notater,
"You can only manage attendees on your own events.","Du kan bare administrere deltakere på dine egne hendelser.",
You can only view your own events.,Du kan bare se dine egne hendelser.,
"You do not have permission to comment on this record","Du har ikke tillatelse til å kommentere denne posten",
You have already reacted with {0},Du har allerede reagert med {0},
You have been invited to the following event,Du er invitert til følgende hendelse,
Your attendance,Din deltakelse,
Your response,Ditt svar,
Z→A,Å→A,
Rescheduled event: {0},Flyttet hendelse: {0},
