source,target,context
No results for "{0}" in {1},Rezultatų pagal „{0}" nerasta {1},
Notifications,Pranešimai,
Notification unavailable,Pranešimas nepasiekiamas,
Organization Defaults,Organizacijos numatytieji,
Organization settings updated — reload to apply,Organizacijos nustatymai atnaujinti — perkrauk puslapį,
Org default,Organizacijos numatytasis,
"Password, 2FA, profile picture","Slaptažodis, 2FA, profilio nuotrauka",
Pause,Pristabdyti,
paused,pristabdytas,
People,Žmonės,
People with access,Žmonės su prieiga,
Permissions,Leidimai,
Pinned,Prisegta,
Powered by Tonic,Powered by Tonic,
Phone,Telefonas,
Private,Privatus,
Product Manager,Product Manager,
Preferences,Nuostatos,
Read,Skaitymas,
Recent,Naujausi,
Reload,Perkrauti,
Remove bookmark,Pašalinti žymę,
Remove from shared,Pašalinti iš bendrinamų,
Remove from recent,Pašalinti iš naujausių,
Resume,Tęsti,
Retry,Bandyti dar kartą,
Revoke,Atšaukti,
Revoked,Atšauktas,
Revoke session,Atšaukti sesiją,
Revoking…,Atšaukiama…,
Saved,Išsaugota,
Save failed,Išsaugoti nepavyko,
Save organization settings,Išsaugoti organizacijos nustatymus,
Saving…,Saugoma…,
Search...,Ieškoti...,
"Search by name, email, or phone…","Ieškoti pagal vardą, el. paštą arba telefoną…",
Search users...,Ieškoti naudotojų...,
Share {0} {1},Bendrinti {0} {1},
Submit,Pateikti,
Search in All apps,Ieškoti visose programėlėse,
Search unavailable,Paieška nepasiekiama,
selected,pasirinkta,
Share "{0}",Bendrinti „{0}",
Share with team,Bendrinti su komanda,
Shared,Bendrinama,
Shared with team,Bendrinama su komanda,
Share with client,Bendrinti su klientu,
Showing {0} of {1} sessions,Rodoma {0} iš {1} sesijų,
Site label,Svetainės etiketė,
Sort: A–Z — click for last modified,Rūšiavimas: A–Ž — spausk pagal paskutinį keitimą,
Sort: last modified — click for A–Z,Rūšiavimas: paskutinis keitimas — spausk A–Ž,
Start,Pradėti,
Start Timer,Paleisti laikmatį,
Status,Būsena,
Stop,Sustabdyti,
Stop & Save,Sustabdyti ir išsaugoti,
Sunday,Sekmadienis,
System,Sistema,
Theme,Tema,
Theme preference,Temos nuostata,
This email is already on,Šis el. paštas jau pridėtas,
This link has been deactivated.,Ši nuoroda buvo deaktyvuota.,
This link has expired. Please ask the sender for a new link.,Šios nuorodos galiojimas pasibaigė. Paprašyk siuntėjo naujos nuorodos.,
This link is invalid or has been removed.,Ši nuoroda negalioja arba buvo pašalinta.,
Time,Laikas,
Time entry saved,Laiko įrašas išsaugotas,
Timer unavailable,Laikmatis nepasiekiamas,
Timezone,Laiko juosta,
total,iš viso,
Try again,Bandyk dar kartą,
Unread,Neskaityti,
Open calendar,Atidaryti kalendorių,
Open in Desk,Atidaryti Desk,
Open in {0},Atidaryti {0},
User menu,Naudotojo meniu,
View existing →,Peržiūrėti esamus →,
Visibility,Matomumas,
View,Peržiūrėti,
View all notifications,Peržiūrėti visus pranešimus,
View time entry,Peržiūrėti laiko įrašą,
Week starts on,Savaitė prasideda,
Write,Rašymas,
What are you working on?,Ką šiuo metu dirbi?,
You're all caught up,Viskas peržiūrėta,
Your Preferences,Tavo nuostatos,
Your timer has been running for {0},Tavo laikmatis veikia jau {0},
Actions,Veiksmai,
Add details about this event...,Pridėk detalių apie šį įvykį...,
Add event,Pridėti įvykį,
Agenda,Darbotvarkė,
All day,Visa diena,
Calendar,Kalendorius,
Create Event,Sukurti įvykį,
Create in:,Sukurti:,
Day,Diena,
Deadline,Terminas,
Delete Event,Ištrinti įvykį,
Delete this event? This cannot be undone.,Ištrinti šį įvykį? Šio veiksmo negalima atšaukti.,
Deleting…,Trinama…,
Description,Aprašymas,
Details,Detalės,
End,Pabaiga,
Event,Įvykis,
Event title,Įvykio pavadinimas,
Failed to create event,Nepavyko sukurti įvykio,
Failed to delete event,Nepavyko ištrinti įvykio,
Manage this event in,Tvarkyti šį įvykį,
Meeting,Susitikimas,
Milestone,Etapas,
Month,Mėnuo,
My calendars,Mano kalendoriai,
New Event,Naujas įvykis,
No actions available,Nėra galimų veiksmų,
No events,Nėra įvykių,
Open in,Atidaryti,
Other,Kita,
Permanently remove this event,Visam laikui pašalinti šį įvykį,
Review,Peržiūra,
Source,Šaltinis,
Start date/time is required,Pradžios data/laikas yra privalomi,
Title,Pavadinimas,
Title is required,Pavadinimas yra privalomas,
Today,Šiandien,
Type,Tipas,
View full details in the source app,Peržiūrėk visas detales šaltinio programėlėje,
Week,Savaitė,
When,Kada,
{0} available,{0} galima,
Available,Galima,
Configure Frappe Manager to enable one-click updates.,Konfigūruok Frappe Manager norint įjungti atnaujinimus vienu paspaudimu.,
Copy command,Kopijuoti komandą,
Ecosystem Apps,Ekosistemos programėlės,
Failed,Nepavyko,
Install,Įdiegti,
Installed,Įdiegta,
Learn more,Sužinoti daugiau,
No apps found,Programėlių nerasta,
not installed,neįdiegta,
Open,Atidaryti,
Pro available,Pro versija galima,
Queued…,Eilėje…,
Refresh,Atnaujinti,
Remove,Pašalinti,
Remove {0}? This will uninstall the app and may affect data.,Pašalinti {0}? Programėlė bus išdiegta ir duomenys gali būti paveikti.,
Restart required,Reikia paleisti iš naujo,
Restarting…,Paleidžiama iš naujo…,
"To install {0}, run:","Norint įdiegti {0}, paleisk:",
"To update {0}, run:","Norint atnaujinti {0}, paleisk:",
Update {0} from v{1} to {2}? This will restart Frappe.,Atnaujinti {0} iš v{1} į {2}? Frappe bus paleistas iš naujo.,
Update to {0},Atnaujinti iki {0},
Updated,Atnaujinta,
Updating…,Atnaujinama…,
Up to date,Naujausia versija,
to version,iki versijos,
For whom?,Kam?,
Working on?,Ką dirbi?,
Search contacts...,Ieškoti kontaktų...,
Select type...,Pasirink tipą...,
Context,Kontekstas,
Contact,Kontaktas,
Context Type,Konteksto tipas,
Activity,Veikla,
Activity will appear here as you and your team work across ecosystem apps.,Veikla bus rodoma čia tau ir tavo komandai dirbant ekosistemos programėlėse.,
Acknowledge,Patvirtinti,
All apps,Visos programėlės,
All Discussions,Visos diskusijos,
All types,Visi tipai,
Archived,Archyvuota,
Cancel,Atšaukti,
Celebrate,Švęsti,
Comments,Komentarai,
Create Discussion,Sukurti diskusiją,
Creating…,Kuriama…,
Ctrl+Enter to send,Ctrl+Enter siųsti,
Decision,Sprendimas,
Discussion not found,Diskusija nerasta,
Discussion title,Diskusijos pavadinimas,
Discussions,Diskusijos,
Flag,Pažymėti,
General,Bendra,
just now,ką tik,
Keep commenting,Komentuok toliau,
Linked Records,Susieti įrašai,
Linked to,Susieta su,
Load more,Įkelti daugiau,
Loading…,Įkeliama…,
Meeting Protocol,Susitikimo protokolas,
Mentioned,Paminėta,
New Discussion,Nauja diskusija,
No activity yet,Veiklos dar nėra,
No comments yet,Komentarų dar nėra,
No discussions found,Diskusijų nerasta,
No discussions yet,Diskusijų dar nėra,
Note,Pastaba,
Notes,Pastabos,
Participants,Dalyviai,
Pin,Prisegti,
Pinned,Prisegta,
Proposal,Pasiūlymas,
Protocol,Protokolas,
Reopen,Atidaryti iš naujo,
Replies,Atsakymai,
Reply,Atsakyti,
Replying to comment,Atsakymas į komentarą,
Resolve,Išspręsti,
Resolve Discussion,Išspręsti diskusiją,
Resolved,Išspręsta,
Resolution,Išsprendimas,
Resolution summary...,Išsprendimo santrauka...,
Retrospective,Retrospektyva,
Search discussions...,Ieškoti diskusijų...,
Seen,Matyta,
Send,Siųsti,
Start Discussion,Pradėti diskusiją,
Unpin,Atsegti,
Write a comment...,Rašyk komentarą...,
Write your discussion content...,Rašyk diskusijos turinį...,
resolved,išspręsta,
unread,neskaityta,
{0} mentioned you in a comment,{0} paminėjo tave komentare,
{0} is already an attendee.,{0} jau yra dalyvis.,
{0} is not an attendee.,{0} nėra dalyvis.,
{0} is not installed,{0} nėra įdiegta,
{0} results found,Rasta {0} rezultatų,
+ Add tags,+ Pridėti žymes,
A→Z,A→Ž,
Accept,Priimti,
Action failed,Veiksmas nepavyko,
Active now,Aktyvus dabar,
Add a note,Pridėti pastabą,
"Add a note to keep track of details about this contact.","Pridėk pastabą norėdamas sekti informaciją apie šį kontaktą.",
Add address,Pridėti adresą,
Add another address,Pridėti kitą adresą,
Add birthday,Pridėti gimtadienį,
Add company,Pridėti įmonę,
Add job title,Pridėti pareigas,
Add more tags...,Pridėti daugiau žymų...,
Add tags...,Pridėti žymų...,
"Address is not linked to this contact","Adresas nesusietas su šiuo kontaktu",
"Address line 1, city, and country are required","Adreso 1 eilutė, miestas ir šalis yra privalomi",
ago,prieš,
All companies,Visos įmonės,
All day event,Visos dienos įvykis,
"Apartment, suite, etc.","Butas, ofisas ir kt.",
Apps,Programėlės,
Archive contact,Archyvuoti kontaktą,
Attendees,Dalyviai,
available,galima,
Best regards,Pagarbiai,
Bookmarks,Žymės,
"Both proposed start and end times are required.","Reikia nurodyti ir pradžios, ir pabaigos laiką.",
Break,Pertrauka,
Bridge not registered,Tiltas neregistruotas,
Calendar Settings,Kalendoriaus nustatymai,
Call,Skambutis,
Cannot change bookmark owner,Negalima keisti žymės savininko,
Cannot revoke your current session,Negalima atšaukti dabartinės sesijos,
Change Password,Keisti slaptažodį,
Change photo,Keisti nuotrauką,
Check Status,Tikrinti būseną,
City,Miestas,
Clear,Išvalyti,
Clear filters,Išvalyti filtrus,
Close search,Uždaryti paiešką,
Cmd+Enter to save,Cmd+Enter išsaugoti,
Coming soon,Jau greitai,
Coming up!,Artėja!,
Comment,Komentaras,
Community Edition,Bendruomenės leidimas,
Complete,Užbaigti,
Confirm new password,Patvirtink naują slaptažodį,
Copy,Kopijuoti,
Could not load notes,Nepavyko įkelti pastabų,
Country,Šalis,
"Country '{0}' not found. Please select a valid country.","Šalis „{0}" nerasta. Pasirink galiojančią šalį.",
Create a contact to get started,Sukurk kontaktą norėdamas pradėti,
Created event: {0},Sukurtas įvykis: {0},
Creating...,Kuriama...,
Current,Dabartinis,
Current password,Dabartinis slaptažodis,
Current password is incorrect,Dabartinis slaptažodis neteisingas,
Currency,Valiuta,
Date,Data,
Decline,Atmesti,
Department,Skyrius,
Do Not Contact,Nesusisiekti,
Dock,Dock,
Download,Atsisiųsti,
"e.g. en, fr, de","pvz. en, fr, de",
Edit,Redaguoti,
Edit address,Redaguoti adresą,
Edit Timer,Redaguoti laikmatį,
Email addresses,El. pašto adresai,
Enabled,Įjungta,
"End time was before start time. Adjusted to 1 hour after start.","Pabaigos laikas buvo prieš pradžią. Nustatyta 1 valanda po pradžios.",
Error,Klaida,
Event '{0}' status changed to {1},Įvykio „{0}" būsena pakeista į {1},
Event Type,Įvykio tipas,
events,įvykiai,
External,Išorinis,
External — no user account,Išorinis — neturi paskyros,
Failed to change password,Nepavyko pakeisti slaptažodžio,
Failed to check status,Nepavyko patikrinti būsenos,
Failed to load apps,Nepavyko įkelti programėlių,
Failed to load settings,Nepavyko įkelti nustatymų,
"Field '{0}' is not editable","Laukas „{0}" neredaguojamas",
Files,Failai,
First Name,Vardas,
Focus,Susikaupimas,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL nesukonfigūruotas Dock nustatymuose.",
Hello {0},Sveiki {0},
Inactive,Neaktyvus,
Integrations,Integracijos,
Internal,Vidinis,
Internal — has a user account,Vidinis — turi paskyrą,
Invalid RSVP status,Neteisingas RSVP statusas,
Invalid status,Neteisinga būsena,
"Invalid status. Must be one of: {0}","Neteisinga būsena. Turi būti viena iš: {0}",
"Invitation: {0} — {1} at {2}","Kvietimas: {0} — {1}, {2}",
Invite People,Pakviesti žmonių,
Join meeting →,Prisijungti prie susitikimo →,
Language,Kalba,
Last activity,Paskutinė veikla,
Last modified,Paskutinis keitimas,
Last Name,Pavardė,
Last sync,Paskutinė sinchronizacija,
Link user account,Susieti naudotojo paskyrą,
Linked records,Susieti įrašai,
Loading settings...,Įkeliami nustatymai...,
Loading...,Įkeliama...,
Location,Vieta,
Mark Do Not Contact,Pažymėti kaip „Nesusisiekti",
Maybe,Galbūt,
Meeting Link,Susitikimo nuoroda,
Meeting title,Susitikimo pavadinimas,
Meeting URL,Susitikimo URL,
Mine,Mano,
Modified,Pakeista,
navigate,naviguoti,
New note,Nauja pastaba,
New password,Naujas slaptažodis,
new tab,nauja kortelė,
New tag,Nauja žyma,
No active sessions found,Aktyvių sesijų nerasta,
No activity,Nėra veiklos,
No attendees,Nėra dalyvių,
No bookmarks yet,Žymių dar nėra,
No bridges registered,Tiltų neregistruota,
No contacts match these filters,Kontaktų pagal šiuos filtrus nerasta,
No file uploaded,Failas neįkeltas,
No files attached,Failų neprisegta,
No notes yet,Pastabų dar nėra,
No results found,Rezultatų nerasta,
No settings registered for this app.,Šiai programėlei nustatymai neregistruoti.,
No status endpoint declared,Būsenos galinis taškas nenurodytas,
No sync endpoint declared,Sinchronizacijos galinis taškas nenurodytas,
No tags found,Žymų nerasta,
Not checked,Nepatikrinta,
Not configured,Nesukonfigūruota,
Not permitted,Neleidžiama,
Note content cannot be empty,Pastabos turinys negali būti tuščias,
Notification Settings,Pranešimų nustatymai,
Number format,Skaičių formatas,
One-way,Vienpusis,
"Only native Dock events can be deleted here.","Čia galima trinti tik vietinius Dock įvykius.",
"Only System Manager can trigger bridge sync","Tilto sinchronizaciją gali paleisti tik sistemos administratorius",
"Only System Manager can view sync logs","Sinchronizacijos žurnalus gali matyti tik sistemos administratorius",
"Only the contact owner can change the photo","Nuotrauką gali keisti tik kontakto savininkas",
"Only the contact owner can edit this contact","Šį kontaktą gali redaguoti tik jo savininkas",
"Only the event organizer can send invitations.","Kvietimus gali siųsti tik įvykio organizatorius.",
"Only the session creator or a Dock Manager can revoke sessions","Sesijas gali atšaukti tik jų kūrėjas arba Dock administratorius",
open,atidaryti,
Open app switcher,Atidaryti programėlių perjungiklį,
Optional,Neprivaloma,
optional,neprivaloma,
Organizer,Organizatorius,
Owner,Savininkas,
Password updated,Slaptažodis atnaujintas,
Passwords don't match,Slaptažodžiai nesutampa,
Permission denied,Prieiga uždrausta,
Phone numbers,Telefono numeriai,
Pin items from any app using the bookmark button in the top bar,Prisek elementus iš bet kurios programėlės naudodamas žymės mygtuką viršutinėje juostoje,
Please fill in all password fields,Užpildyk visus slaptažodžio laukus,
Please log in to access Dock.,Prisijunk norėdamas pasiekti Dock.,
"Please respond to this invitation in the calendar","Atsakyk į šį kvietimą kalendoriuje",
Postal code,Pašto kodas,
Primary,Pagrindinis,
Primary address,Pagrindinis adresas,
Privacy Policy,Privatumo politika,
Profile,Profilis,
Refresh All,Atnaujinti viską,
"Reminder: {0} — {1} at {2}","Priminimas: {0} — {1}, {2}",
Remove Do Not Contact,Pašalinti žymą „Nesusisiekti",
Remove tag,Pašalinti žymą,
Required,Privaloma,
required,privaloma,
Respond in,Atsakyti,
Restore,Atkurti,
Restore from archive,Atkurti iš archyvo,
Revoking...,Atšaukiama...,
Room or address,Patalpa arba adresas,
Save,Išsaugoti,
Saving...,Saugoma...,
Search,Ieškoti,
Search for people to invite...,Ieškoti žmonių pakviesti...,
Search is temporarily unavailable,Paieška laikinai nepasiekiama,
Search results,Paieškos rezultatai,
Search scope,Paieškos apimtis,
Search user by name or email…,Ieškoti naudotojo pagal vardą ar el. paštą…,
Searching...,Ieškoma...,
Security,Saugumas,
"Send an email or add a note to get started.","Siųsk laišką arba pridėk pastabą norėdamas pradėti.",
Session {0}/{1},Sesija {0}/{1},
Sessions,Sesijos,
Settings,Nustatymai,
Settings not found,Nustatymai nerasti,
Share,Bendrinti,
Show,Rodyti,
Show less,Rodyti mažiau,
Social profiles,Socialiniai profiliai,
"Sourced events can only be edited in the source app.","Importuotus įvykius galima redaguoti tik šaltinio programėlėje.",
Source Code,Išeities kodas,
Start Focus,Pradėti susikaupimą,
State / Province,Regionas / Apskritis,
"Street, number","Gatvė, numeris",
Sync Now,Sinchronizuoti dabar,
Tag,Žyma,
Tag cannot be empty,Žyma negali būti tuščia,
Tags,Žymos,
Target not installed,Tikslas neįdiegtas,
Task,Užduotis,
"The settings component could not be loaded. Please reload the page.","Nustatymų komponento nepavyko įkelti. Perkrauk puslapį.",
"This contact is archived and hidden from the People list.","Šis kontaktas archyvuotas ir paslėptas nuo Žmonių sąrašo.",
This is a reminder for your upcoming event,Tai priminimas apie tavo artėjantį įvykį,
This person is marked as Do Not Contact.,Šis asmuo pažymėtas kaip „Nesusisiekti".,
"This record is already linked to this discussion","Šis įrašas jau susietas su šia diskusija",
Timer,Laikmatis,
Timer running for {0} — did you forget?,Laikmatis veikia jau {0} — gal pamiršai?,
"To remove {0}, run:","Norint pašalinti {0}, paleisk:",
Try a different search term,Pabandyk kitą paieškos užklausą,
Two-Factor Authentication,Dviejų veiksnių autentifikacija,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Dviejų veiksnių autentifikacija šioje svetainėje neįjungta. Kreipkis į administratorių.",
Two-way,Dvipusis,
Type at least 2 characters to search,Įvesk bent 2 simbolius paieškai,
Type to search...,Rašyk norėdamas ieškoti...,
"Unknown notification_type '{0}' for app '{1}'","Nežinomas pranešimo tipas „{0}" programėlei „{1}"",
Unknown device,Nežinomas įrenginys,
Unlink user — make external,Atsieti naudotoją — padaryti išorinį,
unsynced,nesinchronizuota,
Update,Atnaujinti,
Update password,Atnaujinti slaptažodį,
Updating...,Atnaujinama...,
Upload file,Įkelti failą,
"Upload files like contracts, proposals, or documents.","Įkelk failus: sutartis, pasiūlymus ar dokumentus.",
Upload photo,Įkelti nuotrauką,
Uploading...,Įkeliama...,
Uploading…,Įkeliama…,
View entry,Peržiūrėti įrašą,
Website,Svetainė,
Where,Kur,
Work,Darbas,
Write a note...,Rašyk pastabą...,
Write a note... (not linked to any record),Rašyk pastabą... (nesusieta su jokiu įrašu),
You,Tu,
You are not an attendee of this event.,Tu nesi šio įvykio dalyvis.,
"You can have a maximum of {0} bookmarks","Gali turėti daugiausiai {0} žymių",
You can only change status of your own events.,Gali keisti tik savo įvykių būseną.,
You can only delete your own comments,Gali trinti tik savo komentarus,
You can only delete your own events.,Gali trinti tik savo įvykius.,
You can only edit your own events.,Gali redaguoti tik savo įvykius.,
You can only edit your own notes,Gali redaguoti tik savo pastabas,
"You can only manage attendees on your own events.","Dalyvius gali tvarkyti tik savo įvykiuose.",
You can only view your own events.,Gali peržiūrėti tik savo įvykius.,
"You do not have permission to comment on this record","Neturi leidimo komentuoti šį įrašą",
You have already reacted with {0},Jau sureagavai su {0},
You have been invited to the following event,Buvai pakviesta(-s) į šį įvykį,
Your attendance,Tavo dalyvavimas,
Your response,Tavo atsakymas,
Z→A,Ž→A,
Rescheduled event: {0},Perkeltas įvykis: {0},
