source,target,context
not installed,non installato,
Open,Apri,
Pro available,Pro disponibile,
Queued…,In coda…,
Refresh,Aggiorna,
Remove,Rimuovi,
Remove {0}? This will uninstall the app and may affect data.,Rimuovere {0}? L'app verrà disinstallata e i dati potrebbero essere modificati.,
Restart required,Riavvio necessario,
Restarting…,Riavvio in corso…,
"To install {0}, run:","Per installare {0}, esegui:",
"To update {0}, run:","Per aggiornare {0}, esegui:",
Update {0} from v{1} to {2}? This will restart Frappe.,Aggiornare {0} dalla v{1} alla {2}? Frappe verrà riavviato.,
Update to {0},Aggiorna alla {0},
Updated,Aggiornato,
Updating…,Aggiornamento…,
Up to date,Aggiornato,
to version,alla versione,
For whom?,Per chi?,
Working on?,Su cosa lavori?,
Search contacts...,Cerca contatti...,
Select type...,Seleziona tipo...,
Context,Contesto,
Contact,Contatto,
Context Type,Tipo di contesto,
Activity,Attività,
Activity will appear here as you and your team work across ecosystem apps.,Le attività appariranno qui mentre tu e il tuo team lavorate nelle app dell'ecosistema.,
Acknowledge,Conferma,
All apps,Tutte le app,
All Discussions,Tutte le discussioni,
All types,Tutti i tipi,
Archived,Archiviato,
Cancel,Annulla,
Celebrate,Festeggia,
Comments,Commenti,
Create Discussion,Crea discussione,
Creating…,Creazione in corso…,
Ctrl+Enter to send,Ctrl+Invio per inviare,
Decision,Decisione,
Discussion not found,Discussione non trovata,
Discussion title,Titolo discussione,
Discussions,Discussioni,
Flag,Segnala,
General,Generale,
just now,adesso,
Keep commenting,Continua a commentare,
Linked Records,Record collegati,
Linked to,Collegato a,
Load more,Carica altro,
Loading…,Caricamento…,
Meeting Protocol,Verbale riunione,
Mentioned,Menzionato,
New Discussion,Nuova discussione,
No activity yet,Nessuna attività per ora,
No comments yet,Nessun commento per ora,
No discussions found,Nessuna discussione trovata,
No discussions yet,Nessuna discussione per ora,
Note,Nota,
Notes,Note,
Participants,Partecipanti,
Pin,Fissa,
Pinned,Fissato,
Proposal,Proposta,
Protocol,Verbale,
Reopen,Riapri,
Replies,Risposte,
Reply,Rispondi,
Replying to comment,Risposta al commento,
Resolve,Risolvi,
Resolve Discussion,Risolvi discussione,
Resolved,Risolto,
Resolution,Risoluzione,
Resolution summary...,Riepilogo risoluzione...,
Retrospective,Retrospettiva,
Search discussions...,Cerca discussioni...,
Seen,Visto,
Send,Invia,
Start Discussion,Avvia discussione,
Unpin,Sblocca,
Write a comment...,Scrivi un commento...,
Write your discussion content...,Scrivi il contenuto della discussione...,
resolved,risolto,
unread,non letto,
{0} mentioned you in a comment,{0} ti ha menzionato in un commento,
{0} is already an attendee.,{0} è già un partecipante.,
{0} is not an attendee.,{0} non è un partecipante.,
{0} is not installed,{0} non è installato,
{0} results found,{0} risultati trovati,
+ Add tags,+ Aggiungi tag,
A→Z,A→Z,
Accept,Accetta,
Action failed,Azione fallita,
Active now,Attivo ora,
Add a note,Aggiungi una nota,
"Add a note to keep track of details about this contact.","Aggiungi una nota per tenere traccia dei dettagli su questo contatto.",
Add address,Aggiungi indirizzo,
Add another address,Aggiungi un altro indirizzo,
Add birthday,Aggiungi data di nascita,
Add company,Aggiungi azienda,
Add job title,Aggiungi qualifica,
Add more tags...,Aggiungi altri tag...,
Add tags...,Aggiungi tag...,
"Address is not linked to this contact","L'indirizzo non è collegato a questo contatto",
"Address line 1, city, and country are required","Indirizzo riga 1, città e paese sono obbligatori",
ago,fa,
All companies,Tutte le aziende,
All day event,Evento giornata intera,
"Apartment, suite, etc.","Appartamento, interno, ecc.",
Apps,App,
Archive contact,Archivia contatto,
Attendees,Partecipanti,
available,disponibile,
Best regards,Cordiali saluti,
Bookmarks,Segnalibri,
"Both proposed start and end times are required.","Sono necessari sia l'orario di inizio che quello di fine.",
Break,Pausa,
Bridge not registered,Bridge non registrato,
Calendar Settings,Impostazioni calendario,
Call,Chiama,
Cannot change bookmark owner,Impossibile cambiare il proprietario del segnalibro,
Cannot revoke your current session,Impossibile revocare la sessione corrente,
Change Password,Cambia password,
Change photo,Cambia foto,
Check Status,Verifica stato,
City,Città,
Clear,Cancella,
Clear filters,Cancella filtri,
Close search,Chiudi ricerca,
Cmd+Enter to save,Cmd+Invio per salvare,
Coming soon,In arrivo,
Coming up!,In arrivo!,
Comment,Commento,
Community Edition,Edizione Community,
Complete,Completato,
Confirm new password,Conferma nuova password,
Copy,Copia,
Could not load notes,Impossibile caricare le note,
Country,Paese,
"Country '{0}' not found. Please select a valid country.","Paese '{0}' non trovato. Seleziona un paese valido.",
Create a contact to get started,Crea un contatto per iniziare,
Created event: {0},Evento creato: {0},
Creating...,Creazione in corso...,
Current,Corrente,
Current password,Password attuale,
Current password is incorrect,La password attuale non è corretta,
Currency,Valuta,
Date,Data,
Decline,Rifiuta,
Department,Reparto,
Do Not Contact,Non contattare,
Dock,Dock,
Download,Scarica,
"e.g. en, fr, de","es. en, fr, de",
Edit,Modifica,
Edit address,Modifica indirizzo,
Edit Timer,Modifica timer,
Email addresses,Indirizzi email,
Enabled,Abilitato,
"End time was before start time. Adjusted to 1 hour after start.","L'ora di fine era precedente all'ora di inizio. Impostata a 1 ora dopo l'inizio.",
Error,Errore,
Event '{0}' status changed to {1},Stato dell'evento '{0}' cambiato in {1},
Event Type,Tipo di evento,
events,eventi,
External,Esterno,
External — no user account,Esterno — nessun account utente,
Failed to change password,Cambio password fallito,
Failed to check status,Verifica stato fallita,
Failed to load apps,Caricamento app fallito,
Failed to load settings,Caricamento impostazioni fallito,
"Field '{0}' is not editable","Il campo '{0}' non è modificabile",
Files,File,
First Name,Nome,
Focus,Concentrazione,
"Frappe Manager URL is not configured in Dock Settings.","L'URL di Frappe Manager non è configurato nelle Impostazioni Dock.",
Hello {0},Ciao {0},
Inactive,Inattivo,
Integrations,Integrazioni,
Internal,Interno,
Internal — has a user account,Interno — ha un account utente,
Invalid RSVP status,Stato RSVP non valido,
Invalid status,Stato non valido,
"Invalid status. Must be one of: {0}","Stato non valido. Deve essere uno tra: {0}",
"Invitation: {0} — {1} at {2}","Invito: {0} — {1} alle {2}",
Invite People,Invita persone,
Join meeting →,Partecipa alla riunione →,
Language,Lingua,
Last activity,Ultima attività,
Last modified,Ultima modifica,
Last Name,Cognome,
Last sync,Ultima sincronizzazione,
Link user account,Collega account utente,
Linked records,Record collegati,
Loading settings...,Caricamento impostazioni...,
Loading...,Caricamento...,
Location,Posizione,
Mark Do Not Contact,Segna come Non contattare,
Maybe,Forse,
Meeting Link,Link riunione,
Meeting title,Titolo riunione,
Meeting URL,URL riunione,
Mine,Miei,
Modified,Modificato,
navigate,naviga,
New note,Nuova nota,
New password,Nuova password,
new tab,nuova scheda,
New tag,Nuovo tag,
No active sessions found,Nessuna sessione attiva trovata,
No activity,Nessuna attività,
No attendees,Nessun partecipante,
No bookmarks yet,Nessun segnalibro per ora,
No bridges registered,Nessun bridge registrato,
No contacts match these filters,Nessun contatto corrisponde a questi filtri,
No file uploaded,Nessun file caricato,
No files attached,Nessun file allegato,
No notes yet,Nessuna nota per ora,
No results found,Nessun risultato trovato,
No settings registered for this app.,Nessuna impostazione registrata per questa app.,
No status endpoint declared,Nessun endpoint di stato dichiarato,
No sync endpoint declared,Nessun endpoint di sincronizzazione dichiarato,
No tags found,Nessun tag trovato,
Not checked,Non verificato,
Not configured,Non configurato,
Not permitted,Non consentito,
Note content cannot be empty,Il contenuto della nota non può essere vuoto,
Notification Settings,Impostazioni notifiche,
Number format,Formato numero,
One-way,Unidirezionale,
"Only native Dock events can be deleted here.","Solo gli eventi nativi di Dock possono essere eliminati qui.",
"Only System Manager can trigger bridge sync","Solo il System Manager può avviare la sincronizzazione bridge",
"Only System Manager can view sync logs","Solo il System Manager può visualizzare i log di sincronizzazione",
"Only the contact owner can change the photo","Solo il proprietario del contatto può cambiare la foto",
"Only the contact owner can edit this contact","Solo il proprietario del contatto può modificare questo contatto",
"Only the event organizer can send invitations.","Solo l'organizzatore dell'evento può inviare inviti.",
"Only the session creator or a Dock Manager can revoke sessions","Solo il creatore della sessione o un Dock Manager può revocare le sessioni",
open,apri,
Open app switcher,Apri selettore app,
Optional,Facoltativo,
optional,facoltativo,
Organizer,Organizzatore,
Owner,Proprietario,
Password updated,Password aggiornata,
Passwords don't match,Le password non corrispondono,
Permission denied,Permesso negato,
Phone numbers,Numeri di telefono,
Pin items from any app using the bookmark button in the top bar,Fissa elementi da qualsiasi app usando il pulsante segnalibro nella barra superiore,
Please fill in all password fields,Compila tutti i campi password,
Please log in to access Dock.,Accedi per utilizzare Dock.,
"Please respond to this invitation in the calendar","Rispondi a questo invito nel calendario",
Postal code,Codice postale,
Primary,Principale,
Primary address,Indirizzo principale,
Privacy Policy,Informativa sulla privacy,
Profile,Profilo,
Refresh All,Aggiorna tutto,
"Reminder: {0} — {1} at {2}","Promemoria: {0} — {1} alle {2}",
Remove Do Not Contact,Rimuovi Non contattare,
Remove tag,Rimuovi tag,
Required,Obbligatorio,
required,obbligatorio,
Respond in,Rispondi in,
Restore,Ripristina,
Restore from archive,Ripristina dall'archivio,
Revoking...,Revoca in corso...,
Room or address,Sala o indirizzo,
Save,Salva,
Saving...,Salvataggio...,
Search,Cerca,
Search for people to invite...,Cerca persone da invitare...,
Search is temporarily unavailable,La ricerca è temporaneamente non disponibile,
Search results,Risultati della ricerca,
Search scope,Ambito di ricerca,
Search user by name or email…,Cerca utente per nome o email…,
Searching...,Ricerca in corso...,
Security,Sicurezza,
"Send an email or add a note to get started.","Invia un'email o aggiungi una nota per iniziare.",
Session {0}/{1},Sessione {0}/{1},
Sessions,Sessioni,
Settings,Impostazioni,
Settings not found,Impostazioni non trovate,
Share,Condividi,
Show,Mostra,
Show less,Mostra meno,
Social profiles,Profili social,
"Sourced events can only be edited in the source app.","Gli eventi importati possono essere modificati solo nell'app di origine.",
Source Code,Codice sorgente,
Start Focus,Avvia concentrazione,
State / Province,Stato / Provincia,
"Street, number","Via, numero",
Sync Now,Sincronizza ora,
Tag,Tag,
Tag cannot be empty,Il tag non può essere vuoto,
Tags,Tag,
Target not installed,Destinazione non installata,
Task,Attività,
"The settings component could not be loaded. Please reload the page.","Il componente impostazioni non può essere caricato. Ricarica la pagina.",
"This contact is archived and hidden from the People list.","Questo contatto è archiviato e nascosto dalla lista Persone.",
This is a reminder for your upcoming event,Questo è un promemoria per il tuo prossimo evento,
This person is marked as Do Not Contact.,Questa persona è contrassegnata come Non contattare.,
"This record is already linked to this discussion","Questo record è già collegato a questa discussione",
Timer,Timer,
Timer running for {0} — did you forget?,Timer attivo da {0} — l'hai dimenticato?,
"To remove {0}, run:","Per rimuovere {0}, esegui:",
Try a different search term,Prova con un termine di ricerca diverso,
Two-Factor Authentication,Autenticazione a due fattori,
"Two-factor authentication is not enabled on this site. Contact your administrator.","L'autenticazione a due fattori non è abilitata su questo sito. Contatta il tuo amministratore.",
Two-way,Bidirezionale,
Type at least 2 characters to search,Digita almeno 2 caratteri per cercare,
Type to search...,Digita per cercare...,
"Unknown notification_type '{0}' for app '{1}'","notification_type '{0}' sconosciuto per l'app '{1}'",
Unknown device,Dispositivo sconosciuto,
Unlink user — make external,Scollega utente — rendi esterno,
unsynced,non sincronizzato,
Update,Aggiorna,
Update password,Aggiorna password,
Updating...,Aggiornamento...,
Upload file,Carica file,
"Upload files like contracts, proposals, or documents.","Carica file come contratti, proposte o documenti.",
Upload photo,Carica foto,
Uploading...,Caricamento...,
Uploading…,Caricamento…,
View entry,Visualizza voce,
Website,Sito web,
Where,Dove,
Work,Lavoro,
Write a note...,Scrivi una nota...,
Write a note... (not linked to any record),Scrivi una nota... (non collegata a nessun record),
You,Tu,
You are not an attendee of this event.,Non sei un partecipante di questo evento.,
"You can have a maximum of {0} bookmarks","Puoi avere un massimo di {0} segnalibri",
You can only change status of your own events.,Puoi cambiare lo stato solo dei tuoi eventi.,
You can only delete your own comments,Puoi eliminare solo i tuoi commenti,
You can only delete your own events.,Puoi eliminare solo i tuoi eventi.,
You can only edit your own events.,Puoi modificare solo i tuoi eventi.,
You can only edit your own notes,Puoi modificare solo le tue note,
"You can only manage attendees on your own events.","Puoi gestire i partecipanti solo nei tuoi eventi.",
You can only view your own events.,Puoi visualizzare solo i tuoi eventi.,
"You do not have permission to comment on this record","Non hai il permesso di commentare questo record",
You have already reacted with {0},Hai già reagito con {0},
You have been invited to the following event,Sei stato invitato al seguente evento,
Your attendance,La tua partecipazione,
Your response,La tua risposta,
Z→A,Z→A,
Rescheduled event: {0},Evento riprogrammato: {0},
