source,target,context
Enable bookmarks,Ketzij ri retal paj,
Everyone,Konojel,
Enable global timer,Katzij ri nimalaj cholq'ijb'al,
Enable recent items,Ketzij ri k'ak' jastaq,
Expired,Xk'is ri uq'ijol,
Expires,Kak'is ri uq'ijol,
Expires: {0},Kak'is ri uq'ijol: {0},
Failed to generate link. Please try again.,Man xkowin ta ub'anik ri ximol. Tatojtob'ej chik.,
Failed to load sessions.,Man xkowin ta ukiq'alajisaxik ri molam.,
Features,Jastaq,
Full name,Tz'aqat ub'i',
Frappe Desk,Frappe Desk,
Generate link,Tab'ana' ri ximol,
Generating…,Kab'an…,
Guest Portal,Portal rech ajq'ijol,
in {0},pa {0},
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Keyak Orga, Micro o jule' ch'akulb'al rech kakilo' ri ucholajil rech ri ech ub'ixik.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,Ub'i' ri samaj,
Keep running,Kab'an na,
Label,B'i',
Last accessed,Ri uq'ijol xokik,
Light,Saqil,
Limit,K'iyalil,
Link expires in:,Ri ximol kak'is pa:,
Loading…,Kaq'alajisax…,
Load more,Kaq'alajisax chik,
Log out,El b'ik,
Make private,Tab'ana' awichin,
Mark all read,Ketz'ib'ax konojel silon chik,
Mark read,Tatz'ib'aj silon chik,
Monday,Kab' q'ij,
More fields,K'i jaljoj,
My contacts,Ri wech ub'ixik,
My Account,Ri Wech Nuq'at,
My Profile,Ri Wech Nuwachib'al,
Never,Majun mul,
New contact,K'ak' rech ub'ixik,
No contacts found,Man xriqitaj ta rech ub'ixik,
No expiry,Man k'o ta uq'ijol,
None,Majun,
No guest sessions yet.,K'amaj k'o ri molam rech ajq'ijol.,
No recent items,Man k'o ta k'ak' jastaq,
No recent items yet,K'amaj k'o k'ak' jastaq,
No results for "{0}",Man k'o ta ub'antajik rech "{0}",
No results for "{0}" in {1},Man k'o ta ub'antajik rech "{0}" pa {1},
Notifications,Taqolem,
Notification unavailable,Man k'o ta ri taqolem,
Organization Defaults,Ri pa raqan rech ri moloj,
Organization settings updated — reload to apply,Ri taqanik rech moloj xk'extaj — taq'alajisaj chik rech kab'an,
Org default,Pa raqan rech moloj,
"Password, 2FA, profile picture","Ewan tzij, 2FA, uwachib'al",
Pause,Takoqopij,
paused,koqopim,
People,Winaq,
People with access,Winaq kuk'aam,
Permissions,Ya'om q'ij,
Pinned,Ximim,
Powered by Tonic,Ub'anom rumal Tonic,
Phone,Oyonib'al,
Private,Awichin,
Product Manager,Ajb'anal rech jastaq,
Preferences,Rayib'al,
Read,Sik'ij,
Recent,K'ak',
Reload,Taq'alajisaj chik,
Remove bookmark,Tasik ri retal paj,
Remove from shared,Tasik pa ri komonik,
Remove from recent,Tasik pa ri k'ak',
Resume,Taq'iyla' chik,
Retry,Tatojtob'ej chik,
Revoke,Tesaj,
Revoked,Xesax,
Revoke session,Tesaj ri molam,
Revoking…,Kaesax…,
Saved,Xyak chik,
Save failed,Man xkowin ta ri uyakik,
Save organization settings,Tayak ri taqanik rech moloj,
Saving…,Kayak…,
Search...,Tzukuj...,
"Search by name, email, or phone…","Tatzukuj chi b'i', correo, o oyonib'al…",
Search users...,Ketzukux ajch'akulnel...,
Share {0} {1},Takomonej {0} {1},
Submit,Tataq'a',
Search in All apps,Tatzukuj pa ronojel ch'akulb'al,
Search unavailable,Man k'o ta ri tzukuxik,
selected,cha'om,
Share "{0}",Takomonej "{0}",
Share with team,Takomonej kuk'aam ri moloj,
Shared,Komonim,
Shared with team,Komonim kuk'aam ri moloj,
Share with client,Takomonej kuk'aam ri aloq'onel,
Showing {0} of {1} sessions,Kak'ut {0} rech {1} molam,
Site label,Ub'i' ri k'olb'al,
Sort: A–Z — click for last modified,Junamaxik: A–Z — tapitz'a' rech ri uk'isb'al k'exom,
Sort: last modified — click for A–Z,Junamaxik: uk'isb'al k'exom — tapitz'a' rech A–Z,
Start,Tatikirisaj,
Start Timer,Tatikirisaj ri cholq'ijb'al,
Status,Ub'antajik,
Stop,Tak'isa',
Stop & Save,Tak'isa' chuqa' Tayak,
Sunday,Nimaq'ij,
System,Q'inomal,
Theme,Ub'onil,
Theme preference,Rayib'al rech ub'onil,
This email is already on,We correo k'o chik,
This link has been deactivated.,We ximol xchup chik.,
This link has expired. Please ask the sender for a new link.,We ximol xk'is ri uq'ijol. Tata'o' jun k'ak' ximol chirech ri xtaqow b'ik.,
This link is invalid or has been removed.,We ximol man utz ta o xesax chik.,
Time,Ramaj,
Time entry saved,Ri utz'ib'axik ramaj xyak,
Timer unavailable,Man k'o ta ri cholq'ijb'al,
Timezone,Ucholb'al ramaj,
total,ronojel,
Try again,Tatojtob'ej chik,
Unread,Man sik'im ta,
Open calendar,Tajaq'a' ri cholq'ij,
Open in Desk,Tajaq'a' pa Desk,
Open in {0},Tajaq'a' pa {0},
User menu,Ucholajil ajch'akulnel,
View existing →,Katz'et ri k'o chik →,
Visibility,Ilob'al,
View,Tz'eta',
View all notifications,Ketz'et ronojel taqolem,
View time entry,Tatz'eta' ri utz'ib'axik ramaj,
Week starts on,Ri wuqq'ij katikirisax,
Write,Tz'ib'aj,
What are you working on?,¿Jas kab'an?,
You're all caught up,Xawila' ronojel,
Your Preferences,Ri Arayib'al,
Your timer has been running for {0},Ri acholq'ijb'al xk'ulmaj {0},
Actions,B'anoj,
Add details about this event...,Ketaq'a' ucholajil we nimaq'ij...,
Add event,Taq'a' nimaq'ij,
Agenda,Cholb'al samaj,
All day,Ronojel q'ij,
Calendar,Cholq'ij,
Create Event,Tab'ana' nimaq'ij,
Create in:,Tab'ana' pa:,
Day,Q'ij,
Deadline,Uq'ijol,
Delete Event,Tasik ri nimaq'ij,
Delete this event? This cannot be undone.,¿Kasik we nimaq'ij? Man kakowin ta ri utzalixik.,
Deleting…,Kasik…,
Description,Ucholajil,
Details,Jujunal ucholajil,
End,K'isb'al,
Event,Nimaq'ij,
Event title,Ub'i' ri nimaq'ij,
Failed to create event,Man xkowin ta ub'anik ri nimaq'ij,
Failed to delete event,Man xkowin ta usikixik ri nimaq'ij,
Manage this event in,Tab'ana' uchuq'ab'il we nimaq'ij pa,
Meeting,Mulunik,
Milestone,Nimalaj b'eyal,
Month,Ik',
My calendars,Ri wech cholq'ij,
New Event,K'ak' Nimaq'ij,
No actions available,Man k'o ta b'anoj,
No events,Man k'o ta nimaq'ij,
Open in,Tajaq'a' pa,
Other,Jule' chik,
Permanently remove this event,Tasik we nimaq'ij jumul,
Review,Tz'etab'al,
Source,Raqan,
Start date/time is required,Ri uq'ijol/uramajil utikirisaxik rajawaxik,
Title,B'i',
Title is required,Ri b'i' rajawaxik,
Today,Kamik,
Type,Raqan,
View full details in the source app,Tatz'eta' ronojel ucholajil pa ri ch'akulb'al raqan,
Week,Wuqq'ij,
When,Jampa',
{0} available,{0} k'o,
Available,K'o,
Configure Frappe Manager to enable one-click updates.,Tataqaj ri Frappe Manager rech katzij ri jun pitz'oj k'ak'arisanik.,
Copy command,Tawachib'alij ri taqonik,
Ecosystem Apps,Ch'akulb'al rech Ecosistema,
Failed,Man xkowin ta,
Install,Yak,
Installed,Yakom,
Learn more,Awetamaj chik,
No apps found,Man xriqitaj ta ch'akulb'al,
not installed,man yakom ta,
Open,Jaq'a',
Pro available,Pro k'o,
Queued…,Pa ucholb'al…,
Refresh,K'ak'arisaj,
Remove,Sik,
Remove {0}? This will uninstall the app and may affect data.,¿Kasik {0}? Are' kasik ri ch'akulb'al chuqa' rik'in juba' kakik'am ri tzij.,
Restart required,Rajawaxik ri utikirisaxik chik,
Restarting…,Katikirisax chik…,
"To install {0}, run:","Rech uyakik {0}, tab'ana':",
"To update {0}, run:","Rech uk'ak'arisaxik {0}, tab'ana':",
Update {0} from v{1} to {2}? This will restart Frappe.,¿Kak'ak'arisax {0} pa v{1} kama {2}? Are' katikirisax chik ri Frappe.,
Update to {0},Kak'ak'arisax kama {0},
Updated,K'ak'arisam,
Updating…,Kak'ak'arisax…,
Up to date,K'ak'arisam chik,
to version,kama ri raqan,
For whom?,¿Rech achike?,
Working on?,¿Jas kab'an?,
Search contacts...,Ketzukux rech ub'ixik...,
Select type...,Tacha' raqan...,
Context,Ucholajil,
Contact,Rech ub'ixik,
Context Type,Raqan rech ucholajil,
Activity,B'antajik,
Activity will appear here as you and your team work across ecosystem apps.,Ri b'antajik kak'ut waral are kixb'an at chuqa' ri amoloj pa ri ch'akulb'al rech ecosistema.,
Acknowledge,Taqasaj,
All apps,Ronojel ch'akulb'al,
All Discussions,Ronojel tzijonik,
All types,Ronojel raqan,
Archived,Yakom pa archivo,
Cancel,Meskunik,
Celebrate,Kinikotik,
Comments,Tzij,
Create Discussion,Tab'ana' tzijonik,
Creating…,Kab'an…,
Ctrl+Enter to send,Ctrl+Enter rech utaqik b'ik,
Decision,Chapoj tzij,
Discussion not found,Man xriqitaj ta ri tzijonik,
Discussion title,Ub'i' ri tzijonik,
Discussions,Tzijonik,
Flag,Laqam,
General,Chijun,
just now,wakami,
Keep commenting,Kab'an na ri utzijoxik,
Linked Records,Ximim tz'ib'am,
Linked to,Ximim rik'in,
Load more,Kaq'alajisax chik,
Loading…,Kaq'alajisax…,
Meeting Protocol,Ub'eyal ri mulunik,
Mentioned,B'im chirech,
New Discussion,K'ak' Tzijonik,
No activity yet,K'amaj k'o b'antajik,
No comments yet,K'amaj k'o tzij,
No discussions found,Man xriqitaj ta tzijonik,
No discussions yet,K'amaj k'o tzijonik,
Note,Tz'ib'ab'al,
Notes,Tz'ib'ab'al,
Participants,Ajch'ob'onel,
Pin,Ximij,
Pinned,Ximim,
Proposal,Cholik,
Protocol,Ub'eyal,
Reopen,Tajaq'a' chik,
Replies,Tzalixik,
Reply,Tatzalij,
Replying to comment,Katzalij chirech ri tzij,
Resolve,Tak'ulmaj,
Resolve Discussion,Tak'ulmaj ri tzijonik,
Resolved,K'ulmatajem,
Resolution,Uk'ulmatajem,
Resolution summary...,Ucholajil ri uk'ulmatajem...,
Retrospective,Utz'etik ri ik'owinaq,
Search discussions...,Ketzukux tzijonik...,
Seen,Tz'etom,
Send,Tataq'a' b'ik,
Start Discussion,Tatikirisaj ri tzijonik,
Unpin,Tesaj ri uximixik,
Write a comment...,Tatz'ib'aj jun tzij...,
Write your discussion content...,Tatz'ib'aj ri ucholajil ri atzijonik...,
resolved,k'ulmatajem,
unread,man sik'im ta,
{0} mentioned you in a comment,{0} xub'ij ab'i' pa jun tzij,
{0} is already an attendee.,{0} k'o chik chirech ri e petinaq.,
{0} is not an attendee.,{0} man k'o ta chirech ri e petinaq.,
{0} is not installed,{0} man yakom ta,
{0} results found,{0} ub'antajik xriqitaj,
+ Add tags,+ Ketaq'a' retal,
A→Z,A→Z,
Accept,Taqasaj,
Action failed,Man xkowin ta ri b'anoj,
Active now,K'aslik wakami,
Add a note,Taq'a' jun tz'ib'ab'al,
"Add a note to keep track of details about this contact.","Taq'a' jun tz'ib'ab'al rech kak'ulmaj ri ucholajil rech we rech ub'ixik.",
Add address,Taq'a' ub'i' k'olb'al,
Add another address,Taq'a' jun chik ub'i' k'olb'al,
Add birthday,Taq'a' uq'ijol ualaxik,
Add company,Taq'a' nimaq moloj,
Add job title,Taq'a' ub'i' samaj,
Add more tags...,Ketaq'a' jule' chik retal...,
Add tags...,Ketaq'a' retal...,
"Address is not linked to this contact","Ri ub'i' k'olb'al man ximim ta rik'in we rech ub'ixik",
"Address line 1, city, and country are required","Ri ub'i' k'olb'al 1, tinamit chuqa' amaq' rajawaxik",
ago,kan,
All companies,Ronojel nimaq moloj,
All day event,Nimaq'ij rech ronojel q'ij,
"Apartment, suite, etc.","Rochoch, q'at, ch.",
Apps,Ch'akulb'al,
Archive contact,Tayak pa archivo ri rech ub'ixik,
Attendees,Ri e petinaq,
available,k'o,
Best regards,Rik'in nimalaj utoq'ob'ixik,
Bookmarks,Retal paj,
"Both proposed start and end times are required.","Ri ka'ib' ramaj — ri utikirisaxik chuqa' ri uk'isb'al — rajawaxik.",
Break,Uxlanem,
Bridge not registered,Ri chaq man tz'ib'am ta,
Calendar Settings,Taqanik rech Cholq'ij,
Call,Sik'ij,
Cannot change bookmark owner,Man kakowin ta uk'exik ri rajaw retal paj,
Cannot revoke your current session,Man kakowin ta uesaxik ri amolam wakami,
Change Password,Tak'exa' ri ewan tzij,
Change photo,Tak'exa' ri awachib'al,
Check Status,Tanik'oj ri ub'antajik,
City,Tinamit,
Clear,Chojorsaj,
Clear filters,Kechojorsax ri ch'akub'al,
Close search,Tatz'apij ri tzukuxik,
Cmd+Enter to save,Cmd+Enter rech uyakik,
Coming soon,Kaul na,
Coming up!,¡Kaul na!,
Comment,Tzij,
Community Edition,K'ak'arisanik rech Tinamit,
Complete,Tz'aqat,
Confirm new password,Takuqub'a' ri k'ak' ewan tzij,
Copy,Wachib'alij,
Could not load notes,Man xkowin ta ukiq'alajisaxik ri tz'ib'ab'al,
Country,Amaq',
"Country '{0}' not found. Please select a valid country.","Ri amaq' '{0}' man xriqitaj ta. Tacha' jun utzilaj amaq'.",
Create a contact to get started,Tab'ana' jun rech ub'ixik rech katikirisax,
Created event: {0},Xb'an ri nimaq'ij: {0},
Creating...,Kab'an...,
Current,Wakami,
Current password,Ri ewan tzij wakami,
Current password is incorrect,Ri ewan tzij wakami man sukutal ta,
Currency,Pwaq,
Date,Q'ij,
Decline,Tatzalij che man,
Department,Q'atb'al,
Do Not Contact,Man Kab'ix ta,
Dock,Dock,
Download,Qasaj,
"e.g. en, fr, de","jech. en, fr, de",
Edit,K'exa',
Edit address,Tak'exa' ri ub'i' k'olb'al,
Edit Timer,Tak'exa' ri cholq'ijb'al,
Email addresses,Ub'i' k'olb'al rech correo,
Enabled,Tzijom,
"End time was before start time. Adjusted to 1 hour after start.","Ri ramaj rech uk'isb'al k'o chi nab'e chirech ri utikirisaxik. Xjikib'ax pa 1 hora chirij ri utikirisaxik.",
Error,Sachoj,
Event '{0}' status changed to {1},Ri ub'antajik rech nimaq'ij '{0}' xk'extaj kama {1},
Event Type,Raqan rech nimaq'ij,
events,nimaq'ij,
External,Pa rij,
External — no user account,Pa rij — man k'o ta rech uq'at,
Failed to change password,Man xkowin ta uk'exik ri ewan tzij,
Failed to check status,Man xkowin ta unik'oxik ri ub'antajik,
Failed to load apps,Man xkowin ta ukiq'alajisaxik ri ch'akulb'al,
Failed to load settings,Man xkowin ta ukiq'alajisaxik ri taqanik,
"Field '{0}' is not editable","Ri jaljoj '{0}' man kakowin ta uk'exik",
Files,Yakb'al,
First Name,Nab'e B'i',
Focus,Tachomaj,
"Frappe Manager URL is not configured in Dock Settings.","Ri URL rech Frappe Manager man taqam ta pa Taqanik rech Dock.",
Hello {0},Saqarik {0},
Inactive,Man k'aslik ta,
Integrations,Ximixik,
Internal,Pa uk'u'x,
Internal — has a user account,Pa uk'u'x — k'o rech uq'at,
Invalid RSVP status,Man sukutal ta ri ub'antajik rech RSVP,
Invalid status,Man sukutal ta ri ub'antajik,
"Invalid status. Must be one of: {0}","Man sukutal ta ri ub'antajik. Rajawaxik jun chike: {0}",
"Invitation: {0} — {1} at {2}","Sik'ixik: {0} — {1} pa {2}",
Invite People,Kesik'ix winaq,
Join meeting →,Kok pa ri mulunik →,
Language,Tzij,
Last activity,Ri uq'ijol b'antajik,
Last modified,Ri uq'ijol k'exom,
Last Name,Uk'isb'al B'i',
Last sync,Ri uq'ijol ximixik,
Link user account,Taximij ri rech uq'at ajch'akulnel,
Linked records,Ximim tz'ib'am,
Loading settings...,Kaq'alajisax ri taqanik...,
Loading...,Kaq'alajisax...,
Location,K'olb'al,
Mark Do Not Contact,Tatz'ib'aj Man Kab'ix ta,
Maybe,Rik'in juba',
Meeting Link,Ximol rech mulunik,
Meeting title,Ub'i' ri mulunik,
Meeting URL,URL rech mulunik,
Mine,Wech,
Modified,K'exom,
navigate,b'e'ej,
New note,K'ak' tz'ib'ab'al,
New password,K'ak' ewan tzij,
new tab,k'ak' riqam,
New tag,K'ak' retal,
No active sessions found,Man xriqitaj ta k'aslik molam,
No activity,Man k'o ta b'antajik,
No attendees,Man k'o ta ri e petinaq,
No bookmarks yet,K'amaj k'o retal paj,
No bridges registered,Man k'o ta chaq tz'ib'am,
No contacts match these filters,Man k'o ta rech ub'ixik kik'am we ch'akub'al,
No file uploaded,Man xyak ta yakb'al,
No files attached,Man k'o ta ximim yakb'al,
No notes yet,K'amaj k'o tz'ib'ab'al,
No results found,Man xriqitaj ta ub'antajik,
No settings registered for this app.,Man k'o ta taqanik tz'ib'am rech we ch'akulb'al.,
No status endpoint declared,Man k'o ta ub'antajik b'im,
No sync endpoint declared,Man k'o ta ximixik b'im,
No tags found,Man xriqitaj ta retal,
Not checked,Man xnik'ox ta,
Not configured,Man taqam ta,
Not permitted,Man ya'om ta q'ij,
Note content cannot be empty,Ri ucholajil rech tz'ib'ab'al man kakowin ta choj,
Notification Settings,Taqanik rech Taqolem,
Number format,Rub'eyal ajilab'al,
One-way,Jun b'ey,
"Only native Dock events can be deleted here.","Xa xe ri nimaq'ij rech Dock kekowin kasik waral.",
"Only System Manager can trigger bridge sync","Xa ri ajb'anal rech q'inomal kakowin katikirisax ri ximixik rech chaq",
"Only System Manager can view sync logs","Xa ri ajb'anal rech q'inomal kakowin kilo' ri utz'ib'axik ximixik",
"Only the contact owner can change the photo","Xa ri rajaw rech ub'ixik kakowin kak'ex ri wachib'al",
"Only the contact owner can edit this contact","Xa ri rajaw rech ub'ixik kakowin kak'ex we rech ub'ixik",
"Only the event organizer can send invitations.","Xa ri ajb'anal rech nimaq'ij kakowin kataq'ax b'ik ri sik'ixik.",
"Only the session creator or a Dock Manager can revoke sessions","Xa ri xb'ano ri molam o jun ajb'anal rech Dock kakowin kaesax ri molam",
open,jaq'a',
Open app switcher,Tajaq'a' ri ujek'ib'al ch'akulb'al,
Optional,We kak'ulmaj,
optional,we kak'ulmaj,
Organizer,Ajb'anal,
Owner,Rajaw,
Password updated,Ri ewan tzij xk'ak'arisax,
Passwords don't match,Ri ewan tzij man junam ta,
Permission denied,Man xya' ta q'ij,
Phone numbers,Ajilab'al rech oyonib'al,
Pin items from any app using the bookmark button in the top bar,Keximij jastaq rech xapech'ike ch'akulb'al rik'in ri pitz'b'al rech retal paj pa ri jachol barra,
Please fill in all password fields,Tanojisaj ronojel ri jaljoj rech ewan tzij,
Please log in to access Dock.,Tawoq chi aj rech kok pa Dock.,
"Please respond to this invitation in the calendar","Tatzalij chirech we sik'ixik pa ri cholq'ij",
Postal code,Ajilab'al rech correo,
Primary,Nab'e,
Primary address,Nab'e ub'i' k'olb'al,
Privacy Policy,Taqanik rech Uwachib'alil,
Profile,Wachib'al,
Refresh All,Kek'ak'arisax ronojel,
"Reminder: {0} — {1} at {2}","Na'b'al: {0} — {1} pa {2}",
Remove Do Not Contact,Tesaj ri Man Kab'ix ta,
Remove tag,Tasik ri retal,
Required,Rajawaxik,
required,rajawaxik,
Respond in,Tatzalij pa,
Restore,Tatzolij,
Restore from archive,Tatzolij pa archivo,
Revoking...,Kaesax...,
Room or address,Q'at o ub'i' k'olb'al,
Save,Yak,
Saving...,Kayak...,
Search,Tzukuj,
Search for people to invite...,Ketzukux winaq rech kesik'ix...,
Search is temporarily unavailable,Ri tzukuxik man k'o ta wakami,
Search results,Ub'antajik rech tzukuxik,
Search scope,Ucholb'al rech tzukuxik,
Search user by name or email…,Tatzukuj ajch'akulnel chi b'i' o correo…,
Searching...,Katzukux...,
Security,Chajixik,
"Send an email or add a note to get started.","Tataq'a' b'ik jun correo o taq'a' jun tz'ib'ab'al rech katikirisax.",
Session {0}/{1},Molam {0}/{1},
Sessions,Molam,
Settings,Taqanik,
Settings not found,Man xriqitaj ta ri taqanik,
Share,Komonej,
Show,K'uta',
Show less,Tak'uta' jub'a',
Social profiles,Wachib'al rech winaqilal,
"Sourced events can only be edited in the source app.","Ri nimaq'ij rech raqan xa kekowin kak'extaj pa ri ch'akulb'al raqan.",
Source Code,Utzijol Raqan,
Start Focus,Tatikirisaj ri tachomaxik,
State / Province,Amaq' / Tinimit,
"Street, number","B'e, ajilab'al",
Sync Now,Taximij wakami,
Tag,Retal,
Tag cannot be empty,Ri retal man kakowin ta choj,
Tags,Retal,
Target not installed,Ri kama man yakom ta,
Task,Samaj,
"The settings component could not be loaded. Please reload the page.","Ri taqanik man xkowin ta kaq'alajisax. Taq'alajisaj chik ri riqam.",
"This contact is archived and hidden from the People list.","We rech ub'ixik yakom pa archivo chuqa' ewam pa ri ucholajem Winaq.",
This is a reminder for your upcoming event,We are' jun na'b'al rech ri animaq'ij kaul na,
This person is marked as Do Not Contact.,We winaq tz'ib'am rech Man Kab'ix ta.,
"This record is already linked to this discussion","We tz'ib'am ximim chik rik'in we tzijonik",
Timer,Cholq'ijb'al,
Timer running for {0} — did you forget?,Ri cholq'ijb'al xk'ulmaj {0} — ¿xasach?,
"To remove {0}, run:","Rech usikixik {0}, tab'ana':",
Try a different search term,Tatojtob'ej jun jule' chik tzij rech tzukuxik,
Two-Factor Authentication,Ka'ib' B'eyal rech Kuqub'axik,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Ri ka'ib' b'eyal rech kuqub'axik man tzijom ta pa we k'olb'al. Tab'ij chirech ri ajb'anal.",
Two-way,Ka'ib' b'ey,
Type at least 2 characters to search,Tatz'ib'aj man xa ta ka'ib' tz'ib' rech katzukux,
Type to search...,Tatz'ib'aj rech katzukux...,
"Unknown notification_type '{0}' for app '{1}'","Man etamam ta ri raqan rech taqolem '{0}' rech ri ch'akulb'al '{1}'",
Unknown device,Man etamam ta ri ch'akulb'al,
Unlink user — make external,Tesaj uximixik ajch'akulnel — tab'ana' pa rij,
unsynced,man ximim ta,
Update,K'ak'arisaj,
Update password,Tak'ak'arisaj ri ewan tzij,
Updating...,Kak'ak'arisax...,
Upload file,Tayak yakb'al,
"Upload files like contracts, proposals, or documents.","Keyak yakb'al achi'el trato, cholik, o wuj.",
Upload photo,Tayak wachib'al,
Uploading...,Kayak...,
Uploading…,Kayak…,
View entry,Tatz'eta' ri tz'ib'am,
Website,K'olb'al pa Internet,
Where,Jawchi',
Work,Samaj,
Write a note...,Tatz'ib'aj jun tz'ib'ab'al...,
Write a note... (not linked to any record),Tatz'ib'aj jun tz'ib'ab'al... (man ximim ta rik'in jun tz'ib'am),
You,At,
You are not an attendee of this event.,At man at k'o ta chirech ri e petinaq rech we nimaq'ij.,
"You can have a maximum of {0} bookmarks","At kakowin k'o awuk' xa {0} retal paj",
You can only change status of your own events.,At xa kakowin tak'exa' ri ub'antajik rech ri animaq'ij.,
You can only delete your own comments,At xa kakowin tasik ri atzij,
You can only delete your own events.,At xa kakowin tasik ri animaq'ij.,
You can only edit your own events.,At xa kakowin tak'exa' ri animaq'ij.,
You can only edit your own notes,At xa kakowin tak'exa' ri atz'ib'ab'al,
"You can only manage attendees on your own events.","At xa kakowin tab'ana' uchuq'ab'il ri e petinaq pa ri animaq'ij.",
You can only view your own events.,At xa kakowin tatz'eta' ri animaq'ij.,
"You do not have permission to comment on this record","Man k'o ta aq'ij rech utzijoxik we tz'ib'am",
You have already reacted with {0},At xab'an chik rik'in {0},
You have been invited to the following event,At xasik'ix chirech we nimaq'ij,
Your attendance,Ri apetik,
Your response,Ri atzalixik,
Z→A,Z→A,
Rescheduled event: {0},Xjikib'ax chik ri nimaq'ij: {0},
