source,target,context
Generating…,Genererer…,
Guest Portal,Gæsteportal,
in {0},i {0},
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Installer Orga, Micro eller andre apps for at se kontekst på tværs af apps for dine kontakter.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,Jobtitel,
Keep running,Fortsæt,
Label,Etiket,
Last accessed,Sidst tilgået,
Light,Lys,
Limit,Grænse,
Link expires in:,Link udløber om:,
Loading…,Indlæser…,
Load more,Indlæs flere,
Log out,Log ud,
Make private,Gør privat,
Mark all read,Markér alle som læst,
Mark read,Markér som læst,
Monday,Mandag,
More fields,Flere felter,
My contacts,Mine kontakter,
My Account,Min konto,
My Profile,Min profil,
Never,Aldrig,
New contact,Ny kontakt,
No contacts found,Ingen kontakter fundet,
No expiry,Ingen udløbsdato,
None,Ingen,
No guest sessions yet.,Ingen gæstesessioner endnu.,
No recent items,Ingen seneste elementer,
No recent items yet,Ingen seneste elementer endnu,
No results for "{0}",Ingen resultater for "{0}",
"No results for ""{0}"" in {1}","Ingen resultater for ""{0}"" i {1}",
Notifications,Notifikationer,
Notification unavailable,Notifikation utilgængelig,
Organization Defaults,Organisationsstandard,
Organization settings updated — reload to apply,Organisationsindstillinger opdateret — genindlæs for at anvende,
Org default,Org-standard,
"Password, 2FA, profile picture","Adgangskode, 2FA, profilbillede",
Pause,Pause,
paused,sat på pause,
People,Personer,
People with access,Personer med adgang,
Permissions,Tilladelser,
Pinned,Fastgjort,
Powered by Tonic,Drevet af Tonic,
Phone,Telefon,
Private,Privat,
Product Manager,Product Manager,
Preferences,Præferencer,
Read,Læse,
Recent,Seneste,
Reload,Genindlæs,
Remove bookmark,Fjern bogmærke,
Remove from shared,Fjern fra delt,
Remove from recent,Fjern fra seneste,
Resume,Genoptag,
Retry,Prøv igen,
Revoke,Tilbagekald,
Revoked,Tilbagekaldt,
Revoke session,Tilbagekald session,
Revoking…,Tilbagekalder…,
Saved,Gemt,
Save failed,Gem mislykkedes,
Save organization settings,Gem organisationsindstillinger,
Saving…,Gemmer…,
Search...,Søg...,
"Search by name, email, or phone…","Søg efter navn, e-mail eller telefon…",
Search users...,Søg brugere...,
Share {0} {1},Del {0} {1},
Submit,Indsend,
Search in All apps,Søg i alle apps,
Search unavailable,Søgning utilgængelig,
selected,valgt,
"Share ""{0}""","Del ""{0}""",
Share with team,Del med team,
Shared,Delt,
Shared with team,Delt med team,
Share with client,Del med klient,
Showing {0} of {1} sessions,Viser {0} af {1} sessioner,
Site label,Sitenavn,
Sort: A–Z — click for last modified,Sortering: A–Z — klik for sidst ændret,
Sort: last modified — click for A–Z,Sortering: sidst ændret — klik for A–Z,
Start,Start,
Start Timer,Start timer,
Status,Status,
Stop,Stop,
Stop & Save,Stop og gem,
Sunday,Søndag,
System,System,
Theme,Tema,
Theme preference,Temapræference,
This email is already on,Denne e-mail er allerede tilføjet,
This link has been deactivated.,Dette link er blevet deaktiveret.,
This link has expired. Please ask the sender for a new link.,Dette link er udløbet. Bed afsenderen om et nyt link.,
This link is invalid or has been removed.,Dette link er ugyldigt eller er blevet fjernet.,
Time,Tid,
Time entry saved,Tidsregistrering gemt,
Timer unavailable,Timer utilgængelig,
Timezone,Tidszone,
total,i alt,
Try again,Prøv igen,
Unread,Ulæst,
Open calendar,Åbn kalender,
Open in Desk,Åbn i Desk,
Open in {0},Åbn i {0},
User menu,Brugermenu,
View existing →,Se eksisterende →,
Visibility,Synlighed,
View,Vis,
View all notifications,Se alle notifikationer,
View time entry,Se tidsregistrering,
Week starts on,Ugen starter,
Write,Skrive,
What are you working on?,Hvad arbejder du på?,
You're all caught up,Du er helt ajour,
Your Preferences,Dine præferencer,
Your timer has been running for {0},Din timer har kørt i {0},
Actions,Handlinger,
Add details about this event...,Tilføj detaljer om denne begivenhed...,
Add event,Tilføj begivenhed,
Agenda,Dagsorden,
All day,Hele dagen,
Calendar,Kalender,
Create Event,Opret begivenhed,
Create in:,Opret i:,
Day,Dag,
Deadline,Deadline,
Delete Event,Slet begivenhed,
Delete this event? This cannot be undone.,Slet denne begivenhed? Dette kan ikke fortrydes.,
Deleting…,Sletter…,
Description,Beskrivelse,
Details,Detaljer,
End,Slut,
Event,Begivenhed,
Event title,Begivenhedstitel,
Failed to create event,Kunne ikke oprette begivenhed,
Failed to delete event,Kunne ikke slette begivenhed,
Manage this event in,Administrer denne begivenhed i,
Meeting,Møde,
Milestone,Milepæl,
Month,Måned,
My calendars,Mine kalendere,
New Event,Ny begivenhed,
No actions available,Ingen handlinger tilgængelige,
No events,Ingen begivenheder,
Open in,Åbn i,
Other,Andet,
Permanently remove this event,Fjern denne begivenhed permanent,
Review,Gennemgang,
Source,Kilde,
Start date/time is required,Startdato/-tid er påkrævet,
Title,Titel,
Title is required,Titel er påkrævet,
Today,I dag,
Type,Type,
View full details in the source app,Se alle detaljer i kildeappen,
Week,Uge,
When,Hvornår,
{0} available,{0} tilgængelig,
Available,Tilgængelig,
Configure Frappe Manager to enable one-click updates.,Konfigurer Frappe Manager for at aktivere opdatering med ét klik.,
Copy command,Kopiér kommando,
Ecosystem Apps,Økosystem-apps,
Failed,Mislykket,
Install,Installer,
Installed,Installeret,
Learn more,Læs mere,
No apps found,Ingen apps fundet,
not installed,ikke installeret,
Open,Åbn,
Pro available,Pro tilgængelig,
Queued…,I kø…,
Refresh,Opdater,
Remove,Fjern,
"Remove {0}? This will uninstall the app and may affect data.","Fjern {0}? Dette afinstallerer appen og kan påvirke data.",
Restart required,Genstart påkrævet,
Restarting…,Genstarter…,
"To install {0}, run:","For at installere {0}, kør:",
"To update {0}, run:","For at opdatere {0}, kør:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Opdater {0} fra v{1} til {2}? Dette genstarter Frappe.",
Update to {0},Opdater til {0},
Updated,Opdateret,
Updating…,Opdaterer…,
Up to date,Opdateret,
to version,til version,
For whom?,For hvem?,
Working on?,Arbejder på?,
Search contacts...,Søg kontakter...,
Select type...,Vælg type...,
Context,Kontekst,
Contact,Kontakt,
Context Type,Konteksttype,
Activity,Aktivitet,
Activity will appear here as you and your team work across ecosystem apps.,Aktivitet vises her efterhånden som du og dit team arbejder på tværs af økosystem-apps.,
Acknowledge,Bekræft,
All apps,Alle apps,
All Discussions,Alle diskussioner,
All types,Alle typer,
Archived,Arkiveret,
Cancel,Annuller,
Celebrate,Fejr,
Comments,Kommentarer,
Create Discussion,Opret diskussion,
Creating…,Opretter…,
Ctrl+Enter to send,Ctrl+Enter for at sende,
Decision,Beslutning,
Discussion not found,Diskussion ikke fundet,
Discussion title,Diskussionstitel,
Discussions,Diskussioner,
Flag,Markér,
General,Generelt,
just now,lige nu,
Keep commenting,Bliv ved med at kommentere,
Linked Records,Tilknyttede poster,
Linked to,Tilknyttet,
Load more,Indlæs flere,
Loading…,Indlæser…,
Meeting Protocol,Mødeprotokol,
Mentioned,Nævnt,
New Discussion,Ny diskussion,
No activity yet,Ingen aktivitet endnu,
No comments yet,Ingen kommentarer endnu,
No discussions found,Ingen diskussioner fundet,
No discussions yet,Ingen diskussioner endnu,
Note,Note,
Notes,Noter,
Participants,Deltagere,
Pin,Fastgør,
Pinned,Fastgjort,
Proposal,Forslag,
Protocol,Protokol,
Reopen,Genåbn,
Replies,Svar,
Reply,Svar,
Replying to comment,Svarer på kommentar,
Resolve,Løs,
Resolve Discussion,Løs diskussion,
Resolved,Løst,
Resolution,Løsning,
Resolution summary...,Resumé af løsning...,
Retrospective,Retrospektiv,
Search discussions...,Søg diskussioner...,
Seen,Set,
Send,Send,
Start Discussion,Start diskussion,
Unpin,Frigør,
Write a comment...,Skriv en kommentar...,
Write your discussion content...,Skriv dit diskussionsindhold...,
resolved,løst,
unread,ulæst,
{0} mentioned you in a comment,{0} nævnte dig i en kommentar,
{0} is already an attendee.,{0} er allerede deltager.,
{0} is not an attendee.,{0} er ikke en deltager.,
{0} is not installed,{0} er ikke installeret,
{0} results found,{0} resultater fundet,
+ Add tags,+ Tilføj tags,
A→Z,A→Z,
Accept,Accepter,
Action failed,Handling mislykkedes,
Active now,Aktiv nu,
Add a note,Tilføj en note,
"Add a note to keep track of details about this contact.","Tilføj en note for at holde styr på detaljer om denne kontakt.",
Add address,Tilføj adresse,
Add another address,Tilføj endnu en adresse,
Add birthday,Tilføj fødselsdag,
Add company,Tilføj virksomhed,
Add job title,Tilføj jobtitel,
Add more tags...,Tilføj flere tags...,
Add tags...,Tilføj tags...,
"Address is not linked to this contact","Adressen er ikke tilknyttet denne kontakt",
"Address line 1, city, and country are required","Adresselinje 1, by og land er påkrævet",
ago,siden,
All companies,Alle virksomheder,
All day event,Heldagsbegivenhed,
"Apartment, suite, etc.","Lejlighed, suite osv.",
Apps,Apps,
Archive contact,Arkiver kontakt,
Attendees,Deltagere,
available,tilgængelig,
Best regards,Med venlig hilsen,
Bookmarks,Bogmærker,
"Both proposed start and end times are required.","Både foreslået start- og sluttidspunkt er påkrævet.",
Break,Pause,
Bridge not registered,Bro ikke registreret,
Calendar Settings,Kalenderindstillinger,
Call,Ring,
Cannot change bookmark owner,Kan ikke ændre bogmærkets ejer,
Cannot revoke your current session,Kan ikke tilbagekalde din nuværende session,
Change Password,Skift adgangskode,
Change photo,Skift foto,
Check Status,Tjek status,
City,By,
Clear,Ryd,
Clear filters,Ryd filtre,
Close search,Luk søgning,
Cmd+Enter to save,Cmd+Enter for at gemme,
Coming soon,Kommer snart,
Coming up!,Snart!,
Comment,Kommentar,
Community Edition,Community Edition,
Complete,Fuldfør,
Confirm new password,Bekræft ny adgangskode,
Copy,Kopiér,
Could not load notes,Kunne ikke indlæse noter,
Country,Land,
"Country '{0}' not found. Please select a valid country.","Land '{0}' ikke fundet. Vælg venligst et gyldigt land.",
Create a contact to get started,Opret en kontakt for at komme i gang,
Created event: {0},Oprettet begivenhed: {0},
Creating...,Opretter...,
Current,Nuværende,
Current password,Nuværende adgangskode,
Current password is incorrect,Nuværende adgangskode er forkert,
Currency,Valuta,
Date,Dato,
Decline,Afvis,
Department,Afdeling,
Do Not Contact,Må ikke kontaktes,
Dock,Dock,
Download,Download,
"e.g. en, fr, de","f.eks. en, fr, de",
Edit,Rediger,
Edit address,Rediger adresse,
Edit Timer,Rediger timer,
Email addresses,E-mailadresser,
Enabled,Aktiveret,
"End time was before start time. Adjusted to 1 hour after start.","Sluttidspunkt var før starttidspunkt. Justeret til 1 time efter start.",
Error,Fejl,
Event '{0}' status changed to {1},Begivenhed '{0}' status ændret til {1},
Event Type,Begivenhedstype,
events,begivenheder,
External,Ekstern,
External — no user account,Ekstern — ingen brugerkonto,
Failed to change password,Kunne ikke ændre adgangskode,
Failed to check status,Kunne ikke tjekke status,
Failed to load apps,Kunne ikke indlæse apps,
Failed to load settings,Kunne ikke indlæse indstillinger,
"Field '{0}' is not editable","Feltet '{0}' kan ikke redigeres",
Files,Filer,
First Name,Fornavn,
Focus,Fokus,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL er ikke konfigureret i Dock-indstillinger.",
Hello {0},Hej {0},
Inactive,Inaktiv,
Integrations,Integrationer,
Internal,Intern,
Internal — has a user account,Intern — har en brugerkonto,
Invalid RSVP status,Ugyldig RSVP-status,
Invalid status,Ugyldig status,
"Invalid status. Must be one of: {0}","Ugyldig status. Skal være en af: {0}",
"Invitation: {0} — {1} at {2}","Invitation: {0} — {1} kl. {2}",
Invite People,Inviter personer,
Join meeting →,Deltag i møde →,
Language,Sprog,
Last activity,Seneste aktivitet,
Last modified,Sidst ændret,
Last Name,Efternavn,
Last sync,Seneste synkronisering,
Link user account,Tilknyt brugerkonto,
Linked records,Tilknyttede poster,
Loading settings...,Indlæser indstillinger...,
Loading...,Indlæser...,
Location,Lokation,
Mark Do Not Contact,Markér som Må ikke kontaktes,
Maybe,Måske,
Meeting Link,Mødelink,
Meeting title,Mødetitel,
Meeting URL,Møde-URL,
Mine,Mine,
Modified,Ændret,
navigate,navigér,
New note,Ny note,
New password,Ny adgangskode,
new tab,ny fane,
New tag,Nyt tag,
No active sessions found,Ingen aktive sessioner fundet,
No activity,Ingen aktivitet,
No attendees,Ingen deltagere,
No bookmarks yet,Ingen bogmærker endnu,
No bridges registered,Ingen broer registreret,
No contacts match these filters,Ingen kontakter matcher disse filtre,
No file uploaded,Ingen fil uploadet,
No files attached,Ingen filer vedhæftet,
No notes yet,Ingen noter endnu,
No results found,Ingen resultater fundet,
No settings registered for this app.,Ingen indstillinger registreret for denne app.,
No status endpoint declared,Intet statusendpoint erklæret,
No sync endpoint declared,Intet synkroniseringsendpoint erklæret,
No tags found,Ingen tags fundet,
Not checked,Ikke kontrolleret,
Not configured,Ikke konfigureret,
Not permitted,Ikke tilladt,
Note content cannot be empty,Noteindhold kan ikke være tomt,
Notification Settings,Notifikationsindstillinger,
Number format,Talformat,
One-way,Envejs,
"Only native Dock events can be deleted here.","Kun Dock-begivenheder kan slettes her.",
"Only System Manager can trigger bridge sync","Kun System Manager kan starte brosynkronisering",
"Only System Manager can view sync logs","Kun System Manager kan se synkroniseringslogfiler",
"Only the contact owner can change the photo","Kun kontaktejeren kan ændre fotoet",
"Only the contact owner can edit this contact","Kun kontaktejeren kan redigere denne kontakt",
"Only the event organizer can send invitations.","Kun begivenhedens arrangør kan sende invitationer.",
"Only the session creator or a Dock Manager can revoke sessions","Kun sessionens opretter eller en Dock Manager kan tilbagekalde sessioner",
open,åbn,
Open app switcher,Åbn app-skifter,
Optional,Valgfri,
optional,valgfri,
Organizer,Arrangør,
Owner,Ejer,
Password updated,Adgangskode opdateret,
Passwords don't match,Adgangskoderne matcher ikke,
Permission denied,Adgang nægtet,
Phone numbers,Telefonnumre,
Pin items from any app using the bookmark button in the top bar,Fastgør elementer fra enhver app med bogmærkeknappen i topbjælken,
Please fill in all password fields,Udfyld venligst alle adgangskodefelter,
Please log in to access Dock.,Log venligst ind for at tilgå Dock.,
"Please respond to this invitation in the calendar","Besvar venligst denne invitation i kalenderen",
Postal code,Postnummer,
Primary,Primær,
Primary address,Primær adresse,
Privacy Policy,Privatlivspolitik,
Profile,Profil,
Refresh All,Opdater alle,
"Reminder: {0} — {1} at {2}","Påmindelse: {0} — {1} kl. {2}",
Remove Do Not Contact,Fjern Må ikke kontaktes,
Remove tag,Fjern tag,
Required,Påkrævet,
required,påkrævet,
Respond in,Besvar i,
Restore,Gendan,
Restore from archive,Gendan fra arkiv,
Revoking...,Tilbagekalder...,
Room or address,Lokale eller adresse,
Save,Gem,
Saving...,Gemmer...,
Search,Søg,
Search for people to invite...,Søg efter personer at invitere...,
Search is temporarily unavailable,Søgning er midlertidigt utilgængelig,
Search results,Søgeresultater,
Search scope,Søgeomfang,
Search user by name or email…,Søg bruger efter navn eller e-mail…,
Searching...,Søger...,
Security,Sikkerhed,
"Send an email or add a note to get started.","Send en e-mail eller tilføj en note for at komme i gang.",
Session {0}/{1},Session {0}/{1},
Sessions,Sessioner,
Settings,Indstillinger,
Settings not found,Indstillinger ikke fundet,
Share,Del,
Show,Vis,
Show less,Vis mindre,
Social profiles,Sociale profiler,
"Sourced events can only be edited in the source app.","Importerede begivenheder kan kun redigeres i kildeappen.",
Source Code,Kildekode,
Start Focus,Start fokus,
State / Province,Delstat / Provins,
"Street, number","Gade, nummer",
Sync Now,Synkroniser nu,
Tag,Tag,
Tag cannot be empty,Tag kan ikke være tomt,
Tags,Tags,
Target not installed,Mål ikke installeret,
Task,Opgave,
"The settings component could not be loaded. Please reload the page.","Indstillingskomponenten kunne ikke indlæses. Genindlæs venligst siden.",
"This contact is archived and hidden from the People list.","Denne kontakt er arkiveret og skjult fra personlisten.",
This is a reminder for your upcoming event,Dette er en påmindelse om din kommende begivenhed,
This person is marked as Do Not Contact.,Denne person er markeret som Må ikke kontaktes.,
"This record is already linked to this discussion","Denne post er allerede tilknyttet denne diskussion",
Timer,Timer,
Timer running for {0} — did you forget?,Timer kører i {0} — har du glemt den?,
"To remove {0}, run:","For at fjerne {0}, kør:",
Try a different search term,Prøv et andet søgeord,
Two-Factor Authentication,Tofaktorautentificering,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Tofaktorautentificering er ikke aktiveret på dette site. Kontakt din administrator.",
Two-way,Tovejs,
Type at least 2 characters to search,Skriv mindst 2 tegn for at søge,
Type to search...,Skriv for at søge...,
"Unknown notification_type '{0}' for app '{1}'","Ukendt notification_type '{0}' for app '{1}'",
Unknown device,Ukendt enhed,
Unlink user — make external,Fjern brugertilknytning — gør ekstern,
unsynced,ikke synkroniseret,
Update,Opdater,
Update password,Opdater adgangskode,
Updating...,Opdaterer...,
Upload file,Upload fil,
"Upload files like contracts, proposals, or documents.","Upload filer som kontrakter, forslag eller dokumenter.",
Upload photo,Upload foto,
Uploading...,Uploader...,
Uploading…,Uploader…,
View entry,Se post,
Website,Hjemmeside,
Where,Hvor,
Work,Arbejde,
Write a note...,Skriv en note...,
Write a note... (not linked to any record),Skriv en note... (ikke tilknyttet nogen post),
You,Dig,
You are not an attendee of this event.,Du er ikke deltager i denne begivenhed.,
"You can have a maximum of {0} bookmarks","Du kan have maks. {0} bogmærker",
You can only change status of your own events.,Du kan kun ændre status på dine egne begivenheder.,
You can only delete your own comments,Du kan kun slette dine egne kommentarer,
You can only delete your own events.,Du kan kun slette dine egne begivenheder.,
You can only edit your own events.,Du kan kun redigere dine egne begivenheder.,
You can only edit your own notes,Du kan kun redigere dine egne noter,
"You can only manage attendees on your own events.","Du kan kun administrere deltagere på dine egne begivenheder.",
You can only view your own events.,Du kan kun se dine egne begivenheder.,
"You do not have permission to comment on this record","Du har ikke tilladelse til at kommentere på denne post",
You have already reacted with {0},Du har allerede reageret med {0},
You have been invited to the following event,Du er blevet inviteret til følgende begivenhed,
Your attendance,Din deltagelse,
Your response,Dit svar,
Z→A,Z→A,
Rescheduled event: {0},Flyttet begivenhed: {0},
