source,target,context
Deadline,Fecha límite,
Delete Event,Eliminar evento,
Delete this event? This cannot be undone.,¿Eliminar este evento? Esta acción no se puede deshacer.,
Deleting…,Eliminando…,
Description,Descripción,
Details,Detalles,
End,Fin,
Event,Evento,
Event title,Título del evento,
Failed to create event,No se pudo crear el evento,
Failed to delete event,No se pudo eliminar el evento,
Manage this event in,Gestionar este evento en,
Meeting,Reunión,
Milestone,Hito,
Month,Mes,
My calendars,Mis calendarios,
New Event,Nuevo evento,
No actions available,No hay acciones disponibles,
No events,No hay eventos,
Open in,Abrir en,
Other,Otro,
Permanently remove this event,Eliminar este evento permanentemente,
Review,Revisión,
Source,Origen,
Start date/time is required,La fecha/hora de inicio es obligatoria,
Title,Título,
Title is required,El título es obligatorio,
Today,Hoy,
Type,Tipo,
View full details in the source app,Ver todos los detalles en la app de origen,
Week,Semana,
When,Cuándo,
{0} available,{0} disponible,
Available,Disponible,
Configure Frappe Manager to enable one-click updates.,Configura Frappe Manager para activar las actualizaciones con un clic.,
Copy command,Copiar comando,
Ecosystem Apps,Apps del ecosistema,
Failed,Error,
Install,Instalar,
Installed,Instalado,
Learn more,Más información,
No apps found,No se encontraron apps,
not installed,no instalado,
Open,Abrir,
Pro available,Pro disponible,
Queued…,En cola…,
Refresh,Actualizar,
Remove,Eliminar,
Remove {0}? This will uninstall the app and may affect data.,¿Eliminar {0}? Esto desinstalará la app y podría afectar a los datos.,
Restart required,Reinicio necesario,
Restarting…,Reiniciando…,
"To install {0}, run:","Para instalar {0}, ejecuta:",
"To update {0}, run:","Para actualizar {0}, ejecuta:",
"Update {0} from v{1} to {2}? This will restart Frappe.","¿Actualizar {0} de v{1} a {2}? Esto reiniciará Frappe.",
Update to {0},Actualizar a {0},
Updated,Actualizado,
Updating…,Actualizando…,
Up to date,Al día,
to version,a la versión,
For whom?,¿Para quién?,
Working on?,¿En qué trabajas?,
Search contacts...,Buscar contactos...,
Select type...,Seleccionar tipo...,
Context,Contexto,
Contact,Contacto,
Context Type,Tipo de contexto,
Activity,Actividad,
Activity will appear here as you and your team work across ecosystem apps.,La actividad aparecerá aquí a medida que tú y tu equipo trabajéis en las apps del ecosistema.,
Acknowledge,Acusar recibo,
All apps,Todas las apps,
All Discussions,Todas las discusiones,
All types,Todos los tipos,
Archived,Archivado,
Cancel,Cancelar,
Celebrate,Celebrar,
Comments,Comentarios,
Create Discussion,Crear discusión,
Creating…,Creando…,
Ctrl+Enter to send,Ctrl+Enter para enviar,
Decision,Decisión,
Discussion not found,Discusión no encontrada,
Discussion title,Título de la discusión,
Discussions,Discusiones,
Flag,Marcar,
General,General,
just now,ahora mismo,
Keep commenting,Sigue comentando,
Linked Records,Registros vinculados,
Linked to,Vinculado a,
Load more,Cargar más,
Loading…,Cargando…,
Meeting Protocol,Acta de reunión,
Mentioned,Mencionado,
New Discussion,Nueva discusión,
No activity yet,Aún no hay actividad,
No comments yet,Aún no hay comentarios,
No discussions found,No se encontraron discusiones,
No discussions yet,Aún no hay discusiones,
Note,Nota,
Notes,Notas,
Participants,Participantes,
Pin,Fijar,
Pinned,Fijado,
Proposal,Propuesta,
Protocol,Acta,
Reopen,Reabrir,
Replies,Respuestas,
Reply,Responder,
Replying to comment,Respondiendo al comentario,
Resolve,Resolver,
Resolve Discussion,Resolver discusión,
Resolved,Resuelto,
Resolution,Resolución,
Resolution summary...,Resumen de la resolución...,
Retrospective,Retrospectiva,
Search discussions...,Buscar discusiones...,
Seen,Visto,
Send,Enviar,
Start Discussion,Iniciar discusión,
Unpin,Desfijar,
Write a comment...,Escribe un comentario...,
Write your discussion content...,Escribe el contenido de la discusión...,
resolved,resuelto,
unread,no leído,
{0} mentioned you in a comment,{0} te mencionó en un comentario,
{0} is already an attendee.,{0} ya es un asistente.,
{0} is not an attendee.,{0} no es un asistente.,
{0} is not installed,{0} no está instalado,
{0} results found,{0} resultados encontrados,
+ Add tags,+ Añadir etiquetas,
A→Z,A→Z,
Accept,Aceptar,
Action failed,Acción fallida,
Active now,Activo ahora,
Add a note,Añadir una nota,
"Add a note to keep track of details about this contact.","Añade una nota para registrar detalles sobre este contacto.",
Add address,Añadir dirección,
Add another address,Añadir otra dirección,
Add birthday,Añadir cumpleaños,
Add company,Añadir empresa,
Add job title,Añadir cargo,
Add more tags...,Añadir más etiquetas...,
Add tags...,Añadir etiquetas...,
"Address is not linked to this contact","La dirección no está vinculada a este contacto",
"Address line 1, city, and country are required","La línea 1 de dirección, ciudad y país son obligatorios",
ago,hace,
All companies,Todas las empresas,
All day event,Evento de todo el día,
"Apartment, suite, etc.","Piso, oficina, etc.",
Apps,Apps,
Archive contact,Archivar contacto,
Attendees,Asistentes,
available,disponible,
Best regards,Un saludo cordial,
Bookmarks,Marcadores,
"Both proposed start and end times are required.","Se requieren tanto la hora de inicio como la de fin.",
Break,Descanso,
Bridge not registered,Puente no registrado,
Calendar Settings,Configuración de calendario,
Call,Llamar,
Cannot change bookmark owner,No se puede cambiar el propietario del marcador,
Cannot revoke your current session,No puedes revocar tu sesión actual,
Change Password,Cambiar contraseña,
Change photo,Cambiar foto,
Check Status,Comprobar estado,
City,Ciudad,
Clear,Borrar,
Clear filters,Borrar filtros,
Close search,Cerrar búsqueda,
Cmd+Enter to save,Cmd+Enter para guardar,
Coming soon,Próximamente,
Coming up!,¡Próximo evento!,
Comment,Comentario,
Community Edition,Edición comunitaria,
Complete,Completar,
Confirm new password,Confirmar nueva contraseña,
Copy,Copiar,
Could not load notes,No se pudieron cargar las notas,
Country,País,
"Country '{0}' not found. Please select a valid country.","No se encontró el país «{0}». Selecciona un país válido.",
Create a contact to get started,Crea un contacto para empezar,
Created event: {0},Evento creado: {0},
Creating...,Creando...,
Current,Actual,
Current password,Contraseña actual,
Current password is incorrect,La contraseña actual es incorrecta,
Currency,Moneda,
Date,Fecha,
Decline,Rechazar,
Department,Departamento,
Do Not Contact,No contactar,
Dock,Dock,
Download,Descargar,
"e.g. en, fr, de","p. ej. en, fr, de",
Edit,Editar,
Edit address,Editar dirección,
Edit Timer,Editar temporizador,
Email addresses,Direcciones de correo electrónico,
Enabled,Activado,
"End time was before start time. Adjusted to 1 hour after start.","La hora de fin era anterior a la de inicio. Se ajustó a 1 hora después del inicio.",
Error,Error,
Event '{0}' status changed to {1},El estado del evento «{0}» se cambió a {1},
Event Type,Tipo de evento,
events,eventos,
External,Externo,
External — no user account,Externo — sin cuenta de usuario,
Failed to change password,No se pudo cambiar la contraseña,
Failed to check status,No se pudo comprobar el estado,
Failed to load apps,No se pudieron cargar las apps,
Failed to load settings,No se pudo cargar la configuración,
"Field '{0}' is not editable","El campo «{0}» no es editable",
Files,Archivos,
First Name,Nombre,
Focus,Concentración,
"Frappe Manager URL is not configured in Dock Settings.","La URL de Frappe Manager no está configurada en la Configuración de Dock.",
Hello {0},Hola {0},
Inactive,Inactivo,
Integrations,Integraciones,
Internal,Interno,
Internal — has a user account,Interno — tiene cuenta de usuario,
Invalid RSVP status,Estado de confirmación no válido,
Invalid status,Estado no válido,
"Invalid status. Must be one of: {0}","Estado no válido. Debe ser uno de: {0}",
"Invitation: {0} — {1} at {2}","Invitación: {0} — {1} a las {2}",
Invite People,Invitar personas,
Join meeting →,Unirse a la reunión →,
Language,Idioma,
Last activity,Última actividad,
Last modified,Última modificación,
Last Name,Apellido,
Last sync,Última sincronización,
Link user account,Vincular cuenta de usuario,
Linked records,Registros vinculados,
Loading settings...,Cargando configuración...,
Loading...,Cargando...,
Location,Ubicación,
Mark Do Not Contact,Marcar como No contactar,
Maybe,Quizás,
Meeting Link,Enlace de reunión,
Meeting title,Título de la reunión,
Meeting URL,URL de la reunión,
Mine,Mío,
Modified,Modificado,
navigate,navegar,
New note,Nueva nota,
New password,Nueva contraseña,
new tab,nueva pestaña,
New tag,Nueva etiqueta,
No active sessions found,No se encontraron sesiones activas,
No activity,Sin actividad,
No attendees,Sin asistentes,
No bookmarks yet,Aún no hay marcadores,
No bridges registered,No hay puentes registrados,
No contacts match these filters,Ningún contacto coincide con estos filtros,
No file uploaded,No se subió ningún archivo,
No files attached,No hay archivos adjuntos,
No notes yet,Aún no hay notas,
No results found,No se encontraron resultados,
No settings registered for this app.,No hay configuración registrada para esta app.,
No status endpoint declared,No se declaró un endpoint de estado,
No sync endpoint declared,No se declaró un endpoint de sincronización,
No tags found,No se encontraron etiquetas,
Not checked,No verificado,
Not configured,No configurado,
Not permitted,No permitido,
Note content cannot be empty,El contenido de la nota no puede estar vacío,
Notification Settings,Configuración de notificaciones,
Number format,Formato numérico,
One-way,Unidireccional,
"Only native Dock events can be deleted here.","Solo los eventos nativos de Dock se pueden eliminar aquí.",
"Only System Manager can trigger bridge sync","Solo el administrador del sistema puede ejecutar la sincronización del puente",
"Only System Manager can view sync logs","Solo el administrador del sistema puede ver los registros de sincronización",
"Only the contact owner can change the photo","Solo el propietario del contacto puede cambiar la foto",
"Only the contact owner can edit this contact","Solo el propietario del contacto puede editar este contacto",
"Only the event organizer can send invitations.","Solo el organizador del evento puede enviar invitaciones.",
"Only the session creator or a Dock Manager can revoke sessions","Solo el creador de la sesión o un administrador de Dock puede revocar sesiones",
open,abrir,
Open app switcher,Abrir selector de apps,
Optional,Opcional,
optional,opcional,
Organizer,Organizador,
Owner,Propietario,
Password updated,Contraseña actualizada,
Passwords don't match,Las contraseñas no coinciden,
Permission denied,Permiso denegado,
Phone numbers,Números de teléfono,
Pin items from any app using the bookmark button in the top bar,Fija elementos de cualquier app usando el botón de marcador en la barra superior,
Please fill in all password fields,Rellena todos los campos de contraseña,
Please log in to access Dock.,Inicia sesión para acceder a Dock.,
"Please respond to this invitation in the calendar","Responde a esta invitación en el calendario",
Postal code,Código postal,
Primary,Principal,
Primary address,Dirección principal,
Privacy Policy,Política de privacidad,
Profile,Perfil,
Refresh All,Actualizar todo,
"Reminder: {0} — {1} at {2}","Recordatorio: {0} — {1} a las {2}",
Remove Do Not Contact,Quitar marca de No contactar,
Remove tag,Eliminar etiqueta,
Required,Obligatorio,
required,obligatorio,
Respond in,Responder en,
Restore,Restaurar,
Restore from archive,Restaurar del archivo,
Revoking...,Revocando...,
Room or address,Sala o dirección,
Save,Guardar,
Saving...,Guardando...,
Search,Buscar,
Search for people to invite...,Buscar personas para invitar...,
Search is temporarily unavailable,La búsqueda no está disponible temporalmente,
Search results,Resultados de búsqueda,
Search scope,Ámbito de búsqueda,
Search user by name or email…,Buscar usuario por nombre o correo…,
Searching...,Buscando...,
Security,Seguridad,
"Send an email or add a note to get started.","Envía un correo o añade una nota para empezar.",
Session {0}/{1},Sesión {0}/{1},
Sessions,Sesiones,
Settings,Configuración,
Settings not found,Configuración no encontrada,
Share,Compartir,
Show,Mostrar,
Show less,Mostrar menos,
Social profiles,Perfiles sociales,
"Sourced events can only be edited in the source app.","Los eventos de origen solo se pueden editar en la app de origen.",
Source Code,Código fuente,
Start Focus,Iniciar concentración,
State / Province,Provincia / Comunidad autónoma,
"Street, number","Calle, número",
Sync Now,Sincronizar ahora,
Tag,Etiqueta,
Tag cannot be empty,La etiqueta no puede estar vacía,
Tags,Etiquetas,
Target not installed,Destino no instalado,
Task,Tarea,
"The settings component could not be loaded. Please reload the page.","No se pudo cargar el componente de configuración. Recarga la página.",
"This contact is archived and hidden from the People list.","Este contacto está archivado y oculto de la lista de Personas.",
This is a reminder for your upcoming event,Este es un recordatorio de tu próximo evento,
This person is marked as Do Not Contact.,Esta persona está marcada como No contactar.,
"This record is already linked to this discussion","Este registro ya está vinculado a esta discusión",
Timer,Temporizador,
Timer running for {0} — did you forget?,Temporizador en marcha desde hace {0} — ¿lo olvidaste?,
"To remove {0}, run:","Para eliminar {0}, ejecuta:",
Try a different search term,Prueba con otro término de búsqueda,
Two-Factor Authentication,Autenticación en dos pasos,
"Two-factor authentication is not enabled on this site. Contact your administrator.","La autenticación en dos pasos no está activada en este sitio. Contacta con tu administrador.",
Two-way,Bidireccional,
Type at least 2 characters to search,Escribe al menos 2 caracteres para buscar,
Type to search...,Escribe para buscar...,
"Unknown notification_type '{0}' for app '{1}'","Tipo de notificación desconocido «{0}» para la app «{1}»",
Unknown device,Dispositivo desconocido,
Unlink user — make external,Desvincular usuario — hacer externo,
unsynced,sin sincronizar,
Update,Actualizar,
Update password,Actualizar contraseña,
Updating...,Actualizando...,
Upload file,Subir archivo,
"Upload files like contracts, proposals, or documents.","Sube archivos como contratos, propuestas u otros documentos.",
Upload photo,Subir foto,
Uploading...,Subiendo...,
Uploading…,Subiendo…,
View entry,Ver registro,
Website,Sitio web,
Where,Dónde,
Work,Trabajo,
Write a note...,Escribe una nota...,
Write a note... (not linked to any record),Escribe una nota... (no vinculada a ningún registro),
You,Tú,
You are not an attendee of this event.,No eres un asistente de este evento.,
"You can have a maximum of {0} bookmarks","Puedes tener un máximo de {0} marcadores",
You can only change status of your own events.,Solo puedes cambiar el estado de tus propios eventos.,
You can only delete your own comments,Solo puedes eliminar tus propios comentarios,
You can only delete your own events.,Solo puedes eliminar tus propios eventos.,
You can only edit your own events.,Solo puedes editar tus propios eventos.,
You can only edit your own notes,Solo puedes editar tus propias notas,
"You can only manage attendees on your own events.","Solo puedes gestionar los asistentes de tus propios eventos.",
You can only view your own events.,Solo puedes ver tus propios eventos.,
"You do not have permission to comment on this record","No tienes permiso para comentar en este registro",
You have already reacted with {0},Ya has reaccionado con {0},
You have been invited to the following event,Has sido invitado al siguiente evento,
Your attendance,Tu asistencia,
Your response,Tu respuesta,
Z→A,Z→A,
Rescheduled event: {0},Evento reprogramado: {0},
