source,target,context
Revoked,திரும்பப்பெறப்பட்டது,
Revoke session,அமர்வை திரும்பப்பெறு,
Revoking…,திரும்பப்பெறுகிறது…,
Saved,சேமிக்கப்பட்டது,
Save failed,சேமிப்பு தோல்வி,
Save organization settings,நிறுவன அமைப்புகளைச் சேமி,
Saving…,சேமிக்கிறது…,
Search...,தேடு...,
"Search by name, email, or phone…","பெயர், மின்னஞ்சல் அல்லது தொலைபேசியால் தேடு…",
Search users...,பயனர்களைத் தேடு...,
Share {0} {1},{0} {1} பகிர்,
Submit,சமர்ப்பி,
Search in All apps,அனைத்து app களிலும் தேடு,
Search unavailable,தேடல் கிடைக்கவில்லை,
selected,தேர்ந்தெடுக்கப்பட்டது,
"Share ""{0}""","""{0}"" பகிர்",
Share with team,குழுவுடன் பகிர்,
Shared,பகிரப்பட்டது,
Shared with team,குழுவுடன் பகிரப்பட்டது,
Share with client,வாடிக்கையாளருடன் பகிர்,
Showing {0} of {1} sessions,{1} அமர்வுகளில் {0} காட்டப்படுகிறது,
Site label,தளம் லேபிள்,
Sort: A–Z — click for last modified,"வரிசை: A–Z — கடைசி மாற்றத்திற்கு கிளிக் செய்",
Sort: last modified — click for A–Z,"வரிசை: கடைசி மாற்றம் — A–Z க்கு கிளிக் செய்",
Start,தொடங்கு,
Start Timer,நேர அளவியைத் தொடங்கு,
Status,நிலை,
Stop,நிறுத்து,
Stop & Save,நிறுத்து & சேமி,
Sunday,ஞாயிறு,
System,அமைப்பு,
Theme,கருப்பொருள்,
Theme preference,கருப்பொருள் விருப்பம்,
This email is already on,இந்த மின்னஞ்சல் ஏற்கனவே உள்ளது,
This link has been deactivated.,இந்த இணைப்பு செயலிழக்கப்பட்டுள்ளது.,
This link has expired. Please ask the sender for a new link.,இந்த இணைப்பின் காலம் முடிந்துவிட்டது. புதிய இணைப்புக்கு அனுப்பியவரிடம் கேளுங்கள்.,
This link is invalid or has been removed.,இந்த இணைப்பு செல்லாதது அல்லது நீக்கப்பட்டுள்ளது.,
Time,நேரம்,
Time entry saved,நேரப் பதிவு சேமிக்கப்பட்டது,
Timer unavailable,நேர அளவி கிடைக்கவில்லை,
Timezone,நேர மண்டலம்,
total,மொத்தம்,
Try again,மீண்டும் முயற்சி,
Unread,படிக்காத,
Open calendar,நாள்காட்டி திற,
Open in Desk,Desk இல் திற,
Open in {0},{0} இல் திற,
User menu,பயனர் பட்டி,
View existing →,இருப்பதைக் காண் →,
Visibility,தெரிவுநிலை,
View,காண்,
View all notifications,அனைத்து அறிவிப்புகளையும் காண்,
View time entry,நேரப் பதிவைக் காண்,
Week starts on,வாரம் தொடங்குவது,
Write,எழுது,
What are you working on?,என்ன வேலை செய்கிறீர்கள்?,
You're all caught up,எல்லாம் பார்த்தாயிற்று,
Your Preferences,உங்கள் விருப்பங்கள்,
Your timer has been running for {0},உங்கள் நேர அளவி {0} ஆக இயங்குகிறது,
Actions,செயல்கள்,
Add details about this event...,இந்த நிகழ்விற்கான விவரங்களைச் சேர்...,
Add event,நிகழ்வைச் சேர்,
Agenda,நிகழ்ச்சி நிரல்,
All day,முழு நாள்,
Calendar,நாள்காட்டி,
Create Event,நிகழ்வை உருவாக்கு,
Create in:,இதில் உருவாக்கு:,
Day,நாள்,
Deadline,இறுதி நாள்,
Delete Event,நிகழ்வை நீக்கு,
Delete this event? This cannot be undone.,இந்த நிகழ்வை நீக்கவா? இதைத் திரும்பப்பெற முடியாது.,
Deleting…,நீக்குகிறது…,
Description,விளக்கம்,
Details,விவரங்கள்,
End,முடிவு,
Event,நிகழ்வு,
Event title,நிகழ்வின் தலைப்பு,
Failed to create event,நிகழ்வை உருவாக்க இயலவில்லை,
Failed to delete event,நிகழ்வை நீக்க இயலவில்லை,
Manage this event in,இந்த நிகழ்வை நிர்வகி,
Meeting,கூட்டம்,
Milestone,மைல்கல்,
Month,மாதம்,
My calendars,எனது நாள்காட்டிகள்,
New Event,புதிய நிகழ்வு,
No actions available,செயல்கள் எதுவும் கிடைக்கவில்லை,
No events,நிகழ்வுகள் இல்லை,
Open in,திற,
Other,மற்றவை,
Permanently remove this event,இந்த நிகழ்வை நிரந்தரமாக நீக்கு,
Review,மதிப்பாய்வு,
Source,மூலம்,
Start date/time is required,தொடக்க தேதி/நேரம் தேவை,
Title,தலைப்பு,
Title is required,தலைப்பு தேவை,
Today,இன்று,
Type,வகை,
View full details in the source app,மூல app இல் முழு விவரங்களைக் காண்,
Week,வாரம்,
When,எப்போது,
{0} available,{0} கிடைக்கிறது,
Available,கிடைக்கிறது,
Configure Frappe Manager to enable one-click updates.,ஒரு-கிளிக் புதுப்பிப்புகளை இயக்க Frappe Manager அமைக்கவும்.,
Copy command,கட்டளையை நகலெடு,
Ecosystem Apps,சூழல்நிலை app கள்,
Failed,தோல்வி,
Install,நிறுவு,
Installed,நிறுவப்பட்டது,
Learn more,மேலும் அறிய,
No apps found,app கள் எதுவும் கிடைக்கவில்லை,
not installed,நிறுவப்படவில்லை,
Open,திற,
Pro available,Pro கிடைக்கிறது,
Queued…,வரிசையில்…,
Refresh,புதுப்பி,
Remove,நீக்கு,
"Remove {0}? This will uninstall the app and may affect data.","{0} நீக்கவா? இது app ஐ நிறுவல் நீக்கும், தரவுகளைப் பாதிக்கலாம்.",
Restart required,மீண்டும் தொடங்க வேண்டும்,
Restarting…,மீண்டும் தொடங்குகிறது…,
"To install {0}, run:","{0} நிறுவ, இயக்குக:",
"To update {0}, run:","{0} புதுப்பிக்க, இயக்குக:",
"Update {0} from v{1} to {2}? This will restart Frappe.","{0} ஐ v{1} இலிருந்து {2} க்கு புதுப்பிக்கவா? இது Frappe ஐ மீண்டும் தொடங்கும்.",
Update to {0},{0} க்கு புதுப்பி,
Updated,புதுப்பிக்கப்பட்டது,
Updating…,புதுப்பிக்கிறது…,
Up to date,புதுப்பிக்கப்பட்ட நிலையில்,
to version,பதிப்புக்கு,
For whom?,யாருக்காக?,
Working on?,என்ன வேலை?,
Search contacts...,தொடர்புகளைத் தேடு...,
Select type...,வகையைத் தேர்...,
Context,சூழல்,
Contact,தொடர்பு,
Context Type,சூழல் வகை,
Activity,செயல்பாடு,
Activity will appear here as you and your team work across ecosystem apps.,நீங்களும் உங்கள் குழுவும் சூழல்நிலை app களில் பணிபுரியும்போது இங்கே செயல்பாடு தோன்றும்.,
Acknowledge,ஏற்றுக்கொள்,
All apps,அனைத்து app கள்,
All Discussions,அனைத்து விவாதங்கள்,
All types,அனைத்து வகைகள்,
Archived,காப்பகப்படுத்தப்பட்டது,
Cancel,ரத்து செய்,
Celebrate,கொண்டாடு,
Comments,கருத்துகள்,
Create Discussion,விவாதம் உருவாக்கு,
Creating…,உருவாக்குகிறது…,
Ctrl+Enter to send,அனுப்ப Ctrl+Enter,
Decision,முடிவு,
Discussion not found,விவாதம் கிடைக்கவில்லை,
Discussion title,விவாத தலைப்பு,
Discussions,விவாதங்கள்,
Flag,கொடி,
General,பொது,
just now,இப்போதுதான்,
Keep commenting,கருத்து தொடருக,
Linked Records,இணைக்கப்பட்ட பதிவுகள்,
Linked to,இணைக்கப்பட்டது,
Load more,மேலும் காண்,
Loading…,ஏற்றுகிறது…,
Meeting Protocol,கூட்ட நடவடிக்கைகள்,
Mentioned,குறிப்பிடப்பட்டது,
New Discussion,புதிய விவாதம்,
No activity yet,இதுவரை செயல்பாடு இல்லை,
No comments yet,இதுவரை கருத்துகள் இல்லை,
No discussions found,விவாதங்கள் எதுவும் கிடைக்கவில்லை,
No discussions yet,இதுவரை விவாதங்கள் இல்லை,
Note,குறிப்பு,
Notes,குறிப்புகள்,
Participants,பங்கேற்பாளர்கள்,
Pin,பின் செய்,
Pinned,பின் செய்யப்பட்டது,
Proposal,முன்மொழிவு,
Protocol,நடவடிக்கைகள்,
Reopen,மீண்டும் திற,
Replies,பதில்கள்,
Reply,பதில்,
Replying to comment,கருத்துக்குப் பதிலளிக்கிறது,
Resolve,தீர்,
Resolve Discussion,விவாதத்தைத் தீர்,
Resolved,தீர்க்கப்பட்டது,
Resolution,தீர்வு,
Resolution summary...,தீர்வு சுருக்கம்...,
Retrospective,மீள்நோக்கு,
Search discussions...,விவாதங்களைத் தேடு...,
Seen,பார்க்கப்பட்டது,
Send,அனுப்பு,
Start Discussion,விவாதம் தொடங்கு,
Unpin,பின் நீக்கு,
Write a comment...,ஒரு கருத்து எழுது...,
Write your discussion content...,உங்கள் விவாத உள்ளடக்கத்தை எழுதுங்கள்...,
resolved,தீர்க்கப்பட்டது,
unread,படிக்காத,
{0} mentioned you in a comment,{0} ஒரு கருத்தில் உங்களைக் குறிப்பிட்டார்,
{0} is already an attendee.,{0} ஏற்கனவே பங்கேற்பாளர்.,
{0} is not an attendee.,{0} பங்கேற்பாளர் அல்ல.,
{0} is not installed,{0} நிறுவப்படவில்லை,
{0} results found,{0} முடிவுகள் கிடைத்தன,
+ Add tags,+ குறிச்சொற்கள் சேர்,
A→Z,A→Z,
Accept,ஏற்றுக்கொள்,
Action failed,செயல் தோல்வியுற்றது,
Active now,இப்போது செயலில்,
Add a note,ஒரு குறிப்பைச் சேர்,
"Add a note to keep track of details about this contact.","இந்தத் தொடர்பைப் பற்றிய விவரங்களைக் கண்காணிக்க ஒரு குறிப்பைச் சேர்க்கவும்.",
Add address,முகவரி சேர்,
Add another address,மற்றொரு முகவரி சேர்,
Add birthday,பிறந்தநாள் சேர்,
Add company,நிறுவனம் சேர்,
Add job title,பதவி சேர்,
Add more tags...,மேலும் குறிச்சொற்கள் சேர்...,
Add tags...,குறிச்சொற்கள் சேர்...,
"Address is not linked to this contact","முகவரி இந்தத் தொடர்புடன் இணைக்கப்படவில்லை",
"Address line 1, city, and country are required","முகவரி வரி 1, நகரம் மற்றும் நாடு தேவை",
ago,முன்,
All companies,அனைத்து நிறுவனங்கள்,
All day event,முழு நாள் நிகழ்வு,
"Apartment, suite, etc.","குடியிருப்பு, அறை எண் போன்றவை",
Apps,App கள்,
Archive contact,தொடர்பைக் காப்பகப்படுத்து,
Attendees,பங்கேற்பாளர்கள்,
available,கிடைக்கிறது,
Best regards,அன்புடன்,
Bookmarks,புக்மார்க்குகள்,
"Both proposed start and end times are required.","முன்மொழியப்பட்ட தொடக்க மற்றும் முடிவு நேரங்கள் இரண்டும் தேவை.",
Break,இடைவேளை,
Bridge not registered,பிரிட்ஜ் பதிவு செய்யப்படவில்லை,
Calendar Settings,நாள்காட்டி அமைப்புகள்,
Call,அழைப்பு,
Cannot change bookmark owner,புக்மார்க் உரிமையாளரை மாற்ற முடியாது,
Cannot revoke your current session,உங்கள் நடப்பு அமர்வை திரும்பப்பெற முடியாது,
Change Password,கடவுச்சொல் மாற்று,
Change photo,புகைப்படம் மாற்று,
Check Status,நிலை சரிபார்,
City,நகரம்,
Clear,அழி,
Clear filters,வடிப்பான்களை அழி,
Close search,தேடலை மூடு,
Cmd+Enter to save,சேமிக்க Cmd+Enter,
Coming soon,விரைவில் வருகிறது,
Coming up!,வருகிறது!,
Comment,கருத்து,
Community Edition,சமூகப் பதிப்பு,
Complete,முழுமை,
Confirm new password,புதிய கடவுச்சொல்லை உறுதிப்படுத்து,
Copy,நகலெடு,
Could not load notes,குறிப்புகளை ஏற்ற இயலவில்லை,
Country,நாடு,
"Country '{0}' not found. Please select a valid country.","நாடு '{0}' கிடைக்கவில்லை. செல்லுபடியான நாட்டைத் தேர்வுசெய்க.",
Create a contact to get started,தொடங்க ஒரு தொடர்பை உருவாக்குக,
Created event: {0},நிகழ்வு உருவாக்கப்பட்டது: {0},
Creating...,உருவாக்குகிறது...,
Current,நடப்பு,
Current password,நடப்பு கடவுச்சொல்,
Current password is incorrect,நடப்பு கடவுச்சொல் தவறானது,
Currency,நாணயம்,
Date,தேதி,
Decline,மறு,
Department,துறை,
Do Not Contact,தொடர்புகொள்ள வேண்டாம்,
Dock,Dock,
Download,பதிவிறக்கு,
"e.g. en, fr, de","எ.கா. en, fr, de",
Edit,திருத்து,
Edit address,முகவரியைத் திருத்து,
Edit Timer,நேர அளவியைத் திருத்து,
Email addresses,மின்னஞ்சல் முகவரிகள்,
Enabled,இயக்கப்பட்டது,
"End time was before start time. Adjusted to 1 hour after start.","முடிவு நேரம் தொடக்க நேரத்திற்கு முன்பாக இருந்தது. தொடக்கத்திலிருந்து 1 மணிநேரம் பின் சரிசெய்யப்பட்டது.",
Error,பிழை,
Event '{0}' status changed to {1},நிகழ்வு '{0}' நிலை {1} ஆக மாறியது,
Event Type,நிகழ்வு வகை,
events,நிகழ்வுகள்,
External,வெளிப்புற,
External — no user account,வெளிப்புற — பயனர் கணக்கு இல்லை,
Failed to change password,கடவுச்சொல் மாற்ற இயலவில்லை,
Failed to check status,நிலை சரிபார்க்க இயலவில்லை,
Failed to load apps,App களை ஏற்ற இயலவில்லை,
Failed to load settings,அமைப்புகளை ஏற்ற இயலவில்லை,
"Field '{0}' is not editable","'{0}' புலம் திருத்த இயலாதது",
Files,கோப்புகள்,
First Name,முதல் பெயர்,
Focus,கவனம்,
"Frappe Manager URL is not configured in Dock Settings.","Dock அமைப்புகளில் Frappe Manager URL அமைக்கப்படவில்லை.",
Hello {0},வணக்கம் {0},
Inactive,செயலற்ற,
Integrations,ஒருங்கிணைப்புகள்,
Internal,உள்ளக,
Internal — has a user account,உள்ளக — பயனர் கணக்கு உள்ளது,
Invalid RSVP status,செல்லாத RSVP நிலை,
Invalid status,செல்லாத நிலை,
"Invalid status. Must be one of: {0}","செல்லாத நிலை. இவற்றுள் ஒன்றாக இருக்க வேண்டும்: {0}",
"Invitation: {0} — {1} at {2}","அழைப்பு: {0} — {1}, {2} இல்",
Invite People,நபர்களை அழை,
Join meeting →,கூட்டத்தில் சேர் →,
Language,மொழி,
Last activity,கடைசி செயல்பாடு,
Last modified,கடைசி மாற்றம்,
Last Name,கடைசி பெயர்,
Last sync,கடைசி ஒத்திசைவு,
Link user account,பயனர் கணக்கை இணை,
Linked records,இணைக்கப்பட்ட பதிவுகள்,
Loading settings...,அமைப்புகள் ஏற்றுகிறது...,
Loading...,ஏற்றுகிறது...,
Location,இடம்,
Mark Do Not Contact,தொடர்புகொள்ள வேண்டாம் எனக் குறி,
Maybe,ஒருவேளை,
Meeting Link,கூட்ட இணைப்பு,
Meeting title,கூட்டத் தலைப்பு,
Meeting URL,கூட்ட URL,
Mine,எனது,
Modified,மாற்றப்பட்டது,
navigate,வழிசெல்,
New note,புதிய குறிப்பு,
New password,புதிய கடவுச்சொல்,
new tab,புதிய தாவல்,
New tag,புதிய குறிச்சொல்,
No active sessions found,செயலில் உள்ள அமர்வுகள் எதுவும் கிடைக்கவில்லை,
No activity,செயல்பாடு இல்லை,
No attendees,பங்கேற்பாளர்கள் இல்லை,
No bookmarks yet,இதுவரை புக்மார்க்குகள் இல்லை,
No bridges registered,பிரிட்ஜ்கள் எதுவும் பதிவு செய்யப்படவில்லை,
No contacts match these filters,இந்த வடிப்பான்களுக்குத் தொடர்புகள் பொருந்தவில்லை,
No file uploaded,கோப்பு எதுவும் பதிவேற்றப்படவில்லை,
No files attached,கோப்புகள் எதுவும் இணைக்கப்படவில்லை,
No notes yet,இதுவரை குறிப்புகள் இல்லை,
No results found,முடிவுகள் எதுவும் கிடைக்கவில்லை,
No settings registered for this app.,இந்த app க்கு அமைப்புகள் எதுவும் பதிவு செய்யப்படவில்லை.,
No status endpoint declared,நிலை எண்ட்பாயிண்ட் எதுவும் அறிவிக்கப்படவில்லை,
No sync endpoint declared,ஒத்திசைவு எண்ட்பாயிண்ட் எதுவும் அறிவிக்கப்படவில்லை,
No tags found,குறிச்சொற்கள் எதுவும் கிடைக்கவில்லை,
Not checked,சரிபார்க்கப்படவில்லை,
Not configured,அமைக்கப்படவில்லை,
Not permitted,அனுமதி இல்லை,
Note content cannot be empty,குறிப்பு உள்ளடக்கம் காலியாக இருக்கக்கூடாது,
Notification Settings,அறிவிப்பு அமைப்புகள்,
Number format,எண் வடிவம்,
One-way,ஒருவழி,
"Only native Dock events can be deleted here.","நேரடி Dock நிகழ்வுகள் மட்டுமே இங்கு நீக்கப்படலாம்.",
"Only System Manager can trigger bridge sync","System Manager மட்டுமே பிரிட்ஜ் ஒத்திசைவைத் தொடக்கலாம்",
"Only System Manager can view sync logs","System Manager மட்டுமே ஒத்திசைவு பதிவுகளைப் பார்க்கலாம்",
"Only the contact owner can change the photo","தொடர்பு உரிமையாளர் மட்டுமே புகைப்படத்தை மாற்றலாம்",
"Only the contact owner can edit this contact","தொடர்பு உரிமையாளர் மட்டுமே இந்தத் தொடர்பைத் திருத்தலாம்",
"Only the event organizer can send invitations.","நிகழ்வு ஏற்பாட்டாளர் மட்டுமே அழைப்புகளை அனுப்பலாம்.",
"Only the session creator or a Dock Manager can revoke sessions","அமர்வை உருவாக்கியவர் அல்லது Dock Manager மட்டுமே அமர்வுகளை திரும்பப்பெறலாம்",
open,திறந்த,
Open app switcher,App மாற்றியைத் திற,
Optional,விரும்பினால்,
optional,விரும்பினால்,
Organizer,ஏற்பாட்டாளர்,
Owner,உரிமையாளர்,
Password updated,கடவுச்சொல் புதுப்பிக்கப்பட்டது,
Passwords don't match,கடவுச்சொற்கள் பொருந்தவில்லை,
Permission denied,அனுமதி மறுக்கப்பட்டது,
Phone numbers,தொலைபேசி எண்கள்,
Pin items from any app using the bookmark button in the top bar,மேல் பட்டியில் உள்ள புக்மார்க் பொத்தானைப் பயன்படுத்தி எந்த app இலிருந்தும் உருப்படிகளை பின் செய்யவும்,
Please fill in all password fields,அனைத்து கடவுச்சொல் புலங்களையும் நிரப்புக,
Please log in to access Dock.,Dock அணுக உள்நுழையவும்.,
"Please respond to this invitation in the calendar","நாள்காட்டியில் இந்த அழைப்புக்குப் பதிலளிக்கவும்",
Postal code,அஞ்சல் குறியீடு,
Primary,முதன்மை,
Primary address,முதன்மை முகவரி,
Privacy Policy,தனியுரிமைக் கொள்கை,
Profile,சுயவிவரம்,
Refresh All,அனைத்தையும் புதுப்பி,
"Reminder: {0} — {1} at {2}","நினைவூட்டல்: {0} — {1}, {2} இல்",
Remove Do Not Contact,தொடர்புகொள்ள வேண்டாம் நீக்கு,
Remove tag,குறிச்சொல் நீக்கு,
Required,தேவை,
required,தேவை,
Respond in,பதிலளி,
Restore,மீட்டெடு,
Restore from archive,காப்பகத்திலிருந்து மீட்டெடு,
Revoking...,திரும்பப்பெறுகிறது...,
Room or address,அறை அல்லது முகவரி,
Save,சேமி,
Saving...,சேமிக்கிறது...,
Search,தேடல்,
Search for people to invite...,அழைக்க நபர்களைத் தேடு...,
Search is temporarily unavailable,தேடல் தற்காலிகமாகக் கிடைக்கவில்லை,
Search results,தேடல் முடிவுகள்,
Search scope,தேடல் வரம்பு,
Search user by name or email…,பெயர் அல்லது மின்னஞ்சல் மூலம் பயனரைத் தேடு…,
Searching...,தேடுகிறது...,
Security,பாதுகாப்பு,
"Send an email or add a note to get started.","தொடங்க ஒரு மின்னஞ்சல் அனுப்புக அல்லது குறிப்பைச் சேர்க்கவும்.",
Session {0}/{1},அமர்வு {0}/{1},
Sessions,அமர்வுகள்,
Settings,அமைப்புகள்,
Settings not found,அமைப்புகள் கிடைக்கவில்லை,
Share,பகிர்,
Show,காட்டு,
Show less,குறைவாகக் காட்டு,
Social profiles,சமூக சுயவிவரங்கள்,
"Sourced events can only be edited in the source app.","மூல நிகழ்வுகள் மூல app இல் மட்டுமே திருத்தலாம்.",
Source Code,மூலக் குறியீடு,
Start Focus,கவனம் தொடங்கு,
State / Province,மாநிலம் / மாகாணம்,
"Street, number","தெரு, எண்",
Sync Now,இப்போது ஒத்திசை,
Tag,குறிச்சொல்,
Tag cannot be empty,குறிச்சொல் காலியாக இருக்கக்கூடாது,
Tags,குறிச்சொற்கள்,
Target not installed,இலக்கு நிறுவப்படவில்லை,
Task,பணி,
"The settings component could not be loaded. Please reload the page.","அமைப்புகள் கூறு ஏற்ற இயலவில்லை. பக்கத்தை மீண்டும் ஏற்றுக.",
"This contact is archived and hidden from the People list.","இந்தத் தொடர்பு காப்பகப்படுத்தப்பட்டுள்ளது, நபர்கள் பட்டியலில் இருந்து மறைக்கப்பட்டுள்ளது.",
This is a reminder for your upcoming event,உங்கள் வரவிருக்கும் நிகழ்விற்கான நினைவூட்டல் இதுவாகும்,
This person is marked as Do Not Contact.,இந்த நபர் தொடர்புகொள்ள வேண்டாம் எனக் குறிக்கப்பட்டுள்ளார்.,
"This record is already linked to this discussion","இந்தப் பதிவு ஏற்கனவே இந்த விவாதத்துடன் இணைக்கப்பட்டுள்ளது",
Timer,நேர அளவி,
Timer running for {0} — did you forget?,நேர அளவி {0} ஆக இயங்குகிறது — மறந்துவிட்டீர்களா?,
"To remove {0}, run:","{0} நீக்க, இயக்குக:",
Try a different search term,வேறு தேடல் சொல்லை முயற்சிக்கவும்,
Two-Factor Authentication,இரு-காரணி அங்கீகாரம்,
"Two-factor authentication is not enabled on this site. Contact your administrator.","இந்தத் தளத்தில் இரு-காரணி அங்கீகாரம் இயக்கப்படவில்லை. உங்கள் நிர்வாகியைத் தொடர்புகொள்ளுங்கள்.",
Two-way,இருவழி,
Type at least 2 characters to search,தேட குறைந்தது 2 எழுத்துகள் தட்டச்சு செய்க,
Type to search...,தேட தட்டச்சு செய்...,
