source,target,context
Update {0} from v{1} to {2}? This will restart Frappe.,Cập nhật {0} từ v{1} lên {2}? Thao tác này sẽ khởi động lại Frappe.,
Update to {0},Cập nhật lên {0},
Updated,Đã cập nhật,
Updating…,Đang cập nhật…,
Up to date,Đã cập nhật,
to version,lên phiên bản,
For whom?,Cho ai?,
Working on?,Đang làm gì?,
Search contacts...,Tìm kiếm liên hệ...,
Select type...,Chọn loại...,
Context,Ngữ cảnh,
Contact,Liên hệ,
Context Type,Loại ngữ cảnh,
Activity,Hoạt động,
Activity will appear here as you and your team work across ecosystem apps.,Hoạt động sẽ xuất hiện ở đây khi bạn và nhóm làm việc trên các ứng dụng hệ sinh thái.,
Acknowledge,Xác nhận,
All apps,Tất cả ứng dụng,
All Discussions,Tất cả thảo luận,
All types,Tất cả loại,
Archived,Đã lưu trữ,
Cancel,Hủy,
Celebrate,Chúc mừng,
Comments,Bình luận,
Create Discussion,Tạo thảo luận,
Creating…,Đang tạo…,
Ctrl+Enter to send,Ctrl+Enter để gửi,
Decision,Quyết định,
Discussion not found,Không tìm thấy thảo luận,
Discussion title,Tiêu đề thảo luận,
Discussions,Thảo luận,
Flag,Gắn cờ,
General,Chung,
just now,vừa xong,
Keep commenting,Tiếp tục bình luận,
Linked Records,Bản ghi liên kết,
Linked to,Liên kết với,
Load more,Tải thêm,
Loading…,Đang tải…,
Meeting Protocol,Biên bản cuộc họp,
Mentioned,Được nhắc đến,
New Discussion,Thảo luận mới,
No activity yet,Chưa có hoạt động,
No comments yet,Chưa có bình luận,
No discussions found,Không tìm thấy thảo luận,
No discussions yet,Chưa có thảo luận,
Note,Ghi chú,
Notes,Ghi chú,
Participants,Người tham gia,
Pin,Ghim,
Pinned,Đã ghim,
Proposal,Đề xuất,
Protocol,Biên bản,
Reopen,Mở lại,
Replies,Phản hồi,
Reply,Trả lời,
Replying to comment,Đang trả lời bình luận,
Resolve,Giải quyết,
Resolve Discussion,Giải quyết thảo luận,
Resolved,Đã giải quyết,
Resolution,Giải pháp,
Resolution summary...,Tóm tắt giải pháp...,
Retrospective,Hồi cứu,
Search discussions...,Tìm kiếm thảo luận...,
Seen,Đã xem,
Send,Gửi,
Start Discussion,Bắt đầu thảo luận,
Unpin,Bỏ ghim,
Write a comment...,Viết bình luận...,
Write your discussion content...,Viết nội dung thảo luận của bạn...,
resolved,đã giải quyết,
unread,chưa đọc,
{0} mentioned you in a comment,{0} đã nhắc đến bạn trong một bình luận,
{0} is already an attendee.,{0} đã là người tham dự.,
{0} is not an attendee.,{0} không phải là người tham dự.,
{0} is not installed,{0} chưa được cài đặt,
{0} results found,Tìm thấy {0} kết quả,
+ Add tags,+ Thêm thẻ,
A→Z,A→Z,
Accept,Chấp nhận,
Action failed,Hành động thất bại,
Active now,Đang hoạt động,
Add a note,Thêm ghi chú,
"Add a note to keep track of details about this contact.","Thêm ghi chú để theo dõi chi tiết về liên hệ này.",
Add address,Thêm địa chỉ,
Add another address,Thêm địa chỉ khác,
Add birthday,Thêm ngày sinh,
Add company,Thêm công ty,
Add job title,Thêm chức danh,
Add more tags...,Thêm thẻ khác...,
Add tags...,Thêm thẻ...,
"Address is not linked to this contact","Địa chỉ không được liên kết với liên hệ này",
"Address line 1, city, and country are required","Dòng địa chỉ 1, thành phố và quốc gia là bắt buộc",
ago,trước,
All companies,Tất cả công ty,
All day event,Sự kiện cả ngày,
"Apartment, suite, etc.","Căn hộ, phòng, v.v.",
Apps,Ứng dụng,
Archive contact,Lưu trữ liên hệ,
Attendees,Người tham dự,
available,khả dụng,
Best regards,Trân trọng,
Bookmarks,Dấu trang,
"Both proposed start and end times are required.","Cả thời gian bắt đầu và kết thúc đề xuất đều bắt buộc.",
Break,Nghỉ,
Bridge not registered,Bridge chưa đăng ký,
Calendar Settings,Cài đặt lịch,
Call,Gọi,
Cannot change bookmark owner,Không thể thay đổi chủ sở hữu dấu trang,
Cannot revoke your current session,Không thể thu hồi phiên hiện tại của bạn,
Change Password,Đổi mật khẩu,
Change photo,Đổi ảnh,
Check Status,Kiểm tra trạng thái,
City,Thành phố,
Clear,Xóa,
Clear filters,Xóa bộ lọc,
Close search,Đóng tìm kiếm,
Cmd+Enter to save,Cmd+Enter để lưu,
Coming soon,Sắp ra mắt,
Coming up!,Sắp diễn ra!,
Comment,Bình luận,
Community Edition,Phiên bản cộng đồng,
Complete,Hoàn thành,
Confirm new password,Xác nhận mật khẩu mới,
Copy,Sao chép,
Could not load notes,Không thể tải ghi chú,
Country,Quốc gia,
"Country '{0}' not found. Please select a valid country.","Không tìm thấy quốc gia '{0}'. Vui lòng chọn quốc gia hợp lệ.",
Create a contact to get started,Tạo liên hệ để bắt đầu,
Created event: {0},Đã tạo sự kiện: {0},
Creating...,Đang tạo...,
Current,Hiện tại,
Current password,Mật khẩu hiện tại,
Current password is incorrect,Mật khẩu hiện tại không đúng,
Currency,Tiền tệ,
Date,Ngày,
Decline,Từ chối,
Department,Phòng ban,
Do Not Contact,Không liên hệ,
Dock,Dock,
Download,Tải xuống,
"e.g. en, fr, de","vd. en, fr, de",
Edit,Chỉnh sửa,
Edit address,Chỉnh sửa địa chỉ,
Edit Timer,Chỉnh sửa bộ hẹn giờ,
Email addresses,Địa chỉ email,
Enabled,Đã bật,
"End time was before start time. Adjusted to 1 hour after start.","Thời gian kết thúc trước thời gian bắt đầu. Đã điều chỉnh thành 1 giờ sau khi bắt đầu.",
Error,Lỗi,
Event '{0}' status changed to {1},Trạng thái sự kiện '{0}' đã thay đổi thành {1},
Event Type,Loại sự kiện,
events,sự kiện,
External,Bên ngoài,
External — no user account,Bên ngoài — không có tài khoản người dùng,
Failed to change password,Không thể đổi mật khẩu,
Failed to check status,Không thể kiểm tra trạng thái,
Failed to load apps,Không thể tải ứng dụng,
Failed to load settings,Không thể tải cài đặt,
"Field '{0}' is not editable","Trường '{0}' không thể chỉnh sửa",
Files,Tệp,
First Name,Tên,
Focus,Tập trung,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Manager chưa được cấu hình trong Cài đặt Dock.",
Hello {0},Xin chào {0},
Inactive,Không hoạt động,
Integrations,Tích hợp,
Internal,Nội bộ,
Internal — has a user account,Nội bộ — có tài khoản người dùng,
Invalid RSVP status,Trạng thái RSVP không hợp lệ,
Invalid status,Trạng thái không hợp lệ,
"Invalid status. Must be one of: {0}","Trạng thái không hợp lệ. Phải là một trong: {0}",
"Invitation: {0} — {1} at {2}","Lời mời: {0} — {1} lúc {2}",
Invite People,Mời người,
Join meeting →,Tham gia cuộc họp →,
Language,Ngôn ngữ,
Last activity,Hoạt động cuối,
Last modified,Thay đổi cuối,
Last Name,Họ,
Last sync,Đồng bộ cuối,
Link user account,Liên kết tài khoản người dùng,
Linked records,Bản ghi liên kết,
Loading settings...,Đang tải cài đặt...,
Loading...,Đang tải...,
Location,Vị trí,
Mark Do Not Contact,Đánh dấu Không liên hệ,
Maybe,Có thể,
Meeting Link,Liên kết cuộc họp,
Meeting title,Tiêu đề cuộc họp,
Meeting URL,URL cuộc họp,
Mine,Của tôi,
Modified,Đã thay đổi,
navigate,điều hướng,
New note,Ghi chú mới,
New password,Mật khẩu mới,
new tab,tab mới,
New tag,Thẻ mới,
No active sessions found,Không tìm thấy phiên hoạt động,
No activity,Không có hoạt động,
No attendees,Không có người tham dự,
No bookmarks yet,Chưa có dấu trang,
No bridges registered,Không có bridge nào đã đăng ký,
No contacts match these filters,Không có liên hệ nào phù hợp với bộ lọc này,
No file uploaded,Chưa tải lên tệp nào,
No files attached,Không có tệp đính kèm,
No notes yet,Chưa có ghi chú,
No results found,Không tìm thấy kết quả,
No settings registered for this app.,Không có cài đặt nào được đăng ký cho ứng dụng này.,
No status endpoint declared,Không có endpoint trạng thái được khai báo,
No sync endpoint declared,Không có endpoint đồng bộ được khai báo,
No tags found,Không tìm thấy thẻ,
Not checked,Chưa kiểm tra,
Not configured,Chưa cấu hình,
Not permitted,Không được phép,
Note content cannot be empty,Nội dung ghi chú không được để trống,
Notification Settings,Cài đặt thông báo,
Number format,Định dạng số,
One-way,Một chiều,
"Only native Dock events can be deleted here.","Chỉ có thể xóa sự kiện Dock gốc tại đây.",
"Only System Manager can trigger bridge sync","Chỉ System Manager mới có thể kích hoạt đồng bộ bridge",
"Only System Manager can view sync logs","Chỉ System Manager mới có thể xem nhật ký đồng bộ",
"Only the contact owner can change the photo","Chỉ chủ sở hữu liên hệ mới có thể thay đổi ảnh",
"Only the contact owner can edit this contact","Chỉ chủ sở hữu liên hệ mới có thể chỉnh sửa liên hệ này",
"Only the event organizer can send invitations.","Chỉ người tổ chức sự kiện mới có thể gửi lời mời.",
"Only the session creator or a Dock Manager can revoke sessions","Chỉ người tạo phiên hoặc Dock Manager mới có thể thu hồi phiên",
open,mở,
Open app switcher,Mở chuyển đổi ứng dụng,
Optional,Tùy chọn,
optional,tùy chọn,
Organizer,Người tổ chức,
Owner,Chủ sở hữu,
Password updated,Đã cập nhật mật khẩu,
Passwords don't match,Mật khẩu không khớp,
Permission denied,Quyền truy cập bị từ chối,
Phone numbers,Số điện thoại,
Pin items from any app using the bookmark button in the top bar,Ghim mục từ bất kỳ ứng dụng nào bằng nút dấu trang trên thanh trên cùng,
Please fill in all password fields,Vui lòng điền tất cả các trường mật khẩu,
Please log in to access Dock.,Vui lòng đăng nhập để truy cập Dock.,
"Please respond to this invitation in the calendar","Vui lòng phản hồi lời mời này trong lịch",
Postal code,Mã bưu điện,
Primary,Chính,
Primary address,Địa chỉ chính,
Privacy Policy,Chính sách bảo mật,
Profile,Hồ sơ,
Refresh All,Làm mới tất cả,
"Reminder: {0} — {1} at {2}","Nhắc nhở: {0} — {1} lúc {2}",
Remove Do Not Contact,Xóa Không liên hệ,
Remove tag,Xóa thẻ,
Required,Bắt buộc,
required,bắt buộc,
Respond in,Phản hồi trong,
Restore,Khôi phục,
Restore from archive,Khôi phục từ lưu trữ,
Revoking...,Đang thu hồi...,
Room or address,Phòng hoặc địa chỉ,
Save,Lưu,
Saving...,Đang lưu...,
Search,Tìm kiếm,
Search for people to invite...,Tìm người để mời...,
Search is temporarily unavailable,Tìm kiếm tạm thời không khả dụng,
Search results,Kết quả tìm kiếm,
Search scope,Phạm vi tìm kiếm,
Search user by name or email…,Tìm người dùng theo tên hoặc email…,
Searching...,Đang tìm kiếm...,
Security,Bảo mật,
"Send an email or add a note to get started.","Gửi email hoặc thêm ghi chú để bắt đầu.",
Session {0}/{1},Phiên {0}/{1},
Sessions,Phiên,
Settings,Cài đặt,
Settings not found,Không tìm thấy cài đặt,
Share,Chia sẻ,
Show,Hiển thị,
Show less,Hiển thị ít hơn,
Social profiles,Hồ sơ mạng xã hội,
"Sourced events can only be edited in the source app.","Sự kiện có nguồn chỉ có thể chỉnh sửa trong ứng dụng nguồn.",
Source Code,Mã nguồn,
Start Focus,Bắt đầu tập trung,
State / Province,Tỉnh / Thành phố,
"Street, number","Đường, số nhà",
Sync Now,Đồng bộ ngay,
Tag,Thẻ,
Tag cannot be empty,Thẻ không được để trống,
Tags,Thẻ,
Target not installed,Mục tiêu chưa được cài đặt,
Task,Nhiệm vụ,
"The settings component could not be loaded. Please reload the page.","Không thể tải thành phần cài đặt. Vui lòng tải lại trang.",
"This contact is archived and hidden from the People list.","Liên hệ này đã được lưu trữ và ẩn khỏi danh sách Mọi người.",
This is a reminder for your upcoming event,Đây là lời nhắc cho sự kiện sắp tới của bạn,
This person is marked as Do Not Contact.,Người này được đánh dấu là Không liên hệ.,
"This record is already linked to this discussion","Bản ghi này đã được liên kết với thảo luận này",
Timer,Bộ hẹn giờ,
Timer running for {0} — did you forget?,Bộ hẹn giờ đã chạy được {0} — bạn có quên không?,
"To remove {0}, run:","Để xóa {0}, chạy:",
Try a different search term,Thử từ khóa tìm kiếm khác,
Two-Factor Authentication,Xác thực hai yếu tố,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Xác thực hai yếu tố chưa được bật trên trang này. Liên hệ quản trị viên của bạn.",
Two-way,Hai chiều,
Type at least 2 characters to search,Nhập ít nhất 2 ký tự để tìm kiếm,
Type to search...,Nhập để tìm kiếm...,
"Unknown notification_type '{0}' for app '{1}'","Loại thông báo '{0}' không xác định cho ứng dụng '{1}'",
Unknown device,Thiết bị không xác định,
Unlink user — make external,Hủy liên kết người dùng — chuyển thành bên ngoài,
unsynced,chưa đồng bộ,
Update,Cập nhật,
Update password,Cập nhật mật khẩu,
Updating...,Đang cập nhật...,
Upload file,Tải lên tệp,
"Upload files like contracts, proposals, or documents.","Tải lên các tệp như hợp đồng, đề xuất, hoặc tài liệu.",
Upload photo,Tải lên ảnh,
Uploading...,Đang tải lên...,
Uploading…,Đang tải lên…,
View entry,Xem mục,
Website,Trang web,
Where,Ở đâu,
Work,Công việc,
Write a note...,Viết ghi chú...,
Write a note... (not linked to any record),Viết ghi chú... (không liên kết với bản ghi nào),
You,Bạn,
You are not an attendee of this event.,Bạn không phải là người tham dự sự kiện này.,
"You can have a maximum of {0} bookmarks","Bạn có thể có tối đa {0} dấu trang",
You can only change status of your own events.,Bạn chỉ có thể thay đổi trạng thái sự kiện của chính mình.,
You can only delete your own comments,Bạn chỉ có thể xóa bình luận của chính mình,
You can only delete your own events.,Bạn chỉ có thể xóa sự kiện của chính mình.,
You can only edit your own events.,Bạn chỉ có thể chỉnh sửa sự kiện của chính mình.,
You can only edit your own notes,Bạn chỉ có thể chỉnh sửa ghi chú của chính mình,
"You can only manage attendees on your own events.","Bạn chỉ có thể quản lý người tham dự trong sự kiện của chính mình.",
You can only view your own events.,Bạn chỉ có thể xem sự kiện của chính mình.,
"You do not have permission to comment on this record","Bạn không có quyền bình luận trên bản ghi này",
You have already reacted with {0},Bạn đã phản ứng với {0},
You have been invited to the following event,Bạn đã được mời tham dự sự kiện sau,
Your attendance,Sự tham dự của bạn,
Your response,Phản hồi của bạn,
Z→A,Z→A,
Rescheduled event: {0},Đã dời lịch sự kiện: {0},
