source,target,context
Drag to reorder {0},I-drag para ayusin ang {0},
Edit bookmarks,I-edit ang mga bookmark,
e.g. Europe/Berlin,hal. Europe/Berlin,
Email,Email,
Enable bookmarks,I-enable ang mga bookmark,
Everyone,Lahat,
Enable global timer,I-enable ang global timer,
Enable recent items,I-enable ang mga kamakailang item,
Expired,Nag-expire na,
Expires,Mag-e-expire,
Expires: {0},Mag-e-expire: {0},
Failed to generate link. Please try again.,Hindi nagawa ang link. Pakisubukan muli.,
Failed to load sessions.,Hindi ma-load ang mga session.,
Features,Mga Feature,
Full name,Buong pangalan,
Frappe Desk,Frappe Desk,
Generate link,Gumawa ng link,
Generating…,Gumagawa…,
Guest Portal,Guest Portal,
in {0},sa {0},
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Mag-install ng Orga, Micro, o iba pang apps para makita ang cross-app context para sa iyong mga contact.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,Posisyon,
Keep running,Patuloy na tumakbo,
Label,Label,
Last accessed,Huling na-access,
Light,Maliwanag,
Limit,Limit,
Link expires in:,Mag-e-expire ang link sa:,
Loading…,Naglo-load…,
Load more,Mag-load pa,
Log out,Mag-log out,
Make private,Gawing pribado,
Mark all read,Markahang lahat na nabasa,
Mark read,Markahang nabasa,
Monday,Lunes,
More fields,Higit pang mga field,
My contacts,Aking mga contact,
My Account,Aking Account,
My Profile,Aking Profile,
Never,Hindi kailanman,
New contact,Bagong contact,
No contacts found,Walang nahanap na contact,
No expiry,Walang expiry,
None,Wala,
No guest sessions yet.,Wala pang mga guest session.,
No recent items,Walang mga kamakailang item,
No recent items yet,Wala pang mga kamakailang item,
No results for "{0}",Walang resulta para sa "{0}",
No results for "{0}" in {1},Walang resulta para sa "{0}" sa {1},
Notifications,Mga Abiso,
Notification unavailable,Hindi available ang abiso,
Organization Defaults,Mga Default ng Organisasyon,
Organization settings updated — reload to apply,Na-update na ang mga setting ng organisasyon — mag-reload para ilapat,
Org default,Default ng organisasyon,
"Password, 2FA, profile picture","Password, 2FA, profile picture",
Pause,I-pause,
paused,naka-pause,
People,Mga Tao,
People with access,Mga taong may access,
Permissions,Mga Permiso,
Pinned,Naka-pin,
Powered by Tonic,Pinapagana ng Tonic,
Phone,Telepono,
Private,Pribado,
Product Manager,Product Manager,
Preferences,Mga Kagustuhan,
Read,Basahin,
Recent,Kamakailan,
Reload,I-reload,
Remove bookmark,Alisin ang bookmark,
Remove from shared,Alisin sa shared,
Remove from recent,Alisin sa kamakailan,
Resume,Ituloy,
Retry,Subukan muli,
Revoke,Bawiin,
Revoked,Binawi,
Revoke session,Bawiin ang session,
Revoking…,Binabawi…,
Saved,Nai-save,
Save failed,Hindi nai-save,
Save organization settings,I-save ang mga setting ng organisasyon,
Saving…,Nag-se-save…,
Search...,Maghanap...,
"Search by name, email, or phone…","Maghanap sa pangalan, email, o telepono…",
Search users...,Maghanap ng mga user...,
Share {0} {1},I-share ang {0} {1},
Submit,I-submit,
Search in All apps,Maghanap sa Lahat ng apps,
Search unavailable,Hindi available ang paghahanap,
selected,napili,
Share "{0}",I-share ang "{0}",
Share with team,I-share sa team,
Shared,Na-share,
Shared with team,Na-share sa team,
Share with client,I-share sa client,
Showing {0} of {1} sessions,Ipinapakita ang {0} sa {1} session,
Site label,Label ng site,
Sort: A–Z — click for last modified,Ayos: A–Z — i-click para sa huling binago,
Sort: last modified — click for A–Z,Ayos: huling binago — i-click para sa A–Z,
Start,Simulan,
Start Timer,Simulan ang Timer,
Status,Status,
Stop,Itigil,
Stop & Save,Itigil at I-save,
Sunday,Linggo,
System,Sistema,
Theme,Tema,
Theme preference,Kagustuhan sa tema,
This email is already on,Ang email na ito ay nasa na,
This link has been deactivated.,Ang link na ito ay na-deactivate na.,
This link has expired. Please ask the sender for a new link.,Nag-expire na ang link na ito. Pakihingi ng bagong link sa nagpadala.,
This link is invalid or has been removed.,Ang link na ito ay hindi valid o naalis na.,
Time,Oras,
Time entry saved,Nai-save ang time entry,
Timer unavailable,Hindi available ang timer,
Timezone,Timezone,
total,kabuuan,
Try again,Subukan muli,
Unread,Hindi pa nabasa,
Open calendar,Buksan ang kalendaryo,
Open in Desk,Buksan sa Desk,
Open in {0},Buksan sa {0},
User menu,Menu ng user,
View existing →,Tingnan ang umiiral →,
Visibility,Kakikitaan,
View,Tingnan,
View all notifications,Tingnan lahat ng mga abiso,
View time entry,Tingnan ang time entry,
Week starts on,Nagsisimula ang linggo sa,
Write,Sumulat,
What are you working on?,Ano ang ginagawa mo?,
You're all caught up,Wala ka nang hindi nabasa,
Your Preferences,Iyong Mga Kagustuhan,
Your timer has been running for {0},Tumatakbo na ang iyong timer sa loob ng {0},
Actions,Mga Aksyon,
Add details about this event...,Magdagdag ng mga detalye tungkol sa event na ito...,
Add event,Magdagdag ng event,
Agenda,Agenda,
All day,Buong araw,
Calendar,Kalendaryo,
Create Event,Gumawa ng Event,
Create in:,Gumawa sa:,
Day,Araw,
Deadline,Deadline,
Delete Event,I-delete ang Event,
Delete this event? This cannot be undone.,I-delete ang event na ito? Hindi na ito maibabalik.,
Deleting…,Dine-delete…,
Description,Paglalarawan,
Details,Mga Detalye,
End,Katapusan,
Event,Event,
Event title,Pamagat ng event,
Failed to create event,Hindi nagawa ang event,
Failed to delete event,Hindi ma-delete ang event,
Manage this event in,Pamahalaan ang event na ito sa,
Meeting,Meeting,
Milestone,Milestone,
Month,Buwan,
My calendars,Aking mga kalendaryo,
New Event,Bagong Event,
No actions available,Walang available na aksyon,
No events,Walang mga event,
Open in,Buksan sa,
Other,Iba pa,
Permanently remove this event,Permanenteng alisin ang event na ito,
Review,Review,
Source,Pinagmulan,
Start date/time is required,Kailangan ang petsa/oras ng simula,
Title,Pamagat,
Title is required,Kailangan ang pamagat,
Today,Ngayon,
Type,Uri,
View full details in the source app,Tingnan ang buong detalye sa source app,
Week,Linggo,
When,Kailan,
{0} available,{0} available,
Available,Available,
Configure Frappe Manager to enable one-click updates.,I-configure ang Frappe Manager para ma-enable ang one-click update.,
Copy command,Kopyahin ang command,
Ecosystem Apps,Mga Ecosystem App,
Failed,Nabigo,
Install,I-install,
Installed,Naka-install,
Learn more,Matuto pa,
No apps found,Walang nahanap na app,
not installed,hindi naka-install,
Open,Buksan,
Pro available,Available ang Pro,
Queued…,Nasa pila…,
Refresh,I-refresh,
Remove,Alisin,
Remove {0}? This will uninstall the app and may affect data.,Alisin ang {0}? I-a-uninstall nito ang app at maaaring maapektuhan ang data.,
Restart required,Kailangang mag-restart,
Restarting…,Nagre-restart…,
"To install {0}, run:","Para i-install ang {0}, patakbuhin:",
"To update {0}, run:","Para i-update ang {0}, patakbuhin:",
Update {0} from v{1} to {2}? This will restart Frappe.,I-update ang {0} mula v{1} hanggang {2}? Magre-restart ang Frappe.,
Update to {0},I-update sa {0},
Updated,Na-update,
Updating…,Nag-a-update…,
Up to date,Na-update na,
to version,sa bersyon,
For whom?,Para kanino?,
Working on?,Ginagawa?,
Search contacts...,Maghanap ng mga contact...,
Select type...,Pumili ng uri...,
Context,Konteksto,
Contact,Contact,
Context Type,Uri ng Konteksto,
Activity,Aktibidad,
Activity will appear here as you and your team work across ecosystem apps.,Lalabas dito ang aktibidad habang nagtatrabaho ka at ang iyong team sa mga ecosystem app.,
Acknowledge,Kilalanin,
All apps,Lahat ng apps,
All Discussions,Lahat ng mga Diskusyon,
All types,Lahat ng uri,
Archived,Naka-archive,
Cancel,Kanselahin,
Celebrate,Ipagdiwang,
Comments,Mga Komento,
Create Discussion,Gumawa ng Diskusyon,
Creating…,Gumagawa…,
Ctrl+Enter to send,Ctrl+Enter para ipadala,
Decision,Desisyon,
Discussion not found,Hindi nahanap ang diskusyon,
Discussion title,Pamagat ng diskusyon,
Discussions,Mga Diskusyon,
Flag,I-flag,
General,Pangkalahatan,
just now,ngayon lang,
Keep commenting,Patuloy na magkomento,
Linked Records,Mga Naka-link na Record,
Linked to,Naka-link sa,
Load more,Mag-load pa,
Loading…,Naglo-load…,
Meeting Protocol,Protokol ng Meeting,
Mentioned,Nabanggit,
New Discussion,Bagong Diskusyon,
No activity yet,Wala pang aktibidad,
No comments yet,Wala pang mga komento,
No discussions found,Walang nahanap na diskusyon,
No discussions yet,Wala pang mga diskusyon,
Note,Tala,
Notes,Mga Tala,
Participants,Mga Kalahok,
Pin,I-pin,
Pinned,Naka-pin,
Proposal,Panukala,
Protocol,Protokol,
Reopen,Buksan muli,
Replies,Mga Tugon,
Reply,Tumugon,
Replying to comment,Tumutugon sa komento,
Resolve,Lutasin,
Resolve Discussion,Lutasin ang Diskusyon,
Resolved,Nalutas,
Resolution,Resolusyon,
Resolution summary...,Buod ng resolusyon...,
Retrospective,Retrospektibo,
Search discussions...,Maghanap ng mga diskusyon...,
Seen,Nakita,
Send,Ipadala,
Start Discussion,Magsimula ng Diskusyon,
Unpin,I-unpin,
Write a comment...,Sumulat ng komento...,
Write your discussion content...,Isulat ang iyong nilalaman ng diskusyon...,
resolved,nalutas,
unread,hindi pa nabasa,
{0} mentioned you in a comment,Binanggit ka ni {0} sa isang komento,
{0} is already an attendee.,{0} ay kalahok na.,
{0} is not an attendee.,{0} ay hindi kalahok.,
{0} is not installed,{0} ay hindi naka-install,
{0} results found,{0} resulta ang nahanap,
+ Add tags,+ Magdagdag ng mga tag,
A→Z,A→Z,
Accept,Tanggapin,
Action failed,Nabigo ang aksyon,
Active now,Aktibo ngayon,
Add a note,Magdagdag ng tala,
"Add a note to keep track of details about this contact.","Magdagdag ng tala para masubaybayan ang mga detalye tungkol sa contact na ito.",
Add address,Magdagdag ng address,
Add another address,Magdagdag ng isa pang address,
Add birthday,Magdagdag ng kaarawan,
Add company,Magdagdag ng kumpanya,
Add job title,Magdagdag ng posisyon,
Add more tags...,Magdagdag pa ng mga tag...,
Add tags...,Magdagdag ng mga tag...,
"Address is not linked to this contact","Hindi naka-link ang address sa contact na ito",
"Address line 1, city, and country are required","Kailangan ang address line 1, lungsod, at bansa",
ago,nakaraan,
All companies,Lahat ng kumpanya,
All day event,Buong araw na event,
"Apartment, suite, etc.","Apartment, suite, atbp.",
Apps,Mga App,
Archive contact,I-archive ang contact,
Attendees,Mga Kalahok,
available,available,
Best regards,Malugod na pagbati,
Bookmarks,Mga Bookmark,
"Both proposed start and end times are required.","Kailangan ang parehong iminungkahing oras ng simula at katapusan.",
Break,Pahinga,
Bridge not registered,Hindi nakarehistro ang bridge,
Calendar Settings,Mga Setting ng Kalendaryo,
Call,Tawag,
Cannot change bookmark owner,Hindi mababago ang may-ari ng bookmark,
Cannot revoke your current session,Hindi mababawi ang iyong kasalukuyang session,
Change Password,Palitan ang Password,
Change photo,Palitan ang larawan,
Check Status,Suriin ang Status,
City,Lungsod,
Clear,I-clear,
Clear filters,I-clear ang mga filter,
Close search,Isara ang paghahanap,
Cmd+Enter to save,Cmd+Enter para i-save,
Coming soon,Malapit na,
Coming up!,Paparating na!,
Comment,Komento,
Community Edition,Community Edition,
Complete,Kumpleto,
Confirm new password,Kumpirmahin ang bagong password,
Copy,Kopyahin,
Could not load notes,Hindi ma-load ang mga tala,
Country,Bansa,
"Country '{0}' not found. Please select a valid country.","Hindi nahanap ang bansang '{0}'. Pakipili ng valid na bansa.",
Create a contact to get started,Gumawa ng contact para magsimula,
Created event: {0},Nagawa ang event: {0},
Creating...,Gumagawa...,
Current,Kasalukuyan,
Current password,Kasalukuyang password,
Current password is incorrect,Mali ang kasalukuyang password,
Currency,Pera,
Date,Petsa,
Decline,Tanggihan,
Department,Departamento,
Do Not Contact,Huwag Kontakin,
Dock,Dock,
Download,I-download,
"e.g. en, fr, de","hal. en, fr, de",
Edit,I-edit,
Edit address,I-edit ang address,
Edit Timer,I-edit ang Timer,
Email addresses,Mga email address,
Enabled,Naka-enable,
"End time was before start time. Adjusted to 1 hour after start.","Ang oras ng katapusan ay bago ang simula. Inayos sa 1 oras pagkatapos ng simula.",
Error,Error,
Event '{0}' status changed to {1},Ang status ng event na '{0}' ay binago sa {1},
Event Type,Uri ng Event,
events,mga event,
External,Panlabas,
External — no user account,Panlabas — walang user account,
Failed to change password,Hindi napalitan ang password,
Failed to check status,Hindi nasuri ang status,
Failed to load apps,Hindi ma-load ang mga app,
Failed to load settings,Hindi ma-load ang mga setting,
"Field '{0}' is not editable","Ang field na '{0}' ay hindi maaaring i-edit",
Files,Mga File,
First Name,Unang Pangalan,
Focus,Pokus,
"Frappe Manager URL is not configured in Dock Settings.","Hindi pa na-configure ang Frappe Manager URL sa Mga Setting ng Dock.",
Hello {0},Kumusta {0},
Inactive,Hindi aktibo,
Integrations,Mga Integration,
Internal,Panloob,
Internal — has a user account,Panloob — may user account,
Invalid RSVP status,Hindi valid ang RSVP status,
Invalid status,Hindi valid ang status,
"Invalid status. Must be one of: {0}","Hindi valid ang status. Dapat isa sa: {0}",
"Invitation: {0} — {1} at {2}","Imbitasyon: {0} — {1} sa {2}",
Invite People,Mag-imbita ng mga Tao,
Join meeting →,Sumali sa meeting →,
Language,Wika,
Last activity,Huling aktibidad,
Last modified,Huling binago,
Last Name,Apelyido,
Last sync,Huling pag-sync,
Link user account,I-link ang user account,
Linked records,Mga naka-link na record,
Loading settings...,Naglo-load ng mga setting...,
Loading...,Naglo-load...,
Location,Lokasyon,
Mark Do Not Contact,Markahan bilang Huwag Kontakin,
Maybe,Siguro,
Meeting Link,Link ng Meeting,
Meeting title,Pamagat ng meeting,
Meeting URL,URL ng Meeting,
Mine,Akin,
Modified,Binago,
navigate,mag-navigate,
New note,Bagong tala,
New password,Bagong password,
new tab,bagong tab,
New tag,Bagong tag,
No active sessions found,Walang nahanap na aktibong session,
No activity,Walang aktibidad,
No attendees,Walang mga kalahok,
No bookmarks yet,Wala pang mga bookmark,
No bridges registered,Walang nakarehistrong bridge,
No contacts match these filters,Walang contact na tumutugma sa mga filter na ito,
No file uploaded,Walang file na na-upload,
No files attached,Walang mga naka-attach na file,
No notes yet,Wala pang mga tala,
No results found,Walang nahanap na resulta,
No settings registered for this app.,Walang nakarehistrong setting para sa app na ito.,
No status endpoint declared,Walang naideklara na status endpoint,
No sync endpoint declared,Walang naideklara na sync endpoint,
No tags found,Walang nahanap na tag,
Not checked,Hindi nasuri,
Not configured,Hindi na-configure,
Not permitted,Hindi pinapayagan,
Note content cannot be empty,Hindi maaaring walang laman ang tala,
Notification Settings,Mga Setting ng Abiso,
Number format,Format ng numero,
One-way,Isang daan,
"Only native Dock events can be deleted here.","Ang mga native na Dock event lang ang maaaring i-delete dito.",
"Only System Manager can trigger bridge sync","Ang System Manager lang ang maaaring mag-trigger ng bridge sync",
"Only System Manager can view sync logs","Ang System Manager lang ang makakakita ng mga sync log",
"Only the contact owner can change the photo","Ang may-ari lang ng contact ang maaaring magpalit ng larawan",
"Only the contact owner can edit this contact","Ang may-ari lang ng contact ang maaaring mag-edit ng contact na ito",
"Only the event organizer can send invitations.","Ang organizer lang ng event ang maaaring magpadala ng mga imbitasyon.",
"Only the session creator or a Dock Manager can revoke sessions","Ang gumawa lang ng session o isang Dock Manager ang maaaring bumawi ng mga session",
open,buksan,
Open app switcher,Buksan ang app switcher,
Optional,Opsyonal,
optional,opsyonal,
Organizer,Organizer,
Owner,May-ari,
Password updated,Na-update ang password,
Passwords don't match,Hindi magkatugma ang mga password,
Permission denied,Tinanggihan ang permiso,
Phone numbers,Mga numero ng telepono,
Pin items from any app using the bookmark button in the top bar,Mag-pin ng mga item mula sa anumang app gamit ang bookmark button sa top bar,
Please fill in all password fields,Pakipunan lahat ng mga field ng password,
Please log in to access Dock.,Mangyaring mag-log in para ma-access ang Dock.,
"Please respond to this invitation in the calendar","Pakitugon sa imbitasyong ito sa kalendaryo",
Postal code,Postal code,
Primary,Pangunahin,
Primary address,Pangunahing address,
Privacy Policy,Patakaran sa Privacy,
Profile,Profile,
Refresh All,I-refresh Lahat,
"Reminder: {0} — {1} at {2}","Paalala: {0} — {1} sa {2}",
Remove Do Not Contact,Alisin ang Huwag Kontakin,
Remove tag,Alisin ang tag,
Required,Kinakailangan,
required,kinakailangan,
Respond in,Tumugon sa,
Restore,Ibalik,
Restore from archive,Ibalik mula sa archive,
Revoking...,Binabawi...,
Room or address,Silid o address,
Save,I-save,
Saving...,Nag-se-save...,
Search,Maghanap,
Search for people to invite...,Maghanap ng mga taong iimbitahan...,
Search is temporarily unavailable,Pansamantalang hindi available ang paghahanap,
Search results,Mga resulta ng paghahanap,
Search scope,Saklaw ng paghahanap,
Search user by name or email…,Maghanap ng user sa pangalan o email…,
Searching...,Naghahanap...,
Security,Seguridad,
"Send an email or add a note to get started.","Magpadala ng email o magdagdag ng tala para magsimula.",
Session {0}/{1},Session {0}/{1},
Sessions,Mga Session,
Settings,Mga Setting,
Settings not found,Hindi nahanap ang mga setting,
Share,I-share,
Show,Ipakita,
Show less,Ipakita ang mas kaunti,
Social profiles,Mga social profile,
"Sourced events can only be edited in the source app.","Ang mga sourced event ay maaari lamang i-edit sa source app.",
Source Code,Source Code,
Start Focus,Magsimula ng Pokus,
State / Province,Lalawigan,
"Street, number","Kalye, numero",
Sync Now,I-sync Ngayon,
Tag,Tag,
Tag cannot be empty,Hindi maaaring walang laman ang tag,
Tags,Mga Tag,
Target not installed,Hindi naka-install ang target,
Task,Gawain,
"The settings component could not be loaded. Please reload the page.","Hindi ma-load ang settings component. Pakireload ang pahina.",
"This contact is archived and hidden from the People list.","Ang contact na ito ay naka-archive at nakatago sa listahan ng Mga Tao.",
This is a reminder for your upcoming event,Ito ay isang paalala para sa iyong paparating na event,
This person is marked as Do Not Contact.,Ang taong ito ay minarkahan bilang Huwag Kontakin.,
"This record is already linked to this discussion","Ang record na ito ay naka-link na sa diskusyong ito",
Timer,Timer,
Timer running for {0} — did you forget?,Tumatakbo ang timer sa loob ng {0} — nakalimutan mo ba?,
"To remove {0}, run:","Para alisin ang {0}, patakbuhin:",
Try a different search term,Subukan ang ibang salita sa paghahanap,
Two-Factor Authentication,Two-Factor Authentication,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Hindi naka-enable ang two-factor authentication sa site na ito. Makipag-ugnayan sa iyong administrator.",
Two-way,Dalawang daan,
Type at least 2 characters to search,Mag-type ng hindi bababa sa 2 karakter para maghanap,
Type to search...,Mag-type para maghanap...,
"Unknown notification_type '{0}' for app '{1}'","Hindi kilalang notification_type na '{0}' para sa app na '{1}'",
Unknown device,Hindi kilalang device,
Unlink user — make external,I-unlink ang user — gawing panlabas,
unsynced,hindi naka-sync,
Update,I-update,
Update password,I-update ang password,
Updating...,Nag-a-update...,
Upload file,Mag-upload ng file,
"Upload files like contracts, proposals, or documents.","Mag-upload ng mga file tulad ng mga kontrata, panukala, o dokumento.",
Upload photo,Mag-upload ng larawan,
Uploading...,Nag-a-upload...,
Uploading…,Nag-a-upload…,
View entry,Tingnan ang entry,
Website,Website,
Where,Saan,
Work,Trabaho,
Write a note...,Sumulat ng tala...,
Write a note... (not linked to any record),Sumulat ng tala... (hindi naka-link sa anumang record),
You,Ikaw,
You are not an attendee of this event.,Hindi ka kalahok sa event na ito.,
"You can have a maximum of {0} bookmarks","Maaari kang magkaroon ng maximum na {0} bookmark",
You can only change status of your own events.,Maaari mo lang baguhin ang status ng iyong sariling mga event.,
You can only delete your own comments,Maaari mo lang i-delete ang iyong sariling mga komento,
You can only delete your own events.,Maaari mo lang i-delete ang iyong sariling mga event.,
You can only edit your own events.,Maaari mo lang i-edit ang iyong sariling mga event.,
You can only edit your own notes,Maaari mo lang i-edit ang iyong sariling mga tala,
"You can only manage attendees on your own events.","Maaari mo lang pamahalaan ang mga kalahok sa iyong sariling mga event.",
You can only view your own events.,Maaari mo lang tingnan ang iyong sariling mga event.,
"You do not have permission to comment on this record","Wala kang permiso na magkomento sa record na ito",
You have already reacted with {0},Nag-react ka na ng {0},
You have been invited to the following event,Inimbitahan ka sa sumusunod na event,
Your attendance,Iyong pagdalo,
Your response,Iyong tugon,
Z→A,Z→A,
Rescheduled event: {0},Na-reschedule ang event: {0},
