source,target,context
Add tags...,Додај ознаке...,
"Address is not linked to this contact","Адреса није повезана са овим контактом",
"Address line 1, city, and country are required","Адресна линија 1, град и земља су обавезни",
ago,пре,
All companies,Све компаније,
All day event,Целодневни догађај,
"Apartment, suite, etc.","Стан, апартман итд.",
Apps,Апликације,
Archive contact,Архивирај контакт,
Attendees,Учесници,
available,доступно,
Best regards,С поштовањем,
Bookmarks,Обележивачи,
"Both proposed start and end times are required.","Предложено време почетка и краја је обавезно.",
Break,Пауза,
Bridge not registered,Bridge није регистрован,
Calendar Settings,Подешавања календара,
Call,Позив,
Cannot change bookmark owner,Није могуће променити власника обележивача,
Cannot revoke your current session,Није могуће опозвати тренутну сесију,
Change Password,Промени лозинку,
Change photo,Промени фотографију,
Check Status,Провери статус,
City,Град,
Clear,Обриши,
Clear filters,Обриши филтере,
Close search,Затвори претрагу,
Cmd+Enter to save,Cmd+Enter за чување,
Coming soon,Ускоро,
Coming up!,На реду!,
Comment,Коментар,
Community Edition,Community издање,
Complete,Заврши,
Confirm new password,Потврди нову лозинку,
Copy,Копирај,
Could not load notes,Није могуће учитати белешке,
Country,Земља,
"Country '{0}' not found. Please select a valid country.","Земља „{0}" није пронађена. Изабери важећу земљу.",
Create a contact to get started,Креирај контакт за почетак,
Created event: {0},Креиран догађај: {0},
Creating...,Креирање...,
Current,Тренутно,
Current password,Тренутна лозинка,
Current password is incorrect,Тренутна лозинка је нетачна,
Currency,Валута,
Date,Датум,
Decline,Одбиј,
Department,Одељење,
Do Not Contact,Не контактирај,
Dock,Dock,
Download,Преузми,
"e.g. en, fr, de","нпр. en, fr, de",
Edit,Уреди,
Edit address,Уреди адресу,
Edit Timer,Уреди тајмер,
Email addresses,Имејл адресе,
Enabled,Укључено,
"End time was before start time. Adjusted to 1 hour after start.","Време краја је било пре времена почетка. Подешено на 1 сат после почетка.",
Error,Грешка,
Event '{0}' status changed to {1},Статус догађаја „{0}" промењен у {1},
Event Type,Тип догађаја,
events,догађаји,
External,Екстерно,
External — no user account,Екстерно — нема кориснички налог,
Failed to change password,Промена лозинке неуспешна,
Failed to check status,Провера статуса неуспешна,
Failed to load apps,Учитавање апликација неуспешно,
Failed to load settings,Учитавање подешавања неуспешно,
"Field '{0}' is not editable","Поље „{0}" се не може уређивати",
Files,Фајлови,
First Name,Име,
Focus,Фокус,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL није подешен у Dock подешавањима.",
Hello {0},Здраво {0},
Inactive,Неактивно,
Integrations,Интеграције,
Internal,Интерно,
Internal — has a user account,Интерно — има кориснички налог,
Invalid RSVP status,Неважећи RSVP статус,
Invalid status,Неважећи статус,
"Invalid status. Must be one of: {0}","Неважећи статус. Мора бити један од: {0}",
"Invitation: {0} — {1} at {2}","Позивница: {0} — {1} у {2}",
Invite People,Позови особе,
Join meeting →,Придружи се састанку →,
Language,Језик,
Last activity,Последња активност,
Last modified,Последња измена,
Last Name,Презиме,
Last sync,Последња синхронизација,
Link user account,Повежи кориснички налог,
Linked records,Повезани записи,
Loading settings...,Учитавање подешавања...,
Loading...,Учитавање...,
Location,Локација,
Mark Do Not Contact,Означи „Не контактирај",
Maybe,Можда,
Meeting Link,Линк за састанак,
Meeting title,Наслов састанка,
Meeting URL,URL састанка,
Mine,Моје,
Modified,Измењено,
navigate,навигација,
New note,Нова белешка,
New password,Нова лозинка,
new tab,нови таб,
New tag,Нова ознака,
No active sessions found,Нема активних сесија,
No activity,Нема активности,
No attendees,Нема учесника,
No bookmarks yet,Још нема обележивача,
No bridges registered,Нема регистрованих bridge-ева,
No contacts match these filters,Нема контаката који одговарају овим филтерима,
No file uploaded,Ниједан фајл није отпремљен,
No files attached,Нема прикачених фајлова,
No notes yet,Још нема белешки,
No results found,Нема пронађених резултата,
No settings registered for this app.,Нема регистрованих подешавања за ову апликацију.,
No status endpoint declared,Није декларисан статусни endpoint,
No sync endpoint declared,Није декларисан endpoint за синхронизацију,
No tags found,Нема пронађених ознака,
Not checked,Није проверено,
Not configured,Није подешено,
Not permitted,Није дозвољено,
Note content cannot be empty,Садржај белешке не може бити празан,
Notification Settings,Подешавања обавештења,
Number format,Формат бројева,
One-way,Једносмерно,
"Only native Dock events can be deleted here.","Само изворни Dock догађаји се могу обрисати овде.",
"Only System Manager can trigger bridge sync","Само System Manager може покренути bridge синхронизацију",
"Only System Manager can view sync logs","Само System Manager може видети логове синхронизације",
"Only the contact owner can change the photo","Само власник контакта може променити фотографију",
"Only the contact owner can edit this contact","Само власник контакта може уредити овај контакт",
"Only the event organizer can send invitations.","Само организатор догађаја може слати позивнице.",
"Only the session creator or a Dock Manager can revoke sessions","Само креатор сесије или Dock Manager може опозвати сесије",
open,отвори,
Open app switcher,Отвори пребацивач апликација,
Optional,Опционо,
optional,опционо,
Organizer,Организатор,
Owner,Власник,
Password updated,Лозинка ажурирана,
Passwords don't match,Лозинке се не поклапају,
Permission denied,Приступ одбијен,
Phone numbers,Бројеви телефона,
Pin items from any app using the bookmark button in the top bar,Закачи ставке из било које апликације користећи дугме за обележиваче у горњој траци,
Please fill in all password fields,Попуни сва поља за лозинку,
Please log in to access Dock.,Пријави се да приступиш Dock-у.,
"Please respond to this invitation in the calendar","Одговори на ову позивницу у календару",
Postal code,Поштански број,
Primary,Примарно,
Primary address,Примарна адреса,
Privacy Policy,Политика приватности,
Profile,Профил,
Refresh All,Освежи све,
"Reminder: {0} — {1} at {2}","Подсетник: {0} — {1} у {2}",
Remove Do Not Contact,Уклони „Не контактирај",
Remove tag,Уклони ознаку,
Required,Обавезно,
required,обавезно,
Respond in,Одговори у,
Restore,Врати,
Restore from archive,Врати из архиве,
Revoking...,Опозивање...,
Room or address,Сала или адреса,
Save,Сачувај,
Saving...,Чување...,
Search,Претрага,
Search for people to invite...,Претражи особе за позивање...,
Search is temporarily unavailable,Претрага је тренутно недоступна,
Search results,Резултати претраге,
Search scope,Опсег претраге,
Search user by name or email…,Претражи корисника по имену или имејлу…,
Searching...,Претраживање...,
Security,Безбедност,
"Send an email or add a note to get started.","Пошаљи имејл или додај белешку за почетак.",
Session {0}/{1},Сесија {0}/{1},
Sessions,Сесије,
Settings,Подешавања,
Settings not found,Подешавања нису пронађена,
Share,Подели,
Show,Прикажи,
Show less,Прикажи мање,
Social profiles,Друштвени профили,
"Sourced events can only be edited in the source app.","Увезени догађаји се могу уређивати само у изворној апликацији.",
Source Code,Изворни код,
Start Focus,Покрени фокус,
State / Province,Регион / Покрајина,
"Street, number","Улица, број",
Sync Now,Синхронизуј сада,
Tag,Ознака,
Tag cannot be empty,Ознака не може бити празна,
Tags,Ознаке,
Target not installed,Циљ није инсталиран,
Task,Задатак,
"The settings component could not be loaded. Please reload the page.","Компонента подешавања није могла бити учитана. Поново учитај страницу.",
"This contact is archived and hidden from the People list.","Овај контакт је архивиран и сакривен из листе особа.",
This is a reminder for your upcoming event,Ово је подсетник за твој предстојећи догађај,
This person is marked as Do Not Contact.,Ова особа је означена као „Не контактирај".,
"This record is already linked to this discussion","Овај запис је већ повезан са овом дискусијом",
Timer,Тајмер,
Timer running for {0} — did you forget?,Тајмер ради већ {0} — да ниси заборавио?,
"To remove {0}, run:","За уклањање {0}, покрени:",
Try a different search term,Покушај са другим термином претраге,
Two-Factor Authentication,Двофакторска аутентификација,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Двофакторска аутентификација није укључена на овом сајту. Контактирај администратора.",
Two-way,Двосмерно,
Type at least 2 characters to search,Унеси најмање 2 карактера за претрагу,
Type to search...,Куцај за претрагу...,
"Unknown notification_type '{0}' for app '{1}'","Непознат notification_type „{0}" за апликацију „{1}"",
Unknown device,Непознат уређај,
Unlink user — make external,Одвежи корисника — учини екстерним,
unsynced,несинхронизовано,
Update,Ажурирај,
Update password,Ажурирај лозинку,
Updating...,Ажурирање...,
Upload file,Отпреми фајл,
"Upload files like contracts, proposals, or documents.","Отпреми фајлове као што су уговори, понуде или документа.",
Upload photo,Отпреми фотографију,
Uploading...,Отпремање...,
Uploading…,Отпремање…,
View entry,Погледај унос,
Website,Веб-сајт,
Where,Где,
Work,Посао,
Write a note...,Напиши белешку...,
Write a note... (not linked to any record),Напиши белешку... (није повезано ни са једним записом),
You,Ти,
You are not an attendee of this event.,Ниси учесник овог догађаја.,
"You can have a maximum of {0} bookmarks","Можеш имати највише {0} обележивача",
You can only change status of your own events.,Можеш мењати статус само својих догађаја.,
You can only delete your own comments,Можеш брисати само своје коментаре,
You can only delete your own events.,Можеш брисати само своје догађаје.,
You can only edit your own events.,Можеш уређивати само своје догађаје.,
You can only edit your own notes,Можеш уређивати само своје белешке,
"You can only manage attendees on your own events.","Можеш управљати учесницима само на својим догађајима.",
You can only view your own events.,Можеш прегледати само своје догађаје.,
"You do not have permission to comment on this record","Немаш дозволу да коментаришеш овај запис",
You have already reacted with {0},Већ си реаговао са {0},
You have been invited to the following event,Позван си на следећи догађај,
Your attendance,Твоје присуство,
Your response,Твој одговор,
Z→A,Ш→А,
Rescheduled event: {0},Премештен догађај: {0},
