source,target,context
"No results for ""{0}"" in {1}","Нема резултати за „{0}" во {1}",
Notifications,Известувања,
Notification unavailable,Известувањето е недостапно,
Organization Defaults,Стандардни поставки на организацијата,
Organization settings updated — reload to apply,Поставките на организацијата се ажурирани — превчитај за да се применат,
Org default,Стандардно за орг.,
"Password, 2FA, profile picture","Лозинка, 2FA, профилна слика",
Pause,Паузирај,
paused,паузирано,
People,Луѓе,
People with access,Луѓе со пристап,
Permissions,Дозволи,
Pinned,Закачено,
Powered by Tonic,Овозможено од Tonic,
Phone,Телефон,
Private,Приватно,
Product Manager,Product Manager,
Preferences,Преференции,
Read,Читање,
Recent,Неодамнешни,
Reload,Превчитај,
Remove bookmark,Отстрани обележувач,
Remove from shared,Отстрани од споделени,
Remove from recent,Отстрани од неодамнешни,
Resume,Продолжи,
Retry,Обиди се повторно,
Revoke,Одземи,
Revoked,Одземено,
Revoke session,Одземи сесија,
Revoking…,Се одзема…,
Saved,Зачувано,
Save failed,Зачувувањето не успеа,
Save organization settings,Зачувај поставки на организацијата,
Saving…,Се зачувува…,
Search...,Пребарај...,
"Search by name, email, or phone…","Пребарај по име, е-пошта или телефон…",
Search users...,Пребарај корисници...,
Share {0} {1},Сподели {0} {1},
Submit,Испрати,
Search in All apps,Пребарај во сите апликации,
Search unavailable,Пребарувањето е недостапно,
selected,избрано,
"Share ""{0}""","Сподели „{0}"",
Share with team,Сподели со тимот,
Shared,Споделено,
Shared with team,Споделено со тимот,
Share with client,Сподели со клиент,
Showing {0} of {1} sessions,Прикажани {0} од {1} сесии,
Site label,Етикета на сајтот,
Sort: A–Z — click for last modified,Подреди: А–Ш — кликни за последно изменето,
Sort: last modified — click for A–Z,Подреди: последно изменето — кликни за А–Ш,
Start,Почни,
Start Timer,Стартувај тајмер,
Status,Статус,
Stop,Запри,
Stop & Save,Запри и зачувај,
Sunday,Недела,
System,Систем,
Theme,Тема,
Theme preference,Преференција за тема,
This email is already on,Оваа е-пошта е веќе додадена,
This link has been deactivated.,Оваа врска е деактивирана.,
This link has expired. Please ask the sender for a new link.,Оваа врска е истечена. Побарај нова врска од испраќачот.,
This link is invalid or has been removed.,Оваа врска е невалидна или е отстранета.,
Time,Време,
Time entry saved,Записот за време е зачуван,
Timer unavailable,Тајмерот е недостапен,
Timezone,Временска зона,
total,вкупно,
Try again,Обиди се повторно,
Unread,Непрочитано,
Open calendar,Отвори календар,
Open in Desk,Отвори во Desk,
Open in {0},Отвори во {0},
User menu,Кориснички мени,
View existing →,Прегледај постоечки →,
Visibility,Видливост,
View,Прегледај,
View all notifications,Прегледај ги сите известувања,
View time entry,Прегледај запис за време,
Week starts on,Неделата започнува во,
Write,Запишување,
What are you working on?,На што работиш?,
You're all caught up,Сè е прочитано,
Your Preferences,Твои преференции,
Your timer has been running for {0},Твојот тајмер работи веќе {0},
Actions,Дејства,
Add details about this event...,Додај детали за овој настан...,
Add event,Додај настан,
Agenda,Агенда,
All day,Цел ден,
Calendar,Календар,
Create Event,Креирај настан,
Create in:,Креирај во:,
Day,Ден,
Deadline,Рок,
Delete Event,Избриши настан,
Delete this event? This cannot be undone.,Избриши го овој настан? Ова не може да се поврати.,
Deleting…,Се брише…,
Description,Опис,
Details,Детали,
End,Крај,
Event,Настан,
Event title,Наслов на настан,
Failed to create event,Не успеа креирање на настан,
Failed to delete event,Не успеа бришење на настан,
Manage this event in,Управувај со овој настан во,
Meeting,Состанок,
Milestone,Пресвртница,
Month,Месец,
My calendars,Мои календари,
New Event,Нов настан,
No actions available,Нема достапни дејства,
No events,Нема настани,
Open in,Отвори во,
Other,Друго,
Permanently remove this event,Трајно отстрани го овој настан,
Review,Преглед,
Source,Извор,
Start date/time is required,Потребен е почетен датум/време,
Title,Наслов,
Title is required,Насловот е задолжителен,
Today,Денес,
Type,Тип,
View full details in the source app,Прегледај ги сите детали во изворната апликација,
Week,Недела,
When,Кога,
{0} available,{0} достапни,
Available,Достапно,
Configure Frappe Manager to enable one-click updates.,Конфигурирај Frappe Manager за овозможување ажурирања со еден клик.,
Copy command,Копирај команда,
Ecosystem Apps,Апликации од екосистемот,
Failed,Неуспешно,
Install,Инсталирај,
Installed,Инсталирано,
Learn more,Дознај повеќе,
No apps found,Не се пронајдени апликации,
not installed,не е инсталирано,
Open,Отвори,
Pro available,Достапно Pro,
Queued…,Во ред…,
Refresh,Освежи,
Remove,Отстрани,
"Remove {0}? This will uninstall the app and may affect data.","Отстрани {0}? Ова ќе ја деинсталира апликацијата и може да влијае на податоците.",
Restart required,Потребно е рестартирање,
Restarting…,Се рестартира…,
"To install {0}, run:","За да инсталираш {0}, изврши:",
"To update {0}, run:","За да ажурираш {0}, изврши:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Ажурирај {0} од v{1} на {2}? Ова ќе го рестартира Frappe.",
Update to {0},Ажурирај на {0},
Updated,Ажурирано,
Updating…,Се ажурира…,
Up to date,Ажурно,
to version,на верзија,
For whom?,За кого?,
Working on?,На што работиш?,
Search contacts...,Пребарај контакти...,
Select type...,Избери тип...,
Context,Контекст,
Contact,Контакт,
Context Type,Тип на контекст,
Activity,Активност,
Activity will appear here as you and your team work across ecosystem apps.,Активноста ќе се појави тука додека ти и твојот тим работите низ апликациите од екосистемот.,
Acknowledge,Потврди,
All apps,Сите апликации,
All Discussions,Сите дискусии,
All types,Сите типови,
Archived,Архивирано,
Cancel,Откажи,
Celebrate,Прослави,
Comments,Коментари,
Create Discussion,Креирај дискусија,
Creating…,Се креира…,
Ctrl+Enter to send,Ctrl+Enter за испраќање,
Decision,Одлука,
Discussion not found,Дискусијата не е пронајдена,
Discussion title,Наслов на дискусија,
Discussions,Дискусии,
Flag,Означи,
General,Општо,
just now,штотуку,
Keep commenting,Продолжи со коментирање,
Linked Records,Поврзани записи,
Linked to,Поврзано со,
Load more,Вчитај повеќе,
Loading…,Се вчитува…,
Meeting Protocol,Записник од состанок,
Mentioned,Споменато,
New Discussion,Нова дискусија,
No activity yet,Сè уште нема активност,
No comments yet,Сè уште нема коментари,
No discussions found,Не се пронајдени дискусии,
No discussions yet,Сè уште нема дискусии,
Note,Белешка,
Notes,Белешки,
Participants,Учесници,
Pin,Закачи,
Pinned,Закачено,
Proposal,Предлог,
Protocol,Записник,
Reopen,Повторно отвори,
Replies,Одговори,
Reply,Одговори,
Replying to comment,Одговараш на коментар,
Resolve,Реши,
Resolve Discussion,Реши дискусија,
Resolved,Решено,
Resolution,Резолуција,
Resolution summary...,Резиме на резолуција...,
Retrospective,Ретроспектива,
Search discussions...,Пребарај дискусии...,
Seen,Видено,
Send,Испрати,
Start Discussion,Започни дискусија,
Unpin,Откачи,
Write a comment...,Напиши коментар...,
Write your discussion content...,Напиши ја содржината на дискусијата...,
resolved,решено,
unread,непрочитано,
{0} mentioned you in a comment,{0} те спомна во коментар,
{0} is already an attendee.,{0} е веќе учесник.,
{0} is not an attendee.,{0} не е учесник.,
{0} is not installed,{0} не е инсталирано,
{0} results found,Пронајдени {0} резултати,
+ Add tags,+ Додај ознаки,
A→Z,А→Ш,
Accept,Прифати,
Action failed,Дејството не успеа,
Active now,Активен сега,
Add a note,Додај белешка,
"Add a note to keep track of details about this contact.","Додај белешка за да следиш детали за овој контакт.",
Add address,Додај адреса,
Add another address,Додај уште една адреса,
Add birthday,Додај роденден,
Add company,Додај компанија,
Add job title,Додај работна позиција,
Add more tags...,Додај уште ознаки...,
Add tags...,Додај ознаки...,
"Address is not linked to this contact","Адресата не е поврзана со овој контакт",
"Address line 1, city, and country are required","Адресна линија 1, град и држава се задолжителни",
ago,пред,
All companies,Сите компании,
All day event,Целодневен настан,
"Apartment, suite, etc.","Стан, канцеларија итн.",
Apps,Апликации,
Archive contact,Архивирај контакт,
Attendees,Учесници,
available,достапно,
Best regards,Со почит,
Bookmarks,Обележувачи,
"Both proposed start and end times are required.","Потребни се и предложеното почетно и крајно време.",
Break,Пауза,
Bridge not registered,Мостот не е регистриран,
Calendar Settings,Поставки на календар,
Call,Повик,
Cannot change bookmark owner,Не може да се промени сопственикот на обележувачот,
Cannot revoke your current session,Не може да ја одземеш тековната сесија,
Change Password,Промени лозинка,
Change photo,Промени фотографија,
Check Status,Провери статус,
City,Град,
Clear,Исчисти,
Clear filters,Исчисти филтри,
Close search,Затвори пребарување,
Cmd+Enter to save,Cmd+Enter за зачувување,
Coming soon,Наскоро,
Coming up!,Претстои!,
Comment,Коментар,
Community Edition,Community Edition,
Complete,Заврши,
Confirm new password,Потврди нова лозинка,
Copy,Копирај,
Could not load notes,Не можеа да се вчитаат белешките,
Country,Држава,
"Country '{0}' not found. Please select a valid country.","Државата „{0}" не е пронајдена. Избери валидна држава.",
Create a contact to get started,Креирај контакт за да започнеш,
Created event: {0},Креиран настан: {0},
Creating...,Се креира...,
Current,Тековно,
Current password,Тековна лозинка,
Current password is incorrect,Тековната лозинка е неточна,
Currency,Валута,
Date,Датум,
Decline,Одбиј,
Department,Оддел,
Do Not Contact,Не контактирај,
Dock,Dock,
Download,Преземи,
"e.g. en, fr, de","на пр. en, fr, de",
Edit,Уреди,
Edit address,Уреди адреса,
Edit Timer,Уреди тајмер,
Email addresses,Адреси за е-пошта,
Enabled,Овозможено,
"End time was before start time. Adjusted to 1 hour after start.","Крајното време беше пред почетното. Прилагодено на 1 час по почетокот.",
Error,Грешка,
Event '{0}' status changed to {1},Статусот на настанот „{0}" е променет на {1},
Event Type,Тип на настан,
events,настани,
External,Надворешен,
External — no user account,Надворешен — без кориснички профил,
Failed to change password,Не успеа промената на лозинката,
Failed to check status,Не успеа проверката на статусот,
Failed to load apps,Не успеа вчитување на апликации,
Failed to load settings,Не успеа вчитување на поставки,
"Field '{0}' is not editable","Полето „{0}" не е уредливо",
Files,Датотеки,
First Name,Име,
Focus,Фокус,
"Frappe Manager URL is not configured in Dock Settings.","URL-то на Frappe Manager не е конфигурирано во Dock поставки.",
Hello {0},Здраво {0},
Inactive,Неактивно,
Integrations,Интеграции,
Internal,Внатрешен,
Internal — has a user account,Внатрешен — има кориснички профил,
Invalid RSVP status,Невалиден RSVP статус,
Invalid status,Невалиден статус,
"Invalid status. Must be one of: {0}","Невалиден статус. Мора да биде еден од: {0}",
"Invitation: {0} — {1} at {2}","Покана: {0} — {1} во {2}",
Invite People,Покани луѓе,
Join meeting →,Приклучи се на состанок →,
Language,Јазик,
Last activity,Последна активност,
Last modified,Последна измена,
Last Name,Презиме,
Last sync,Последна синхронизација,
Link user account,Поврзи кориснички профил,
Linked records,Поврзани записи,
Loading settings...,Се вчитуваат поставки...,
Loading...,Се вчитува...,
Location,Локација,
Mark Do Not Contact,Означи како Не контактирај,
Maybe,Можеби,
Meeting Link,Врска за состанок,
Meeting title,Наслов на состанок,
Meeting URL,URL на состанок,
Mine,Мои,
Modified,Изменето,
navigate,навигирај,
New note,Нова белешка,
New password,Нова лозинка,
new tab,нов таб,
New tag,Нова ознака,
No active sessions found,Не се пронајдени активни сесии,
No activity,Нема активност,
No attendees,Нема учесници,
No bookmarks yet,Сè уште нема обележувачи,
No bridges registered,Нема регистрирани мостови,
No contacts match these filters,Нема контакти што одговараат на овие филтри,
No file uploaded,Нема прикачена датотека,
No files attached,Нема прикачени датотеки,
No notes yet,Сè уште нема белешки,
No results found,Не се пронајдени резултати,
No settings registered for this app.,Нема регистрирани поставки за оваа апликација.,
No status endpoint declared,Нема деклариран статусен endpoint,
No sync endpoint declared,Нема деклариран endpoint за синхронизација,
No tags found,Не се пронајдени ознаки,
Not checked,Не е проверено,
Not configured,Не е конфигурирано,
Not permitted,Не е дозволено,
Note content cannot be empty,Содржината на белешката не може да биде празна,
Notification Settings,Поставки за известувања,
Number format,Формат на број,
One-way,Еднонасочно,
"Only native Dock events can be deleted here.","Само изворни Dock настани може да се бришат тука.",
"Only System Manager can trigger bridge sync","Само System Manager може да покрене синхронизација на мостот",
"Only System Manager can view sync logs","Само System Manager може да ги гледа логовите за синхронизација",
"Only the contact owner can change the photo","Само сопственикот на контактот може да ја промени фотографијата",
"Only the contact owner can edit this contact","Само сопственикот на контактот може да го уреди овој контакт",
"Only the event organizer can send invitations.","Само организаторот на настанот може да испраќа покани.",
"Only the session creator or a Dock Manager can revoke sessions","Само креаторот на сесијата или Dock Manager може да одзема сесии",
open,отвори,
Open app switcher,Отвори менувач на апликации,
Optional,Опционално,
optional,опционално,
Organizer,Организатор,
Owner,Сопственик,
Password updated,Лозинката е ажурирана,
Passwords don't match,Лозинките не се совпаѓаат,
Permission denied,Пристапот е одбиен,
Phone numbers,Телефонски броеви,
Pin items from any app using the bookmark button in the top bar,Закачи ставки од која било апликација со копчето за обележувачи во горната лента,
Please fill in all password fields,Пополни ги сите полиња за лозинка,
Please log in to access Dock.,Најави се за да пристапиш до Dock.,
"Please respond to this invitation in the calendar","Одговори на оваа покана во календарот",
Postal code,Поштенски број,
Primary,Примарно,
Primary address,Примарна адреса,
Privacy Policy,Политика за приватност,
Profile,Профил,
Refresh All,Освежи ги сите,
"Reminder: {0} — {1} at {2}","Потсетник: {0} — {1} во {2}",
Remove Do Not Contact,Отстрани Не контактирај,
Remove tag,Отстрани ознака,
Required,Задолжително,
required,задолжително,
Respond in,Одговори во,
Restore,Врати,
Restore from archive,Врати од архива,
Revoking...,Се одзема...,
Room or address,Просторија или адреса,
Save,Зачувај,
Saving...,Се зачувува...,
Search,Пребарај,
Search for people to invite...,Пребарај луѓе за покана...,
Search is temporarily unavailable,Пребарувањето е привремено недостапно,
Search results,Резултати од пребарување,
Search scope,Опсег на пребарување,
Search user by name or email…,Пребарај корисник по име или е-пошта…,
Searching...,Се пребарува...,
Security,Безбедност,
"Send an email or add a note to get started.","Испрати е-пошта или додај белешка за да започнеш.",
Session {0}/{1},Сесија {0}/{1},
Sessions,Сесии,
Settings,Поставки,
Settings not found,Поставките не се пронајдени,
Share,Сподели,
Show,Прикажи,
Show less,Прикажи помалку,
Social profiles,Социјални профили,
"Sourced events can only be edited in the source app.","Настаните од извор може да се уредуваат само во изворната апликација.",
Source Code,Изворен код,
Start Focus,Започни фокус,
State / Province,Покраина / Област,
"Street, number","Улица, број",
Sync Now,Синхронизирај сега,
Tag,Ознака,
Tag cannot be empty,Ознаката не може да биде празна,
Tags,Ознаки,
Target not installed,Целта не е инсталирана,
Task,Задача,
"The settings component could not be loaded. Please reload the page.","Компонентата за поставки не можеше да се вчита. Превчитај ја страницата.",
"This contact is archived and hidden from the People list.","Овој контакт е архивиран и скриен од листата Луѓе.",
This is a reminder for your upcoming event,Ова е потсетник за твојот претстоен настан,
This person is marked as Do Not Contact.,Оваа личност е означена како Не контактирај.,
"This record is already linked to this discussion","Овој запис е веќе поврзан со оваа дискусија",
Timer,Тајмер,
Timer running for {0} — did you forget?,Тајмерот работи веќе {0} — заборави?,
"To remove {0}, run:","За да отстраниш {0}, изврши:",
Try a different search term,Обиди се со друг поим за пребарување,
Two-Factor Authentication,Двофакторска автентикација,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Двофакторската автентикација не е овозможена на овој сајт. Контактирај го администраторот.",
Two-way,Двонасочно,
Type at least 2 characters to search,Внеси најмалку 2 знаци за пребарување,
Type to search...,Пишувај за пребарување...,
"Unknown notification_type '{0}' for app '{1}'","Непознат notification_type „{0}" за апликација „{1}"",
Unknown device,Непознат уред,
Unlink user — make external,Одврзи корисник — направи надворешен,
unsynced,несинхронизирано,
Update,Ажурирај,
Update password,Ажурирај лозинка,
Updating...,Се ажурира...,
Upload file,Прикачи датотека,
"Upload files like contracts, proposals, or documents.","Прикачи датотеки како договори, понуди или документи.",
Upload photo,Прикачи фотографија,
Uploading...,Се прикачува...,
Uploading…,Се прикачува…,
View entry,Прегледај запис,
Website,Веб-страница,
Where,Каде,
Work,Работа,
Write a note...,Напиши белешка...,
Write a note... (not linked to any record),Напиши белешка... (не е поврзана со запис),
You,Ти,
You are not an attendee of this event.,Не си учесник на овој настан.,
"You can have a maximum of {0} bookmarks","Можеш да имаш максимум {0} обележувачи",
You can only change status of your own events.,Можеш да менуваш статус само на твои настани.,
You can only delete your own comments,Можеш да бришеш само свои коментари,
You can only delete your own events.,Можеш да бришеш само свои настани.,
You can only edit your own events.,Можеш да уредуваш само свои настани.,
You can only edit your own notes,Можеш да уредуваш само свои белешки,
"You can only manage attendees on your own events.","Можеш да управуваш со учесници само на свои настани.",
You can only view your own events.,Можеш да гледаш само свои настани.,
"You do not have permission to comment on this record","Немаш дозвола да коментираш на овој запис",
You have already reacted with {0},Веќе реагира со {0},
You have been invited to the following event,Поканет/а си на следниот настан,
Your attendance,Твое присуство,
Your response,Твој одговор,
Z→A,Ш→А,
Rescheduled event: {0},Преместен настан: {0},
