source,target,context
No comments yet,Zatiaľ žiadne komentáre,
No discussions found,Žiadne diskusie sa nenašli,
No discussions yet,Zatiaľ žiadne diskusie,
Note,Poznámka,
Notes,Poznámky,
Participants,Účastníci,
Pin,Pripnúť,
Pinned,Pripnuté,
Proposal,Návrh,
Protocol,Zápisnica,
Reopen,Znova otvoriť,
Replies,Odpovede,
Reply,Odpovedať,
Replying to comment,Odpoveď na komentár,
Resolve,Vyriešiť,
Resolve Discussion,Vyriešiť diskusiu,
Resolved,Vyriešené,
Resolution,Riešenie,
Resolution summary...,Zhrnutie riešenia...,
Retrospective,Retrospektíva,
Search discussions...,Hľadať diskusie...,
Seen,Videné,
Send,Odoslať,
Start Discussion,Začať diskusiu,
Unpin,Odopnúť,
Write a comment...,Napíš komentár...,
Write your discussion content...,Napíš obsah diskusie...,
resolved,vyriešené,
unread,neprečítané,
{0} mentioned you in a comment,{0} ťa spomenul v komentári,
{0} is already an attendee.,{0} je už účastníkom.,
{0} is not an attendee.,{0} nie je účastníkom.,
{0} is not installed,{0} nie je nainštalované,
{0} results found,Nájdených {0} výsledkov,
+ Add tags,+ Pridať štítky,
A→Z,A→Z,
Accept,Prijať,
Action failed,Akcia zlyhala,
Active now,Práve aktívny,
Add a note,Pridať poznámku,
"Add a note to keep track of details about this contact.","Pridaj poznámku na zaznamenanie podrobností o tomto kontakte.",
Add address,Pridať adresu,
Add another address,Pridať ďalšiu adresu,
Add birthday,Pridať narodeniny,
Add company,Pridať spoločnosť,
Add job title,Pridať pracovnú pozíciu,
Add more tags...,Pridať ďalšie štítky...,
Add tags...,Pridať štítky...,
"Address is not linked to this contact","Adresa nie je prepojená s týmto kontaktom",
"Address line 1, city, and country are required","Adresa (riadok 1), mesto a krajina sú povinné",
ago,pred,
All companies,Všetky spoločnosti,
All day event,Celodenná udalosť,
"Apartment, suite, etc.","Byt, poschodie atď.",
Apps,Aplikácie,
Archive contact,Archivovať kontakt,
Attendees,Účastníci,
available,dostupné,
Best regards,S pozdravom,
Bookmarks,Záložky,
"Both proposed start and end times are required.","Navrhovaný čas začiatku aj konca je povinný.",
Break,Prestávka,
Bridge not registered,Bridge nie je zaregistrovaný,
Calendar Settings,Nastavenia kalendára,
Call,Hovor,
Cannot change bookmark owner,Nie je možné zmeniť vlastníka záložky,
Cannot revoke your current session,Nie je možné zrušiť tvoju aktuálnu reláciu,
Change Password,Zmeniť heslo,
Change photo,Zmeniť fotku,
Check Status,Skontrolovať stav,
City,Mesto,
Clear,Vymazať,
Clear filters,Vymazať filtre,
Close search,Zavrieť vyhľadávanie,
Cmd+Enter to save,Cmd+Enter pre uloženie,
Coming soon,Už čoskoro,
Coming up!,Blíži sa!,
Comment,Komentár,
Community Edition,Community edícia,
Complete,Dokončiť,
Confirm new password,Potvrdiť nové heslo,
Copy,Kopírovať,
Could not load notes,Nepodarilo sa načítať poznámky,
Country,Krajina,
"Country '{0}' not found. Please select a valid country.","Krajina „{0}" sa nenašla. Vyber platnú krajinu.",
Create a contact to get started,Začni vytvorením kontaktu,
Created event: {0},Vytvorená udalosť: {0},
Creating...,Vytvára sa...,
Current,Aktuálne,
Current password,Aktuálne heslo,
Current password is incorrect,Aktuálne heslo je nesprávne,
Currency,Mena,
Date,Dátum,
Decline,Odmietnuť,
Department,Oddelenie,
Do Not Contact,Nekontaktovať,
Dock,Dock,
Download,Stiahnuť,
"e.g. en, fr, de","napr. en, fr, de",
Edit,Upraviť,
Edit address,Upraviť adresu,
Edit Timer,Upraviť časovač,
Email addresses,E-mailové adresy,
Enabled,Povolené,
"End time was before start time. Adjusted to 1 hour after start.","Čas konca bol pred časom začiatku. Upravený na 1 hodinu po začiatku.",
Error,Chyba,
Event '{0}' status changed to {1},Stav udalosti „{0}" zmenený na {1},
Event Type,Typ udalosti,
events,udalosti,
External,Externý,
External — no user account,Externý — bez používateľského účtu,
Failed to change password,Nepodarilo sa zmeniť heslo,
Failed to check status,Nepodarilo sa skontrolovať stav,
Failed to load apps,Nepodarilo sa načítať aplikácie,
Failed to load settings,Nepodarilo sa načítať nastavenia,
"Field '{0}' is not editable","Pole „{0}" nie je editovateľné",
Files,Súbory,
First Name,Meno,
Focus,Sústredenie,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Managera nie je nakonfigurované v Dock Nastaveniach.",
Hello {0},Ahoj {0},
Inactive,Neaktívne,
Integrations,Integrácie,
Internal,Interný,
Internal — has a user account,Interný — má používateľský účet,
Invalid RSVP status,Neplatný stav RSVP,
Invalid status,Neplatný stav,
"Invalid status. Must be one of: {0}","Neplatný stav. Musí byť jeden z: {0}",
"Invitation: {0} — {1} at {2}","Pozvánka: {0} — {1} o {2}",
Invite People,Pozvať ľudí,
Join meeting →,Pripojiť sa k stretnutiu →,
Language,Jazyk,
Last activity,Posledná aktivita,
Last modified,Naposledy upravené,
Last Name,Priezvisko,
Last sync,Posledná synchronizácia,
Link user account,Prepojiť používateľský účet,
Linked records,Prepojené záznamy,
Loading settings...,Načítavajú sa nastavenia...,
Loading...,Načítava sa...,
Location,Miesto,
Mark Do Not Contact,Označiť ako Nekontaktovať,
Maybe,Možno,
Meeting Link,Odkaz na stretnutie,
Meeting title,Názov stretnutia,
Meeting URL,URL stretnutia,
Mine,Moje,
Modified,Upravené,
navigate,navigovať,
New note,Nová poznámka,
New password,Nové heslo,
new tab,nová karta,
New tag,Nový štítok,
No active sessions found,Žiadne aktívne relácie sa nenašli,
No activity,Žiadna aktivita,
No attendees,Žiadni účastníci,
No bookmarks yet,Zatiaľ žiadne záložky,
No bridges registered,Žiadne registrované bridges,
No contacts match these filters,Žiadne kontakty nezodpovedajú týmto filtrom,
No file uploaded,Žiadny nahraný súbor,
No files attached,Žiadne pripojené súbory,
No notes yet,Zatiaľ žiadne poznámky,
No results found,Žiadne výsledky,
No settings registered for this app.,Pre túto aplikáciu nie sú zaregistrované žiadne nastavenia.,
No status endpoint declared,Žiadny deklarovaný stavový endpoint,
No sync endpoint declared,Žiadny deklarovaný synchronizačný endpoint,
No tags found,Žiadne štítky sa nenašli,
Not checked,Nekontrolované,
Not configured,Nenakonfigurované,
Not permitted,Nedovolené,
Note content cannot be empty,Obsah poznámky nemôže byť prázdny,
Notification Settings,Nastavenia oznámení,
Number format,Formát čísla,
One-way,Jednosmerný,
"Only native Dock events can be deleted here.","Tu je možné odstrániť iba natívne Dock udalosti.",
"Only System Manager can trigger bridge sync","Synchronizáciu bridge môže spustiť iba System Manager",
"Only System Manager can view sync logs","Logy synchronizácie môže zobraziť iba System Manager",
"Only the contact owner can change the photo","Fotku môže zmeniť iba vlastník kontaktu",
"Only the contact owner can edit this contact","Tento kontakt môže upraviť iba jeho vlastník",
"Only the event organizer can send invitations.","Pozvánky môže posielať iba organizátor udalosti.",
"Only the session creator or a Dock Manager can revoke sessions","Relácie môže zrušiť iba tvorca relácie alebo Dock Manager",
open,otvoriť,
Open app switcher,Otvoriť prepínač aplikácií,
Optional,Voliteľné,
optional,voliteľné,
Organizer,Organizátor,
Owner,Vlastník,
Password updated,Heslo aktualizované,
Passwords don't match,Heslá sa nezhodujú,
Permission denied,Prístup zamietnutý,
Phone numbers,Telefónne čísla,
Pin items from any app using the bookmark button in the top bar,Pripínaj položky z akejkoľvek aplikácie pomocou tlačidla záložky v hornom paneli,
Please fill in all password fields,Vyplň všetky polia pre heslo,
Please log in to access Dock.,Pre prístup k Dock sa prihlás.,
"Please respond to this invitation in the calendar","Prosím odpovedz na túto pozvánku v kalendári",
Postal code,PSČ,
Primary,Primárny,
Primary address,Primárna adresa,
Privacy Policy,Zásady ochrany súkromia,
Profile,Profil,
Refresh All,Obnoviť všetko,
"Reminder: {0} — {1} at {2}","Pripomienka: {0} — {1} o {2}",
Remove Do Not Contact,Zrušiť označenie Nekontaktovať,
Remove tag,Odstrániť štítok,
Required,Povinné,
required,povinné,
Respond in,Odpovedať v,
Restore,Obnoviť,
Restore from archive,Obnoviť z archívu,
Revoking...,Ruší sa...,
Room or address,Miestnosť alebo adresa,
Save,Uložiť,
Saving...,Ukladá sa...,
Search,Hľadať,
Search for people to invite...,Hľadaj ľudí na pozvanie...,
Search is temporarily unavailable,Vyhľadávanie je dočasne nedostupné,
Search results,Výsledky vyhľadávania,
Search scope,Rozsah vyhľadávania,
Search user by name or email…,Hľadať používateľa podľa mena alebo e-mailu…,
Searching...,Vyhľadáva sa...,
Security,Bezpečnosť,
"Send an email or add a note to get started.","Pošli e-mail alebo pridaj poznámku a začni.",
Session {0}/{1},Relácia {0}/{1},
Sessions,Relácie,
Settings,Nastavenia,
Settings not found,Nastavenia sa nenašli,
Share,Zdieľať,
Show,Zobraziť,
Show less,Zobraziť menej,
Social profiles,Sociálne profily,
"Sourced events can only be edited in the source app.","Prevzaté udalosti je možné upraviť iba v zdrojovej aplikácii.",
Source Code,Zdrojový kód,
Start Focus,Začať sústredenie,
State / Province,Kraj / Okres,
"Street, number","Ulica, číslo",
Sync Now,Synchronizovať teraz,
Tag,Štítok,
Tag cannot be empty,Štítok nemôže byť prázdny,
Tags,Štítky,
Target not installed,Cieľ nie je nainštalovaný,
Task,Úloha,
"The settings component could not be loaded. Please reload the page.","Komponent nastavení sa nepodarilo načítať. Znova načítaj stránku.",
"This contact is archived and hidden from the People list.","Tento kontakt je archivovaný a skrytý zo zoznamu Ľudia.",
This is a reminder for your upcoming event,Toto je pripomienka tvojej nadchádzajúcej udalosti,
This person is marked as Do Not Contact.,Táto osoba je označená ako Nekontaktovať.,
"This record is already linked to this discussion","Tento záznam je už prepojený s touto diskusiou",
Timer,Časovač,
Timer running for {0} — did you forget?,Časovač beží už {0} — nezabudol si?,
"To remove {0}, run:","Pre odstránenie {0} spusti:",
Try a different search term,Skús iný hľadaný výraz,
Two-Factor Authentication,Dvojfaktorové overenie,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Dvojfaktorové overenie nie je na tejto stránke povolené. Kontaktuj svojho administrátora.",
Two-way,Obojsmerný,
Type at least 2 characters to search,Zadaj aspoň 2 znaky pre vyhľadávanie,
Type to search...,Zadaj pre vyhľadávanie...,
"Unknown notification_type '{0}' for app '{1}'","Neznámy notification_type „{0}" pre aplikáciu „{1}"",
Unknown device,Neznáme zariadenie,
Unlink user — make external,Odpojiť používateľa — nastaviť ako externého,
unsynced,nesynchronizované,
Update,Aktualizovať,
Update password,Aktualizovať heslo,
Updating...,Aktualizuje sa...,
Upload file,Nahrať súbor,
"Upload files like contracts, proposals, or documents.","Nahraj súbory ako zmluvy, ponuky alebo dokumenty.",
Upload photo,Nahrať fotku,
Uploading...,Nahráva sa...,
Uploading…,Nahráva sa…,
View entry,Zobraziť záznam,
Website,Webová stránka,
Where,Kde,
Work,Práca,
Write a note...,Napíš poznámku...,
Write a note... (not linked to any record),Napíš poznámku... (neprepojená so žiadnym záznamom),
You,Ty,
You are not an attendee of this event.,Nie si účastníkom tejto udalosti.,
"You can have a maximum of {0} bookmarks","Môžeš mať maximálne {0} záložiek",
You can only change status of your own events.,Stav môžeš meniť iba na svojich vlastných udalostiach.,
You can only delete your own comments,Môžeš odstrániť iba svoje vlastné komentáre,
You can only delete your own events.,Môžeš odstrániť iba svoje vlastné udalosti.,
You can only edit your own events.,Môžeš upraviť iba svoje vlastné udalosti.,
You can only edit your own notes,Môžeš upraviť iba svoje vlastné poznámky,
"You can only manage attendees on your own events.","Účastníkov môžeš spravovať iba na svojich vlastných udalostiach.",
You can only view your own events.,Môžeš zobraziť iba svoje vlastné udalosti.,
"You do not have permission to comment on this record","Nemáš oprávnenie komentovať tento záznam",
You have already reacted with {0},Už si reagoval pomocou {0},
You have been invited to the following event,Bol si pozvaný na nasledujúcu udalosť,
Your attendance,Tvoja účasť,
Your response,Tvoja odpoveď,
Z→A,Z→A,
Rescheduled event: {0},Presunutá udalosť: {0},
