source,target,context
Label,Label,
Last accessed,Last accessed,
Light,Light,
Limit,Limit,
Link expires in:,Link expires in:,
Loading…,Loading…,
Load more,Load more,
Log out,Log out,
Make private,Make private,
Mark all read,Mark all read,
Mark read,Mark read,
Monday,Monday,
More fields,More fields,
My contacts,My contacts,
My Account,My Account,
My Profile,My Profile,
Never,Never,
New contact,New contact,
No contacts found,No contacts found,
No expiry,No expiry,
None,None,
No guest sessions yet.,No guest sessions yet.,
No recent items,No recent items,
No recent items yet,No recent items yet,
No results for "{0}",No results for "{0}",
No results for "{0}" in {1},No results for "{0}" in {1},
Notifications,Notifications,
Notification unavailable,Notification unavailable,
Organization Defaults,Organization Defaults,
Organization settings updated — reload to apply,Organization settings updated — reload to apply,
Org default,Org default,
"Password, 2FA, profile picture","Password, 2FA, profile picture",
Pause,Pause,
paused,paused,
People,People,
People with access,People with access,
Permissions,Permissions,
Pinned,Pinned,
Powered by Tonic,Powered by Tonic,
Phone,Phone,
Private,Private,
Product Manager,Product Manager,
Preferences,Preferences,
Read,Read,
Recent,Recent,
Reload,Reload,
Remove bookmark,Remove bookmark,
Remove from shared,Remove from shared,
Remove from recent,Remove from recent,
Resume,Resume,
Retry,Retry,
Revoke,Revoke,
Revoked,Revoked,
Revoke session,Revoke session,
Revoking…,Revoking…,
Saved,Saved,
Save failed,Save failed,
Save organization settings,Save organization settings,
Saving…,Saving…,
Search...,Search...,
"Search by name, email, or phone…","Search by name, email, or phone…",
Search users...,Search users...,
Share {0} {1},Share {0} {1},
Submit,Submit,
Search in All apps,Search in All apps,
Search unavailable,Search unavailable,
selected,selected,
Share "{0}",Share "{0}",
Share with team,Share with team,
Shared,Shared,
Shared with team,Shared with team,
Share with client,Share with client,
Showing {0} of {1} sessions,Showing {0} of {1} sessions,
Site label,Site label,
Sort: A–Z — click for last modified,Sort: A–Z — click for last modified,
Sort: last modified — click for A–Z,Sort: last modified — click for A–Z,
Start,Start,
Start Timer,Start Timer,
Status,Status,
Stop,Stop,
Stop & Save,Stop & Save,
Sunday,Sunday,
System,System,
Theme,Theme,
Theme preference,Theme preference,
This email is already on,This email is already on,
This link has been deactivated.,This link has been deactivated.,
This link has expired. Please ask the sender for a new link.,This link has expired. Please ask the sender for a new link.,
This link is invalid or has been removed.,This link is invalid or has been removed.,
Time,Time,
Time entry saved,Time entry saved,
Timer unavailable,Timer unavailable,
Timezone,Timezone,
total,total,
Try again,Try again,
Unread,Unread,
Open calendar,Open calendar,
Open in Desk,Open in Desk,
Open in {0},Open in {0},
User menu,User menu,
View existing →,View existing →,
Visibility,Visibility,
View,View,
View all notifications,View all notifications,
View time entry,View time entry,
Week starts on,Week starts on,
Write,Write,
What are you working on?,What are you working on?,
You're all caught up,You're all caught up,
Your Preferences,Your Preferences,
Your timer has been running for {0},Your timer has been running for {0},
Actions,Actions,
Add details about this event...,Add details about this event...,
Add event,Add event,
Agenda,Agenda,
All day,All day,
Calendar,Calendar,
Create Event,Create Event,
Create in:,Create in:,
Day,Day,
Deadline,Deadline,
Delete Event,Delete Event,
Delete this event? This cannot be undone.,Delete this event? This cannot be undone.,
Deleting…,Deleting…,
Description,Description,
Details,Details,
End,End,
Event,Event,
Event title,Event title,
Failed to create event,Failed to create event,
Failed to delete event,Failed to delete event,
Manage this event in,Manage this event in,
Meeting,Meeting,
Milestone,Milestone,
Month,Month,
My calendars,My calendars,
New Event,New Event,
No actions available,No actions available,
No events,No events,
Open in,Open in,
Other,Other,
Permanently remove this event,Permanently remove this event,
Review,Review,
Source,Source,
Start date/time is required,Start date/time is required,
Title,Title,
Title is required,Title is required,
Today,Today,
Type,Type,
View full details in the source app,View full details in the source app,
Week,Week,
When,When,
{0} available,{0} available,
Available,Available,
Configure Frappe Manager to enable one-click updates.,Configure Frappe Manager to enable one-click updates.,
Copy command,Copy command,
Ecosystem Apps,Ecosystem Apps,
Failed,Failed,
Install,Install,
Installed,Installed,
Learn more,Learn more,
No apps found,No apps found,
not installed,not installed,
Open,Open,
Pro available,Pro available,
Queued…,Queued…,
Refresh,Refresh,
Remove,Remove,
Remove {0}? This will uninstall the app and may affect data.,Remove {0}? This will uninstall the app and may affect data.,
Restart required,Restart required,
Restarting…,Restarting…,
"To install {0}, run:","To install {0}, run:",
"To update {0}, run:","To update {0}, run:",
Update {0} from v{1} to {2}? This will restart Frappe.,Update {0} from v{1} to {2}? This will restart Frappe.,
Update to {0},Update to {0},
Updated,Updated,
Updating…,Updating…,
Up to date,Up to date,
to version,to version,
For whom?,For whom?,
Working on?,Working on?,
Search contacts...,Search contacts...,
Select type...,Select type...,
Context,Context,
Contact,Contact,
Context Type,Context Type,
Activity,Activity,
Activity will appear here as you and your team work across ecosystem apps.,Activity will appear here as you and your team work across ecosystem apps.,
Acknowledge,Acknowledge,
All apps,All apps,
All Discussions,All Discussions,
All types,All types,
Archived,Archived,
Cancel,Cancel,
Celebrate,Celebrate,
Comments,Comments,
Create Discussion,Create Discussion,
Creating…,Creating…,
Ctrl+Enter to send,Ctrl+Enter to send,
Decision,Decision,
Discussion not found,Discussion not found,
Discussion title,Discussion title,
Discussions,Discussions,
Flag,Flag,
General,General,
just now,just now,
Keep commenting,Keep commenting,
Linked Records,Linked Records,
Linked to,Linked to,
Load more,Load more,
Loading…,Loading…,
Meeting Protocol,Meeting Protocol,
Mentioned,Mentioned,
New Discussion,New Discussion,
No activity yet,No activity yet,
No comments yet,No comments yet,
No discussions found,No discussions found,
No discussions yet,No discussions yet,
Note,Note,
Notes,Notes,
Participants,Participants,
Pin,Pin,
Pinned,Pinned,
Proposal,Proposal,
Protocol,Protocol,
Reopen,Reopen,
Replies,Replies,
Reply,Reply,
Replying to comment,Replying to comment,
Resolve,Resolve,
Resolve Discussion,Resolve Discussion,
Resolved,Resolved,
Resolution,Resolution,
Resolution summary...,Resolution summary...,
Retrospective,Retrospective,
Search discussions...,Search discussions...,
Seen,Seen,
Send,Send,
Start Discussion,Start Discussion,
Unpin,Unpin,
Write a comment...,Write a comment...,
Write your discussion content...,Write your discussion content...,
resolved,resolved,
unread,unread,
{0} mentioned you in a comment,{0} mentioned you in a comment,
{0} is already an attendee.,{0} is already an attendee.,
{0} is not an attendee.,{0} is not an attendee.,
{0} is not installed,{0} is not installed,
{0} results found,{0} results found,
+ Add tags,+ Add tags,
A→Z,A→Z,
Accept,Accept,
Action failed,Action failed,
Active now,Active now,
Add a note,Add a note,
"Add a note to keep track of details about this contact.","Add a note to keep track of details about this contact.",
Add address,Add address,
Add another address,Add another address,
Add birthday,Add birthday,
Add company,Add company,
Add job title,Add job title,
Add more tags...,Add more tags...,
Add tags...,Add tags...,
"Address is not linked to this contact","Address is not linked to this contact",
"Address line 1, city, and country are required","Address line 1, city, and country are required",
ago,ago,
All companies,All companies,
All day event,All day event,
"Apartment, suite, etc.","Apartment, suite, etc.",
Apps,Apps,
Archive contact,Archive contact,
Attendees,Attendees,
available,available,
Best regards,Best regards,
Bookmarks,Bookmarks,
"Both proposed start and end times are required.","Both proposed start and end times are required.",
Break,Break,
Bridge not registered,Bridge not registered,
Calendar Settings,Calendar Settings,
Call,Call,
Cannot change bookmark owner,Cannot change bookmark owner,
Cannot revoke your current session,Cannot revoke your current session,
Change Password,Change Password,
Change photo,Change photo,
Check Status,Check Status,
City,City,
Clear,Clear,
Clear filters,Clear filters,
Close search,Close search,
Cmd+Enter to save,Cmd+Enter to save,
Coming soon,Coming soon,
Coming up!,Coming up!,
Comment,Comment,
Community Edition,Community Edition,
Complete,Complete,
Confirm new password,Confirm new password,
Copy,Copy,
Could not load notes,Could not load notes,
Country,Country,
"Country '{0}' not found. Please select a valid country.","Country '{0}' not found. Please select a valid country.",
Create a contact to get started,Create a contact to get started,
Created event: {0},Created event: {0},
Creating...,Creating...,
Current,Current,
Current password,Current password,
Current password is incorrect,Current password is incorrect,
Currency,Currency,
Date,Date,
Decline,Decline,
Department,Department,
Do Not Contact,Do Not Contact,
Dock,Dock,
Download,Download,
"e.g. en, fr, de","e.g. en, fr, de",
Edit,Edit,
Edit address,Edit address,
Edit Timer,Edit Timer,
Email addresses,Email addresses,
Enabled,Enabled,
"End time was before start time. Adjusted to 1 hour after start.","End time was before start time. Adjusted to 1 hour after start.",
Error,Error,
Event '{0}' status changed to {1},Event '{0}' status changed to {1},
Event Type,Event Type,
events,events,
External,External,
External — no user account,External — no user account,
Failed to change password,Failed to change password,
Failed to check status,Failed to check status,
Failed to load apps,Failed to load apps,
Failed to load settings,Failed to load settings,
"Field '{0}' is not editable","Field '{0}' is not editable",
Files,Files,
First Name,First Name,
Focus,Focus,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL is not configured in Dock Settings.",
Hello {0},Hello {0},
Inactive,Inactive,
Integrations,Integrations,
Internal,Internal,
Internal — has a user account,Internal — has a user account,
Invalid RSVP status,Invalid RSVP status,
Invalid status,Invalid status,
"Invalid status. Must be one of: {0}","Invalid status. Must be one of: {0}",
"Invitation: {0} — {1} at {2}","Invitation: {0} — {1} at {2}",
Invite People,Invite People,
Join meeting →,Join meeting →,
Language,Language,
Last activity,Last activity,
Last modified,Last modified,
Last Name,Last Name,
Last sync,Last sync,
Link user account,Link user account,
Linked records,Linked records,
Loading settings...,Loading settings...,
Loading...,Loading...,
Location,Location,
Mark Do Not Contact,Mark Do Not Contact,
Maybe,Maybe,
Meeting Link,Meeting Link,
Meeting title,Meeting title,
Meeting URL,Meeting URL,
Mine,Mine,
Modified,Modified,
navigate,navigate,
New note,New note,
New password,New password,
new tab,new tab,
New tag,New tag,
No active sessions found,No active sessions found,
No activity,No activity,
No attendees,No attendees,
No bookmarks yet,No bookmarks yet,
No bridges registered,No bridges registered,
No contacts match these filters,No contacts match these filters,
No file uploaded,No file uploaded,
No files attached,No files attached,
No notes yet,No notes yet,
No results found,No results found,
No settings registered for this app.,No settings registered for this app.,
No status endpoint declared,No status endpoint declared,
No sync endpoint declared,No sync endpoint declared,
No tags found,No tags found,
Not checked,Not checked,
Not configured,Not configured,
Not permitted,Not permitted,
Note content cannot be empty,Note content cannot be empty,
Notification Settings,Notification Settings,
Number format,Number format,
One-way,One-way,
"Only native Dock events can be deleted here.","Only native Dock events can be deleted here.",
"Only System Manager can trigger bridge sync","Only System Manager can trigger bridge sync",
"Only System Manager can view sync logs","Only System Manager can view sync logs",
"Only the contact owner can change the photo","Only the contact owner can change the photo",
"Only the contact owner can edit this contact","Only the contact owner can edit this contact",
"Only the event organizer can send invitations.","Only the event organizer can send invitations.",
"Only the session creator or a Dock Manager can revoke sessions","Only the session creator or a Dock Manager can revoke sessions",
open,open,
Open app switcher,Open app switcher,
Optional,Optional,
optional,optional,
Organizer,Organizer,
Owner,Owner,
Password updated,Password updated,
Passwords don't match,Passwords don't match,
Permission denied,Permission denied,
Phone numbers,Phone numbers,
Pin items from any app using the bookmark button in the top bar,Pin items from any app using the bookmark button in the top bar,
Please fill in all password fields,Please fill in all password fields,
Please log in to access Dock.,Please log in to access Dock.,
"Please respond to this invitation in the calendar","Please respond to this invitation in the calendar",
Postal code,Postal code,
Primary,Primary,
Primary address,Primary address,
Privacy Policy,Privacy Policy,
Profile,Profile,
Refresh All,Refresh All,
"Reminder: {0} — {1} at {2}","Reminder: {0} — {1} at {2}",
Remove Do Not Contact,Remove Do Not Contact,
Remove tag,Remove tag,
Required,Required,
required,required,
Respond in,Respond in,
Restore,Restore,
Restore from archive,Restore from archive,
Revoking...,Revoking...,
Room or address,Room or address,
Save,Save,
Saving...,Saving...,
Search,Search,
Search for people to invite...,Search for people to invite...,
Search is temporarily unavailable,Search is temporarily unavailable,
Search results,Search results,
Search scope,Search scope,
Search user by name or email…,Search user by name or email…,
Searching...,Searching...,
Security,Security,
"Send an email or add a note to get started.","Send an email or add a note to get started.",
Session {0}/{1},Session {0}/{1},
Sessions,Sessions,
Settings,Settings,
Settings not found,Settings not found,
Share,Share,
Show,Show,
Show less,Show less,
Social profiles,Social profiles,
"Sourced events can only be edited in the source app.","Sourced events can only be edited in the source app.",
Source Code,Source Code,
Start Focus,Start Focus,
State / Province,State / Province,
"Street, number","Street, number",
Sync Now,Sync Now,
Tag,Tag,
Tag cannot be empty,Tag cannot be empty,
Tags,Tags,
Target not installed,Target not installed,
Task,Task,
"The settings component could not be loaded. Please reload the page.","The settings component could not be loaded. Please reload the page.",
"This contact is archived and hidden from the People list.","This contact is archived and hidden from the People list.",
This is a reminder for your upcoming event,This is a reminder for your upcoming event,
This person is marked as Do Not Contact.,This person is marked as Do Not Contact.,
"This record is already linked to this discussion","This record is already linked to this discussion",
Timer,Timer,
Timer running for {0} — did you forget?,Timer running for {0} — did you forget?,
"To remove {0}, run:","To remove {0}, run:",
Try a different search term,Try a different search term,
Two-Factor Authentication,Two-Factor Authentication,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Two-factor authentication is not enabled on this site. Contact your administrator.",
Two-way,Two-way,
Type at least 2 characters to search,Type at least 2 characters to search,
Type to search...,Type to search...,
"Unknown notification_type '{0}' for app '{1}'","Unknown notification_type '{0}' for app '{1}'",
Unknown device,Unknown device,
Unlink user — make external,Unlink user — make external,
unsynced,unsynced,
Update,Update,
Update password,Update password,
Updating...,Updating...,
Upload file,Upload file,
"Upload files like contracts, proposals, or documents.","Upload files like contracts, proposals, or documents.",
Upload photo,Upload photo,
Uploading...,Uploading...,
Uploading…,Uploading…,
View entry,View entry,
Website,Website,
Where,Where,
Work,Work,
Write a note...,Write a note...,
Write a note... (not linked to any record),Write a note... (not linked to any record),
You,You,
You are not an attendee of this event.,You are not an attendee of this event.,
"You can have a maximum of {0} bookmarks","You can have a maximum of {0} bookmarks",
You can only change status of your own events.,You can only change status of your own events.,
You can only delete your own comments,You can only delete your own comments,
You can only delete your own events.,You can only delete your own events.,
You can only edit your own events.,You can only edit your own events.,
You can only edit your own notes,You can only edit your own notes,
"You can only manage attendees on your own events.","You can only manage attendees on your own events.",
You can only view your own events.,You can only view your own events.,
"You do not have permission to comment on this record","You do not have permission to comment on this record",
You have already reacted with {0},You have already reacted with {0},
You have been invited to the following event,You have been invited to the following event,
Your attendance,Your attendance,
Your response,Your response,
Z→A,Z→A,
Rescheduled event: {0},Rescheduled event: {0},
