source,target,context
Save failed,Saqlash muvaffaqiyatsiz bo'ldi,
Save organization settings,Tashkilot sozlamalarini saqlash,
Saving…,Saqlanmoqda…,
Search...,Qidirish...,
"Search by name, email, or phone…","Ism, elektron pochta yoki telefon bo'yicha qidirish…",
Search users...,Foydalanuvchilarni qidirish...,
Share {0} {1},{0} {1} ni ulashish,
Submit,Yuborish,
Search in All apps,Barcha ilovalarda qidirish,
Search unavailable,Qidirish mavjud emas,
selected,tanlangan,
Share "{0}","{0}" ni ulashish,
Share with team,Jamoa bilan ulashish,
Shared,Ulashilgan,
Shared with team,Jamoa bilan ulashilgan,
Share with client,Mijoz bilan ulashish,
Showing {0} of {1} sessions,{1} sessiyadan {0} tasi ko'rsatilmoqda,
Site label,Sayt yorlig'i,
Sort: A–Z — click for last modified,Tartiblash: A–Z — oxirgi o'zgartirilgan uchun bosing,
Sort: last modified — click for A–Z,Tartiblash: oxirgi o'zgartirilgan — A–Z uchun bosing,
Start,Boshlash,
Start Timer,Taymerni boshlash,
Status,Holat,
Stop,To'xtatish,
Stop & Save,To'xtatish va saqlash,
Sunday,Yakshanba,
System,Tizim,
Theme,Mavzu,
Theme preference,Mavzu sozlamasi,
This email is already on,Bu elektron pochta allaqachon mavjud,
This link has been deactivated.,Ushbu havola o'chirilgan.,
This link has expired. Please ask the sender for a new link.,Ushbu havola muddati tugagan. Iltimos jo'natuvchidan yangi havola so'rang.,
This link is invalid or has been removed.,Ushbu havola yaroqsiz yoki o'chirilgan.,
Time,Vaqt,
Time entry saved,Vaqt yozuvi saqlandi,
Timer unavailable,Taymer mavjud emas,
Timezone,Vaqt mintaqasi,
total,jami,
Try again,Qayta urinib ko'ring,
Unread,O'qilmagan,
Open calendar,Taqvimni ochish,
Open in Desk,Desk da ochish,
Open in {0},{0} da ochish,
User menu,Foydalanuvchi menyusi,
View existing →,Mavjudlarini ko'rish →,
Visibility,Ko'rinish,
View,Ko'rish,
View all notifications,Barcha bildirishnomalarni ko'rish,
View time entry,Vaqt yozuvini ko'rish,
Week starts on,Hafta boshlanadi,
Write,Yozish,
What are you working on?,Nima ustida ishlayapsiz?,
You're all caught up,Siz barcha yangiliklardan xabardorsiz,
Your Preferences,Sizning afzalliklaringiz,
Your timer has been running for {0},Taymeringiz {0} davomida ishlamoqda,
Actions,Harakatlar,
Add details about this event...,Bu tadbir haqida tafsilotlar qo'shing...,
Add event,Tadbir qo'shish,
Agenda,Kun tartibi,
All day,Kun bo'yi,
Calendar,Taqvim,
Create Event,Tadbir yaratish,
Create in:,Yaratish:,
Day,Kun,
Deadline,Muddat,
Delete Event,Tadbirni o'chirish,
Delete this event? This cannot be undone.,Bu tadbirni o'chirasizmi? Buni qaytarib bo'lmaydi.,
Deleting…,O'chirilmoqda…,
Description,Tavsif,
Details,Tafsilotlar,
End,Tugash,
Event,Tadbir,
Event title,Tadbir nomi,
Failed to create event,Tadbir yaratib bo'lmadi,
Failed to delete event,Tadbirni o'chirib bo'lmadi,
Manage this event in,Bu tadbirni boshqarish,
Meeting,Uchrashuv,
Milestone,Bosqich,
Month,Oy,
My calendars,Mening taqvimlarim,
New Event,Yangi tadbir,
No actions available,Mavjud harakatlar yo'q,
No events,Tadbirlar yo'q,
Open in,Ochish,
Other,Boshqa,
Permanently remove this event,Bu tadbirni butunlay o'chirish,
Review,Ko'rib chiqish,
Source,Manba,
Start date/time is required,Boshlanish sanasi/vaqti talab qilinadi,
Title,Sarlavha,
Title is required,Sarlavha talab qilinadi,
Today,Bugun,
Type,Tur,
View full details in the source app,Manba ilovasida to'liq tafsilotlarni ko'ring,
Week,Hafta,
When,Qachon,
{0} available,{0} mavjud,
Available,Mavjud,
Configure Frappe Manager to enable one-click updates.,Bir marta bosish bilan yangilashni yoqish uchun Frappe Manager ni sozlang.,
Copy command,Buyruqni nusxalash,
Ecosystem Apps,Ekotizim ilovalari,
Failed,Muvaffaqiyatsiz,
Install,O'rnatish,
Installed,O'rnatilgan,
Learn more,Batafsil ma'lumot,
No apps found,Ilovalar topilmadi,
not installed,o'rnatilmagan,
Open,Ochish,
Pro available,Pro mavjud,
Queued…,Navbatda…,
Refresh,Yangilash,
Remove,Olib tashlash,
Remove {0}? This will uninstall the app and may affect data.,{0}ni olib tashlamoqchimisiz? Bu ilovani o'chiradi va ma'lumotlarga ta'sir qilishi mumkin.,
Restart required,Qayta ishga tushirish kerak,
Restarting…,Qayta ishga tushirilmoqda…,
"To install {0}, run:","{0}ni o'rnatish uchun bajaring:",
"To update {0}, run:","{0}ni yangilash uchun bajaring:",
Update {0} from v{1} to {2}? This will restart Frappe.,{0}ni v{1} dan {2} ga yangilamoqchimisiz? Bu Frappe ni qayta ishga tushiradi.,
Update to {0},{0} ga yangilash,
Updated,Yangilandi,
Updating…,Yangilanmoqda…,
Up to date,So'nggi versiya,
to version,versiyaga,
For whom?,Kim uchun?,
Working on?,Nima ustida?,
Search contacts...,Kontaktlarni qidirish...,
Select type...,Turni tanlang...,
Context,Kontekst,
Contact,Kontakt,
Context Type,Kontekst turi,
Activity,Faoliyat,
Activity will appear here as you and your team work across ecosystem apps.,Siz va jamoangiz ekotizim ilovalari bilan ishlagan sari faoliyat bu yerda ko'rinadi.,
Acknowledge,Tasdiqlash,
All apps,Barcha ilovalar,
All Discussions,Barcha muhokamalar,
All types,Barcha turlar,
Archived,Arxivlangan,
Cancel,Bekor qilish,
Celebrate,Nishonlash,
Comments,Izohlar,
Create Discussion,Muhokama yaratish,
Creating…,Yaratilmoqda…,
Ctrl+Enter to send,Yuborish uchun Ctrl+Enter,
Decision,Qaror,
Discussion not found,Muhokama topilmadi,
Discussion title,Muhokama sarlavhasi,
Discussions,Muhokamalar,
Flag,Bayroq,
General,Umumiy,
just now,hozirgina,
Keep commenting,Izoh berishda davom eting,
Linked Records,Bog'langan yozuvlar,
Linked to,Bog'langan,
Load more,Ko'proq yuklash,
Loading…,Yuklanmoqda…,
Meeting Protocol,Uchrashuv bayonnomasi,
Mentioned,Eslatib o'tilgan,
New Discussion,Yangi muhokama,
No activity yet,Hozircha faoliyat yo'q,
No comments yet,Hozircha izohlar yo'q,
No discussions found,Muhokamalar topilmadi,
No discussions yet,Hozircha muhokamalar yo'q,
Note,Eslatma,
Notes,Eslatmalar,
Participants,Ishtirokchilar,
Pin,Qadash,
Pinned,Qadalgan,
Proposal,Taklif,
Protocol,Bayonnoma,
Reopen,Qayta ochish,
Replies,Javoblar,
Reply,Javob berish,
Replying to comment,Izohga javob berish,
Resolve,Hal qilish,
Resolve Discussion,Muhokamani hal qilish,
Resolved,Hal qilindi,
Resolution,Qaror,
Resolution summary...,Qaror xulosasi...,
Retrospective,Retrospektiva,
Search discussions...,Muhokamalarni qidirish...,
Seen,Ko'rilgan,
Send,Yuborish,
Start Discussion,Muhokamani boshlash,
Unpin,Qadashni olib tashlash,
Write a comment...,Izoh yozing...,
Write your discussion content...,Muhokama mazmunini yozing...,
resolved,hal qilingan,
unread,o'qilmagan,
{0} mentioned you in a comment,{0} sizni izohda eslatib o'tdi,
{0} is already an attendee.,{0} allaqachon ishtirokchi.,
{0} is not an attendee.,{0} ishtirokchi emas.,
{0} is not installed,{0} o'rnatilmagan,
{0} results found,{0} natija topildi,
+ Add tags,+ Teglar qo'shish,
A→Z,A→Z,
Accept,Qabul qilish,
Action failed,Harakat muvaffaqiyatsiz bo'ldi,
Active now,Hozir faol,
Add a note,Eslatma qo'shish,
"Add a note to keep track of details about this contact.","Ushbu kontakt haqidagi tafsilotlarni kuzatib borish uchun eslatma qo'shing.",
Add address,Manzil qo'shish,
Add another address,Yana manzil qo'shish,
Add birthday,Tug'ilgan kun qo'shish,
Add company,Kompaniya qo'shish,
Add job title,Lavozim qo'shish,
Add more tags...,Ko'proq teglar qo'shish...,
Add tags...,Teglar qo'shish...,
"Address is not linked to this contact","Manzil ushbu kontaktga bog'lanmagan",
"Address line 1, city, and country are required","Manzil 1-qator, shahar va davlat talab qilinadi",
ago,oldin,
All companies,Barcha kompaniyalar,
All day event,Kun bo'yi tadbir,
"Apartment, suite, etc.","Kvartira, xona va h.k.",
Apps,Ilovalar,
Archive contact,Kontaktni arxivlash,
Attendees,Ishtirokchilar,
available,mavjud,
Best regards,Hurmat bilan,
Bookmarks,Xatcho'plar,
"Both proposed start and end times are required.","Taklif qilingan boshlanish va tugash vaqtlarining ikkalasi ham talab qilinadi.",
Break,Tanaffus,
Bridge not registered,Ko'prik ro'yxatdan o'tmagan,
Calendar Settings,Taqvim sozlamalari,
Call,Qo'ng'iroq,
Cannot change bookmark owner,Xatcho'p egasini o'zgartirib bo'lmaydi,
Cannot revoke your current session,Joriy sessiyangizni bekor qilib bo'lmaydi,
Change Password,Parolni o'zgartirish,
Change photo,Rasmni o'zgartirish,
Check Status,Holatni tekshirish,
City,Shahar,
Clear,Tozalash,
Clear filters,Filtrlarni tozalash,
Close search,Qidiruvni yopish,
Cmd+Enter to save,Saqlash uchun Cmd+Enter,
Coming soon,Tez kunda,
Coming up!,Yaqinlashmoqda!,
Comment,Izoh,
Community Edition,Jamoat nashri,
Complete,Tugallash,
Confirm new password,Yangi parolni tasdiqlash,
Copy,Nusxalash,
Could not load notes,Eslatmalarni yuklab bo'lmadi,
Country,Davlat,
"Country '{0}' not found. Please select a valid country.","'{0}' davlati topilmadi. Iltimos to'g'ri davlatni tanlang.",
Create a contact to get started,Boshlash uchun kontakt yarating,
Created event: {0},Tadbir yaratildi: {0},
Creating...,Yaratilmoqda...,
Current,Joriy,
Current password,Joriy parol,
Current password is incorrect,Joriy parol noto'g'ri,
Currency,Valyuta,
Date,Sana,
Decline,Rad etish,
Department,Bo'lim,
Do Not Contact,Bog'lanmang,
Dock,Dock,
Download,Yuklab olish,
"e.g. en, fr, de","masalan en, fr, de",
Edit,Tahrirlash,
Edit address,Manzilni tahrirlash,
Edit Timer,Taymerni tahrirlash,
Email addresses,Elektron pochta manzillari,
Enabled,Yoqilgan,
"End time was before start time. Adjusted to 1 hour after start.","Tugash vaqti boshlanish vaqtidan oldin edi. Boshlanishdan 1 soat keyinga sozlandi.",
Error,Xato,
Event '{0}' status changed to {1},'{0}' tadbir holati {1} ga o'zgartirildi,
Event Type,Tadbir turi,
events,tadbirlar,
External,Tashqi,
External — no user account,Tashqi — foydalanuvchi hisobi yo'q,
Failed to change password,Parolni o'zgartirib bo'lmadi,
Failed to check status,Holatni tekshirib bo'lmadi,
Failed to load apps,Ilovalarni yuklab bo'lmadi,
Failed to load settings,Sozlamalarni yuklab bo'lmadi,
"Field '{0}' is not editable","'{0}' maydoni tahrirlanmaydi",
Files,Fayllar,
First Name,Ism,
Focus,Diqqat,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL manzili Dock Sozlamalarida sozlanmagan.",
Hello {0},Salom {0},
Inactive,Nofaol,
Integrations,Integratsiyalar,
Internal,Ichki,
Internal — has a user account,Ichki — foydalanuvchi hisobi bor,
Invalid RSVP status,Yaroqsiz RSVP holati,
Invalid status,Yaroqsiz holat,
"Invalid status. Must be one of: {0}","Yaroqsiz holat. Quyidagilardan biri bo'lishi kerak: {0}",
"Invitation: {0} — {1} at {2}","Taklif: {0} — {1} da {2}",
Invite People,Odamlarni taklif qilish,
Join meeting →,Uchrashuvga qo'shilish →,
Language,Til,
Last activity,Oxirgi faoliyat,
Last modified,Oxirgi o'zgartirilgan,
Last Name,Familiya,
Last sync,Oxirgi sinxronlash,
Link user account,Foydalanuvchi hisobini bog'lash,
Linked records,Bog'langan yozuvlar,
Loading settings...,Sozlamalar yuklanmoqda...,
Loading...,Yuklanmoqda...,
Location,Joylashuv,
Mark Do Not Contact,Bog'lanmang deb belgilash,
Maybe,Balki,
Meeting Link,Uchrashuv havolasi,
Meeting title,Uchrashuv nomi,
Meeting URL,Uchrashuv URL manzili,
Mine,Meniki,
Modified,O'zgartirilgan,
navigate,o'tish,
New note,Yangi eslatma,
New password,Yangi parol,
new tab,yangi oyna,
New tag,Yangi teg,
No active sessions found,Faol sessiyalar topilmadi,
No activity,Faoliyat yo'q,
No attendees,Ishtirokchilar yo'q,
No bookmarks yet,Hozircha xatcho'plar yo'q,
No bridges registered,Ro'yxatdan o'tgan ko'priklar yo'q,
No contacts match these filters,Bu filtrlarga mos kontaktlar yo'q,
No file uploaded,Fayl yuklanmadi,
No files attached,Biriktirilgan fayllar yo'q,
No notes yet,Hozircha eslatmalar yo'q,
No results found,Natijalar topilmadi,
No settings registered for this app.,Bu ilova uchun sozlamalar ro'yxatdan o'tmagan.,
No status endpoint declared,Holat nuqtasi e'lon qilinmagan,
No sync endpoint declared,Sinxronlash nuqtasi e'lon qilinmagan,
No tags found,Teglar topilmadi,
Not checked,Tekshirilmagan,
Not configured,Sozlanmagan,
Not permitted,Ruxsat berilmagan,
Note content cannot be empty,Eslatma mazmuni bo'sh bo'lishi mumkin emas,
Notification Settings,Bildirishnoma sozlamalari,
Number format,Raqam formati,
One-way,Bir tomonlama,
"Only native Dock events can be deleted here.","Bu yerda faqat Dock ning o'z tadbirlari o'chirilishi mumkin.",
"Only System Manager can trigger bridge sync","Faqat tizim boshqaruvchisi ko'prik sinxronlashni ishga tushirishi mumkin",
"Only System Manager can view sync logs","Faqat tizim boshqaruvchisi sinxronlash jurnallarini ko'rishi mumkin",
"Only the contact owner can change the photo","Faqat kontakt egasi rasmni o'zgartirishi mumkin",
"Only the contact owner can edit this contact","Faqat kontakt egasi bu kontaktni tahrirlashi mumkin",
"Only the event organizer can send invitations.","Faqat tadbir tashkilotchisi taklifnomalar yuborishi mumkin.",
"Only the session creator or a Dock Manager can revoke sessions","Faqat sessiya yaratuvchisi yoki Dock boshqaruvchisi sessiyalarni bekor qilishi mumkin",
open,ochish,
Open app switcher,Ilova almashtirgichni ochish,
Optional,Ixtiyoriy,
optional,ixtiyoriy,
Organizer,Tashkilotchi,
Owner,Egasi,
Password updated,Parol yangilandi,
Passwords don't match,Parollar mos kelmadi,
Permission denied,Ruxsat rad etildi,
Phone numbers,Telefon raqamlari,
Pin items from any app using the bookmark button in the top bar,Yuqori paneldagi xatcho'p tugmasidan foydalanib istalgan ilovadan elementlarni qadang,
Please fill in all password fields,Iltimos barcha parol maydonlarini to'ldiring,
Please log in to access Dock.,Dock ga kirish uchun tizimga kiring.,
"Please respond to this invitation in the calendar","Iltimos ushbu taklifga taqvimda javob bering",
Postal code,Pochta indeksi,
Primary,Asosiy,
Primary address,Asosiy manzil,
Privacy Policy,Maxfiylik siyosati,
Profile,Profil,
Refresh All,Hammasini yangilash,
"Reminder: {0} — {1} at {2}","Eslatma: {0} — {1} da {2}",
Remove Do Not Contact,Bog'lanmang belgisini olib tashlash,
Remove tag,Tegni olib tashlash,
Required,Majburiy,
required,majburiy,
Respond in,Javob berish,
Restore,Tiklash,
Restore from archive,Arxivdan tiklash,
Revoking...,Bekor qilinmoqda...,
Room or address,Xona yoki manzil,
Save,Saqlash,
Saving...,Saqlanmoqda...,
Search,Qidirish,
Search for people to invite...,Taklif qilish uchun odamlarni qidiring...,
Search is temporarily unavailable,Qidirish vaqtincha mavjud emas,
Search results,Qidiruv natijalari,
Search scope,Qidiruv doirasi,
Search user by name or email…,Foydalanuvchini ism yoki elektron pochta bo'yicha qidiring…,
Searching...,Qidirilmoqda...,
Security,Xavfsizlik,
"Send an email or add a note to get started.","Boshlash uchun elektron xat yuboring yoki eslatma qo'shing.",
Session {0}/{1},Sessiya {0}/{1},
Sessions,Sessiyalar,
Settings,Sozlamalar,
Settings not found,Sozlamalar topilmadi,
Share,Ulashish,
Show,Ko'rsatish,
Show less,Kamroq ko'rsatish,
Social profiles,Ijtimoiy tarmoq profillari,
"Sourced events can only be edited in the source app.","Manba tadbirlari faqat manba ilovasida tahrirlanishi mumkin.",
Source Code,Manba kodi,
Start Focus,Diqqatni boshlash,
State / Province,Viloyat / Hudud,
"Street, number","Ko'cha, raqam",
Sync Now,Hozir sinxronlash,
Tag,Teg,
Tag cannot be empty,Teg bo'sh bo'lishi mumkin emas,
Tags,Teglar,
Target not installed,Maqsad o'rnatilmagan,
Task,Vazifa,
"The settings component could not be loaded. Please reload the page.","Sozlamalar komponenti yuklanmadi. Iltimos sahifani qayta yuklang.",
"This contact is archived and hidden from the People list.","Bu kontakt arxivlangan va Odamlar ro'yxatidan yashiringan.",
This is a reminder for your upcoming event,Bu sizning kelgusi tadbiringiz uchun eslatma,
This person is marked as Do Not Contact.,Bu shaxs Bog'lanmang deb belgilangan.,
"This record is already linked to this discussion","Bu yozuv allaqachon ushbu muhokamaga bog'langan",
Timer,Taymer,
Timer running for {0} — did you forget?,Taymer {0} davomida ishlamoqda — unutdingizmi?,
"To remove {0}, run:","{0}ni olib tashlash uchun bajaring:",
Try a different search term,Boshqa qidiruv so'zini sinab ko'ring,
Two-Factor Authentication,Ikki bosqichli autentifikatsiya,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Ikki bosqichli autentifikatsiya bu saytda yoqilmagan. Administrator bilan bog'laning.",
Two-way,Ikki tomonlama,
Type at least 2 characters to search,Qidirish uchun kamida 2 ta belgi kiriting,
Type to search...,Qidirish uchun yozing...,
"Unknown notification_type '{0}' for app '{1}'","'{1}' ilovasi uchun noma'lum bildirishnoma turi '{0}'",
Unknown device,Noma'lum qurilma,
Unlink user — make external,Foydalanuvchini uzish — tashqi qilish,
unsynced,sinxronlanmagan,
Update,Yangilash,
Update password,Parolni yangilash,
Updating...,Yangilanmoqda...,
Upload file,Fayl yuklash,
"Upload files like contracts, proposals, or documents.","Shartnomalar, takliflar yoki hujjatlar kabi fayllarni yuklang.",
Upload photo,Rasm yuklash,
Uploading...,Yuklanmoqda...,
Uploading…,Yuklanmoqda…,
View entry,Yozuvni ko'rish,
Website,Veb-sayt,
Where,Qayerda,
Work,Ish,
Write a note...,Eslatma yozing...,
Write a note... (not linked to any record),Eslatma yozing... (hech qanday yozuvga bog'lanmagan),
You,Siz,
You are not an attendee of this event.,Siz bu tadbirning ishtirokchisi emassiz.,
"You can have a maximum of {0} bookmarks","Sizda maksimal {0} ta xatcho'p bo'lishi mumkin",
You can only change status of your own events.,Faqat o'z tadbirlaringiz holatini o'zgartirishingiz mumkin.,
You can only delete your own comments,Faqat o'z izohlaringizni o'chirishingiz mumkin,
You can only delete your own events.,Faqat o'z tadbirlaringizni o'chirishingiz mumkin.,
You can only edit your own events.,Faqat o'z tadbirlaringizni tahrirlashingiz mumkin.,
You can only edit your own notes,Faqat o'z eslatmalaringizni tahrirlashingiz mumkin,
"You can only manage attendees on your own events.","Faqat o'z tadbirlaringiz ishtirokchilarini boshqarishingiz mumkin.",
You can only view your own events.,Faqat o'z tadbirlaringizni ko'rishingiz mumkin.,
"You do not have permission to comment on this record","Sizda ushbu yozuvga izoh qoldirish huquqi yo'q",
You have already reacted with {0},Siz allaqachon {0} bilan reaksiya bildirdingiz,
You have been invited to the following event,Siz quyidagi tadbirga taklif qilindingiz,
Your attendance,Sizning ishtirokingiz,
Your response,Sizning javobingiz,
Z→A,Z→A,
Rescheduled event: {0},Tadbir qayta rejalashtirildi: {0},
