source,target,context
Close search,Tutup carian,
Cmd+Enter to save,Cmd+Enter untuk simpan,
Coming soon,Akan datang,
Coming up!,Akan tiba!,
Comment,Ulasan,
Community Edition,Edisi Komuniti,
Complete,Lengkap,
Confirm new password,Sahkan kata laluan baru,
Copy,Salin,
Could not load notes,Tidak dapat memuatkan nota,
Country,Negara,
"Country '{0}' not found. Please select a valid country.","Negara '{0}' tidak dijumpai. Sila pilih negara yang sah.",
Create a contact to get started,Cipta kenalan untuk bermula,
Created event: {0},Acara dicipta: {0},
Creating...,Mencipta...,
Current,Semasa,
Current password,Kata laluan semasa,
Current password is incorrect,Kata laluan semasa tidak betul,
Currency,Mata wang,
Date,Tarikh,
Decline,Tolak,
Department,Jabatan,
Do Not Contact,Jangan Hubungi,
Dock,Dock,
Download,Muat turun,
"e.g. en, fr, de","cth. en, fr, de",
Edit,Sunting,
Edit address,Sunting alamat,
Edit Timer,Sunting Pemasa,
Email addresses,Alamat e-mel,
Enabled,Didayakan,
"End time was before start time. Adjusted to 1 hour after start.","Masa tamat sebelum masa mula. Dilaraskan kepada 1 jam selepas mula.",
Error,Ralat,
Event '{0}' status changed to {1},Status acara '{0}' ditukar kepada {1},
Event Type,Jenis Acara,
events,acara,
External,Luaran,
External — no user account,Luaran — tiada akaun pengguna,
Failed to change password,Gagal menukar kata laluan,
Failed to check status,Gagal menyemak status,
Failed to load apps,Gagal memuatkan aplikasi,
Failed to load settings,Gagal memuatkan tetapan,
"Field '{0}' is not editable","Medan '{0}' tidak boleh disunting",
Files,Fail,
First Name,Nama Pertama,
Focus,Fokus,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Manager tidak dikonfigurasikan dalam Tetapan Dock.",
Hello {0},Helo {0},
Inactive,Tidak aktif,
Integrations,Integrasi,
Internal,Dalaman,
Internal — has a user account,Dalaman — mempunyai akaun pengguna,
Invalid RSVP status,Status RSVP tidak sah,
Invalid status,Status tidak sah,
"Invalid status. Must be one of: {0}","Status tidak sah. Mesti salah satu daripada: {0}",
"Invitation: {0} — {1} at {2}","Jemputan: {0} — {1} pada {2}",
Invite People,Jemput Orang,
Join meeting →,Sertai mesyuarat →,
Language,Bahasa,
Last activity,Aktiviti terakhir,
Last modified,Terakhir diubah,
Last Name,Nama Akhir,
Last sync,Penyegerakan terakhir,
Link user account,Pautkan akaun pengguna,
Linked records,Rekod berkaitan,
Loading settings...,Memuatkan tetapan...,
Loading...,Memuatkan...,
Location,Lokasi,
Mark Do Not Contact,Tanda Jangan Hubungi,
Maybe,Mungkin,
Meeting Link,Pautan Mesyuarat,
Meeting title,Tajuk mesyuarat,
Meeting URL,URL Mesyuarat,
Mine,Milik saya,
Modified,Diubah,
navigate,navigasi,
New note,Nota baru,
New password,Kata laluan baru,
new tab,tab baru,
New tag,Tag baru,
No active sessions found,Tiada sesi aktif dijumpai,
No activity,Tiada aktiviti,
No attendees,Tiada peserta,
No bookmarks yet,Belum ada penanda buku,
No bridges registered,Tiada bridge berdaftar,
No contacts match these filters,Tiada kenalan sepadan dengan penapis ini,
No file uploaded,Tiada fail dimuat naik,
No files attached,Tiada fail dilampirkan,
No notes yet,Belum ada nota,
No results found,Tiada hasil dijumpai,
No settings registered for this app.,Tiada tetapan berdaftar untuk aplikasi ini.,
No status endpoint declared,Tiada endpoint status diisytiharkan,
No sync endpoint declared,Tiada endpoint penyegerakan diisytiharkan,
No tags found,Tiada tag dijumpai,
Not checked,Tidak disemak,
Not configured,Tidak dikonfigurasikan,
Not permitted,Tidak dibenarkan,
Note content cannot be empty,Kandungan nota tidak boleh kosong,
Notification Settings,Tetapan Pemberitahuan,
Number format,Format nombor,
One-way,Satu hala,
"Only native Dock events can be deleted here.","Hanya acara Dock asli boleh dipadam di sini.",
"Only System Manager can trigger bridge sync","Hanya System Manager boleh mencetuskan penyegerakan bridge",
"Only System Manager can view sync logs","Hanya System Manager boleh melihat log penyegerakan",
"Only the contact owner can change the photo","Hanya pemilik kenalan boleh menukar gambar",
"Only the contact owner can edit this contact","Hanya pemilik kenalan boleh menyunting kenalan ini",
"Only the event organizer can send invitations.","Hanya penganjur acara boleh menghantar jemputan.",
"Only the session creator or a Dock Manager can revoke sessions","Hanya pencipta sesi atau Dock Manager boleh membatalkan sesi",
open,buka,
Open app switcher,Buka penukaran aplikasi,
Optional,Pilihan,
optional,pilihan,
Organizer,Penganjur,
Owner,Pemilik,
Password updated,Kata laluan dikemas kini,
Passwords don't match,Kata laluan tidak sepadan,
Permission denied,Kebenaran ditolak,
Phone numbers,Nombor telefon,
Pin items from any app using the bookmark button in the top bar,Semat item dari mana-mana aplikasi menggunakan butang penanda buku di bar atas,
Please fill in all password fields,Sila isi semua medan kata laluan,
Please log in to access Dock.,Sila log masuk untuk mengakses Dock.,
"Please respond to this invitation in the calendar","Sila balas jemputan ini dalam kalendar",
Postal code,Poskod,
Primary,Utama,
Primary address,Alamat utama,
Privacy Policy,Dasar Privasi,
Profile,Profil,
Refresh All,Segar Semula Semua,
"Reminder: {0} — {1} at {2}","Peringatan: {0} — {1} pada {2}",
Remove Do Not Contact,Buang Jangan Hubungi,
Remove tag,Buang tag,
Required,Diperlukan,
required,diperlukan,
Respond in,Balas dalam,
Restore,Pulihkan,
Restore from archive,Pulihkan dari arkib,
Revoking...,Membatalkan...,
Room or address,Bilik atau alamat,
Save,Simpan,
Saving...,Menyimpan...,
Search,Cari,
Search for people to invite...,Cari orang untuk dijemput...,
Search is temporarily unavailable,Carian tidak tersedia buat sementara waktu,
Search results,Hasil carian,
Search scope,Skop carian,
Search user by name or email…,Cari pengguna mengikut nama atau e-mel…,
Searching...,Mencari...,
Security,Keselamatan,
"Send an email or add a note to get started.","Hantar e-mel atau tambah nota untuk bermula.",
Session {0}/{1},Sesi {0}/{1},
Sessions,Sesi,
Settings,Tetapan,
Settings not found,Tetapan tidak dijumpai,
Share,Kongsi,
Show,Tunjuk,
Show less,Tunjuk kurang,
Social profiles,Profil sosial,
"Sourced events can only be edited in the source app.","Acara bersumber hanya boleh disunting dalam aplikasi sumber.",
Source Code,Kod Sumber,
Start Focus,Mulakan Fokus,
State / Province,Negeri / Wilayah,
"Street, number","Jalan, nombor",
Sync Now,Segerakkan Sekarang,
Tag,Tag,
Tag cannot be empty,Tag tidak boleh kosong,
Tags,Tag,
Target not installed,Sasaran tidak dipasang,
Task,Tugas,
"The settings component could not be loaded. Please reload the page.","Komponen tetapan tidak dapat dimuatkan. Sila muat semula halaman.",
"This contact is archived and hidden from the People list.","Kenalan ini diarkibkan dan disembunyikan daripada senarai Orang.",
This is a reminder for your upcoming event,Ini adalah peringatan untuk acara anda yang akan datang,
This person is marked as Do Not Contact.,Orang ini ditanda sebagai Jangan Hubungi.,
"This record is already linked to this discussion","Rekod ini sudah dipautkan ke perbincangan ini",
Timer,Pemasa,
Timer running for {0} — did you forget?,Pemasa berjalan selama {0} — adakah anda terlupa?,
"To remove {0}, run:","Untuk membuang {0}, jalankan:",
Try a different search term,Cuba istilah carian yang berbeza,
Two-Factor Authentication,Pengesahan Dua Faktor,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Pengesahan dua faktor tidak didayakan di tapak ini. Hubungi pentadbir anda.",
Two-way,Dua hala,
Type at least 2 characters to search,Taip sekurang-kurangnya 2 aksara untuk mencari,
Type to search...,Taip untuk mencari...,
"Unknown notification_type '{0}' for app '{1}'","Jenis pemberitahuan '{0}' tidak dikenali untuk aplikasi '{1}'",
Unknown device,Peranti tidak dikenali,
Unlink user — make external,Nyahpaut pengguna — jadikan luaran,
unsynced,tidak disegerakkan,
Update,Kemas kini,
Update password,Kemas kini kata laluan,
Updating...,Mengemas kini...,
Upload file,Muat naik fail,
"Upload files like contracts, proposals, or documents.","Muat naik fail seperti kontrak, cadangan, atau dokumen.",
Upload photo,Muat naik gambar,
Uploading...,Memuat naik...,
Uploading…,Memuat naik…,
View entry,Lihat entri,
Website,Laman web,
Where,Di mana,
Work,Kerja,
Write a note...,Tulis nota...,
Write a note... (not linked to any record),Tulis nota... (tidak dipautkan kepada mana-mana rekod),
You,Anda,
You are not an attendee of this event.,Anda bukan peserta acara ini.,
"You can have a maximum of {0} bookmarks","Anda boleh mempunyai maksimum {0} penanda buku",
You can only change status of your own events.,Anda hanya boleh menukar status acara anda sendiri.,
You can only delete your own comments,Anda hanya boleh memadam ulasan anda sendiri,
You can only delete your own events.,Anda hanya boleh memadam acara anda sendiri.,
You can only edit your own events.,Anda hanya boleh menyunting acara anda sendiri.,
You can only edit your own notes,Anda hanya boleh menyunting nota anda sendiri,
"You can only manage attendees on your own events.","Anda hanya boleh menguruskan peserta pada acara anda sendiri.",
You can only view your own events.,Anda hanya boleh melihat acara anda sendiri.,
"You do not have permission to comment on this record","Anda tidak mempunyai kebenaran untuk mengulas pada rekod ini",
You have already reacted with {0},Anda sudah bertindak balas dengan {0},
You have been invited to the following event,Anda telah dijemput ke acara berikut,
Your attendance,Kehadiran anda,
Your response,Respons anda,
Z→A,Z→A,
Rescheduled event: {0},Acara dijadualkan semula: {0},
