source,target,context
My contacts,我的联系人,
My Account,我的账户,
My Profile,我的个人资料,
Never,永不,
New contact,新建联系人,
No contacts found,未找到联系人,
No expiry,永不过期,
None,无,
No guest sessions yet.,暂无访客会话。,
No recent items,没有最近项目,
No recent items yet,暂无最近项目,
No results for "{0}",未找到"{0}"的结果,
No results for "{0}" in {1},在 {1} 中未找到"{0}"的结果,
Notifications,通知,
Notification unavailable,通知不可用,
Organization Defaults,组织默认设置,
Organization settings updated — reload to apply,组织设置已更新 — 刷新页面以应用,
Org default,组织默认值,
"Password, 2FA, profile picture","密码、双重认证、头像",
Pause,暂停,
paused,已暂停,
People,人员,
People with access,有权限的人员,
Permissions,权限,
Pinned,已固定,
Powered by Tonic,由 Tonic 提供技术支持,
Phone,电话,
Private,私有,
Product Manager,产品经理,
Preferences,偏好设置,
Read,读取,
Recent,最近,
Reload,刷新,
Remove bookmark,移除书签,
Remove from shared,取消共享,
Remove from recent,从最近项目中移除,
Resume,恢复,
Retry,重试,
Revoke,撤销,
Revoked,已撤销,
Revoke session,撤销会话,
Revoking…,正在撤销…,
Saved,已保存,
Save failed,保存失败,
Save organization settings,保存组织设置,
Saving…,正在保存…,
Search...,搜索...,
"Search by name, email, or phone…","按姓名、邮箱或电话搜索…",
Search users...,搜索用户...,
Share {0} {1},共享 {0} {1},
Submit,提交,
Search in All apps,在所有应用中搜索,
Search unavailable,搜索不可用,
selected,已选择,
Share "{0}",共享"{0}",
Share with team,与团队共享,
Shared,已共享,
Shared with team,已与团队共享,
Share with client,与客户共享,
Showing {0} of {1} sessions,显示 {0}/{1} 个会话,
Site label,站点标签,
Sort: A–Z — click for last modified,排序：A–Z — 点击切换为最近修改,
Sort: last modified — click for A–Z,排序：最近修改 — 点击切换为 A–Z,
Start,开始,
Start Timer,启动计时器,
Status,状态,
Stop,停止,
Stop & Save,停止并保存,
Sunday,星期日,
System,系统,
Theme,主题,
Theme preference,主题偏好,
This email is already on,此邮箱已存在,
This link has been deactivated.,此链接已停用。,
This link has expired. Please ask the sender for a new link.,此链接已过期。请联系发送者获取新链接。,
This link is invalid or has been removed.,此链接无效或已被移除。,
Time,时间,
Time entry saved,时间记录已保存,
Timer unavailable,计时器不可用,
Timezone,时区,
total,总计,
Try again,重试,
Unread,未读,
Open calendar,打开日历,
Open in Desk,在 Desk 中打开,
Open in {0},在 {0} 中打开,
User menu,用户菜单,
View existing →,查看现有 →,
Visibility,可见性,
View,查看,
View all notifications,查看所有通知,
View time entry,查看时间记录,
Week starts on,每周开始于,
Write,写入,
What are you working on?,你正在做什么？,
You're all caught up,已全部看完,
Your Preferences,你的偏好设置,
Your timer has been running for {0},你的计时器已运行 {0},
Actions,操作,
Add details about this event...,添加此事件的详细信息...,
Add event,添加事件,
Agenda,日程,
All day,全天,
Calendar,日历,
Create Event,创建事件,
Create in:,创建到：,
Day,日,
Deadline,截止日期,
Delete Event,删除事件,
Delete this event? This cannot be undone.,删除此事件？此操作不可撤销。,
Deleting…,正在删除…,
Description,描述,
Details,详情,
End,结束,
Event,事件,
Event title,事件标题,
Failed to create event,创建事件失败,
Failed to delete event,删除事件失败,
Manage this event in,在以下应用中管理此事件,
Meeting,会议,
Milestone,里程碑,
Month,月,
My calendars,我的日历,
New Event,新建事件,
No actions available,没有可用操作,
No events,没有事件,
Open in,打开到,
Other,其他,
Permanently remove this event,永久删除此事件,
Review,评审,
Source,来源,
Start date/time is required,开始日期/时间为必填项,
Title,标题,
Title is required,标题为必填项,
Today,今天,
Type,类型,
View full details in the source app,在来源应用中查看完整详情,
Week,周,
When,时间,
{0} available,{0} 个可用,
Available,可用,
Configure Frappe Manager to enable one-click updates.,配置 Frappe Manager 以启用一键更新。,
Copy command,复制命令,
Ecosystem Apps,生态应用,
Failed,失败,
Install,安装,
Installed,已安装,
Learn more,了解更多,
No apps found,未找到应用,
not installed,未安装,
Open,打开,
Pro available,Pro 版本可用,
Queued…,排队中…,
Refresh,刷新,
Remove,移除,
Remove {0}? This will uninstall the app and may affect data.,移除 {0}？这将卸载该应用并可能影响数据。,
Restart required,需要重启,
Restarting…,正在重启…,
"To install {0}, run:","安装 {0}，请运行：",
"To update {0}, run:","更新 {0}，请运行：",
Update {0} from v{1} to {2}? This will restart Frappe.,将 {0} 从 v{1} 更新到 {2}？这将重启 Frappe。,
Update to {0},更新到 {0},
Updated,已更新,
Updating…,正在更新…,
Up to date,已是最新,
to version,到版本,
For whom?,为谁？,
Working on?,正在做什么？,
Search contacts...,搜索联系人...,
Select type...,选择类型...,
Context,上下文,
Contact,联系人,
Context Type,上下文类型,
Activity,动态,
Activity will appear here as you and your team work across ecosystem apps.,当你和团队在生态应用中工作时，动态将显示在这里。,
Acknowledge,确认,
All apps,所有应用,
All Discussions,所有讨论,
All types,所有类型,
Archived,已归档,
Cancel,取消,
Celebrate,庆祝,
Comments,评论,
Create Discussion,创建讨论,
Creating…,正在创建…,
Ctrl+Enter to send,Ctrl+Enter 发送,
Decision,决定,
Discussion not found,未找到讨论,
Discussion title,讨论标题,
Discussions,讨论,
Flag,标记,
General,常规,
just now,刚刚,
Keep commenting,继续评论,
Linked Records,关联记录,
Linked to,关联到,
Load more,加载更多,
Loading…,正在加载…,
Meeting Protocol,会议纪要,
Mentioned,被提及,
New Discussion,新建讨论,
No activity yet,暂无动态,
No comments yet,暂无评论,
No discussions found,未找到讨论,
No discussions yet,暂无讨论,
Note,备注,
Notes,备注,
Participants,参与者,
Pin,固定,
Pinned,已固定,
Proposal,提案,
Protocol,纪要,
Reopen,重新打开,
Replies,回复,
Reply,回复,
Replying to comment,回复评论,
Resolve,解决,
Resolve Discussion,解决讨论,
Resolved,已解决,
Resolution,解决方案,
Resolution summary...,解决方案摘要...,
Retrospective,回顾,
Search discussions...,搜索讨论...,
Seen,已查看,
Send,发送,
Start Discussion,发起讨论,
Unpin,取消固定,
Write a comment...,写评论...,
Write your discussion content...,撰写讨论内容...,
resolved,已解决,
unread,未读,
{0} mentioned you in a comment,{0} 在评论中提到了你,
{0} is already an attendee.,{0} 已是参会人。,
{0} is not an attendee.,{0} 不是参会人。,
{0} is not installed,{0} 未安装,
{0} results found,找到 {0} 条结果,
+ Add tags,+ 添加标签,
A→Z,A→Z,
Accept,接受,
Action failed,操作失败,
Active now,当前在线,
Add a note,添加备注,
"Add a note to keep track of details about this contact.","添加备注以记录此联系人的相关信息。",
Add address,添加地址,
Add another address,添加另一个地址,
Add birthday,添加生日,
Add company,添加公司,
Add job title,添加职位,
Add more tags...,添加更多标签...,
Add tags...,添加标签...,
"Address is not linked to this contact","地址未关联到此联系人",
"Address line 1, city, and country are required","地址行 1、城市和国家为必填项",
ago,前,
All companies,所有公司,
All day event,全天事件,
"Apartment, suite, etc.","公寓、套房等",
Apps,应用,
Archive contact,归档联系人,
Attendees,参会人,
available,可用,
Best regards,此致敬礼,
Bookmarks,书签,
"Both proposed start and end times are required.","建议的开始时间和结束时间均为必填项。",
Break,休息,
Bridge not registered,桥接未注册,
Calendar Settings,日历设置,
Call,通话,
Cannot change bookmark owner,无法更改书签所有者,
Cannot revoke your current session,无法撤销当前会话,
Change Password,修改密码,
Change photo,更换照片,
Check Status,检查状态,
City,城市,
Clear,清除,
Clear filters,清除筛选,
Close search,关闭搜索,
Cmd+Enter to save,Cmd+Enter 保存,
Coming soon,即将推出,
Coming up!,即将开始！,
Comment,评论,
Community Edition,社区版,
Complete,完成,
Confirm new password,确认新密码,
Copy,复制,
Could not load notes,无法加载备注,
Country,国家,
"Country '{0}' not found. Please select a valid country.","未找到国家"{0}"，请选择有效的国家。",
Create a contact to get started,创建联系人以开始使用,
Created event: {0},已创建事件：{0},
Creating...,正在创建...,
Current,当前,
Current password,当前密码,
Current password is incorrect,当前密码不正确,
Currency,货币,
Date,日期,
Decline,拒绝,
Department,部门,
Do Not Contact,禁止联系,
Dock,Dock,
Download,下载,
"e.g. en, fr, de","例如 en、fr、de",
Edit,编辑,
Edit address,编辑地址,
Edit Timer,编辑计时器,
Email addresses,邮箱地址,
Enabled,已启用,
"End time was before start time. Adjusted to 1 hour after start.","结束时间早于开始时间，已自动调整为开始后 1 小时。",
Error,错误,
Event '{0}' status changed to {1},事件"{0}"的状态已更改为 {1},
Event Type,事件类型,
events,事件,
External,外部,
External — no user account,外部 — 无用户账户,
Failed to change password,修改密码失败,
Failed to check status,检查状态失败,
Failed to load apps,加载应用失败,
Failed to load settings,加载设置失败,
"Field '{0}' is not editable","字段"{0}"不可编辑",
Files,文件,
First Name,名字,
Focus,专注,
"Frappe Manager URL is not configured in Dock Settings.","Dock 设置中未配置 Frappe Manager 链接。",
Hello {0},你好 {0},
Inactive,未活跃,
Integrations,集成,
Internal,内部,
Internal — has a user account,内部 — 有用户账户,
Invalid RSVP status,无效的回复状态,
Invalid status,无效状态,
"Invalid status. Must be one of: {0}","无效状态。必须是以下之一：{0}",
"Invitation: {0} — {1} at {2}","邀请：{0} — {1} 于 {2}",
Invite People,邀请人员,
Join meeting →,加入会议 →,
Language,语言,
Last activity,最近活动,
Last modified,最近修改,
Last Name,姓氏,
Last sync,上次同步,
Link user account,关联用户账户,
Linked records,关联记录,
Loading settings...,正在加载设置...,
Loading...,正在加载...,
Location,地点,
Mark Do Not Contact,标记为禁止联系,
Maybe,也许,
Meeting Link,会议链接,
Meeting title,会议标题,
Meeting URL,会议链接,
Mine,我的,
Modified,已修改,
navigate,导航,
New note,新建备注,
New password,新密码,
new tab,新标签页,
New tag,新建标签,
No active sessions found,未找到活跃会话,
No activity,暂无活动,
No attendees,暂无参会人,
No bookmarks yet,暂无书签,
No bridges registered,暂无已注册的桥接,
No contacts match these filters,没有联系人匹配这些筛选条件,
No file uploaded,未上传文件,
No files attached,暂无附件,
No notes yet,暂无备注,
No results found,未找到结果,
No settings registered for this app.,此应用未注册设置项。,
No status endpoint declared,未声明状态端点,
No sync endpoint declared,未声明同步端点,
No tags found,未找到标签,
Not checked,未检查,
Not configured,未配置,
Not permitted,无权限,
Note content cannot be empty,备注内容不能为空,
Notification Settings,通知设置,
Number format,数字格式,
One-way,单向,
"Only native Dock events can be deleted here.","此处只能删除 Dock 原生事件。",
"Only System Manager can trigger bridge sync","仅系统管理员可触发桥接同步",
"Only System Manager can view sync logs","仅系统管理员可查看同步日志",
"Only the contact owner can change the photo","仅联系人所有者可更改照片",
"Only the contact owner can edit this contact","仅联系人所有者可编辑此联系人",
"Only the event organizer can send invitations.","仅事件组织者可发送邀请。",
"Only the session creator or a Dock Manager can revoke sessions","仅会话创建者或 Dock 管理员可撤销会话",
open,打开,
Open app switcher,打开应用切换器,
Optional,可选,
optional,可选,
Organizer,组织者,
Owner,所有者,
Password updated,密码已更新,
Passwords don't match,密码不匹配,
Permission denied,权限被拒绝,
Phone numbers,电话号码,
Pin items from any app using the bookmark button in the top bar,使用顶部栏的书签按钮固定任何应用中的项目,
Please fill in all password fields,请填写所有密码字段,
Please log in to access Dock.,请登录以访问 Dock。,
"Please respond to this invitation in the calendar","请在日历中回复此邀请",
Postal code,邮政编码,
Primary,主要,
Primary address,主要地址,
Privacy Policy,隐私政策,
Profile,个人资料,
Refresh All,全部刷新,
"Reminder: {0} — {1} at {2}","提醒：{0} — {1} 于 {2}",
Remove Do Not Contact,取消禁止联系,
Remove tag,移除标签,
Required,必填,
required,必填,
Respond in,回复到,
Restore,恢复,
Restore from archive,从归档中恢复,
Revoking...,正在撤销...,
Room or address,房间或地址,
Save,保存,
Saving...,正在保存...,
Search,搜索,
Search for people to invite...,搜索要邀请的人...,
Search is temporarily unavailable,搜索暂时不可用,
Search results,搜索结果,
Search scope,搜索范围,
Search user by name or email…,按姓名或邮箱搜索用户…,
Searching...,正在搜索...,
Security,安全,
"Send an email or add a note to get started.","发送邮件或添加备注以开始使用。",
Session {0}/{1},会话 {0}/{1},
Sessions,会话,
Settings,设置,
Settings not found,未找到设置,
Share,共享,
Show,显示,
Show less,收起,
Social profiles,社交账号,
"Sourced events can only be edited in the source app.","来源事件只能在来源应用中编辑。",
Source Code,源代码,
Start Focus,开始专注,
State / Province,省 / 州,
"Street, number","街道、门牌号",
Sync Now,立即同步,
Tag,标签,
Tag cannot be empty,标签不能为空,
Tags,标签,
Target not installed,目标未安装,
Task,任务,
"The settings component could not be loaded. Please reload the page.","设置组件加载失败，请刷新页面。",
"This contact is archived and hidden from the People list.","此联系人已归档，不再显示在人员列表中。",
This is a reminder for your upcoming event,这是你即将到来的事件提醒,
This person is marked as Do Not Contact.,此人已被标记为禁止联系。,
"This record is already linked to this discussion","此记录已关联到该讨论",
Timer,计时器,
Timer running for {0} — did you forget?,计时器已运行 {0} — 是否忘记了？,
"To remove {0}, run:","移除 {0}，请运行：",
Try a different search term,请尝试其他搜索词,
Two-Factor Authentication,双重认证,
"Two-factor authentication is not enabled on this site. Contact your administrator.","此站点未启用双重认证，请联系管理员。",
Two-way,双向,
Type at least 2 characters to search,请输入至少 2 个字符进行搜索,
Type to search...,输入以搜索...,
"Unknown notification_type '{0}' for app '{1}'","应用"{1}"的通知类型"{0}"未知",
Unknown device,未知设备,
Unlink user — make external,取消关联用户 — 转为外部,
unsynced,未同步,
Update,更新,
Update password,更新密码,
Updating...,正在更新...,
Upload file,上传文件,
"Upload files like contracts, proposals, or documents.","上传合同、提案或文档等文件。",
Upload photo,上传照片,
Uploading...,正在上传...,
Uploading…,正在上传…,
View entry,查看记录,
Website,网站,
Where,地点,
Work,工作,
Write a note...,写备注...,
Write a note... (not linked to any record),写备注...（未关联到任何记录）,
You,你,
You are not an attendee of this event.,你不是此事件的参会人。,
"You can have a maximum of {0} bookmarks","书签数量上限为 {0} 个",
You can only change status of your own events.,你只能更改自己事件的状态。,
You can only delete your own comments,你只能删除自己的评论,
You can only delete your own events.,你只能删除自己的事件。,
You can only edit your own events.,你只能编辑自己的事件。,
You can only edit your own notes,你只能编辑自己的备注,
"You can only manage attendees on your own events.","你只能管理自己事件的参会人。",
You can only view your own events.,你只能查看自己的事件。,
"You do not have permission to comment on this record","你没有权限评论此记录",
You have already reacted with {0},你已使用 {0} 做出回应,
You have been invited to the following event,你已被邀请参加以下事件,
Your attendance,你的出席状态,
Your response,你的回复,
Z→A,Z→A,
Rescheduled event: {0},已重新安排事件：{0},
