source,target,context
Day,Diena,
Deadline,Termiņš,
Delete Event,Dzēst notikumu,
Delete this event? This cannot be undone.,Dzēst šo notikumu? To nevar atsaukt.,
Deleting…,Dzēš…,
Description,Apraksts,
Details,Detaļas,
End,Beigas,
Event,Notikums,
Event title,Notikuma nosaukums,
Failed to create event,Neizdevās izveidot notikumu,
Failed to delete event,Neizdevās dzēst notikumu,
Manage this event in,Pārvaldīt šo notikumu,
Meeting,Sapulce,
Milestone,Atskaites punkts,
Month,Mēnesis,
My calendars,Mani kalendāri,
New Event,Jauns notikums,
No actions available,Nav pieejamu darbību,
No events,Nav notikumu,
Open in,Atvērt,
Other,Cits,
Permanently remove this event,Neatgriezeniski dzēst šo notikumu,
Review,Pārskatīšana,
Source,Avots,
Start date/time is required,Sākuma datums/laiks ir obligāts,
Title,Virsraksts,
Title is required,Virsraksts ir obligāts,
Today,Šodien,
Type,Tips,
View full details in the source app,Skatīt pilnu informāciju avota lietotnē,
Week,Nedēļa,
When,Kad,
{0} available,{0} pieejams,
Available,Pieejams,
Configure Frappe Manager to enable one-click updates.,Konfigurē Frappe Manager lai iespējotu atjaunināšanu ar vienu klikšķi.,
Copy command,Kopēt komandu,
Ecosystem Apps,Ekosistēmas lietotnes,
Failed,Neizdevās,
Install,Instalēt,
Installed,Instalēts,
Learn more,Uzzināt vairāk,
No apps found,Lietotnes nav atrastas,
not installed,nav instalēts,
Open,Atvērt,
Pro available,Pieejama Pro versija,
Queued…,Rindā…,
Refresh,Atsvaidzināt,
Remove,Noņemt,
Remove {0}? This will uninstall the app and may affect data.,Noņemt {0}? Lietotne tiks atinstalēta un tas var ietekmēt datus.,
Restart required,Nepieciešama restartēšana,
Restarting…,Restartē…,
"To install {0}, run:","Lai instalētu {0}, izpildi:",
"To update {0}, run:","Lai atjauninātu {0}, izpildi:",
Update {0} from v{1} to {2}? This will restart Frappe.,Atjaunināt {0} no v{1} uz {2}? Frappe tiks restartēts.,
Update to {0},Atjaunināt uz {0},
Updated,Atjaunināts,
Updating…,Atjaunina…,
Up to date,Aktuāls,
to version,uz versiju,
For whom?,Kam?,
Working on?,Pie kā strādā?,
Search contacts...,Meklēt kontaktus...,
Select type...,Izvēlies tipu...,
Context,Konteksts,
Contact,Kontakts,
Context Type,Konteksta tips,
Activity,Aktivitāte,
Activity will appear here as you and your team work across ecosystem apps.,Aktivitāte parādīsies šeit kad tu un tava komanda strādāsiet ekosistēmas lietotnēs.,
Acknowledge,Apstiprināt,
All apps,Visas lietotnes,
All Discussions,Visas diskusijas,
All types,Visi tipi,
Archived,Arhivēts,
Cancel,Atcelt,
Celebrate,Svinēt,
Comments,Komentāri,
Create Discussion,Izveidot diskusiju,
Creating…,Izveido…,
Ctrl+Enter to send,Ctrl+Enter lai nosūtītu,
Decision,Lēmums,
Discussion not found,Diskusija nav atrasta,
Discussion title,Diskusijas virsraksts,
Discussions,Diskusijas,
Flag,Atzīmēt,
General,Vispārīgi,
just now,tikko,
Keep commenting,Turpini komentēt,
Linked Records,Saistītie ieraksti,
Linked to,Saistīts ar,
Load more,Ielādēt vairāk,
Loading…,Ielādē…,
Meeting Protocol,Sapulces protokols,
Mentioned,Pieminēts,
New Discussion,Jauna diskusija,
No activity yet,Pagaidām nav aktivitātes,
No comments yet,Pagaidām nav komentāru,
No discussions found,Diskusijas nav atrastas,
No discussions yet,Pagaidām nav diskusiju,
Note,Piezīme,
Notes,Piezīmes,
Participants,Dalībnieki,
Pin,Piespraust,
Pinned,Piesprausts,
Proposal,Priekšlikums,
Protocol,Protokols,
Reopen,Atvērt atkārtoti,
Replies,Atbildes,
Reply,Atbildēt,
Replying to comment,Atbilde uz komentāru,
Resolve,Atrisināt,
Resolve Discussion,Atrisināt diskusiju,
Resolved,Atrisināts,
Resolution,Risinājums,
Resolution summary...,Risinājuma kopsavilkums...,
Retrospective,Retrospektīva,
Search discussions...,Meklēt diskusijas...,
Seen,Redzēts,
Send,Nosūtīt,
Start Discussion,Sākt diskusiju,
Unpin,Atspraust,
Write a comment...,Raksti komentāru...,
Write your discussion content...,Raksti diskusijas saturu...,
resolved,atrisināts,
unread,nelasīts,
{0} mentioned you in a comment,{0} pieminēja tevi komentārā,
{0} is already an attendee.,{0} jau ir dalībnieks.,
{0} is not an attendee.,{0} nav dalībnieks.,
{0} is not installed,{0} nav instalēts,
{0} results found,Atrasti {0} rezultāti,
+ Add tags,+ Pievienot birkas,
A→Z,A→Z,
Accept,Pieņemt,
Action failed,Darbība neizdevās,
Active now,Aktīvs tagad,
Add a note,Pievienot piezīmi,
"Add a note to keep track of details about this contact.","Pievieno piezīmi, lai sekotu līdzi informācijai par šo kontaktu.",
Add address,Pievienot adresi,
Add another address,Pievienot vēl adresi,
Add birthday,Pievienot dzimšanas dienu,
Add company,Pievienot uzņēmumu,
Add job title,Pievienot amatu,
Add more tags...,Pievienot vairāk birku...,
Add tags...,Pievienot birkas...,
"Address is not linked to this contact","Adrese nav saistīta ar šo kontaktu",
"Address line 1, city, and country are required","Adreses 1. rinda, pilsēta un valsts ir obligāti",
ago,pirms,
All companies,Visi uzņēmumi,
All day event,Visas dienas notikums,
"Apartment, suite, etc.","Dzīvoklis, birojs u.tml.",
Apps,Lietotnes,
Archive contact,Arhivēt kontaktu,
Attendees,Dalībnieki,
available,pieejams,
Best regards,Ar cieņu,
Bookmarks,Grāmatzīmes,
"Both proposed start and end times are required.","Ir nepieciešams gan sākuma, gan beigu laiks.",
Break,Pārtraukums,
Bridge not registered,Tilts nav reģistrēts,
Calendar Settings,Kalendāra iestatījumi,
Call,Zvans,
Cannot change bookmark owner,Nevar mainīt grāmatzīmes īpašnieku,
Cannot revoke your current session,Nevar atsaukt pašreizējo sesiju,
Change Password,Mainīt paroli,
Change photo,Mainīt foto,
Check Status,Pārbaudīt statusu,
City,Pilsēta,
Clear,Notīrīt,
Clear filters,Notīrīt filtrus,
Close search,Aizvērt meklēšanu,
Cmd+Enter to save,Cmd+Enter lai saglabātu,
Coming soon,Drīzumā,
Coming up!,Tuvojas!,
Comment,Komentārs,
Community Edition,Kopienas versija,
Complete,Pabeigts,
Confirm new password,Apstiprini jauno paroli,
Copy,Kopēt,
Could not load notes,Neizdevās ielādēt piezīmes,
Country,Valsts,
"Country '{0}' not found. Please select a valid country.","Valsts '{0}' nav atrasta. Lūdzu izvēlies derīgu valsti.",
Create a contact to get started,Izveido kontaktu lai sāktu,
Created event: {0},Izveidots notikums: {0},
Creating...,Izveido...,
Current,Pašreizējais,
Current password,Pašreizējā parole,
Current password is incorrect,Pašreizējā parole ir nepareiza,
Currency,Valūta,
Date,Datums,
Decline,Noraidīt,
Department,Nodaļa,
Do Not Contact,Nekontaktēt,
Dock,Dock,
Download,Lejupielādēt,
"e.g. en, fr, de","piem. en, fr, de",
Edit,Rediģēt,
Edit address,Rediģēt adresi,
Edit Timer,Rediģēt taimeri,
Email addresses,E-pasta adreses,
Enabled,Iespējots,
"End time was before start time. Adjusted to 1 hour after start.","Beigu laiks bija pirms sākuma laika. Pielāgots uz 1 stundu pēc sākuma.",
Error,Kļūda,
Event '{0}' status changed to {1},Notikuma '{0}' statuss mainīts uz {1},
Event Type,Notikuma tips,
events,notikumi,
External,Ārējs,
External — no user account,Ārējs — nav lietotāja konta,
Failed to change password,Neizdevās mainīt paroli,
Failed to check status,Neizdevās pārbaudīt statusu,
Failed to load apps,Neizdevās ielādēt lietotnes,
Failed to load settings,Neizdevās ielādēt iestatījumus,
"Field '{0}' is not editable","Lauku '{0}' nevar rediģēt",
Files,Faili,
First Name,Vārds,
Focus,Fokuss,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL nav konfigurēts Dock iestatījumos.",
Hello {0},Sveiks {0},
Inactive,Neaktīvs,
Integrations,Integrācijas,
Internal,Iekšējs,
Internal — has a user account,Iekšējs — ir lietotāja konts,
Invalid RSVP status,Nederīgs RSVP statuss,
Invalid status,Nederīgs statuss,
"Invalid status. Must be one of: {0}","Nederīgs statuss. Jābūt vienam no: {0}",
"Invitation: {0} — {1} at {2}","Ielūgums: {0} — {1} plkst. {2}",
Invite People,Uzaicināt cilvēkus,
Join meeting →,Pievienoties sapulcei →,
Language,Valoda,
Last activity,Pēdējā aktivitāte,
Last modified,Pēdējās izmaiņas,
Last Name,Uzvārds,
Last sync,Pēdējā sinhronizācija,
Link user account,Saistīt lietotāja kontu,
Linked records,Saistītie ieraksti,
Loading settings...,Ielādē iestatījumus...,
Loading...,Ielādē...,
Location,Atrašanās vieta,
Mark Do Not Contact,Atzīmēt kā Nekontaktēt,
Maybe,Varbūt,
Meeting Link,Sapulces saite,
Meeting title,Sapulces nosaukums,
Meeting URL,Sapulces URL,
Mine,Mani,
Modified,Mainīts,
navigate,pārvietoties,
New note,Jauna piezīme,
New password,Jaunā parole,
new tab,jauna cilne,
New tag,Jauna birka,
No active sessions found,Nav atrasta neviena aktīvā sesija,
No activity,Nav aktivitātes,
No attendees,Nav dalībnieku,
No bookmarks yet,Pagaidām nav grāmatzīmju,
No bridges registered,Nav reģistrētu tiltu,
No contacts match these filters,Neviens kontakts neatbilst šiem filtriem,
No file uploaded,Fails nav augšupielādēts,
No files attached,Nav pievienotu failu,
No notes yet,Pagaidām nav piezīmju,
No results found,Rezultāti nav atrasti,
No settings registered for this app.,Šai lietotnei nav reģistrētu iestatījumu.,
No status endpoint declared,Nav deklarēts statusa galapunkts,
No sync endpoint declared,Nav deklarēts sinhronizācijas galapunkts,
No tags found,Birkas nav atrastas,
Not checked,Nav pārbaudīts,
Not configured,Nav konfigurēts,
Not permitted,Nav atļauts,
Note content cannot be empty,Piezīmes saturs nevar būt tukšs,
Notification Settings,Paziņojumu iestatījumi,
Number format,Skaitļu formāts,
One-way,Vienvirziena,
"Only native Dock events can be deleted here.","Šeit var dzēst tikai Dock notikumus.",
"Only System Manager can trigger bridge sync","Tikai sistēmas administrators var izsaukt tilta sinhronizāciju",
"Only System Manager can view sync logs","Tikai sistēmas administrators var skatīt sinhronizācijas žurnālus",
"Only the contact owner can change the photo","Tikai kontakta īpašnieks var mainīt foto",
"Only the contact owner can edit this contact","Tikai kontakta īpašnieks var rediģēt šo kontaktu",
"Only the event organizer can send invitations.","Tikai notikuma organizators var nosūtīt ielūgumus.",
"Only the session creator or a Dock Manager can revoke sessions","Tikai sesijas izveidotājs vai Dock pārvaldnieks var atsaukt sesijas",
open,atvērts,
Open app switcher,Atvērt lietotņu pārslēdzēju,
Optional,Neobligāts,
optional,neobligāts,
Organizer,Organizators,
Owner,Īpašnieks,
Password updated,Parole atjaunināta,
Passwords don't match,Paroles nesakrīt,
Permission denied,Piekļuve liegta,
Phone numbers,Tālruņu numuri,
Pin items from any app using the bookmark button in the top bar,Piespraud vienumus no jebkuras lietotnes izmantojot grāmatzīmju pogu augšējā joslā,
Please fill in all password fields,Lūdzu aizpildi visus paroles laukus,
Please log in to access Dock.,Lūdzu piesakies lai piekļūtu Dock.,
"Please respond to this invitation in the calendar","Lūdzu atbildi uz šo ielūgumu kalendārā",
Postal code,Pasta indekss,
Primary,Primārais,
Primary address,Primārā adrese,
Privacy Policy,Privātuma politika,
Profile,Profils,
Refresh All,Atsvaidzināt visu,
"Reminder: {0} — {1} at {2}","Atgādinājums: {0} — {1} plkst. {2}",
Remove Do Not Contact,Noņemt atzīmi Nekontaktēt,
Remove tag,Noņemt birku,
Required,Obligāts,
required,obligāts,
Respond in,Atbildēt,
Restore,Atjaunot,
Restore from archive,Atjaunot no arhīva,
Revoking...,Atsauc...,
Room or address,Telpa vai adrese,
Save,Saglabāt,
Saving...,Saglabā...,
Search,Meklēt,
Search for people to invite...,Meklē cilvēkus lai uzaicinātu...,
Search is temporarily unavailable,Meklēšana īslaicīgi nav pieejama,
Search results,Meklēšanas rezultāti,
Search scope,Meklēšanas tvērums,
Search user by name or email…,Meklēt lietotāju pēc vārda vai e-pasta…,
Searching...,Meklē...,
Security,Drošība,
"Send an email or add a note to get started.","Nosūti e-pastu vai pievieno piezīmi lai sāktu.",
Session {0}/{1},Sesija {0}/{1},
Sessions,Sesijas,
Settings,Iestatījumi,
Settings not found,Iestatījumi nav atrasti,
Share,Koplietot,
Show,Rādīt,
Show less,Rādīt mazāk,
Social profiles,Sociālie profili,
"Sourced events can only be edited in the source app.","Importētos notikumus var rediģēt tikai avota lietotnē.",
Source Code,Pirmkods,
Start Focus,Sākt fokusu,
State / Province,Novads / apgabals,
"Street, number","Iela, numurs",
Sync Now,Sinhronizēt tagad,
Tag,Birka,
Tag cannot be empty,Birka nevar būt tukša,
Tags,Birkas,
Target not installed,Mērķis nav instalēts,
Task,Uzdevums,
"The settings component could not be loaded. Please reload the page.","Iestatījumu komponentu neizdevās ielādēt. Lūdzu pārlādē lapu.",
"This contact is archived and hidden from the People list.","Šis kontakts ir arhivēts un paslēpts no Cilvēku saraksta.",
This is a reminder for your upcoming event,Šis ir atgādinājums par tavu gaidāmo notikumu,
This person is marked as Do Not Contact.,Šī persona ir atzīmēta kā Nekontaktēt.,
"This record is already linked to this discussion","Šis ieraksts jau ir saistīts ar šo diskusiju",
Timer,Taimeris,
Timer running for {0} — did you forget?,Taimeris darbojas jau {0} — vai tu aizmirsi?,
"To remove {0}, run:","Lai noņemtu {0}, izpildi:",
Try a different search term,Pamēģini citu meklēšanas vaicājumu,
Two-Factor Authentication,Divfaktoru autentifikācija,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Divfaktoru autentifikācija nav iespējota šajā vietnē. Sazinies ar administratoru.",
Two-way,Divvirzienu,
Type at least 2 characters to search,Ievadi vismaz 2 rakstzīmes lai meklētu,
Type to search...,Raksti lai meklētu...,
"Unknown notification_type '{0}' for app '{1}'","Nezināms paziņojuma tips '{0}' lietotnei '{1}'",
Unknown device,Nezināma ierīce,
Unlink user — make external,Atsaistīt lietotāju — padarīt ārēju,
unsynced,nesinhronizēts,
Update,Atjaunināt,
Update password,Atjaunināt paroli,
Updating...,Atjaunina...,
Upload file,Augšupielādēt failu,
"Upload files like contracts, proposals, or documents.","Augšupielādē failus — līgumus, piedāvājumus vai dokumentus.",
Upload photo,Augšupielādēt foto,
Uploading...,Augšupielādē...,
Uploading…,Augšupielādē…,
View entry,Skatīt ierakstu,
Website,Tīmekļa vietne,
Where,Kur,
Work,Darbs,
Write a note...,Raksti piezīmi...,
Write a note... (not linked to any record),Raksti piezīmi... (nav saistīta ar ierakstu),
You,Tu,
You are not an attendee of this event.,Tu neesi šī notikuma dalībnieks.,
"You can have a maximum of {0} bookmarks","Tev var būt ne vairāk kā {0} grāmatzīmes",
You can only change status of your own events.,Tu vari mainīt tikai savu notikumu statusu.,
You can only delete your own comments,Tu vari dzēst tikai savus komentārus,
You can only delete your own events.,Tu vari dzēst tikai savus notikumus.,
You can only edit your own events.,Tu vari rediģēt tikai savus notikumus.,
You can only edit your own notes,Tu vari rediģēt tikai savas piezīmes,
"You can only manage attendees on your own events.","Tu vari pārvaldīt dalībniekus tikai savos notikumos.",
You can only view your own events.,Tu vari skatīt tikai savus notikumus.,
"You do not have permission to comment on this record","Tev nav atļaujas komentēt šo ierakstu",
You have already reacted with {0},Tu jau esi reaģējis ar {0},
You have been invited to the following event,Tu esi uzaicināts uz šādu notikumu,
Your attendance,Tava dalība,
Your response,Tava atbilde,
Z→A,Z→A,
Rescheduled event: {0},Pārcelts notikums: {0},
