source,target,context
Shared with team,Доступно команде,
Share with client,Поделиться с клиентом,
Showing {0} of {1} sessions,Показано {0} из {1} сессий,
Site label,Название сайта,
Sort: A–Z — click for last modified,Сортировка: А–Я — нажми для сортировки по дате изменения,
Sort: last modified — click for A–Z,Сортировка: по дате изменения — нажми для А–Я,
Start,Старт,
Start Timer,Запустить таймер,
Status,Статус,
Stop,Стоп,
Stop & Save,Остановить и сохранить,
Sunday,Воскресенье,
System,Системная,
Theme,Тема,
Theme preference,Предпочтение темы,
This email is already on,Этот email уже добавлен,
This link has been deactivated.,Эта ссылка была деактивирована.,
This link has expired. Please ask the sender for a new link.,Срок действия ссылки истёк. Попроси отправителя создать новую ссылку.,
This link is invalid or has been removed.,Эта ссылка недействительна или была удалена.,
Time,Время,
Time entry saved,Запись времени сохранена,
Timer unavailable,Таймер недоступен,
Timezone,Часовой пояс,
total,всего,
Try again,Попробовать снова,
Unread,Непрочитанные,
Open calendar,Открыть календарь,
Open in Desk,Открыть в Desk,
Open in {0},Открыть в {0},
User menu,Меню пользователя,
View existing →,Показать существующие →,
Visibility,Видимость,
View,Просмотр,
View all notifications,Все уведомления,
View time entry,Просмотреть запись времени,
Week starts on,Неделя начинается с,
Write,Запись,
What are you working on?,Над чем ты работаешь?,
You're all caught up,Ты всё прочитал,
Your Preferences,Твои предпочтения,
Your timer has been running for {0},Твой таймер работает уже {0},
Actions,Действия,
Add details about this event...,Добавь описание события...,
Add event,Добавить событие,
Agenda,Повестка,
All day,Весь день,
Calendar,Календарь,
Create Event,Создать событие,
Create in:,Создать в:,
Day,День,
Deadline,Дедлайн,
Delete Event,Удалить событие,
Delete this event? This cannot be undone.,Удалить это событие? Это действие нельзя отменить.,
Deleting…,Удаление…,
Description,Описание,
Details,Подробности,
End,Конец,
Event,Событие,
Event title,Название события,
Failed to create event,Не удалось создать событие,
Failed to delete event,Не удалось удалить событие,
Manage this event in,Управлять этим событием в,
Meeting,Встреча,
Milestone,Веха,
Month,Месяц,
My calendars,Мои календари,
New Event,Новое событие,
No actions available,Нет доступных действий,
No events,Нет событий,
Open in,Открыть в,
Other,Другое,
Permanently remove this event,Удалить это событие навсегда,
Review,Обзор,
Source,Источник,
Start date/time is required,Дата и время начала обязательны,
Title,Заголовок,
Title is required,Заголовок обязателен,
Today,Сегодня,
Type,Тип,
View full details in the source app,Полная информация в приложении-источнике,
Week,Неделя,
When,Когда,
{0} available,{0} доступно,
Available,Доступно,
Configure Frappe Manager to enable one-click updates.,Настрой Frappe Manager для обновлений в один клик.,
Copy command,Копировать команду,
Ecosystem Apps,Приложения экосистемы,
Failed,Ошибка,
Install,Установить,
Installed,Установлено,
Learn more,Подробнее,
No apps found,Приложения не найдены,
not installed,не установлено,
Open,Открыть,
Pro available,Доступна Pro-версия,
Queued…,В очереди…,
Refresh,Обновить,
Remove,Удалить,
Remove {0}? This will uninstall the app and may affect data.,Удалить {0}? Приложение будет удалено и это может затронуть данные.,
Restart required,Требуется перезапуск,
Restarting…,Перезапуск…,
"To install {0}, run:","Для установки {0} выполни:",
"To update {0}, run:","Для обновления {0} выполни:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Обновить {0} с v{1} до {2}? Это перезапустит Frappe.",
Update to {0},Обновить до {0},
Updated,Обновлено,
Updating…,Обновление…,
Up to date,Актуальная версия,
to version,до версии,
For whom?,Для кого?,
Working on?,Над чем?,
Search contacts...,Поиск контактов...,
Select type...,Выбери тип...,
Context,Контекст,
Contact,Контакт,
Context Type,Тип контекста,
Activity,Активность,
Activity will appear here as you and your team work across ecosystem apps.,Активность появится здесь по мере работы твоей команды в приложениях экосистемы.,
Acknowledge,Подтвердить,
All apps,Все приложения,
All Discussions,Все обсуждения,
All types,Все типы,
Archived,В архиве,
Cancel,Отмена,
Celebrate,Отметить,
Comments,Комментарии,
Create Discussion,Создать обсуждение,
Creating…,Создание…,
Ctrl+Enter to send,Ctrl+Enter для отправки,
Decision,Решение,
Discussion not found,Обсуждение не найдено,
Discussion title,Заголовок обсуждения,
Discussions,Обсуждения,
Flag,Флаг,
General,Общее,
just now,только что,
Keep commenting,Продолжай комментировать,
Linked Records,Связанные записи,
Linked to,Связано с,
Load more,Загрузить ещё,
Loading…,Загрузка…,
Meeting Protocol,Протокол встречи,
Mentioned,Упомянутые,
New Discussion,Новое обсуждение,
No activity yet,Активности пока нет,
No comments yet,Комментариев пока нет,
No discussions found,Обсуждения не найдены,
No discussions yet,Обсуждений пока нет,
Note,Заметка,
Notes,Заметки,
Participants,Участники,
Pin,Закрепить,
Pinned,Закреплено,
Proposal,Предложение,
Protocol,Протокол,
Reopen,Открыть заново,
Replies,Ответы,
Reply,Ответить,
Replying to comment,Ответ на комментарий,
Resolve,Решить,
Resolve Discussion,Завершить обсуждение,
Resolved,Решено,
Resolution,Решение,
Resolution summary...,Итоги решения...,
Retrospective,Ретроспектива,
Search discussions...,Поиск обсуждений...,
Seen,Просмотрено,
Send,Отправить,
Start Discussion,Начать обсуждение,
Unpin,Открепить,
Write a comment...,Написать комментарий...,
Write your discussion content...,Напиши содержание обсуждения...,
resolved,решено,
unread,непрочитанное,
{0} mentioned you in a comment,{0} упомянул тебя в комментарии,
{0} is already an attendee.,{0} уже является участником.,
{0} is not an attendee.,{0} не является участником.,
{0} is not installed,{0} не установлено,
{0} results found,Найдено результатов: {0},
+ Add tags,+ Добавить теги,
A→Z,А→Я,
Accept,Принять,
Action failed,Действие не выполнено,
Active now,Сейчас активен,
Add a note,Добавить заметку,
"Add a note to keep track of details about this contact.","Добавь заметку чтобы отслеживать подробности об этом контакте.",
Add address,Добавить адрес,
Add another address,Добавить ещё один адрес,
Add birthday,Добавить день рождения,
Add company,Добавить компанию,
Add job title,Добавить должность,
Add more tags...,Добавить ещё теги...,
Add tags...,Добавить теги...,
"Address is not linked to this contact","Адрес не привязан к этому контакту",
"Address line 1, city, and country are required","Обязательны: адрес (строка 1), город и страна",
ago,назад,
All companies,Все компании,
All day event,Событие на весь день,
"Apartment, suite, etc.","Квартира, офис и т.д.",
Apps,Приложения,
Archive contact,Архивировать контакт,
Attendees,Участники,
available,доступно,
Best regards,С уважением,
Bookmarks,Закладки,
"Both proposed start and end times are required.","Необходимо указать и время начала, и время окончания.",
Break,Перерыв,
Bridge not registered,Мост не зарегистрирован,
Calendar Settings,Настройки календаря,
Call,Звонок,
Cannot change bookmark owner,Нельзя изменить владельца закладки,
Cannot revoke your current session,Нельзя отозвать текущую сессию,
Change Password,Изменить пароль,
Change photo,Изменить фото,
Check Status,Проверить статус,
City,Город,
Clear,Очистить,
Clear filters,Сбросить фильтры,
Close search,Закрыть поиск,
Cmd+Enter to save,Cmd+Enter для сохранения,
Coming soon,Скоро,
Coming up!,Скоро начнётся!,
Comment,Комментарий,
Community Edition,Версия Community,
Complete,Завершено,
Confirm new password,Подтверди новый пароль,
Copy,Копировать,
Could not load notes,Не удалось загрузить заметки,
Country,Страна,
"Country '{0}' not found. Please select a valid country.","Страна «{0}» не найдена. Выбери существующую страну.",
Create a contact to get started,Создай контакт чтобы начать,
Created event: {0},Событие создано: {0},
Creating...,Создание...,
Current,Текущий,
Current password,Текущий пароль,
Current password is incorrect,Текущий пароль неверен,
Currency,Валюта,
Date,Дата,
Decline,Отклонить,
Department,Отдел,
Do Not Contact,Не связываться,
Dock,Dock,
Download,Скачать,
"e.g. en, fr, de","напр. en, fr, de",
Edit,Редактировать,
Edit address,Редактировать адрес,
Edit Timer,Редактировать таймер,
Email addresses,Адреса эл. почты,
Enabled,Включено,
"End time was before start time. Adjusted to 1 hour after start.","Время окончания было раньше начала. Установлено на 1 час после начала.",
Error,Ошибка,
Event '{0}' status changed to {1},Статус события «{0}» изменён на {1},
Event Type,Тип события,
events,события,
External,Внешний,
External — no user account,Внешний — нет аккаунта,
Failed to change password,Не удалось изменить пароль,
Failed to check status,Не удалось проверить статус,
Failed to load apps,Не удалось загрузить приложения,
Failed to load settings,Не удалось загрузить настройки,
"Field '{0}' is not editable","Поле «{0}» нельзя редактировать",
Files,Файлы,
First Name,Имя,
Focus,Фокус,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Manager не настроен в настройках Dock.",
Hello {0},Привет {0},
Inactive,Неактивный,
Integrations,Интеграции,
Internal,Внутренний,
Internal — has a user account,Внутренний — есть аккаунт,
Invalid RSVP status,Недопустимый статус RSVP,
Invalid status,Недопустимый статус,
"Invalid status. Must be one of: {0}","Недопустимый статус. Допустимые значения: {0}",
"Invitation: {0} — {1} at {2}","Приглашение: {0} — {1} в {2}",
Invite People,Пригласить людей,
Join meeting →,Присоединиться к встрече →,
Language,Язык,
Last activity,Последняя активность,
Last modified,Последнее изменение,
Last Name,Фамилия,
Last sync,Последняя синхронизация,
Link user account,Привязать аккаунт пользователя,
Linked records,Связанные записи,
Loading settings...,Загрузка настроек...,
Loading...,Загрузка...,
Location,Место,
Mark Do Not Contact,Отметить «Не связываться»,
Maybe,Возможно,
Meeting Link,Ссылка на встречу,
Meeting title,Название встречи,
Meeting URL,URL встречи,
Mine,Мои,
Modified,Изменено,
navigate,перейти,
New note,Новая заметка,
New password,Новый пароль,
new tab,новая вкладка,
New tag,Новый тег,
No active sessions found,Активные сессии не найдены,
No activity,Нет активности,
No attendees,Нет участников,
No bookmarks yet,Закладок пока нет,
No bridges registered,Мосты не зарегистрированы,
No contacts match these filters,Нет контактов по этим фильтрам,
No file uploaded,Файл не загружен,
No files attached,Файлы не прикреплены,
No notes yet,Заметок пока нет,
No results found,Ничего не найдено,
No settings registered for this app.,Для этого приложения нет зарегистрированных настроек.,
No status endpoint declared,Эндпоинт статуса не объявлен,
No sync endpoint declared,Эндпоинт синхронизации не объявлен,
No tags found,Теги не найдены,
Not checked,Не проверено,
Not configured,Не настроено,
Not permitted,Нет доступа,
Note content cannot be empty,Содержимое заметки не может быть пустым,
Notification Settings,Настройки уведомлений,
Number format,Формат чисел,
One-way,Односторонний,
"Only native Dock events can be deleted here.","Здесь можно удалять только собственные события Dock.",
"Only System Manager can trigger bridge sync","Только системный менеджер может запускать синхронизацию моста",
"Only System Manager can view sync logs","Только системный менеджер может просматривать логи синхронизации",
"Only the contact owner can change the photo","Только владелец контакта может менять фото",
"Only the contact owner can edit this contact","Только владелец контакта может редактировать этот контакт",
"Only the event organizer can send invitations.","Только организатор события может отправлять приглашения.",
"Only the session creator or a Dock Manager can revoke sessions","Только создатель сессии или менеджер Dock может отзывать сессии",
open,открыть,
Open app switcher,Открыть переключатель приложений,
Optional,Необязательно,
optional,необязательно,
Organizer,Организатор,
Owner,Владелец,
Password updated,Пароль обновлён,
Passwords don't match,Пароли не совпадают,
Permission denied,Доступ запрещён,
Phone numbers,Номера телефонов,
Pin items from any app using the bookmark button in the top bar,Закрепляй элементы из любого приложения кнопкой закладки в верхней панели,
Please fill in all password fields,Заполни все поля пароля,
Please log in to access Dock.,Войди в систему для доступа к Dock.,
"Please respond to this invitation in the calendar","Ответь на это приглашение в календаре",
Postal code,Почтовый индекс,
Primary,Основной,
Primary address,Основной адрес,
Privacy Policy,Политика конфиденциальности,
Profile,Профиль,
Refresh All,Обновить все,
"Reminder: {0} — {1} at {2}","Напоминание: {0} — {1} в {2}",
Remove Do Not Contact,Снять отметку «Не связываться»,
Remove tag,Удалить тег,
Required,Обязательно,
required,обязательно,
Respond in,Ответить в,
Restore,Восстановить,
Restore from archive,Восстановить из архива,
Revoking...,Отзыв...,
Room or address,Комната или адрес,
Save,Сохранить,
Saving...,Сохранение...,
Search,Поиск,
Search for people to invite...,Найди людей для приглашения...,
Search is temporarily unavailable,Поиск временно недоступен,
Search results,Результаты поиска,
Search scope,Область поиска,
Search user by name or email…,Поиск пользователя по имени или email…,
Searching...,Поиск...,
Security,Безопасность,
"Send an email or add a note to get started.","Отправь письмо или добавь заметку для начала.",
Session {0}/{1},Сессия {0}/{1},
Sessions,Сессии,
Settings,Настройки,
Settings not found,Настройки не найдены,
Share,Поделиться,
Show,Показать,
Show less,Показать меньше,
Social profiles,Соцсети,
"Sourced events can only be edited in the source app.","Импортированные события можно редактировать только в приложении-источнике.",
Source Code,Исходный код,
Start Focus,Включить фокус,
State / Province,Область / Регион,
"Street, number","Улица, дом",
Sync Now,Синхронизировать,
Tag,Тег,
Tag cannot be empty,Тег не может быть пустым,
Tags,Теги,
Target not installed,Целевое приложение не установлено,
Task,Задача,
"The settings component could not be loaded. Please reload the page.","Компонент настроек не удалось загрузить. Перезагрузи страницу.",
"This contact is archived and hidden from the People list.","Этот контакт в архиве и скрыт из списка «Люди».",
This is a reminder for your upcoming event,Это напоминание о предстоящем событии,
This person is marked as Do Not Contact.,Этот контакт отмечен как «Не связываться».,
"This record is already linked to this discussion","Эта запись уже связана с этим обсуждением",
Timer,Таймер,
Timer running for {0} — did you forget?,Таймер работает уже {0} — ты не забыл?,
"To remove {0}, run:","Для удаления {0} выполни:",
Try a different search term,Попробуй другой поисковый запрос,
Two-Factor Authentication,Двухфакторная аутентификация,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Двухфакторная аутентификация не включена на этом сайте. Обратись к администратору.",
Two-way,Двусторонний,
Type at least 2 characters to search,Введи минимум 2 символа для поиска,
Type to search...,Начни вводить для поиска...,
"Unknown notification_type '{0}' for app '{1}'","Неизвестный notification_type «{0}» для приложения «{1}»",
Unknown device,Неизвестное устройство,
Unlink user — make external,Отвязать пользователя — сделать внешним,
unsynced,не синхронизировано,
Update,Обновить,
Update password,Обновить пароль,
Updating...,Обновление...,
Upload file,Загрузить файл,
"Upload files like contracts, proposals, or documents.","Загружай файлы: договоры, предложения или документы.",
Upload photo,Загрузить фото,
Uploading...,Загрузка...,
Uploading…,Загрузка…,
View entry,Просмотреть запись,
Website,Сайт,
Where,Где,
Work,Работа,
Write a note...,Написать заметку...,
Write a note... (not linked to any record),Написать заметку... (не привязана к записи),
You,Ты,
You are not an attendee of this event.,Ты не являешься участником этого события.,
"You can have a maximum of {0} bookmarks","Максимальное количество закладок: {0}",
You can only change status of your own events.,Ты можешь менять статус только своих событий.,
You can only delete your own comments,Ты можешь удалять только свои комментарии,
You can only delete your own events.,Ты можешь удалять только свои события.,
You can only edit your own events.,Ты можешь редактировать только свои события.,
You can only edit your own notes,Ты можешь редактировать только свои заметки,
"You can only manage attendees on your own events.","Ты можешь управлять участниками только своих событий.",
You can only view your own events.,Ты можешь просматривать только свои события.,
"You do not have permission to comment on this record","У тебя нет прав комментировать эту запись",
You have already reacted with {0},Ты уже поставил реакцию {0},
You have been invited to the following event,Тебя пригласили на следующее событие,
Your attendance,Твоё присутствие,
Your response,Твой ответ,
Z→A,Я→А,
Rescheduled event: {0},Событие перенесено: {0},
