source,target,context
Load more,Pakia zaidi,
Loading…,Inapakia…,
Meeting Protocol,Itifaki ya Mkutano,
Mentioned,Imetajwa,
New Discussion,Majadiliano Mapya,
No activity yet,Hakuna shughuli bado,
No comments yet,Hakuna maoni bado,
No discussions found,Hakuna majadiliano yaliyopatikana,
No discussions yet,Hakuna majadiliano bado,
Note,Dokezo,
Notes,Madokezo,
Participants,Washiriki,
Pin,Bandika,
Pinned,Imebandikwa,
Proposal,Pendekezo,
Protocol,Itifaki,
Reopen,Fungua tena,
Replies,Majibu,
Reply,Jibu,
Replying to comment,Inajibu maoni,
Resolve,Tatua,
Resolve Discussion,Tatua Majadiliano,
Resolved,Imetatuliwa,
Resolution,Utatuzi,
Resolution summary...,Muhtasari wa utatuzi...,
Retrospective,Tathmini ya nyuma,
Search discussions...,Tafuta majadiliano...,
Seen,Imeonekana,
Send,Tuma,
Start Discussion,Anza Majadiliano,
Unpin,Bandua,
Write a comment...,Andika maoni...,
Write your discussion content...,Andika maudhui ya majadiliano yako...,
resolved,imetatuliwa,
unread,haijasomwa,
{0} mentioned you in a comment,{0} amekutaja kwenye maoni,
{0} is already an attendee.,{0} tayari ni mshiriki.,
{0} is not an attendee.,{0} si mshiriki.,
{0} is not installed,{0} haijasakinishwa,
{0} results found,Matokeo {0} yamepatikana,
+ Add tags,+ Ongeza lebo,
A→Z,A→Z,
Accept,Kubali,
Action failed,Kitendo kimeshindikana,
Active now,Hai sasa,
Add a note,Ongeza dokezo,
"Add a note to keep track of details about this contact.","Ongeza dokezo ili kufuatilia maelezo kuhusu mwasiliani huyu.",
Add address,Ongeza anwani,
Add another address,Ongeza anwani nyingine,
Add birthday,Ongeza siku ya kuzaliwa,
Add company,Ongeza kampuni,
Add job title,Ongeza cheo cha kazi,
Add more tags...,Ongeza lebo zaidi...,
Add tags...,Ongeza lebo...,
"Address is not linked to this contact","Anwani haijaunganishwa na mwasiliani huyu",
"Address line 1, city, and country are required","Mstari wa anwani 1, jiji na nchi vinahitajika",
ago,iliyopita,
All companies,Kampuni zote,
All day event,Tukio la siku nzima,
"Apartment, suite, etc.","Ghorofa, suite, n.k.",
Apps,Programu,
Archive contact,Hifadhi mwasiliani kwenye kumbukumbu,
Attendees,Washiriki,
available,inapatikana,
Best regards,Salamu njema,
Bookmarks,Alamisho,
"Both proposed start and end times are required.","Nyakati zote za kuanza na kumalizika zinazopendekezwa zinahitajika.",
Break,Pumziko,
Bridge not registered,Daraja haijasajiliwa,
Calendar Settings,Mipangilio ya Kalenda,
Call,Piga simu,
Cannot change bookmark owner,Haiwezi kubadilisha mmiliki wa alamisho,
Cannot revoke your current session,Haiwezi kubatilisha kipindi chako cha sasa,
Change Password,Badilisha Nenosiri,
Change photo,Badilisha picha,
Check Status,Angalia Hali,
City,Jiji,
Clear,Futa,
Clear filters,Futa vichujio,
Close search,Funga utafutaji,
Cmd+Enter to save,Cmd+Enter kuhifadhi,
Coming soon,Inakuja hivi karibuni,
Coming up!,Inakuja!,
Comment,Maoni,
Community Edition,Toleo la Jamii,
Complete,Kamilisha,
Confirm new password,Thibitisha nenosiri jipya,
Copy,Nakili,
Could not load notes,Haikuweza kupakia madokezo,
Country,Nchi,
"Country '{0}' not found. Please select a valid country.","Nchi '{0}' haikupatikana. Tafadhali chagua nchi halali.",
Create a contact to get started,Unda mwasiliani ili kuanza,
Created event: {0},Tukio limeundwa: {0},
Creating...,Inaunda...,
Current,Ya sasa,
Current password,Nenosiri la sasa,
Current password is incorrect,Nenosiri la sasa si sahihi,
Currency,Sarafu,
Date,Tarehe,
Decline,Kataa,
Department,Idara,
Do Not Contact,Usiwasiliane,
Dock,Dock,
Download,Pakua,
"e.g. en, fr, de","k.m. en, fr, de",
Edit,Hariri,
Edit address,Hariri anwani,
Edit Timer,Hariri Kipima Muda,
Email addresses,Anwani za barua pepe,
Enabled,Imewezeshwa,
"End time was before start time. Adjusted to 1 hour after start.","Muda wa mwisho ulikuwa kabla ya muda wa kuanza. Umerekebishwa hadi saa 1 baada ya kuanza.",
Error,Hitilafu,
Event '{0}' status changed to {1},Hali ya tukio '{0}' imebadilishwa kuwa {1},
Event Type,Aina ya Tukio,
events,matukio,
External,Ya nje,
External — no user account,Ya nje — hakuna akaunti ya mtumiaji,
Failed to change password,Imeshindwa kubadilisha nenosiri,
Failed to check status,Imeshindwa kuangalia hali,
Failed to load apps,Imeshindwa kupakia programu,
Failed to load settings,Imeshindwa kupakia mipangilio,
"Field '{0}' is not editable","Sehemu '{0}' haiwezi kuhaririwa",
Files,Faili,
First Name,Jina la Kwanza,
Focus,Makini,
"Frappe Manager URL is not configured in Dock Settings.","URL ya Frappe Manager haijasanidiwa katika Mipangilio ya Dock.",
Hello {0},Habari {0},
Inactive,Haifanyi kazi,
Integrations,Muunganisho,
Internal,Ya ndani,
Internal — has a user account,Ya ndani — ana akaunti ya mtumiaji,
Invalid RSVP status,Hali ya RSVP si halali,
Invalid status,Hali si halali,
"Invalid status. Must be one of: {0}","Hali si halali. Lazima iwe moja ya: {0}",
"Invitation: {0} — {1} at {2}","Mwaliko: {0} — {1} saa {2}",
Invite People,Alika Watu,
Join meeting →,Jiunge na mkutano →,
Language,Lugha,
Last activity,Shughuli ya mwisho,
Last modified,Iliyobadilishwa mwisho,
Last Name,Jina la Mwisho,
Last sync,Usawazishaji wa mwisho,
Link user account,Unganisha akaunti ya mtumiaji,
Linked records,Rekodi zilizounganishwa,
Loading settings...,Inapakia mipangilio...,
Loading...,Inapakia...,
Location,Mahali,
Mark Do Not Contact,Weka Usiwasiliane,
Maybe,Labda,
Meeting Link,Kiungo cha Mkutano,
Meeting title,Kichwa cha mkutano,
Meeting URL,URL ya Mkutano,
Mine,Yangu,
Modified,Imebadilishwa,
navigate,sogeza,
New note,Dokezo jipya,
New password,Nenosiri jipya,
new tab,kichupo kipya,
New tag,Lebo mpya,
No active sessions found,Hakuna vipindi hai vilivyopatikana,
No activity,Hakuna shughuli,
No attendees,Hakuna washiriki,
No bookmarks yet,Hakuna alamisho bado,
No bridges registered,Hakuna madaraja yaliyosajiliwa,
No contacts match these filters,Hakuna wawasiliani wanaolingana na vichujio hivi,
No file uploaded,Hakuna faili iliyopakiwa,
No files attached,Hakuna faili zilizoambatishwa,
No notes yet,Hakuna madokezo bado,
No results found,Hakuna matokeo yaliyopatikana,
No settings registered for this app.,Hakuna mipangilio iliyosajiliwa kwa programu hii.,
No status endpoint declared,Hakuna sehemu ya hali iliyotangazwa,
No sync endpoint declared,Hakuna sehemu ya usawazishaji iliyotangazwa,
No tags found,Hakuna lebo zilizopatikana,
Not checked,Haijaangaliwa,
Not configured,Haijasanidiwa,
Not permitted,Hairuhusiwi,
Note content cannot be empty,Maudhui ya dokezo hayawezi kuwa tupu,
Notification Settings,Mipangilio ya Arifa,
Number format,Muundo wa nambari,
One-way,Njia moja,
"Only native Dock events can be deleted here.","Matukio ya asili ya Dock pekee yanaweza kufutwa hapa.",
"Only System Manager can trigger bridge sync","Meneja wa Mfumo pekee anaweza kuanzisha usawazishaji wa daraja",
"Only System Manager can view sync logs","Meneja wa Mfumo pekee anaweza kuona kumbukumbu za usawazishaji",
"Only the contact owner can change the photo","Mmiliki wa mwasiliani pekee anaweza kubadilisha picha",
"Only the contact owner can edit this contact","Mmiliki wa mwasiliani pekee anaweza kuhariri mwasiliani huyu",
"Only the event organizer can send invitations.","Mratibu wa tukio pekee anaweza kutuma mwaliko.",
"Only the session creator or a Dock Manager can revoke sessions","Muundaji wa kipindi au Meneja wa Dock pekee anaweza kubatilisha vipindi",
open,fungua,
Open app switcher,Fungua kibadilishaji programu,
Optional,Hiari,
optional,hiari,
Organizer,Mratibu,
Owner,Mmiliki,
Password updated,Nenosiri limesasishwa,
Passwords don't match,Nenosiri hazilingani,
Permission denied,Ruhusa imekataliwa,
Phone numbers,Nambari za simu,
Pin items from any app using the bookmark button in the top bar,Bandika vitu kutoka programu yoyote kwa kutumia kitufe cha alamisho kwenye upau wa juu,
Please fill in all password fields,Tafadhali jaza sehemu zote za nenosiri,
Please log in to access Dock.,Tafadhali ingia ili kufikia Dock.,
"Please respond to this invitation in the calendar","Tafadhali jibu mwaliko huu katika kalenda",
Postal code,Msimbo wa posta,
Primary,Msingi,
Primary address,Anwani ya msingi,
Privacy Policy,Sera ya Faragha,
Profile,Wasifu,
Refresh All,Onyesha Upya Zote,
"Reminder: {0} — {1} at {2}","Ukumbusho: {0} — {1} saa {2}",
Remove Do Not Contact,Ondoa Usiwasiliane,
Remove tag,Ondoa lebo,
Required,Inahitajika,
required,inahitajika,
Respond in,Jibu katika,
Restore,Rejesha,
Restore from archive,Rejesha kutoka kumbukumbu,
Revoking...,Inabatilisha...,
Room or address,Chumba au anwani,
Save,Hifadhi,
Saving...,Inahifadhi...,
Search,Tafuta,
Search for people to invite...,Tafuta watu wa kualika...,
Search is temporarily unavailable,Utafutaji haupatikani kwa muda,
Search results,Matokeo ya utafutaji,
Search scope,Upeo wa utafutaji,
Search user by name or email…,Tafuta mtumiaji kwa jina au barua pepe…,
Searching...,Inatafuta...,
Security,Usalama,
"Send an email or add a note to get started.","Tuma barua pepe au ongeza dokezo ili kuanza.",
Session {0}/{1},Kipindi {0}/{1},
Sessions,Vipindi,
Settings,Mipangilio,
Settings not found,Mipangilio haikupatikana,
Share,Shiriki,
Show,Onyesha,
Show less,Onyesha kidogo,
Social profiles,Wasifu wa kijamii,
"Sourced events can only be edited in the source app.","Matukio yenye chanzo yanaweza kuhaririwa tu katika programu chanzo.",
Source Code,Msimbo wa Chanzo,
Start Focus,Anza Makini,
State / Province,Jimbo / Mkoa,
"Street, number","Mtaa, nambari",
Sync Now,Sawazisha Sasa,
Tag,Lebo,
Tag cannot be empty,Lebo haiwezi kuwa tupu,
Tags,Lebo,
Target not installed,Lengo haijasakinishwa,
Task,Kazi,
"The settings component could not be loaded. Please reload the page.","Sehemu ya mipangilio haikuweza kupakiwa. Tafadhali pakia upya ukurasa.",
"This contact is archived and hidden from the People list.","Mwasiliani huyu amehifadhiwa kwenye kumbukumbu na amefichwa kutoka orodha ya Watu.",
This is a reminder for your upcoming event,Huu ni ukumbusho wa tukio lako lijalo,
This person is marked as Do Not Contact.,Mtu huyu amewekwa alama ya Usiwasiliane.,
"This record is already linked to this discussion","Rekodi hii tayari imeunganishwa na majadiliano haya",
Timer,Kipima Muda,
Timer running for {0} — did you forget?,Kipima muda kinaendesha kwa {0} — ulisahau?,
"To remove {0}, run:","Ili kuondoa {0}, endesha:",
Try a different search term,Jaribu neno tofauti la utafutaji,
Two-Factor Authentication,Uthibitishaji wa Hatua Mbili,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Uthibitishaji wa hatua mbili haujawezeshwa kwenye tovuti hii. Wasiliana na msimamizi wako.",
Two-way,Njia mbili,
Type at least 2 characters to search,Andika angalau herufi 2 ili kutafuta,
Type to search...,Andika ili kutafuta...,
"Unknown notification_type '{0}' for app '{1}'","notification_type '{0}' isiyojulikana kwa programu '{1}'",
Unknown device,Kifaa kisichojulikana,
Unlink user — make external,Tenganisha mtumiaji — fanya ya nje,
unsynced,haijasawazishwa,
Update,Sasisha,
Update password,Sasisha nenosiri,
Updating...,Inasasisha...,
Upload file,Pakia faili,
"Upload files like contracts, proposals, or documents.","Pakia faili kama mikataba, mapendekezo au hati.",
Upload photo,Pakia picha,
Uploading...,Inapakia...,
Uploading…,Inapakia…,
View entry,Tazama ingizo,
Website,Tovuti,
Where,Wapi,
Work,Kazi,
Write a note...,Andika dokezo...,
Write a note... (not linked to any record),Andika dokezo... (haijaunganishwa na rekodi yoyote),
You,Wewe,
You are not an attendee of this event.,Wewe si mshiriki wa tukio hili.,
"You can have a maximum of {0} bookmarks","Unaweza kuwa na kiwango cha juu cha alamisho {0}",
You can only change status of your own events.,Unaweza kubadilisha hali ya matukio yako tu.,
You can only delete your own comments,Unaweza kufuta maoni yako tu,
You can only delete your own events.,Unaweza kufuta matukio yako tu.,
You can only edit your own events.,Unaweza kuhariri matukio yako tu.,
You can only edit your own notes,Unaweza kuhariri madokezo yako tu,
"You can only manage attendees on your own events.","Unaweza kusimamia washiriki wa matukio yako tu.",
You can only view your own events.,Unaweza kutazama matukio yako tu.,
"You do not have permission to comment on this record","Huna ruhusa ya kutoa maoni kwenye rekodi hii",
You have already reacted with {0},Tayari umeitikia kwa {0},
You have been invited to the following event,Umealikwa kwenye tukio lifuatalo,
Your attendance,Mahudhurio yako,
Your response,Jibu lako,
Z→A,Z→A,
Rescheduled event: {0},Tukio limepangwa upya: {0},
