source,target,context
Failed to check status,Не вдалося перевірити статус,
Failed to load apps,Не вдалося завантажити застосунки,
Failed to load settings,Не вдалося завантажити налаштування,
"Field '{0}' is not editable","Поле «{0}» не можна редагувати",
Files,Файли,
First Name,Імʼя,
Focus,Фокус,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Manager не налаштовано в Налаштуваннях Dock.",
Hello {0},Привіт {0},
Inactive,Неактивний,
Integrations,Інтеграції,
Internal,Внутрішній,
Internal — has a user account,Внутрішній — має обліковий запис,
Invalid RSVP status,Недійсний статус RSVP,
Invalid status,Недійсний статус,
"Invalid status. Must be one of: {0}","Недійсний статус. Має бути одним з: {0}",
"Invitation: {0} — {1} at {2}","Запрошення: {0} — {1} о {2}",
Invite People,Запросити людей,
Join meeting →,Приєднатися до зустрічі →,
Language,Мова,
Last activity,Остання активність,
Last modified,Остання зміна,
Last Name,Прізвище,
Last sync,Остання синхронізація,
Link user account,Привʼязати обліковий запис,
Linked records,Повʼязані записи,
Loading settings...,Завантаження налаштувань...,
Loading...,Завантаження...,
Location,Місцезнаходження,
Mark Do Not Contact,Позначити як «Не контактувати»,
Maybe,Можливо,
Meeting Link,Посилання на зустріч,
Meeting title,Назва зустрічі,
Meeting URL,URL зустрічі,
Mine,Мої,
Modified,Змінено,
navigate,перейти,
New note,Нова нотатка,
New password,Новий пароль,
new tab,нова вкладка,
New tag,Новий теґ,
No active sessions found,Активних сесій не знайдено,
No activity,Немає активності,
No attendees,Немає учасників,
No bookmarks yet,Закладок ще немає,
No bridges registered,Мостів не зареєстровано,
No contacts match these filters,Жоден контакт не відповідає цим фільтрам,
No file uploaded,Файл не завантажено,
No files attached,Файлів не прикріплено,
No notes yet,Нотаток ще немає,
No results found,Нічого не знайдено,
No settings registered for this app.,Для цього застосунку не зареєстровано налаштувань.,
No status endpoint declared,Ендпоінт статусу не оголошено,
No sync endpoint declared,Ендпоінт синхронізації не оголошено,
No tags found,Теґів не знайдено,
Not checked,Не перевірено,
Not configured,Не налаштовано,
Not permitted,Не дозволено,
Note content cannot be empty,Вміст нотатки не може бути порожнім,
Notification Settings,Налаштування сповіщень,
Number format,Формат чисел,
One-way,Односторонній,
"Only native Dock events can be deleted here.","Тут можна видаляти лише власні події Dock.",
"Only System Manager can trigger bridge sync","Лише System Manager може запускати синхронізацію моста",
"Only System Manager can view sync logs","Лише System Manager може переглядати логи синхронізації",
"Only the contact owner can change the photo","Лише власник контакту може змінювати фото",
"Only the contact owner can edit this contact","Лише власник контакту може редагувати цей контакт",
"Only the event organizer can send invitations.","Лише організатор події може надсилати запрошення.",
"Only the session creator or a Dock Manager can revoke sessions","Лише створювач сесії або Dock Manager може відкликати сесії",
open,відкрити,
Open app switcher,Відкрити перемикач застосунків,
Optional,Необовʼязково,
optional,необовʼязково,
Organizer,Організатор,
Owner,Власник,
Password updated,Пароль оновлено,
Passwords don't match,Паролі не збігаються,
Permission denied,Доступ заборонено,
Phone numbers,Номери телефонів,
Pin items from any app using the bookmark button in the top bar,Закріплюй елементи з будь-якого застосунку кнопкою закладок у верхній панелі,
Please fill in all password fields,Заповни всі поля пароля,
Please log in to access Dock.,Увійди в систему для доступу до Dock.,
"Please respond to this invitation in the calendar","Дай відповідь на це запрошення в календарі",
Postal code,Поштовий індекс,
Primary,Основний,
Primary address,Основна адреса,
Privacy Policy,Політика конфіденційності,
Profile,Профіль,
Refresh All,Оновити все,
"Reminder: {0} — {1} at {2}","Нагадування: {0} — {1} о {2}",
Remove Do Not Contact,Зняти позначку «Не контактувати»,
Remove tag,Видалити теґ,
Required,Обовʼязкове,
required,обовʼязкове,
Respond in,Відповісти в,
Restore,Відновити,
Restore from archive,Відновити з архіву,
Revoking...,Відкликання...,
Room or address,Кімната або адреса,
Save,Зберегти,
Saving...,Збереження...,
Search,Пошук,
Search for people to invite...,Шукай людей для запрошення...,
Search is temporarily unavailable,Пошук тимчасово недоступний,
Search results,Результати пошуку,
Search scope,Область пошуку,
Search user by name or email…,Пошук користувача за імʼям або email…,
Searching...,Пошук...,
Security,Безпека,
"Send an email or add a note to get started.","Надішли лист або додай нотатку, щоб почати.",
Session {0}/{1},Сесія {0}/{1},
Sessions,Сесії,
Settings,Налаштування,
Settings not found,Налаштування не знайдено,
Share,Поділитися,
Show,Показати,
Show less,Показати менше,
Social profiles,Соціальні профілі,
"Sourced events can only be edited in the source app.","Імпортовані події можна редагувати лише в застосунку-джерелі.",
Source Code,Вихідний код,
Start Focus,Розпочати фокус,
State / Province,Область / Край,
"Street, number","Вулиця, номер",
Sync Now,Синхронізувати зараз,
Tag,Теґ,
Tag cannot be empty,Теґ не може бути порожнім,
Tags,Теґи,
Target not installed,Ціль не встановлена,
Task,Задача,
"The settings component could not be loaded. Please reload the page.","Не вдалося завантажити компонент налаштувань. Перезавантаж сторінку.",
"This contact is archived and hidden from the People list.","Цей контакт архівовано та приховано зі списку Люди.",
This is a reminder for your upcoming event,Це нагадування про твою найближчу подію,
This person is marked as Do Not Contact.,Цю особу позначено як «Не контактувати».,
"This record is already linked to this discussion","Цей запис вже повʼязаний з цим обговоренням",
Timer,Таймер,
Timer running for {0} — did you forget?,Таймер працює вже {0} — ти не забув(-ла)?,
"To remove {0}, run:","Щоб видалити {0}, виконай:",
Try a different search term,Спробуй інший пошуковий запит,
Two-Factor Authentication,Двофакторна автентифікація,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Двофакторну автентифікацію не увімкнено на цьому сайті. Звернися до адміністратора.",
Two-way,Двосторонній,
Type at least 2 characters to search,Введи щонайменше 2 символи для пошуку,
Type to search...,Введи для пошуку...,
"Unknown notification_type '{0}' for app '{1}'","Невідомий notification_type «{0}» для застосунку «{1}»",
Unknown device,Невідомий пристрій,
Unlink user — make external,Відвʼязати користувача — зробити зовнішнім,
unsynced,не синхронізовано,
Update,Оновити,
Update password,Оновити пароль,
Updating...,Оновлення...,
Upload file,Завантажити файл,
"Upload files like contracts, proposals, or documents.","Завантажуй файли: контракти, пропозиції або документи.",
Upload photo,Завантажити фото,
Uploading...,Завантаження...,
Uploading…,Завантаження…,
View entry,Переглянути запис,
Website,Вебсайт,
Where,Де,
Work,Робота,
Write a note...,Написати нотатку...,
Write a note... (not linked to any record),Написати нотатку... (не повʼязана з жодним записом),
You,Ти,
You are not an attendee of this event.,Ти не є учасником цієї події.,
"You can have a maximum of {0} bookmarks","Максимальна кількість закладок — {0}",
You can only change status of your own events.,Ти можеш змінювати статус лише своїх подій.,
You can only delete your own comments,Ти можеш видаляти лише свої коментарі,
You can only delete your own events.,Ти можеш видаляти лише свої події.,
You can only edit your own events.,Ти можеш редагувати лише свої події.,
You can only edit your own notes,Ти можеш редагувати лише свої нотатки,
"You can only manage attendees on your own events.","Ти можеш керувати учасниками лише у своїх подіях.",
You can only view your own events.,Ти можеш переглядати лише свої події.,
"You do not have permission to comment on this record","Ти не маєш дозволу коментувати цей запис",
You have already reacted with {0},Ти вже відреагував(-ла) {0},
You have been invited to the following event,Тебе запрошено на наступну подію,
Your attendance,Твоя присутність,
Your response,Твоя відповідь,
Z→A,Я→А,
Rescheduled event: {0},Перенесено подію: {0},
