source,target,context
Copy link,ലിങ്ക് പകർത്തുക,
Copy portal URL,പോർട്ടൽ URL പകർത്തുക,
Dark,ഇരുണ്ട,
Date format,തീയതി ഫോർമാറ്റ്,
Default app on login,ലോഗിൻ സമയത്തെ ഡീഫോൾട്ട് app,
Discover ecosystem apps,ഇക്കോസിസ്റ്റം app കൾ കണ്ടെത്തുക,
Delete,ഇല്ലാതാക്കുക,
Displayed in the top bar,ടോപ്പ് ബാറിൽ കാണിക്കുന്നു,
Dock Settings,Dock ക്രമീകരണങ്ങൾ,
Done,പൂർത്തിയായി,
Done editing,എഡിറ്റിംഗ് പൂർത്തിയായി,
Drag to reorder {0},{0} പുനഃക്രമീകരിക്കാൻ വലിച്ചിടുക,
Edit bookmarks,ബുക്ക്‌മാർക്കുകൾ എഡിറ്റ് ചെയ്യുക,
e.g. Europe/Berlin,ഉദാ. Europe/Berlin,
Email,ഇമെയിൽ,
Enable bookmarks,ബുക്ക്‌മാർക്കുകൾ പ്രവർത്തനക്ഷമമാക്കുക,
Everyone,എല്ലാവരും,
Enable global timer,ഗ്ലോബൽ ടൈമർ പ്രവർത്തനക്ഷമമാക്കുക,
Enable recent items,സമീപകാല ഇനങ്ങൾ പ്രവർത്തനക്ഷമമാക്കുക,
Expired,കാലാവധി കഴിഞ്ഞു,
Expires,കാലാവധി,
Expires: {0},കാലാവധി: {0},
Failed to generate link. Please try again.,ലിങ്ക് സൃഷ്ടിക്കാനായില്ല. ദയവായി വീണ്ടും ശ്രമിക്കുക.,
Failed to load sessions.,സെഷനുകൾ ലോഡ് ചെയ്യാനായില്ല.,
Features,സവിശേഷതകൾ,
Full name,പൂർണ്ണ നാമം,
Frappe Desk,Frappe Desk,
Generate link,ലിങ്ക് സൃഷ്ടിക്കുക,
Generating…,സൃഷ്ടിക്കുന്നു…,
Guest Portal,അതിഥി പോർട്ടൽ,
in {0},{0} ൽ,
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","നിങ്ങളുടെ കോൺടാക്ടുകളുടെ ക്രോസ്-app സന്ദർഭം കാണാൻ Orga, Micro, അല്ലെങ്കിൽ മറ്റ് app കൾ ഇൻസ്റ്റാൾ ചെയ്യുക.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,തസ്തിക,
Keep running,പ്രവർത്തിക്കുന്നത് തുടരുക,
Label,ലേബൽ,
Last accessed,അവസാനം ആക്സസ് ചെയ്തത്,
Light,ഇളം,
Limit,പരിധി,
Link expires in:,ലിങ്ക് കാലാവധി:,
Loading…,ലോഡ് ചെയ്യുന്നു…,
Load more,കൂടുതൽ കാണുക,
Log out,ലോഗ് ഔട്ട്,
Make private,സ്വകാര്യമാക്കുക,
Mark all read,എല്ലാം വായിച്ചതായി അടയാളപ്പെടുത്തുക,
Mark read,വായിച്ചതായി അടയാളപ്പെടുത്തുക,
Monday,തിങ്കൾ,
More fields,കൂടുതൽ ഫീൽഡുകൾ,
My contacts,എന്റെ കോൺടാക്ടുകൾ,
My Account,എന്റെ അക്കൗണ്ട്,
My Profile,എന്റെ പ്രൊഫൈൽ,
Never,ഒരിക്കലുമില്ല,
New contact,പുതിയ കോൺടാക്ട്,
No contacts found,കോൺടാക്ടുകൾ ഒന്നും കണ്ടെത്തിയില്ല,
No expiry,കാലാവധിയില്ല,
None,ഒന്നുമില്ല,
No guest sessions yet.,ഇതുവരെ അതിഥി സെഷനുകൾ ഇല്ല.,
No recent items,സമീപകാല ഇനങ്ങൾ ഇല്ല,
No recent items yet,ഇതുവരെ സമീപകാല ഇനങ്ങൾ ഇല്ല,
"No results for ""{0}""","""{0}"" എന്നതിന് ഫലങ്ങൾ ഇല്ല",
"No results for ""{0}"" in {1}","{1} ൽ ""{0}"" എന്നതിന് ഫലങ്ങൾ ഇല്ല",
Notifications,അറിയിപ്പുകൾ,
Notification unavailable,അറിയിപ്പ് ലഭ്യമല്ല,
Organization Defaults,സ്ഥാപനത്തിന്റെ ഡീഫോൾട്ടുകൾ,
Organization settings updated — reload to apply,സ്ഥാപന ക്രമീകരണങ്ങൾ അപ്ഡേറ്റ് ചെയ്തു — പ്രയോഗിക്കാൻ റീലോഡ് ചെയ്യുക,
Org default,സ്ഥാപനത്തിന്റെ ഡീഫോൾട്ട്,
"Password, 2FA, profile picture","പാസ്‌വേഡ്, 2FA, പ്രൊഫൈൽ ചിത്രം",
Pause,താൽക്കാലികമായി നിർത്തുക,
paused,താൽക്കാലികമായി നിർത്തി,
People,ആളുകൾ,
People with access,ആക്സസ് ഉള്ള ആളുകൾ,
Permissions,അനുമതികൾ,
Pinned,പിൻ ചെയ്തു,
Powered by Tonic,Tonic നൽകുന്ന സേവനം,
Phone,ഫോൺ,
Private,സ്വകാര്യം,
Product Manager,Product Manager,
Preferences,മുൻഗണനകൾ,
Read,വായിക്കുക,
Recent,സമീപകാല,
Reload,റീലോഡ്,
Remove bookmark,ബുക്ക്‌മാർക്ക് നീക്കം ചെയ്യുക,
Remove from shared,ഷെയറിൽ നിന്ന് നീക്കം ചെയ്യുക,
Remove from recent,സമീപകാലത്തിൽ നിന്ന് നീക്കം ചെയ്യുക,
Resume,പുനരാരംഭിക്കുക,
Retry,വീണ്ടും ശ്രമിക്കുക,
Revoke,റദ്ദാക്കുക,
Revoked,റദ്ദാക്കി,
Revoke session,സെഷൻ റദ്ദാക്കുക,
Revoking…,റദ്ദാക്കുന്നു…,
Saved,സേവ് ചെയ്തു,
Save failed,സേവ് ചെയ്യൽ പരാജയപ്പെട്ടു,
Save organization settings,സ്ഥാപന ക്രമീകരണങ്ങൾ സേവ് ചെയ്യുക,
Saving…,സേവ് ചെയ്യുന്നു…,
Search...,തിരയുക...,
"Search by name, email, or phone…","പേര്, ഇമെയിൽ, അല്ലെങ്കിൽ ഫോൺ ഉപയോഗിച്ച് തിരയുക…",
Search users...,ഉപയോക്താക്കളെ തിരയുക...,
Share {0} {1},{0} {1} പങ്കിടുക,
Submit,സമർപ്പിക്കുക,
Search in All apps,എല്ലാ app കളിലും തിരയുക,
Search unavailable,തിരയൽ ലഭ്യമല്ല,
selected,തിരഞ്ഞെടുത്തു,
"Share ""{0}""","""{0}"" പങ്കിടുക",
Share with team,ടീമുമായി പങ്കിടുക,
Shared,പങ്കിട്ടു,
Shared with team,ടീമുമായി പങ്കിട്ടു,
Share with client,ക്ലയന്റുമായി പങ്കിടുക,
Showing {0} of {1} sessions,{1} സെഷനുകളിൽ {0} കാണിക്കുന്നു,
Site label,സൈറ്റ് ലേബൽ,
Sort: A–Z — click for last modified,"ക്രമീകരിക്കുക: A–Z — അവസാന മാറ്റത്തിന് ക്ലിക്ക് ചെയ്യുക",
Sort: last modified — click for A–Z,"ക്രമീകരിക്കുക: അവസാന മാറ്റം — A–Z ന് ക്ലിക്ക് ചെയ്യുക",
Start,ആരംഭിക്കുക,
Start Timer,ടൈമർ ആരംഭിക്കുക,
Status,നില,
Stop,നിർത്തുക,
Stop & Save,നിർത്തുക & സേവ് ചെയ്യുക,
Sunday,ഞായർ,
System,സിസ്റ്റം,
Theme,തീം,
Theme preference,തീം മുൻഗണന,
This email is already on,ഈ ഇമെയിൽ ഇതിനകം ഉണ്ട്,
This link has been deactivated.,ഈ ലിങ്ക് നിഷ്ക്രിയമാക്കിയിരിക്കുന്നു.,
This link has expired. Please ask the sender for a new link.,ഈ ലിങ്കിന്റെ കാലാവധി കഴിഞ്ഞു. ദയവായി അയച്ച ആളോട് പുതിയ ലിങ്ക് ചോദിക്കുക.,
This link is invalid or has been removed.,ഈ ലിങ്ക് അസാധുവാണ് അല്ലെങ്കിൽ നീക്കം ചെയ്തിരിക്കുന്നു.,
Time,സമയം,
Time entry saved,സമയ എൻട്രി സേവ് ചെയ്തു,
Timer unavailable,ടൈമർ ലഭ്യമല്ല,
Timezone,സമയ മേഖല,
total,ആകെ,
Try again,വീണ്ടും ശ്രമിക്കുക,
Unread,വായിക്കാത്ത,
Open calendar,കലണ്ടർ തുറക്കുക,
Open in Desk,Desk ൽ തുറക്കുക,
Open in {0},{0} ൽ തുറക്കുക,
User menu,ഉപയോക്തൃ മെനു,
View existing →,നിലവിലുള്ളത് കാണുക →,
Visibility,ദൃശ്യത,
View,കാണുക,
View all notifications,എല്ലാ അറിയിപ്പുകളും കാണുക,
View time entry,സമയ എൻട്രി കാണുക,
Week starts on,ആഴ്ച ആരംഭിക്കുന്നത്,
Write,എഴുതുക,
What are you working on?,നിങ്ങൾ എന്ത് ചെയ്യുകയാണ്?,
You're all caught up,എല്ലാം കണ്ടുകഴിഞ്ഞു,
Your Preferences,നിങ്ങളുടെ മുൻഗണനകൾ,
Your timer has been running for {0},നിങ്ങളുടെ ടൈമർ {0} ആയി പ്രവർത്തിക്കുന്നു,
Actions,പ്രവർത്തനങ്ങൾ,
Add details about this event...,ഈ ഇവന്റിനെക്കുറിച്ചുള്ള വിശദാംശങ്ങൾ ചേർക്കുക...,
Add event,ഇവന്റ് ചേർക്കുക,
Agenda,അജണ്ട,
All day,ദിവസം മുഴുവൻ,
Calendar,കലണ്ടർ,
Create Event,ഇവന്റ് സൃഷ്ടിക്കുക,
Create in:,ഇതിൽ സൃഷ്ടിക്കുക:,
Day,ദിവസം,
Deadline,അന്തിമ തീയതി,
Delete Event,ഇവന്റ് ഇല്ലാതാക്കുക,
Delete this event? This cannot be undone.,ഈ ഇവന്റ് ഇല്ലാതാക്കണോ? ഇത് പഴയപടിയാക്കാൻ കഴിയില്ല.,
Deleting…,ഇല്ലാതാക്കുന്നു…,
Description,വിവരണം,
Details,വിശദാംശങ്ങൾ,
End,അവസാനം,
Event,ഇവന്റ്,
Event title,ഇവന്റ് ശീർഷകം,
Failed to create event,ഇവന്റ് സൃഷ്ടിക്കാനായില്ല,
Failed to delete event,ഇവന്റ് ഇല്ലാതാക്കാനായില്ല,
Manage this event in,ഈ ഇവന്റ് നിയന്ത്രിക്കുക,
Meeting,മീറ്റിംഗ്,
Milestone,നാഴികക്കല്ല്,
Month,മാസം,
My calendars,എന്റെ കലണ്ടറുകൾ,
New Event,പുതിയ ഇവന്റ്,
No actions available,പ്രവർത്തനങ്ങൾ ലഭ്യമല്ല,
No events,ഇവന്റുകൾ ഇല്ല,
Open in,തുറക്കുക,
Other,മറ്റുള്ളവ,
Permanently remove this event,ഈ ഇവന്റ് ശാശ്വതമായി നീക്കം ചെയ്യുക,
Review,അവലോകനം,
Source,ഉറവിടം,
Start date/time is required,ആരംഭ തീയതി/സമയം ആവശ്യമാണ്,
Title,ശീർഷകം,
Title is required,ശീർഷകം ആവശ്യമാണ്,
Today,ഇന്ന്,
Type,തരം,
View full details in the source app,ഉറവിട app ൽ പൂർണ്ണ വിശദാംശങ്ങൾ കാണുക,
Week,ആഴ്ച,
When,എപ്പോൾ,
{0} available,{0} ലഭ്യം,
Available,ലഭ്യം,
Configure Frappe Manager to enable one-click updates.,ഒറ്റ-ക്ലിക്ക് അപ്ഡേറ്റുകൾ പ്രവർത്തനക്ഷമമാക്കാൻ Frappe Manager ക്രമീകരിക്കുക.,
Copy command,കമാൻഡ് പകർത്തുക,
Ecosystem Apps,ഇക്കോസിസ്റ്റം app കൾ,
Failed,പരാജയപ്പെട്ടു,
Install,ഇൻസ്റ്റാൾ ചെയ്യുക,
Installed,ഇൻസ്റ്റാൾ ചെയ്തു,
Learn more,കൂടുതൽ അറിയുക,
No apps found,app കൾ ഒന്നും കണ്ടെത്തിയില്ല,
not installed,ഇൻസ്റ്റാൾ ചെയ്തിട്ടില്ല,
Open,തുറക്കുക,
Pro available,Pro ലഭ്യം,
Queued…,ക്യൂവിൽ…,
Refresh,റിഫ്രഷ്,
Remove,നീക്കം ചെയ്യുക,
"Remove {0}? This will uninstall the app and may affect data.","{0} നീക്കം ചെയ്യണോ? ഇത് app അൺഇൻസ്റ്റാൾ ചെയ്യുകയും ഡാറ്റയെ ബാധിക്കുകയും ചെയ്തേക്കാം.",
Restart required,റീസ്റ്റാർട്ട് ആവശ്യമാണ്,
Restarting…,റീസ്റ്റാർട്ട് ചെയ്യുന്നു…,
"To install {0}, run:","{0} ഇൻസ്റ്റാൾ ചെയ്യാൻ, പ്രവർത്തിപ്പിക്കുക:",
"To update {0}, run:","{0} അപ്ഡേറ്റ് ചെയ്യാൻ, പ്രവർത്തിപ്പിക്കുക:",
"Update {0} from v{1} to {2}? This will restart Frappe.","{0} v{1} ൽ നിന്ന് {2} ലേക്ക് അപ്ഡേറ്റ് ചെയ്യണോ? ഇത് Frappe റീസ്റ്റാർട്ട് ചെയ്യും.",
Update to {0},{0} ലേക്ക് അപ്ഡേറ്റ് ചെയ്യുക,
Updated,അപ്ഡേറ്റ് ചെയ്തു,
Updating…,അപ്ഡേറ്റ് ചെയ്യുന്നു…,
Up to date,അപ് ടു ഡേറ്റ്,
to version,പതിപ്പിലേക്ക്,
For whom?,ആർക്ക് വേണ്ടി?,
Working on?,എന്ത് ചെയ്യുന്നു?,
Search contacts...,കോൺടാക്ടുകൾ തിരയുക...,
Select type...,തരം തിരഞ്ഞെടുക്കുക...,
Context,സന്ദർഭം,
Contact,കോൺടാക്ട്,
Context Type,സന്ദർഭ തരം,
Activity,പ്രവർത്തനം,
Activity will appear here as you and your team work across ecosystem apps.,നിങ്ങളും നിങ്ങളുടെ ടീമും ഇക്കോസിസ്റ്റം app കളിൽ പ്രവർത്തിക്കുമ്പോൾ ഇവിടെ പ്രവർത്തനം കാണാം.,
Acknowledge,അംഗീകരിക്കുക,
All apps,എല്ലാ app കളും,
All Discussions,എല്ലാ ചർച്ചകളും,
All types,എല്ലാ തരങ്ങളും,
Archived,ആർക്കൈവ് ചെയ്തു,
Cancel,റദ്ദാക്കുക,
Celebrate,ആഘോഷിക്കുക,
Comments,അഭിപ്രായങ്ങൾ,
Create Discussion,ചർച്ച സൃഷ്ടിക്കുക,
Creating…,സൃഷ്ടിക്കുന്നു…,
Ctrl+Enter to send,അയയ്ക്കാൻ Ctrl+Enter,
Decision,തീരുമാനം,
Discussion not found,ചർച്ച കണ്ടെത്തിയില്ല,
Discussion title,ചർച്ച ശീർഷകം,
Discussions,ചർച്ചകൾ,
Flag,ഫ്ലാഗ്,
General,പൊതുവായ,
just now,ഇപ്പോൾ,
Keep commenting,അഭിപ്രായം പറയുന്നത് തുടരുക,
Linked Records,ലിങ്ക് ചെയ്ത രേഖകൾ,
Linked to,ലിങ്ക് ചെയ്തത്,
Load more,കൂടുതൽ കാണുക,
Loading…,ലോഡ് ചെയ്യുന്നു…,
Meeting Protocol,മീറ്റിംഗ് നടപടിക്രമം,
Mentioned,പരാമർശിച്ചു,
New Discussion,പുതിയ ചർച്ച,
No activity yet,ഇതുവരെ പ്രവർത്തനം ഇല്ല,
No comments yet,ഇതുവരെ അഭിപ്രായങ്ങൾ ഇല്ല,
No discussions found,ചർച്ചകൾ ഒന്നും കണ്ടെത്തിയില്ല,
No discussions yet,ഇതുവരെ ചർച്ചകൾ ഇല്ല,
Note,കുറിപ്പ്,
Notes,കുറിപ്പുകൾ,
Participants,പങ്കാളികൾ,
Pin,പിൻ ചെയ്യുക,
Pinned,പിൻ ചെയ്തു,
Proposal,നിർദ്ദേശം,
Protocol,നടപടിക്രമം,
Reopen,വീണ്ടും തുറക്കുക,
Replies,മറുപടികൾ,
Reply,മറുപടി,
Replying to comment,അഭിപ്രായത്തിന് മറുപടി നൽകുന്നു,
Resolve,പരിഹരിക്കുക,
Resolve Discussion,ചർച്ച പരിഹരിക്കുക,
Resolved,പരിഹരിച്ചു,
Resolution,പരിഹാരം,
Resolution summary...,പരിഹാര സംഗ്രഹം...,
Retrospective,പിന്തിരിഞ്ഞുനോട്ടം,
Search discussions...,ചർച്ചകൾ തിരയുക...,
Seen,കണ്ടു,
Send,അയയ്ക്കുക,
Start Discussion,ചർച്ച ആരംഭിക്കുക,
Unpin,പിൻ നീക്കുക,
Write a comment...,ഒരു അഭിപ്രായം എഴുതുക...,
Write your discussion content...,നിങ്ങളുടെ ചർച്ച ഉള്ളടക്കം എഴുതുക...,
resolved,പരിഹരിച്ചു,
unread,വായിക്കാത്ത,
{0} mentioned you in a comment,{0} ഒരു അഭിപ്രായത്തിൽ നിങ്ങളെ പരാമർശിച്ചു,
{0} is already an attendee.,{0} ഇതിനകം ഒരു പങ്കാളിയാണ്.,
{0} is not an attendee.,{0} ഒരു പങ്കാളിയല്ല.,
{0} is not installed,{0} ഇൻസ്റ്റാൾ ചെയ്തിട്ടില്ല,
{0} results found,{0} ഫലങ്ങൾ കണ്ടെത്തി,
+ Add tags,+ ടാഗുകൾ ചേർക്കുക,
A→Z,A→Z,
Accept,സ്വീകരിക്കുക,
Action failed,പ്രവർത്തനം പരാജയപ്പെട്ടു,
Active now,ഇപ്പോൾ സജീവം,
Add a note,ഒരു കുറിപ്പ് ചേർക്കുക,
"Add a note to keep track of details about this contact.","ഈ കോൺടാക്ടിനെക്കുറിച്ചുള്ള വിശദാംശങ്ങൾ ട്രാക്ക് ചെയ്യാൻ ഒരു കുറിപ്പ് ചേർക്കുക.",
Add address,വിലാസം ചേർക്കുക,
Add another address,മറ്റൊരു വിലാസം ചേർക്കുക,
Add birthday,ജന്മദിനം ചേർക്കുക,
Add company,കമ്പനി ചേർക്കുക,
Add job title,തസ്തിക ചേർക്കുക,
Add more tags...,കൂടുതൽ ടാഗുകൾ ചേർക്കുക...,
Add tags...,ടാഗുകൾ ചേർക്കുക...,
"Address is not linked to this contact","വിലാസം ഈ കോൺടാക്ടുമായി ലിങ്ക് ചെയ്തിട്ടില്ല",
"Address line 1, city, and country are required","വിലാസ വരി 1, നഗരം, രാജ്യം എന്നിവ ആവശ്യമാണ്",
ago,മുമ്പ്,
All companies,എല്ലാ കമ്പനികളും,
All day event,ദിവസം മുഴുവൻ ഇവന്റ്,
"Apartment, suite, etc.","അപ്പാർട്ട്‌മെന്റ്, സ്യൂട്ട് മുതലായവ",
Apps,App കൾ,
Archive contact,കോൺടാക്ട് ആർക്കൈവ് ചെയ്യുക,
Attendees,പങ്കാളികൾ,
available,ലഭ്യം,
Best regards,ആശംസകൾ,
Bookmarks,ബുക്ക്‌മാർക്കുകൾ,
"Both proposed start and end times are required.","നിർദ്ദേശിച്ച ആരംഭ, അവസാന സമയങ്ങൾ ഇരണ്ടും ആവശ്യമാണ്.",
Break,ഇടവേള,
Bridge not registered,ബ്രിഡ്ജ് രജിസ്റ്റർ ചെയ്തിട്ടില്ല,
Calendar Settings,കലണ്ടർ ക്രമീകരണങ്ങൾ,
Call,കോൾ,
Cannot change bookmark owner,ബുക്ക്‌മാർക്ക് ഉടമയെ മാറ്റാൻ കഴിയില്ല,
Cannot revoke your current session,നിങ്ങളുടെ ഇപ്പോഴത്തെ സെഷൻ റദ്ദാക്കാൻ കഴിയില്ല,
Change Password,പാസ്‌വേഡ് മാറ്റുക,
Change photo,ഫോട്ടോ മാറ്റുക,
Check Status,നില പരിശോധിക്കുക,
City,നഗരം,
Clear,മായ്ക്കുക,
Clear filters,ഫിൽട്ടറുകൾ മായ്ക്കുക,
Close search,തിരയൽ അടയ്ക്കുക,
Cmd+Enter to save,സേവ് ചെയ്യാൻ Cmd+Enter,
Coming soon,ഉടൻ വരുന്നു,
Coming up!,വരാനിരിക്കുന്നത്!,
Comment,അഭിപ്രായം,
Community Edition,കമ്മ്യൂണിറ്റി പതിപ്പ്,
Complete,പൂർത്തി,
Confirm new password,പുതിയ പാസ്‌വേഡ് സ്ഥിരീകരിക്കുക,
Copy,പകർത്തുക,
Could not load notes,കുറിപ്പുകൾ ലോഡ് ചെയ്യാനായില്ല,
Country,രാജ്യം,
"Country '{0}' not found. Please select a valid country.","രാജ്യം '{0}' കണ്ടെത്തിയില്ല. ദയവായി സാധുവായ ഒരു രാജ്യം തിരഞ്ഞെടുക്കുക.",
Create a contact to get started,ആരംഭിക്കാൻ ഒരു കോൺടാക്ട് സൃഷ്ടിക്കുക,
Created event: {0},ഇവന്റ് സൃഷ്ടിച്ചു: {0},
Creating...,സൃഷ്ടിക്കുന്നു...,
Current,ഇപ്പോഴത്തെ,
Current password,ഇപ്പോഴത്തെ പാസ്‌വേഡ്,
Current password is incorrect,ഇപ്പോഴത്തെ പാസ്‌വേഡ് തെറ്റാണ്,
Currency,കറൻസി,
Date,തീയതി,
Decline,നിരസിക്കുക,
Department,വകുപ്പ്,
Do Not Contact,ബന്ധപ്പെടരുത്,
Dock,Dock,
Download,ഡൗൺലോഡ്,
"e.g. en, fr, de","ഉദാ. en, fr, de",
Edit,എഡിറ്റ്,
Edit address,വിലാസം എഡിറ്റ് ചെയ്യുക,
Edit Timer,ടൈമർ എഡിറ്റ് ചെയ്യുക,
Email addresses,ഇമെയിൽ വിലാസങ്ങൾ,
Enabled,പ്രവർത്തനക്ഷമം,
"End time was before start time. Adjusted to 1 hour after start.","അവസാന സമയം ആരംഭ സമയത്തിന് മുമ്പായിരുന്നു. ആരംഭത്തിന് 1 മണിക്കൂർ ശേഷം ക്രമീകരിച്ചു.",
Error,പിശക്,
Event '{0}' status changed to {1},ഇവന്റ് '{0}' ന്റെ നില {1} ലേക്ക് മാറി,
Event Type,ഇവന്റ് തരം,
events,ഇവന്റുകൾ,
External,ബാഹ്യ,
External — no user account,ബാഹ്യ — ഉപയോക്തൃ അക്കൗണ്ട് ഇല്ല,
Failed to change password,പാസ്‌വേഡ് മാറ്റുന്നതിൽ പരാജയം,
Failed to check status,നില പരിശോധിക്കുന്നതിൽ പരാജയം,
Failed to load apps,App കൾ ലോഡ് ചെയ്യാനായില്ല,
Failed to load settings,ക്രമീകരണങ്ങൾ ലോഡ് ചെയ്യാനായില്ല,
"Field '{0}' is not editable","ഫീൽഡ് '{0}' എഡിറ്റ് ചെയ്യാൻ കഴിയില്ല",
Files,ഫയലുകൾ,
First Name,ആദ്യ നാമം,
Focus,ഫോക്കസ്,
"Frappe Manager URL is not configured in Dock Settings.","Dock ക്രമീകരണങ്ങളിൽ Frappe Manager URL ക്രമീകരിച്ചിട്ടില്ല.",
Hello {0},നമസ്കാരം {0},
Inactive,നിഷ്ക്രിയം,
Integrations,ഇന്റഗ്രേഷനുകൾ,
Internal,ആന്തരിക,
Internal — has a user account,ആന്തരിക — ഉപയോക്തൃ അക്കൗണ്ട് ഉണ്ട്,
Invalid RSVP status,അസാധുവായ RSVP നില,
Invalid status,അസാധുവായ നില,
"Invalid status. Must be one of: {0}","അസാധുവായ നില. ഇവയിൽ ഒന്നായിരിക്കണം: {0}",
"Invitation: {0} — {1} at {2}","ക്ഷണം: {0} — {1}, {2} ൽ",
Invite People,ആളുകളെ ക്ഷണിക്കുക,
Join meeting →,മീറ്റിംഗിൽ ചേരുക →,
Language,ഭാഷ,
Last activity,അവസാന പ്രവർത്തനം,
Last modified,അവസാന മാറ്റം,
Last Name,കുടുംബനാമം,
Last sync,അവസാന സിങ്ക്,
Link user account,ഉപയോക്തൃ അക്കൗണ്ട് ലിങ്ക് ചെയ്യുക,
Linked records,ലിങ്ക് ചെയ്ത രേഖകൾ,
Loading settings...,ക്രമീകരണങ്ങൾ ലോഡ് ചെയ്യുന്നു...,
Loading...,ലോഡ് ചെയ്യുന്നു...,
Location,സ്ഥലം,
Mark Do Not Contact,ബന്ധപ്പെടരുത് എന്ന് അടയാളപ്പെടുത്തുക,
Maybe,ഒരുപക്ഷേ,
Meeting Link,മീറ്റിംഗ് ലിങ്ക്,
Meeting title,മീറ്റിംഗ് ശീർഷകം,
Meeting URL,മീറ്റിംഗ് URL,
Mine,എന്റെ,
Modified,മാറ്റം വരുത്തി,
navigate,നാവിഗേറ്റ്,
New note,പുതിയ കുറിപ്പ്,
New password,പുതിയ പാസ്‌വേഡ്,
new tab,പുതിയ ടാബ്,
New tag,പുതിയ ടാഗ്,
No active sessions found,സജീവ സെഷനുകൾ ഒന്നും കണ്ടെത്തിയില്ല,
No activity,പ്രവർത്തനം ഇല്ല,
No attendees,പങ്കാളികൾ ഇല്ല,
No bookmarks yet,ഇതുവരെ ബുക്ക്‌മാർക്കുകൾ ഇല്ല,
No bridges registered,ബ്രിഡ്ജുകൾ ഒന്നും രജിസ്റ്റർ ചെയ്തിട്ടില്ല,
No contacts match these filters,ഈ ഫിൽട്ടറുകളുമായി കോൺടാക്ടുകൾ ഒന്നും പൊരുത്തപ്പെടുന്നില്ല,
No file uploaded,ഫയൽ ഒന്നും അപ്‌ലോഡ് ചെയ്തിട്ടില്ല,
No files attached,ഫയലുകൾ ഒന്നും ചേർത്തിട്ടില്ല,
No notes yet,ഇതുവരെ കുറിപ്പുകൾ ഇല്ല,
