source,target,context
Organization settings updated — reload to apply,Ustawienia organizacji zaktualizowane — odśwież aby zastosować,
Org default,Domyślne organizacji,
"Password, 2FA, profile picture","Hasło, 2FA, zdjęcie profilowe",
Pause,Pauza,
paused,wstrzymany,
People,Osoby,
People with access,Osoby z dostępem,
Permissions,Uprawnienia,
Pinned,Przypięte,
Powered by Tonic,Powered by Tonic,
Phone,Telefon,
Private,Prywatne,
Product Manager,Product Manager,
Preferences,Preferencje,
Read,Odczyt,
Recent,Ostatnie,
Reload,Odśwież,
Remove bookmark,Usuń zakładkę,
Remove from shared,Usuń z udostępnionych,
Remove from recent,Usuń z ostatnich,
Resume,Wznów,
Retry,Ponów,
Revoke,Unieważnij,
Revoked,Unieważniono,
Revoke session,Unieważnij sesję,
Revoking…,Unieważnianie…,
Saved,Zapisano,
Save failed,Zapis nie powiódł się,
Save organization settings,Zapisz ustawienia organizacji,
Saving…,Zapisywanie…,
Search...,Szukaj...,
"Search by name, email, or phone…","Szukaj po imieniu, e-mailu lub telefonie…",
Search users...,Szukaj użytkowników...,
Share {0} {1},Udostępnij {0} {1},
Submit,Wyślij,
Search in All apps,Szukaj we wszystkich aplikacjach,
Search unavailable,Wyszukiwanie niedostępne,
selected,zaznaczono,
"Share ""{0}""","Udostępnij „{0}"",
Share with team,Udostępnij zespołowi,
Shared,Udostępnione,
Shared with team,Udostępnione zespołowi,
Share with client,Udostępnij klientowi,
Showing {0} of {1} sessions,Wyświetlanie {0} z {1} sesji,
Site label,Etykieta witryny,
Sort: A–Z — click for last modified,Sortowanie: A–Z — kliknij aby sortować wg ostatniej modyfikacji,
Sort: last modified — click for A–Z,Sortowanie: wg ostatniej modyfikacji — kliknij aby sortować A–Z,
Start,Start,
Start Timer,Uruchom stoper,
Status,Status,
Stop,Zatrzymaj,
Stop & Save,Zatrzymaj i zapisz,
Sunday,Niedziela,
System,Systemowy,
Theme,Motyw,
Theme preference,Preferencja motywu,
This email is already on,Ten adres e-mail jest już dodany,
This link has been deactivated.,Ten link został dezaktywowany.,
This link has expired. Please ask the sender for a new link.,Ten link wygasł. Poproś nadawcę o nowy link.,
This link is invalid or has been removed.,Ten link jest nieprawidłowy lub został usunięty.,
Time,Czas,
Time entry saved,Wpis czasu zapisany,
Timer unavailable,Stoper niedostępny,
Timezone,Strefa czasowa,
total,łącznie,
Try again,Spróbuj ponownie,
Unread,Nieprzeczytane,
Open calendar,Otwórz kalendarz,
Open in Desk,Otwórz w Desk,
Open in {0},Otwórz w {0},
User menu,Menu użytkownika,
View existing →,Wyświetl istniejące →,
Visibility,Widoczność,
View,Wyświetl,
View all notifications,Wyświetl wszystkie powiadomienia,
View time entry,Wyświetl wpis czasu,
Week starts on,Tydzień zaczyna się w,
Write,Zapis,
What are you working on?,Nad czym pracujesz?,
You're all caught up,Wszystko przeczytane,
Your Preferences,Twoje preferencje,
Your timer has been running for {0},Twój stoper działa już od {0},
Actions,Akcje,
Add details about this event...,Dodaj szczegóły tego wydarzenia...,
Add event,Dodaj wydarzenie,
Agenda,Agenda,
All day,Cały dzień,
Calendar,Kalendarz,
Create Event,Utwórz wydarzenie,
Create in:,Utwórz w:,
Day,Dzień,
Deadline,Termin,
Delete Event,Usuń wydarzenie,
Delete this event? This cannot be undone.,Usunąć to wydarzenie? Tej operacji nie można cofnąć.,
Deleting…,Usuwanie…,
Description,Opis,
Details,Szczegóły,
End,Koniec,
Event,Wydarzenie,
Event title,Tytuł wydarzenia,
Failed to create event,Nie udało się utworzyć wydarzenia,
Failed to delete event,Nie udało się usunąć wydarzenia,
Manage this event in,Zarządzaj tym wydarzeniem w,
Meeting,Spotkanie,
Milestone,Kamień milowy,
Month,Miesiąc,
My calendars,Moje kalendarze,
New Event,Nowe wydarzenie,
No actions available,Brak dostępnych akcji,
No events,Brak wydarzeń,
Open in,Otwórz w,
Other,Inne,
Permanently remove this event,Trwale usuń to wydarzenie,
Review,Przegląd,
Source,Źródło,
Start date/time is required,Data/godzina rozpoczęcia jest wymagana,
Title,Tytuł,
Title is required,Tytuł jest wymagany,
Today,Dzisiaj,
Type,Typ,
View full details in the source app,Wyświetl pełne szczegóły w aplikacji źródłowej,
Week,Tydzień,
When,Kiedy,
{0} available,{0} dostępne,
Available,Dostępne,
Configure Frappe Manager to enable one-click updates.,Skonfiguruj Frappe Manager aby włączyć aktualizacje jednym kliknięciem.,
Copy command,Kopiuj polecenie,
Ecosystem Apps,Aplikacje ekosystemu,
Failed,Niepowodzenie,
Install,Zainstaluj,
Installed,Zainstalowano,
Learn more,Dowiedz się więcej,
No apps found,Nie znaleziono aplikacji,
not installed,nie zainstalowano,
Open,Otwórz,
Pro available,Dostępna wersja Pro,
Queued…,W kolejce…,
Refresh,Odśwież,
Remove,Usuń,
"Remove {0}? This will uninstall the app and may affect data.","Usunąć {0}? Spowoduje to odinstalowanie aplikacji i może wpłynąć na dane.",
Restart required,Wymagany restart,
Restarting…,Restartowanie…,
"To install {0}, run:","Aby zainstalować {0}, uruchom:",
"To update {0}, run:","Aby zaktualizować {0}, uruchom:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Zaktualizować {0} z v{1} do {2}? Spowoduje to restart Frappe.",
Update to {0},Zaktualizuj do {0},
Updated,Zaktualizowano,
Updating…,Aktualizowanie…,
Up to date,Aktualne,
to version,do wersji,
For whom?,Dla kogo?,
Working on?,Nad czym?,
Search contacts...,Szukaj kontaktów...,
Select type...,Wybierz typ...,
Context,Kontekst,
Contact,Kontakt,
Context Type,Typ kontekstu,
Activity,Aktywność,
Activity will appear here as you and your team work across ecosystem apps.,Aktywność pojawi się tutaj w miarę pracy twojej i twojego zespołu w aplikacjach ekosystemu.,
Acknowledge,Potwierdź,
All apps,Wszystkie aplikacje,
All Discussions,Wszystkie dyskusje,
All types,Wszystkie typy,
Archived,Zarchiwizowane,
Cancel,Anuluj,
Celebrate,Świętuj,
Comments,Komentarze,
Create Discussion,Utwórz dyskusję,
Creating…,Tworzenie…,
Ctrl+Enter to send,Ctrl+Enter aby wysłać,
Decision,Decyzja,
Discussion not found,Nie znaleziono dyskusji,
Discussion title,Tytuł dyskusji,
Discussions,Dyskusje,
Flag,Oznacz,
General,Ogólne,
just now,przed chwilą,
Keep commenting,Komentuj dalej,
Linked Records,Powiązane rekordy,
Linked to,Powiązane z,
Load more,Wczytaj więcej,
Loading…,Ładowanie…,
Meeting Protocol,Protokół spotkania,
Mentioned,Wspomniane,
New Discussion,Nowa dyskusja,
No activity yet,Brak aktywności,
No comments yet,Brak komentarzy,
No discussions found,Nie znaleziono dyskusji,
No discussions yet,Brak dyskusji,
Note,Notatka,
Notes,Notatki,
Participants,Uczestnicy,
Pin,Przypnij,
Pinned,Przypięte,
Proposal,Propozycja,
Protocol,Protokół,
Reopen,Otwórz ponownie,
Replies,Odpowiedzi,
Reply,Odpowiedz,
Replying to comment,Odpowiadanie na komentarz,
Resolve,Rozwiąż,
Resolve Discussion,Rozwiąż dyskusję,
Resolved,Rozwiązane,
Resolution,Rozwiązanie,
Resolution summary...,Podsumowanie rozwiązania...,
Retrospective,Retrospektywa,
Search discussions...,Szukaj dyskusji...,
Seen,Wyświetlone,
Send,Wyślij,
Start Discussion,Rozpocznij dyskusję,
Unpin,Odepnij,
Write a comment...,Napisz komentarz...,
Write your discussion content...,Napisz treść dyskusji...,
resolved,rozwiązane,
unread,nieprzeczytane,
{0} mentioned you in a comment,{0} wspomniał(a) o tobie w komentarzu,
{0} is already an attendee.,{0} jest już uczestnikiem.,
{0} is not an attendee.,{0} nie jest uczestnikiem.,
{0} is not installed,{0} nie jest zainstalowane,
{0} results found,Znaleziono {0} wyników,
+ Add tags,+ Dodaj tagi,
A→Z,A→Z,
Accept,Akceptuj,
Action failed,Akcja nie powiodła się,
Active now,Aktywny teraz,
Add a note,Dodaj notatkę,
"Add a note to keep track of details about this contact.","Dodaj notatkę, aby śledzić szczegóły dotyczące tego kontaktu.",
Add address,Dodaj adres,
Add another address,Dodaj kolejny adres,
Add birthday,Dodaj datę urodzin,
Add company,Dodaj firmę,
Add job title,Dodaj stanowisko,
Add more tags...,Dodaj więcej tagów...,
Add tags...,Dodaj tagi...,
"Address is not linked to this contact","Adres nie jest powiązany z tym kontaktem",
"Address line 1, city, and country are required","Wymagane są: adres (linia 1), miasto i kraj",
ago,temu,
All companies,Wszystkie firmy,
All day event,Wydarzenie całodniowe,
"Apartment, suite, etc.","Mieszkanie, lokal itp.",
Apps,Aplikacje,
Archive contact,Zarchiwizuj kontakt,
Attendees,Uczestnicy,
available,dostępne,
Best regards,Z poważaniem,
Bookmarks,Zakładki,
"Both proposed start and end times are required.","Wymagane są zarówno proponowany czas rozpoczęcia, jak i zakończenia.",
Break,Przerwa,
Bridge not registered,Most nie jest zarejestrowany,
Calendar Settings,Ustawienia kalendarza,
Call,Połączenie,
Cannot change bookmark owner,Nie można zmienić właściciela zakładki,
Cannot revoke your current session,Nie można unieważnić bieżącej sesji,
Change Password,Zmień hasło,
Change photo,Zmień zdjęcie,
Check Status,Sprawdź status,
City,Miasto,
Clear,Wyczyść,
Clear filters,Wyczyść filtry,
Close search,Zamknij wyszukiwanie,
Cmd+Enter to save,Cmd+Enter aby zapisać,
Coming soon,Wkrótce,
Coming up!,Nadchodzące!,
Comment,Komentarz,
Community Edition,Edycja Community,
Complete,Zakończone,
Confirm new password,Potwierdź nowe hasło,
Copy,Kopiuj,
Could not load notes,Nie udało się wczytać notatek,
Country,Kraj,
"Country '{0}' not found. Please select a valid country.","Kraj „{0}" nie został znaleziony. Wybierz prawidłowy kraj.",
Create a contact to get started,Utwórz kontakt aby rozpocząć,
Created event: {0},Utworzono wydarzenie: {0},
Creating...,Tworzenie...,
Current,Bieżąca,
Current password,Bieżące hasło,
Current password is incorrect,Bieżące hasło jest nieprawidłowe,
Currency,Waluta,
Date,Data,
Decline,Odrzuć,
Department,Dział,
Do Not Contact,Nie kontaktować,
Dock,Dock,
Download,Pobierz,
"e.g. en, fr, de","np. en, fr, de",
Edit,Edytuj,
Edit address,Edytuj adres,
Edit Timer,Edytuj stoper,
Email addresses,Adresy e-mail,
Enabled,Włączone,
"End time was before start time. Adjusted to 1 hour after start.","Czas zakończenia był przed czasem rozpoczęcia. Ustawiono na 1 godzinę po rozpoczęciu.",
Error,Błąd,
Event '{0}' status changed to {1},Status wydarzenia „{0}" zmieniony na {1},
Event Type,Typ wydarzenia,
events,wydarzenia,
External,Zewnętrzny,
External — no user account,Zewnętrzny — brak konta użytkownika,
Failed to change password,Nie udało się zmienić hasła,
Failed to check status,Nie udało się sprawdzić statusu,
Failed to load apps,Nie udało się wczytać aplikacji,
Failed to load settings,Nie udało się wczytać ustawień,
"Field '{0}' is not editable","Pole „{0}" nie jest edytowalne",
Files,Pliki,
First Name,Imię,
Focus,Skupienie,
"Frappe Manager URL is not configured in Dock Settings.","URL Frappe Manager nie jest skonfigurowany w Ustawieniach Dock.",
Hello {0},Cześć {0},
Inactive,Nieaktywny,
Integrations,Integracje,
Internal,Wewnętrzny,
Internal — has a user account,Wewnętrzny — posiada konto użytkownika,
Invalid RSVP status,Nieprawidłowy status RSVP,
Invalid status,Nieprawidłowy status,
"Invalid status. Must be one of: {0}","Nieprawidłowy status. Musi być jednym z: {0}",
"Invitation: {0} — {1} at {2}","Zaproszenie: {0} — {1} o {2}",
Invite People,Zaproś osoby,
Join meeting →,Dołącz do spotkania →,
Language,Język,
Last activity,Ostatnia aktywność,
Last modified,Ostatnia modyfikacja,
Last Name,Nazwisko,
Last sync,Ostatnia synchronizacja,
Link user account,Połącz konto użytkownika,
Linked records,Powiązane rekordy,
Loading settings...,Ładowanie ustawień...,
Loading...,Ładowanie...,
Location,Lokalizacja,
Mark Do Not Contact,Oznacz jako Nie kontaktować,
Maybe,Może,
Meeting Link,Link do spotkania,
Meeting title,Tytuł spotkania,
Meeting URL,URL spotkania,
Mine,Moje,
Modified,Zmodyfikowano,
navigate,nawiguj,
New note,Nowa notatka,
New password,Nowe hasło,
new tab,nowa karta,
New tag,Nowy tag,
No active sessions found,Nie znaleziono aktywnych sesji,
No activity,Brak aktywności,
No attendees,Brak uczestników,
No bookmarks yet,Brak zakładek,
No bridges registered,Brak zarejestrowanych mostów,
No contacts match these filters,Żadne kontakty nie pasują do tych filtrów,
No file uploaded,Nie przesłano pliku,
No files attached,Brak załączonych plików,
No notes yet,Brak notatek,
No results found,Brak wyników,
No settings registered for this app.,Brak zarejestrowanych ustawień dla tej aplikacji.,
No status endpoint declared,Brak zadeklarowanego endpointu statusu,
No sync endpoint declared,Brak zadeklarowanego endpointu synchronizacji,
No tags found,Nie znaleziono tagów,
Not checked,Nie sprawdzono,
Not configured,Nie skonfigurowano,
Not permitted,Brak uprawnień,
Note content cannot be empty,Treść notatki nie może być pusta,
Notification Settings,Ustawienia powiadomień,
Number format,Format liczb,
One-way,Jednokierunkowy,
"Only native Dock events can be deleted here.","Tutaj można usuwać tylko natywne wydarzenia Dock.",
"Only System Manager can trigger bridge sync","Tylko administrator systemu może uruchomić synchronizację mostu",
"Only System Manager can view sync logs","Tylko administrator systemu może przeglądać logi synchronizacji",
"Only the contact owner can change the photo","Tylko właściciel kontaktu może zmienić zdjęcie",
"Only the contact owner can edit this contact","Tylko właściciel kontaktu może edytować ten kontakt",
"Only the event organizer can send invitations.","Tylko organizator wydarzenia może wysyłać zaproszenia.",
"Only the session creator or a Dock Manager can revoke sessions","Tylko twórca sesji lub Dock Manager może unieważniać sesje",
open,otwarte,
Open app switcher,Otwórz przełącznik aplikacji,
Optional,Opcjonalne,
optional,opcjonalne,
Organizer,Organizator,
Owner,Właściciel,
Password updated,Hasło zaktualizowane,
Passwords don't match,Hasła się nie zgadzają,
Permission denied,Brak uprawnień,
Phone numbers,Numery telefonów,
Pin items from any app using the bookmark button in the top bar,Przypinaj elementy z dowolnej aplikacji używając przycisku zakładek w górnym pasku,
Please fill in all password fields,Wypełnij wszystkie pola hasła,
Please log in to access Dock.,Zaloguj się aby uzyskać dostęp do Dock.,
"Please respond to this invitation in the calendar","Odpowiedz na to zaproszenie w kalendarzu",
Postal code,Kod pocztowy,
Primary,Główny,
Primary address,Adres główny,
Privacy Policy,Polityka prywatności,
Profile,Profil,
Refresh All,Odśwież wszystko,
"Reminder: {0} — {1} at {2}","Przypomnienie: {0} — {1} o {2}",
Remove Do Not Contact,Usuń oznaczenie Nie kontaktować,
Remove tag,Usuń tag,
Required,Wymagane,
required,wymagane,
Respond in,Odpowiedz w,
Restore,Przywróć,
Restore from archive,Przywróć z archiwum,
Revoking...,Unieważnianie...,
Room or address,Sala lub adres,
Save,Zapisz,
Saving...,Zapisywanie...,
Search,Szukaj,
Search for people to invite...,Szukaj osób do zaproszenia...,
Search is temporarily unavailable,Wyszukiwanie jest tymczasowo niedostępne,
Search results,Wyniki wyszukiwania,
Search scope,Zakres wyszukiwania,
Search user by name or email…,Szukaj użytkownika po imieniu lub e-mailu…,
Searching...,Wyszukiwanie...,
Security,Bezpieczeństwo,
"Send an email or add a note to get started.","Wyślij e-mail lub dodaj notatkę aby rozpocząć.",
Session {0}/{1},Sesja {0}/{1},
Sessions,Sesje,
Settings,Ustawienia,
Settings not found,Nie znaleziono ustawień,
Share,Udostępnij,
Show,Pokaż,
Show less,Pokaż mniej,
Social profiles,Profile społecznościowe,
"Sourced events can only be edited in the source app.","Wydarzenia ze źródła można edytować tylko w aplikacji źródłowej.",
Source Code,Kod źródłowy,
Start Focus,Rozpocznij skupienie,
State / Province,Województwo,
"Street, number","Ulica, numer",
Sync Now,Synchronizuj teraz,
Tag,Tag,
Tag cannot be empty,Tag nie może być pusty,
Tags,Tagi,
Target not installed,Cel nie jest zainstalowany,
Task,Zadanie,
"The settings component could not be loaded. Please reload the page.","Nie udało się wczytać komponentu ustawień. Odśwież stronę.",
"This contact is archived and hidden from the People list.","Ten kontakt jest zarchiwizowany i ukryty na liście Osób.",
This is a reminder for your upcoming event,To jest przypomnienie o nadchodzącym wydarzeniu,
This person is marked as Do Not Contact.,Ta osoba jest oznaczona jako Nie kontaktować.,
"This record is already linked to this discussion","Ten rekord jest już powiązany z tą dyskusją",
Timer,Stoper,
Timer running for {0} — did you forget?,Stoper działa od {0} — zapomniałeś?,
"To remove {0}, run:","Aby usunąć {0}, uruchom:",
Try a different search term,Spróbuj innego wyszukiwania,
Two-Factor Authentication,Uwierzytelnianie dwuskładnikowe,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Uwierzytelnianie dwuskładnikowe nie jest włączone na tej stronie. Skontaktuj się z administratorem.",
Two-way,Dwukierunkowy,
Type at least 2 characters to search,Wpisz co najmniej 2 znaki aby wyszukać,
Type to search...,Wpisz aby wyszukać...,
"Unknown notification_type '{0}' for app '{1}'","Nieznany typ powiadomienia „{0}" dla aplikacji „{1}"",
Unknown device,Nieznane urządzenie,
Unlink user — make external,Odłącz użytkownika — ustaw jako zewnętrzny,
unsynced,niezsynchronizowane,
Update,Zaktualizuj,
Update password,Zaktualizuj hasło,
Updating...,Aktualizowanie...,
Upload file,Prześlij plik,
"Upload files like contracts, proposals, or documents.","Prześlij pliki takie jak umowy, oferty lub dokumenty.",
Upload photo,Prześlij zdjęcie,
Uploading...,Przesyłanie...,
Uploading…,Przesyłanie…,
View entry,Wyświetl wpis,
Website,Strona internetowa,
Where,Gdzie,
Work,Praca,
Write a note...,Napisz notatkę...,
Write a note... (not linked to any record),Napisz notatkę... (niepowiązana z żadnym rekordem),
You,Ty,
You are not an attendee of this event.,Nie jesteś uczestnikiem tego wydarzenia.,
"You can have a maximum of {0} bookmarks","Możesz mieć maksymalnie {0} zakładek",
You can only change status of your own events.,Możesz zmieniać status tylko swoich wydarzeń.,
You can only delete your own comments,Możesz usuwać tylko swoje komentarze,
You can only delete your own events.,Możesz usuwać tylko swoje wydarzenia.,
You can only edit your own events.,Możesz edytować tylko swoje wydarzenia.,
You can only edit your own notes,Możesz edytować tylko swoje notatki,
"You can only manage attendees on your own events.","Możesz zarządzać uczestnikami tylko swoich wydarzeń.",
You can only view your own events.,Możesz wyświetlać tylko swoje wydarzenia.,
"You do not have permission to comment on this record","Nie masz uprawnień do komentowania tego rekordu",
You have already reacted with {0},Już zareagowałeś za pomocą {0},
You have been invited to the following event,Zostałeś zaproszony na następujące wydarzenie,
Your attendance,Twoja obecność,
Your response,Twoja odpowiedź,
Z→A,Z→A,
Rescheduled event: {0},Przełożono wydarzenie: {0},
