source,target,context
Add details about this event...,Részletek hozzáadása az eseményhez...,
Add event,Esemény hozzáadása,
Agenda,Napirend,
All day,Egész napos,
Calendar,Naptár,
Create Event,Esemény létrehozása,
Create in:,Létrehozás itt:,
Day,Nap,
Deadline,Határidő,
Delete Event,Esemény törlése,
Delete this event? This cannot be undone.,Törlöd ezt az eseményt? Ez nem vonható vissza.,
Deleting…,Törlés…,
Description,Leírás,
Details,Részletek,
End,Vége,
Event,Esemény,
Event title,Esemény címe,
Failed to create event,Nem sikerült létrehozni az eseményt,
Failed to delete event,Nem sikerült törölni az eseményt,
Manage this event in,Esemény kezelése itt:,
Meeting,Megbeszélés,
Milestone,Mérföldkő,
Month,Hónap,
My calendars,Naptáraim,
New Event,Új esemény,
No actions available,Nincs elérhető művelet,
No events,Nincsenek események,
Open in,Megnyitás itt:,
Other,Egyéb,
Permanently remove this event,Esemény végleges eltávolítása,
Review,Áttekintés,
Source,Forrás,
Start date/time is required,A kezdés dátuma/időpontja kötelező,
Title,Cím,
Title is required,A cím kötelező,
Today,Ma,
Type,Típus,
View full details in the source app,Teljes részletek megtekintése a forrásalkalmazásban,
Week,Hét,
When,Mikor,
{0} available,{0} elérhető,
Available,Elérhető,
Configure Frappe Manager to enable one-click updates.,Konfiguráld a Frappe Managert az egykattintásos frissítések engedélyezéséhez.,
Copy command,Parancs másolása,
Ecosystem Apps,Ökoszisztéma alkalmazások,
Failed,Sikertelen,
Install,Telepítés,
Installed,Telepítve,
Learn more,Tudj meg többet,
No apps found,Nem található alkalmazás,
not installed,nincs telepítve,
Open,Megnyitás,
Pro available,Pro elérhető,
Queued…,Sorba állítva…,
Refresh,Frissítés,
Remove,Eltávolítás,
Remove {0}? This will uninstall the app and may affect data.,Eltávolítod: {0}? Ez eltávolítja az alkalmazást és hatással lehet az adatokra.,
Restart required,Újraindítás szükséges,
Restarting…,Újraindítás…,
"To install {0}, run:","A(z) {0} telepítéséhez futtasd:",
"To update {0}, run:","A(z) {0} frissítéséhez futtasd:",
Update {0} from v{1} to {2}? This will restart Frappe.,Frissíted a(z) {0} alkalmazást v{1}-ről {2}-re? Ez újraindítja a Frappe-ot.,
Update to {0},Frissítés erre: {0},
Updated,Frissítve,
Updating…,Frissítés…,
Up to date,Naprakész,
to version,verzióra,
For whom?,Kinek?,
Working on?,Min dolgozol?,
Search contacts...,Kapcsolatok keresése...,
Select type...,Típus kiválasztása...,
Context,Kontextus,
Contact,Kapcsolat,
Context Type,Kontextustípus,
Activity,Tevékenység,
Activity will appear here as you and your team work across ecosystem apps.,A tevékenységek itt jelennek meg ahogy te és a csapatod az ökoszisztéma alkalmazásaiban dolgoztok.,
Acknowledge,Tudomásul vétel,
All apps,Összes alkalmazás,
All Discussions,Összes beszélgetés,
All types,Összes típus,
Archived,Archivált,
Cancel,Mégse,
Celebrate,Ünneplés,
Comments,Hozzászólások,
Create Discussion,Beszélgetés létrehozása,
Creating…,Létrehozás…,
Ctrl+Enter to send,Ctrl+Enter a küldéshez,
Decision,Döntés,
Discussion not found,Beszélgetés nem található,
Discussion title,Beszélgetés címe,
Discussions,Beszélgetések,
Flag,Megjelölés,
General,Általános,
just now,éppen most,
Keep commenting,Hozzászólás folytatása,
Linked Records,Kapcsolódó rekordok,
Linked to,Kapcsolódik ehhez:,
Load more,Továbbiak betöltése,
Loading…,Betöltés…,
Meeting Protocol,Megbeszélés-jegyzőkönyv,
Mentioned,Megemlítve,
New Discussion,Új beszélgetés,
No activity yet,Még nincs tevékenység,
No comments yet,Még nincsenek hozzászólások,
No discussions found,Nem található beszélgetés,
No discussions yet,Még nincsenek beszélgetések,
Note,Megjegyzés,
Notes,Megjegyzések,
Participants,Résztvevők,
Pin,Kitűzés,
Pinned,Kitűzve,
Proposal,Javaslat,
Protocol,Jegyzőkönyv,
Reopen,Újranyitás,
Replies,Válaszok,
Reply,Válasz,
Replying to comment,Válasz a hozzászólásra,
Resolve,Megoldás,
Resolve Discussion,Beszélgetés lezárása,
Resolved,Megoldva,
Resolution,Megoldás,
Resolution summary...,Megoldás összefoglalása...,
Retrospective,Visszatekintés,
Search discussions...,Beszélgetések keresése...,
Seen,Látva,
Send,Küldés,
Start Discussion,Beszélgetés indítása,
Unpin,Kitűzés megszüntetése,
Write a comment...,Írj hozzászólást...,
Write your discussion content...,Írd meg a beszélgetés tartalmát...,
resolved,megoldva,
unread,olvasatlan,
{0} mentioned you in a comment,{0} megemlített téged egy hozzászólásban,
{0} is already an attendee.,{0} már résztvevő.,
{0} is not an attendee.,{0} nem résztvevő.,
{0} is not installed,{0} nincs telepítve,
{0} results found,{0} találat,
+ Add tags,+ Címkék hozzáadása,
A→Z,A→Z,
Accept,Elfogadás,
Action failed,Művelet sikertelen,
Active now,Most aktív,
Add a note,Megjegyzés hozzáadása,
"Add a note to keep track of details about this contact.","Adj hozzá egy megjegyzést a kapcsolat részleteinek nyomon követéséhez.",
Add address,Cím hozzáadása,
Add another address,Másik cím hozzáadása,
Add birthday,Születésnap hozzáadása,
Add company,Cég hozzáadása,
Add job title,Beosztás hozzáadása,
Add more tags...,További címkék hozzáadása...,
Add tags...,Címkék hozzáadása...,
"Address is not linked to this contact","A cím nincs hozzárendelve ehhez a kapcsolathoz",
"Address line 1, city, and country are required","Az utca/házszám, város és ország megadása kötelező",
ago,ezelőtt,
All companies,Összes cég,
All day event,Egész napos esemény,
"Apartment, suite, etc.","Lakás, emelet stb.",
Apps,Alkalmazások,
Archive contact,Kapcsolat archiválása,
Attendees,Résztvevők,
available,elérhető,
Best regards,Üdvözlettel,
Bookmarks,Könyvjelzők,
"Both proposed start and end times are required.","A tervezett kezdési és befejezési időpont egyaránt kötelező.",
Break,Szünet,
Bridge not registered,Bridge nincs regisztrálva,
Calendar Settings,Naptárbeállítások,
Call,Hívás,
Cannot change bookmark owner,Nem módosítható a könyvjelző tulajdonosa,
Cannot revoke your current session,Nem vonhatod vissza a jelenlegi munkameneted,
Change Password,Jelszó módosítása,
Change photo,Fotó módosítása,
Check Status,Állapot ellenőrzése,
City,Város,
Clear,Törlés,
Clear filters,Szűrők törlése,
Close search,Keresés bezárása,
Cmd+Enter to save,Cmd+Enter a mentéshez,
Coming soon,Hamarosan,
Coming up!,Közelgő!,
Comment,Hozzászólás,
Community Edition,Community kiadás,
Complete,Befejezés,
Confirm new password,Új jelszó megerősítése,
Copy,Másolás,
Could not load notes,Nem sikerült betölteni a megjegyzéseket,
Country,Ország,
"Country '{0}' not found. Please select a valid country.","A(z) „{0}" ország nem található. Kérlek válassz egy érvényes országot.",
Create a contact to get started,Hozz létre egy kapcsolatot a kezdéshez,
Created event: {0},Esemény létrehozva: {0},
Creating...,Létrehozás...,
Current,Aktuális,
Current password,Jelenlegi jelszó,
Current password is incorrect,A jelenlegi jelszó helytelen,
Currency,Pénznem,
Date,Dátum,
Decline,Elutasítás,
Department,Részleg,
Do Not Contact,Ne keressd,
Dock,Dock,
Download,Letöltés,
"e.g. en, fr, de","pl. en, fr, de",
Edit,Szerkesztés,
Edit address,Cím szerkesztése,
Edit Timer,Időzítő szerkesztése,
Email addresses,E-mail címek,
Enabled,Engedélyezve,
"End time was before start time. Adjusted to 1 hour after start.","A befejezési idő a kezdés előtt volt. 1 órával a kezdés utánra módosítva.",
Error,Hiba,
Event '{0}' status changed to {1},A(z) „{0}" esemény állapota {1}-re változott,
Event Type,Eseménytípus,
events,események,
External,Külső,
External — no user account,Külső — nincs felhasználói fiókja,
Failed to change password,Nem sikerült módosítani a jelszót,
Failed to check status,Nem sikerült ellenőrizni az állapotot,
Failed to load apps,Nem sikerült betölteni az alkalmazásokat,
Failed to load settings,Nem sikerült betölteni a beállításokat,
"Field '{0}' is not editable","A(z) „{0}" mező nem szerkeszthető",
Files,Fájlok,
First Name,Keresztnév,
Focus,Fókusz,
"Frappe Manager URL is not configured in Dock Settings.","A Frappe Manager URL nincs beállítva a Dock beállításokban.",
Hello {0},Szia {0},
Inactive,Inaktív,
Integrations,Integrációk,
Internal,Belső,
Internal — has a user account,Belső — van felhasználói fiókja,
Invalid RSVP status,Érvénytelen RSVP állapot,
Invalid status,Érvénytelen állapot,
"Invalid status. Must be one of: {0}","Érvénytelen állapot. Az alábbiak egyike kell legyen: {0}",
"Invitation: {0} — {1} at {2}","Meghívó: {0} — {1}, {2}",
Invite People,Személyek meghívása,
Join meeting →,Csatlakozás a megbeszéléshez →,
Language,Nyelv,
Last activity,Utolsó tevékenység,
Last modified,Utolsó módosítás,
Last Name,Vezetéknév,
Last sync,Utolsó szinkronizálás,
Link user account,Felhasználói fiók összekapcsolása,
Linked records,Kapcsolódó rekordok,
Loading settings...,Beállítások betöltése...,
Loading...,Betöltés...,
Location,Helyszín,
Mark Do Not Contact,Megjelölés: Ne keressd,
Maybe,Talán,
Meeting Link,Megbeszélés linkje,
Meeting title,Megbeszélés címe,
Meeting URL,Megbeszélés URL,
Mine,Sajátjaim,
Modified,Módosítva,
navigate,navigálás,
New note,Új megjegyzés,
New password,Új jelszó,
new tab,új lap,
New tag,Új címke,
No active sessions found,Nem található aktív munkamenet,
No activity,Nincs tevékenység,
No attendees,Nincsenek résztvevők,
No bookmarks yet,Még nincsenek könyvjelzők,
No bridges registered,Nincsenek regisztrált bridge-ek,
No contacts match these filters,Egyetlen kapcsolat sem felel meg ezeknek a szűrőknek,
No file uploaded,Nincs feltöltött fájl,
No files attached,Nincsenek csatolt fájlok,
No notes yet,Még nincsenek megjegyzések,
No results found,Nincs találat,
No settings registered for this app.,Nincsenek regisztrált beállítások ehhez az alkalmazáshoz.,
No status endpoint declared,Nincs állapot-végpont megadva,
No sync endpoint declared,Nincs szinkronizálási végpont megadva,
No tags found,Nem található címke,
Not checked,Nem ellenőrzött,
Not configured,Nincs konfigurálva,
Not permitted,Nincs engedélyezve,
Note content cannot be empty,A megjegyzés tartalma nem lehet üres,
Notification Settings,Értesítési beállítások,
Number format,Számformátum,
One-way,Egyirányú,
"Only native Dock events can be deleted here.","Csak natív Dock eseményeket lehet itt törölni.",
"Only System Manager can trigger bridge sync","Csak rendszergazda indíthat bridge szinkronizálást",
"Only System Manager can view sync logs","Csak rendszergazda tekintheti meg a szinkronizálási naplókat",
"Only the contact owner can change the photo","Csak a kapcsolat tulajdonosa módosíthatja a fotót",
"Only the contact owner can edit this contact","Csak a kapcsolat tulajdonosa szerkesztheti ezt a kapcsolatot",
"Only the event organizer can send invitations.","Csak az esemény szervezője küldhet meghívókat.",
"Only the session creator or a Dock Manager can revoke sessions","Csak a munkamenet létrehozója vagy egy Dock Manager vonhatja vissza a munkameneteket",
open,nyitott,
Open app switcher,Alkalmazásváltó megnyitása,
Optional,Opcionális,
optional,opcionális,
Organizer,Szervező,
Owner,Tulajdonos,
Password updated,Jelszó frissítve,
Passwords don't match,A jelszavak nem egyeznek,
Permission denied,Hozzáférés megtagadva,
Phone numbers,Telefonszámok,
Pin items from any app using the bookmark button in the top bar,Tűzz ki elemeket bármely alkalmazásból a felső sáv könyvjelző gombjával,
Please fill in all password fields,Kérlek töltsd ki az összes jelszómezőt,
Please log in to access Dock.,Kérlek jelentkezz be a Dock eléréséhez.,
"Please respond to this invitation in the calendar","Kérlek válaszolj erre a meghívóra a naptárban",
Postal code,Irányítószám,
Primary,Elsődleges,
Primary address,Elsődleges cím,
Privacy Policy,Adatvédelmi irányelvek,
Profile,Profil,
Refresh All,Összes frissítése,
"Reminder: {0} — {1} at {2}","Emlékeztető: {0} — {1}, {2}",
Remove Do Not Contact,Ne keressd jelölés eltávolítása,
Remove tag,Címke eltávolítása,
Required,Kötelező,
required,kötelező,
Respond in,Válasz itt:,
Restore,Visszaállítás,
Restore from archive,Visszaállítás az archívumból,
Revoking...,Visszavonás...,
Room or address,Terem vagy cím,
Save,Mentés,
Saving...,Mentés...,
Search,Keresés,
Search for people to invite...,Meghívandó személyek keresése...,
Search is temporarily unavailable,A keresés átmenetileg nem elérhető,
Search results,Keresési eredmények,
Search scope,Keresési hatókör,
Search user by name or email…,Felhasználó keresése név vagy e-mail alapján…,
Searching...,Keresés...,
Security,Biztonság,
"Send an email or add a note to get started.","Küldj egy e-mailt vagy adj hozzá egy megjegyzést a kezdéshez.",
Session {0}/{1},Munkamenet {0}/{1},
Sessions,Munkamenetek,
Settings,Beállítások,
Settings not found,Beállítások nem találhatók,
Share,Megosztás,
Show,Megjelenítés,
Show less,Kevesebb megjelenítése,
Social profiles,Közösségi profilok,
"Sourced events can only be edited in the source app.","A forrásból származó események csak a forrásalkalmazásban szerkeszthetők.",
Source Code,Forráskód,
Start Focus,Fókusz indítása,
State / Province,Megye / Tartomány,
"Street, number","Utca, házszám",
Sync Now,Szinkronizálás most,
Tag,Címke,
Tag cannot be empty,A címke nem lehet üres,
Tags,Címkék,
Target not installed,Cél nincs telepítve,
Task,Feladat,
"The settings component could not be loaded. Please reload the page.","A beállítások komponens nem tölthető be. Kérlek töltsd újra az oldalt.",
"This contact is archived and hidden from the People list.","Ez a kapcsolat archiválva van és rejtett a Személyek listában.",
This is a reminder for your upcoming event,Ez egy emlékeztető a közelgő eseményedhez,
This person is marked as Do Not Contact.,Ez a személy Ne keressd megjelöléssel rendelkezik.,
"This record is already linked to this discussion","Ez a rekord már hozzá van kapcsolva ehhez a beszélgetéshez",
Timer,Időzítő,
Timer running for {0} — did you forget?,Az időzítő {0} óta fut — elfelejtetted?,
"To remove {0}, run:","A(z) {0} eltávolításához futtasd:",
Try a different search term,Próbálj más keresőkifejezést,
Two-Factor Authentication,Kétlépcsős hitelesítés,
"Two-factor authentication is not enabled on this site. Contact your administrator.","A kétlépcsős hitelesítés nincs engedélyezve ezen az oldalon. Fordulj a rendszergazdához.",
Two-way,Kétirányú,
Type at least 2 characters to search,Legalább 2 karaktert gépelj a kereséshez,
Type to search...,Gépelj a kereséshez...,
"Unknown notification_type '{0}' for app '{1}'","Ismeretlen notification_type „{0}" a(z) „{1}" alkalmazáshoz",
Unknown device,Ismeretlen eszköz,
Unlink user — make external,Felhasználó leválasztása — külsővé tétel,
unsynced,szinkronizálatlan,
Update,Frissítés,
Update password,Jelszó frissítése,
Updating...,Frissítés...,
Upload file,Fájl feltöltése,
"Upload files like contracts, proposals, or documents.","Tölts fel fájlokat, például szerződéseket, ajánlatokat vagy dokumentumokat.",
Upload photo,Fotó feltöltése,
Uploading...,Feltöltés...,
Uploading…,Feltöltés…,
View entry,Bejegyzés megtekintése,
Website,Weboldal,
Where,Hol,
Work,Munka,
Write a note...,Írj megjegyzést...,
Write a note... (not linked to any record),Írj megjegyzést... (nincs rekordhoz kapcsolva),
You,Te,
You are not an attendee of this event.,Nem vagy résztvevője ennek az eseménynek.,
"You can have a maximum of {0} bookmarks","Maximum {0} könyvjelződ lehet",
You can only change status of your own events.,Csak a saját eseményeid állapotát módosíthatod.,
You can only delete your own comments,Csak a saját hozzászólásaidat törölheted,
You can only delete your own events.,Csak a saját eseményeidet törölheted.,
You can only edit your own events.,Csak a saját eseményeidet szerkesztheted.,
You can only edit your own notes,Csak a saját megjegyzéseidet szerkesztheted,
"You can only manage attendees on your own events.","Csak a saját eseményeid résztvevőit kezelheted.",
You can only view your own events.,Csak a saját eseményeidet tekintheted meg.,
"You do not have permission to comment on this record","Nincs jogosultságod hozzászólni ehhez a rekordhoz",
You have already reacted with {0},Már reagáltál ezzel: {0},
You have been invited to the following event,Meghívtak a következő eseményre,
Your attendance,Részvételed,
Your response,Válaszod,
Z→A,Z→A,
Rescheduled event: {0},Esemény átütemezve: {0},
