source,target,context
Failed to delete event,Bûyer nehat jêbirin,
Manage this event in,Vê bûyerê birêve bibe di,
Meeting,Civîn,
Milestone,Qonaxa girîng,
Month,Meh,
My calendars,Salnameyên min,
New Event,Bûyera Nû,
No actions available,Kiryar peyda nîne,
No events,Bûyer tune ne,
Open in,Di vê de veke,
Other,Din,
Permanently remove this event,Vê bûyerê bi temamî jê bibe,
Review,Lênêrîn,
Source,Çavkanî,
Start date/time is required,Dîrok/dema destpêkê pêwîst e,
Title,Sernav,
Title is required,Sernav pêwîst e,
Today,Îro,
Type,Cure,
View full details in the source app,Hûrguliyên tevahî di sepana çavkaniyê de bibîne,
Week,Hefte,
When,Kengê,
{0} available,{0} peyda ye,
Available,Peyda ye,
Configure Frappe Manager to enable one-click updates.,Frappe Manager mîheng bike ji bo nûkirinên bi yek-tik.,
Copy command,Fermanê kopî bike,
Ecosystem Apps,Sepanên Ekosîstemê,
Failed,Bi ser neket,
Install,Saz bike,
Installed,Hatiye sazkirin,
Learn more,Zêdetir fêr bibe,
No apps found,Sepan nehat dîtin,
not installed,nehat sazkirin,
Open,Veke,
Pro available,Pro peyda ye,
Queued…,Di dorê de…,
Refresh,Nû bike,
Remove,Jê bibe,
Remove {0}? This will uninstall the app and may affect data.,{0} jê bibe? Ev ê sepanê rake û dibe ku bandorê li daneyan bike.,
Restart required,Destpêkirina nû pêwîst e,
Restarting…,Tê destpêkirina nû…,
"To install {0}, run:","Ji bo sazkirin {0}, bimeşîne:",
"To update {0}, run:","Ji bo nûkirina {0}, bimeşîne:",
Update {0} from v{1} to {2}? This will restart Frappe.,{0} ji v{1} bo {2} nû bike? Ev ê Frappe ji nû ve dest pê bike.,
Update to {0},Nû bike bo {0},
Updated,Hatiye nûkirin,
Updating…,Tê nûkirin…,
Up to date,Nûtirîn e,
to version,bo guhertoyê,
For whom?,Ji bo kê?,
Working on?,Li ser çi?,
Search contacts...,Têkiliyan bigere...,
Select type...,Cure hilbijêre...,
Context,Çarçove,
Contact,Têkilî,
Context Type,Cureya çarçoveyê,
Activity,Çalakî,
Activity will appear here as you and your team work across ecosystem apps.,Dema ku tu û tîma te di sepanên ekosîstemê de bixebitin çalakî dê li vir xuya bibe.,
Acknowledge,Pejirandin,
All apps,Hemû sepan,
All Discussions,Hemû nîqaş,
All types,Hemû cure,
Archived,Arşîvkirî,
Cancel,Betal bike,
Celebrate,Pîroz bike,
Comments,Şîrove,
Create Discussion,Nîqaşê biafirîne,
Creating…,Tê afirandin…,
Ctrl+Enter to send,Ji bo şandinê Ctrl+Enter,
Decision,Biryar,
Discussion not found,Nîqaş nehat dîtin,
Discussion title,Sernavê nîqaşê,
Discussions,Nîqaş,
Flag,Al,
General,Giştî,
just now,niha,
Keep commenting,Şîrovekirin bidomîne,
Linked Records,Tomarên girêdayî,
Linked to,Girêdayî,
Load more,Zêdetir bar bike,
Loading…,Tê barkirin…,
Meeting Protocol,Protokola civînê,
Mentioned,Hatiye behskirin,
New Discussion,Nîqaşa Nû,
No activity yet,Hêj çalakî tune,
No comments yet,Hêj şîrove tune,
No discussions found,Nîqaş nehat dîtin,
No discussions yet,Hêj nîqaş tune,
Note,Têbînî,
Notes,Têbînî,
Participants,Beşdar,
Pin,Zeliqîne,
Pinned,Zeliqandî,
Proposal,Pêşniyar,
Protocol,Protokol,
Reopen,Dîsa veke,
Replies,Bersiw,
Reply,Bersiv bide,
Replying to comment,Bersiva şîroveyê,
Resolve,Çareser bike,
Resolve Discussion,Nîqaşê çareser bike,
Resolved,Hatiye çareserkirin,
Resolution,Çareserî,
Resolution summary...,Kurteya çareseriyê...,
Retrospective,Paşnêrîn,
Search discussions...,Nîqaşan bigere...,
Seen,Hatiye dîtin,
Send,Bişîne,
Start Discussion,Nîqaşê dest pê bike,
Unpin,Jê zeliqîne,
Write a comment...,Şîroveyekê binivîse...,
Write your discussion content...,Naveroka nîqaşa xwe binivîse...,
resolved,çareserkirî,
unread,nexwendî,
{0} mentioned you in a comment,{0} di şîroveyekê de behsa te kir,
{0} is already an attendee.,{0} jixwe beşdar e.,
{0} is not an attendee.,{0} beşdar nîne.,
{0} is not installed,{0} nehat sazkirin,
{0} results found,{0} encam hatin dîtin,
+ Add tags,+ Etîketan lê zêde bike,
A→Z,A→Z,
Accept,Bipejirîne,
Action failed,Kiryar bi ser neket,
Active now,Niha çalak e,
Add a note,Têbîniyekê lê zêde bike,
"Add a note to keep track of details about this contact.","Têbîniyekê lê zêde bike da ku hûrguliyên vê têkiliyê bişopînî.",
Add address,Navnîşan lê zêde bike,
Add another address,Navnîşaneke din lê zêde bike,
Add birthday,Rojbûn lê zêde bike,
Add company,Pargîdanî lê zêde bike,
Add job title,Karê wî/wê lê zêde bike,
Add more tags...,Etîketên din lê zêde bike...,
Add tags...,Etîketan lê zêde bike...,
"Address is not linked to this contact","Navnîşan bi vê têkiliyê ve girêdayî nîne",
"Address line 1, city, and country are required","Navnîşana rêza 1, bajar, û welat pêwîst in",
ago,berê,
All companies,Hemû pargîdanî,
All day event,Bûyera tevahiya rojê,
"Apartment, suite, etc.","Xanî, süît, hwd.",
Apps,Sepan,
Archive contact,Têkiliyê arşîv bike,
Attendees,Beşdar,
available,peyda ye,
Best regards,Bi silav û rêz,
Bookmarks,Nîşank,
"Both proposed start and end times are required.","Herdu demên destpêk û dawiyê yên pêşniyarkirî pêwîst in.",
Break,Bêhn,
Bridge not registered,Pir nehat tomarkirin,
Calendar Settings,Mîhengên Salnameyê,
Call,Bang,
Cannot change bookmark owner,Xwediyê nîşankê nayê guherandin,
Cannot revoke your current session,Danişîna te ya niha nayê betalkirin,
Change Password,Şîfreyê biguherîne,
Change photo,Wêneyê biguherîne,
Check Status,Rewşê kontrol bike,
City,Bajar,
Clear,Paqij bike,
Clear filters,Fîlteran paqij bike,
Close search,Lêgerînê bigire,
Cmd+Enter to save,Ji bo tomarkirinê Cmd+Enter,
Coming soon,Di demek nêz de,
Coming up!,Tê!,
Comment,Şîrove,
Community Edition,Weşana Civakê,
Complete,Temam bike,
Confirm new password,Şîfreya nû piştrast bike,
Copy,Kopî bike,
Could not load notes,Têbînî nehat barkirin,
Country,Welat,
"Country '{0}' not found. Please select a valid country.","Welat '{0}' nehat dîtin. Ji kerema xwe welatekî derbasdar hilbijêre.",
Create a contact to get started,Ji bo destpêkirinê têkiliyekê biafirîne,
Created event: {0},Bûyer hat afirandin: {0},
Creating...,Tê afirandin...,
Current,Niha,
Current password,Şîfreya niha,
Current password is incorrect,Şîfreya niha ne rast e,
Currency,Drav,
Date,Dîrok,
Decline,Red bike,
Department,Beş,
Do Not Contact,Têkiliyê Danîne,
Dock,Dock,
Download,Daxe,
"e.g. en, fr, de","wek mînak en, fr, de",
Edit,Biguherîne,
Edit address,Navnîşanê biguherîne,
Edit Timer,Demjimêrê biguherîne,
Email addresses,Navnîşanên e-nameyê,
Enabled,Çalakkirî,
"End time was before start time. Adjusted to 1 hour after start.","Dema dawiyê beriya dema destpêkê bû. Hat rêkirin bo 1 saet piştî destpêkê.",
Error,Çewtî,
Event '{0}' status changed to {1},Rewşa bûyera '{0}' guhert bo {1},
Event Type,Cureya bûyerê,
events,bûyer,
External,Derve,
External — no user account,Derve — hesabê bikarhêner tune,
Failed to change password,Şîfre nehat guherandin,
Failed to check status,Rewş nehat kontrolkirin,
Failed to load apps,Sepan nehat barkirin,
Failed to load settings,Mîheng nehat barkirin,
"Field '{0}' is not editable","Qada '{0}' nayê guherandin",
Files,Pel,
First Name,Nav,
Focus,Bala,
"Frappe Manager URL is not configured in Dock Settings.","URL-ya Frappe Manager di Mîhengên Dock de nehat mîhengkirin.",
Hello {0},Silav {0},
Inactive,Neçalak,
Integrations,Yekbûn,
Internal,Hundirîn,
Internal — has a user account,Hundirîn — hesabê bikarhêner heye,
Invalid RSVP status,Rewşa RSVP ne derbasdar e,
Invalid status,Rewş ne derbasdar e,
"Invalid status. Must be one of: {0}","Rewş ne derbasdar e. Divê yek ji van be: {0}",
"Invitation: {0} — {1} at {2}","Vexwendin: {0} — {1} li {2}",
Invite People,Kesan vexwîne,
Join meeting →,Beşdarî civînê bibe →,
Language,Ziman,
Last activity,Çalakiya dawî,
Last modified,Guhertina dawî,
Last Name,Paşnav,
Last sync,Hevdemkirina dawî,
Link user account,Hesabê bikarhêner girê bide,
Linked records,Tomarên girêdayî,
Loading settings...,Mîheng tên barkirin...,
Loading...,Tê barkirin...,
Location,Cih,
Mark Do Not Contact,Wek Têkiliyê Danîne nîşan bike,
Maybe,Belkî,
Meeting Link,Girêdana civînê,
Meeting title,Sernavê civînê,
Meeting URL,URL-ya civînê,
Mine,Yên min,
Modified,Guherî,
navigate,biçe,
New note,Têbîniya nû,
New password,Şîfreya nû,
new tab,tabloya nû,
New tag,Etîketa nû,
No active sessions found,Danişînên çalak nehat dîtin,
No activity,Çalakî tune,
No attendees,Beşdar tune,
No bookmarks yet,Hêj nîşank tune,
No bridges registered,Pir nehat tomarkirin,
No contacts match these filters,Têkilî li gorî van fîlteran nehat dîtin,
No file uploaded,Pel nehat barkirin,
No files attached,Pel nehat pêvekirin,
No notes yet,Hêj têbînî tune,
No results found,Encam nehat dîtin,
No settings registered for this app.,Ji bo vê sepanê mîheng nehat tomarkirin.,
No status endpoint declared,Xala rewşê nehat diyarkirin,
No sync endpoint declared,Xala hevdemkirinê nehat diyarkirin,
No tags found,Etîket nehat dîtin,
Not checked,Nehat kontrolkirin,
Not configured,Nehat mîhengkirin,
Not permitted,Destûr nehat dayîn,
Note content cannot be empty,Naveroka têbîniyê nikare vala be,
Notification Settings,Mîhengên Agahdariyê,
Number format,Formata jimaran,
One-way,Yek-alî,
"Only native Dock events can be deleted here.","Li vir tenê bûyerên xwecihî yên Dock dikarin werin jêbirin.",
"Only System Manager can trigger bridge sync","Tenê Rêvebirê Pergalê dikare hevdemkirina pirê dest pê bike",
"Only System Manager can view sync logs","Tenê Rêvebirê Pergalê dikare têketinên hevdemkirinê bibîne",
"Only the contact owner can change the photo","Tenê xwediyê têkiliyê dikare wêneyê biguherîne",
"Only the contact owner can edit this contact","Tenê xwediyê têkiliyê dikare vê têkiliyê biguherîne",
"Only the event organizer can send invitations.","Tenê organîzatorê bûyerê dikare vexwendinan bişîne.",
"Only the session creator or a Dock Manager can revoke sessions","Tenê afiranderê danişînê an Rêvebirê Dock dikare danişînan betal bike",
open,veke,
Open app switcher,Guhêrkerê sepanê veke,
Optional,Bijarte,
optional,bijarte,
Organizer,Organîzator,
Owner,Xwedî,
Password updated,Şîfre hat nûkirin,
Passwords don't match,Şîfre li hev nakin,
Permission denied,Destûr hat redkirin,
Phone numbers,Hejmarên têlefonê,
Pin items from any app using the bookmark button in the top bar,Bi bişkoja nîşankê ya di barika jorîn de tiştên ji her sepanê zeliqîne,
Please fill in all password fields,Ji kerema xwe hemû qadên şîfreyê dagire,
Please log in to access Dock.,Ji kerema xwe têkeve da ku bigihîjî Dock.,
"Please respond to this invitation in the calendar","Ji kerema xwe di salnameyê de bersiva vê vexwendinê bide",
Postal code,Koda posteyê,
Primary,Bingehîn,
Primary address,Navnîşana bingehîn,
Privacy Policy,Polîtîkaya Nepenîtiyê,
Profile,Profîl,
Refresh All,Hemûyan nû bike,
"Reminder: {0} — {1} at {2}","Bîranîn: {0} — {1} li {2}",
Remove Do Not Contact,Têkiliyê Danîne jê bibe,
Remove tag,Etîketê jê bibe,
Required,Pêwîst,
required,pêwîst,
Respond in,Bersiv bide di,
Restore,Vegerîne,
Restore from archive,Ji arşîvê vegerîne,
Revoking...,Tê betalkirin...,
Room or address,Ode an navnîşan,
Save,Tomar bike,
Saving...,Tê tomarkirin...,
Search,Lêgerîn,
Search for people to invite...,Kesan bigere ji bo vexwendinê...,
Search is temporarily unavailable,Lêgerîn bi demkî peyda nîne,
Search results,Encamên lêgerînê,
Search scope,Domaîna lêgerînê,
Search user by name or email…,Bikarhêner bi nav an e-nameyê bigere…,
Searching...,Tê gerîn...,
Security,Ewlehî,
"Send an email or add a note to get started.","Ji bo destpêkirinê e-nameyekê bişîne an têbîniyekê lê zêde bike.",
Session {0}/{1},Danişîn {0}/{1},
Sessions,Danişîn,
Settings,Mîheng,
Settings not found,Mîheng nehat dîtin,
Share,Parve bike,
Show,Nîşan bide,
Show less,Kêmtir nîşan bide,
Social profiles,Profîlên civakî,
"Sourced events can only be edited in the source app.","Bûyerên çavkaniyê tenê di sepana çavkaniyê de dikarin werin guherandin.",
Source Code,Koda Çavkaniyê,
Start Focus,Balê dest pê bike,
State / Province,Parêzgeh / Herêm,
"Street, number","Kuçe, hejmar",
Sync Now,Niha hevdem bike,
Tag,Etîket,
Tag cannot be empty,Etîket nikare vala be,
Tags,Etîket,
Target not installed,Armanc nehat sazkirin,
Task,Kar,
"The settings component could not be loaded. Please reload the page.","Pêkhateya mîhengan nehat barkirin. Ji kerema xwe rûpelê dîsa bar bike.",
"This contact is archived and hidden from the People list.","Ev têkilî hat arşîvkirin û ji navnîşa Kesan hat veşartin.",
This is a reminder for your upcoming event,Ev bîranînek e ji bo bûyera te ya pêşeroj,
This person is marked as Do Not Contact.,Ev kes wek Têkiliyê Danîne hat nîşankirin.,
"This record is already linked to this discussion","Ev tomar jixwe bi vê nîqaşê ve girêdayî ye",
Timer,Demjimêr,
Timer running for {0} — did you forget?,Demjimêr ji {0} ve dixebite — te ji bîr kir?,
"To remove {0}, run:","Ji bo jêbirina {0}, bimeşîne:",
Try a different search term,Peyveke din a lêgerînê biceribîne,
Two-Factor Authentication,Erêkirina Du-Qademî,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Erêkirina du-qademî li ser vê malperê çalak nîne. Bi rêvebirê xwe re têkilî deyne.",
Two-way,Du-alî,
Type at least 2 characters to search,Ji bo lêgerînê herî kêm 2 tîp binivîse,
Type to search...,Ji bo lêgerînê binivîse...,
"Unknown notification_type '{0}' for app '{1}'","Cureya agahdariyê ya nenas '{0}' ji bo sepana '{1}'",
Unknown device,Amûra nenas,
Unlink user — make external,Bikarhêner jê bike — derve bike,
unsynced,nehevdemkirî,
Update,Nû bike,
Update password,Şîfreyê nû bike,
Updating...,Tê nûkirin...,
Upload file,Pelê bar bike,
"Upload files like contracts, proposals, or documents.","Pelên wek peyman, pêşniyar, an belgeyan bar bike.",
Upload photo,Wêneyê bar bike,
Uploading...,Tê barkirin...,
Uploading…,Tê barkirin…,
View entry,Tomarê bibîne,
Website,Malper,
Where,Li ku,
Work,Kar,
Write a note...,Têbîniyekê binivîse...,
Write a note... (not linked to any record),Têbîniyekê binivîse... (bi tu tomarê ve girêdayî nîne),
You,Tu,
You are not an attendee of this event.,Tu beşdarê vê bûyerê nînî.,
"You can have a maximum of {0} bookmarks","Tu dikarî herî zêde {0} nîşank hebî",
You can only change status of your own events.,Tu tenê dikarî rewşa bûyerên xwe biguherînî.,
You can only delete your own comments,Tu tenê dikarî şîroveyên xwe jê bibî,
You can only delete your own events.,Tu tenê dikarî bûyerên xwe jê bibî.,
You can only edit your own events.,Tu tenê dikarî bûyerên xwe biguherînî.,
You can only edit your own notes,Tu tenê dikarî têbîniyên xwe biguherînî,
"You can only manage attendees on your own events.","Tu tenê dikarî beşdarên bûyerên xwe birêve bibî.",
You can only view your own events.,Tu tenê dikarî bûyerên xwe bibînî.,
"You do not have permission to comment on this record","Destûra te tune ku li ser vê tomarê şîroveyê bikî",
You have already reacted with {0},Te jixwe bi {0} reaksiyonê nîşan daye,
You have been invited to the following event,Tu ji bo bûyera jêrîn hatiyî vexwendin,
Your attendance,Beşdariya te,
Your response,Bersiva te,
Z→A,Z→A,
Rescheduled event: {0},Bûyer hat ji nû ve plankirin: {0},
