source,target,context
Protocol,Протокол,
Reopen,Отвори отново,
Replies,Отговори,
Reply,Отговори,
Replying to comment,Отговор на коментар,
Resolve,Реши,
Resolve Discussion,Реши дискусия,
Resolved,Решено,
Resolution,Решение,
Resolution summary...,Резюме на решението...,
Retrospective,Ретроспектива,
Search discussions...,Търси дискусии...,
Seen,Видяно,
Send,Изпрати,
Start Discussion,Започни дискусия,
Unpin,Откачи,
Write a comment...,Напиши коментар...,
Write your discussion content...,Напиши съдържанието на дискусията...,
resolved,решено,
unread,непрочетено,
{0} mentioned you in a comment,{0} те спомена в коментар,
{0} is already an attendee.,{0} вече е участник.,
{0} is not an attendee.,{0} не е участник.,
{0} is not installed,{0} не е инсталирано,
{0} results found,Намерени са {0} резултата,
+ Add tags,+ Добави тагове,
A→Z,А→Я,
Accept,Приеми,
Action failed,Неуспешно действие,
Active now,Активен сега,
Add a note,Добави бележка,
"Add a note to keep track of details about this contact.","Добави бележка, за да следиш подробности за този контакт.",
Add address,Добави адрес,
Add another address,Добави друг адрес,
Add birthday,Добави рожден ден,
Add company,Добави фирма,
Add job title,Добави длъжност,
Add more tags...,Добави още тагове...,
Add tags...,Добави тагове...,
"Address is not linked to this contact","Адресът не е свързан с този контакт",
"Address line 1, city, and country are required","Адрес ред 1, град и държава са задължителни",
ago,преди,
All companies,Всички фирми,
All day event,Целодневно събитие,
"Apartment, suite, etc.","Апартамент, офис и др.",
Apps,Приложения,
Archive contact,Архивирай контакт,
Attendees,Участници,
available,налично,
Best regards,С уважение,
Bookmarks,Отметки,
"Both proposed start and end times are required.","Необходими са и начален, и краен час.",
Break,Почивка,
Bridge not registered,Мостът не е регистриран,
Calendar Settings,Настройки на календар,
Call,Обаждане,
Cannot change bookmark owner,Не може да се промени собственикът на отметката,
Cannot revoke your current session,Не може да отмениш текущата си сесия,
Change Password,Промяна на парола,
Change photo,Промени снимка,
Check Status,Провери статус,
City,Град,
Clear,Изчисти,
Clear filters,Изчисти филтрите,
Close search,Затвори търсене,
Cmd+Enter to save,Cmd+Enter за запазване,
Coming soon,Очаквай скоро,
Coming up!,Предстои!,
Comment,Коментар,
Community Edition,Community Edition,
Complete,Завършено,
Confirm new password,Потвърди нова парола,
Copy,Копирай,
Could not load notes,Бележките не можаха да бъдат заредени,
Country,Държава,
"Country '{0}' not found. Please select a valid country.","Държава „{0}" не е намерена. Моля избери валидна държава.",
Create a contact to get started,Създай контакт за начало,
Created event: {0},Създадено събитие: {0},
Creating...,Създаване...,
Current,Текущ,
Current password,Текуща парола,
Current password is incorrect,Текущата парола е грешна,
Currency,Валута,
Date,Дата,
Decline,Откажи,
Department,Отдел,
Do Not Contact,Не се свързвай,
Dock,Dock,
Download,Изтегли,
"e.g. en, fr, de","напр. en, fr, de",
Edit,Редактирай,
Edit address,Редактирай адрес,
Edit Timer,Редактирай таймер,
Email addresses,Имейл адреси,
Enabled,Включено,
"End time was before start time. Adjusted to 1 hour after start.","Крайният час беше преди началния. Коригирано на 1 час след началото.",
Error,Грешка,
Event '{0}' status changed to {1},Статусът на събитие „{0}" е променен на {1},
Event Type,Тип събитие,
events,събития,
External,Външен,
External — no user account,Външен — без потребителски акаунт,
Failed to change password,Неуспешна промяна на парола,
Failed to check status,Неуспешна проверка на статус,
Failed to load apps,Неуспешно зареждане на приложения,
Failed to load settings,Неуспешно зареждане на настройки,
"Field '{0}' is not editable","Полето „{0}" не може да се редактира",
Files,Файлове,
First Name,Собствено име,
Focus,Фокус,
"Frappe Manager URL is not configured in Dock Settings.","URL на Frappe Manager не е настроен в Dock Настройки.",
Hello {0},Здравей {0},
Inactive,Неактивен,
Integrations,Интеграции,
Internal,Вътрешен,
Internal — has a user account,Вътрешен — има потребителски акаунт,
Invalid RSVP status,Невалиден RSVP статус,
Invalid status,Невалиден статус,
"Invalid status. Must be one of: {0}","Невалиден статус. Трябва да бъде един от: {0}",
"Invitation: {0} — {1} at {2}","Покана: {0} — {1} в {2}",
Invite People,Покани хора,
Join meeting →,Присъедини се към среща →,
Language,Език,
Last activity,Последна активност,
Last modified,Последна промяна,
Last Name,Фамилно име,
Last sync,Последна синхронизация,
Link user account,Свържи потребителски акаунт,
Linked records,Свързани записи,
Loading settings...,Зареждане на настройки...,
Loading...,Зареждане...,
Location,Местоположение,
Mark Do Not Contact,Маркирай като Не се свързвай,
Maybe,Може би,
Meeting Link,Линк за среща,
Meeting title,Заглавие на среща,
Meeting URL,URL на среща,
Mine,Мои,
Modified,Променено,
navigate,навигация,
New note,Нова бележка,
New password,Нова парола,
new tab,нов раздел,
New tag,Нов таг,
No active sessions found,Няма намерени активни сесии,
No activity,Няма активност,
No attendees,Няма участници,
No bookmarks yet,Все още няма отметки,
No bridges registered,Няма регистрирани мостове,
No contacts match these filters,Няма контакти отговарящи на тези филтри,
No file uploaded,Няма качен файл,
No files attached,Няма прикачени файлове,
No notes yet,Все още няма бележки,
No results found,Няма намерени резултати,
No settings registered for this app.,Няма регистрирани настройки за това приложение.,
No status endpoint declared,Няма деклариран статус ендпойнт,
No sync endpoint declared,Няма деклариран ендпойнт за синхронизация,
No tags found,Няма намерени тагове,
Not checked,Непроверено,
Not configured,Не е настроено,
Not permitted,Нямаш достъп,
Note content cannot be empty,Съдържанието на бележката не може да бъде празно,
Notification Settings,Настройки на известия,
Number format,Формат на числа,
One-way,Еднопосочно,
"Only native Dock events can be deleted here.","Тук могат да бъдат изтрити само собствени Dock събития.",
"Only System Manager can trigger bridge sync","Само System Manager може да стартира синхронизация на мост",
"Only System Manager can view sync logs","Само System Manager може да вижда логове за синхронизация",
"Only the contact owner can change the photo","Само собственикът на контакта може да промени снимката",
"Only the contact owner can edit this contact","Само собственикът на контакта може да редактира този контакт",
"Only the event organizer can send invitations.","Само организаторът на събитието може да изпраща покани.",
"Only the session creator or a Dock Manager can revoke sessions","Само създателят на сесията или Dock Manager може да отменя сесии",
open,отвори,
Open app switcher,Отвори превключвател на приложения,
Optional,По избор,
optional,по избор,
Organizer,Организатор,
Owner,Собственик,
Password updated,Паролата е обновена,
Passwords don't match,Паролите не съвпадат,
Permission denied,Достъпът е отказан,
Phone numbers,Телефонни номера,
Pin items from any app using the bookmark button in the top bar,Закачи елементи от всяко приложение с бутона за отметки в горната лента,
Please fill in all password fields,Моля попълни всички полета за парола,
Please log in to access Dock.,Моля влез в акаунта си за достъп до Dock.,
"Please respond to this invitation in the calendar","Моля отговори на тази покана в календара",
Postal code,Пощенски код,
Primary,Основен,
Primary address,Основен адрес,
Privacy Policy,Политика за поверителност,
Profile,Профил,
Refresh All,Обнови всички,
"Reminder: {0} — {1} at {2}","Напомняне: {0} — {1} в {2}",
Remove Do Not Contact,Премахни Не се свързвай,
Remove tag,Премахни таг,
Required,Задължително,
required,задължително,
Respond in,Отговори в,
Restore,Възстанови,
Restore from archive,Възстанови от архив,
Revoking...,Отменяне...,
Room or address,Зала или адрес,
Save,Запази,
Saving...,Запазване...,
Search,Търсене,
Search for people to invite...,Търси хора за покана...,
Search is temporarily unavailable,Търсенето е временно недостъпно,
Search results,Резултати от търсене,
Search scope,Обхват на търсене,
Search user by name or email…,Търси потребител по име или имейл…,
Searching...,Търсене...,
Security,Сигурност,
"Send an email or add a note to get started.","Изпрати имейл или добави бележка за начало.",
Session {0}/{1},Сесия {0}/{1},
Sessions,Сесии,
Settings,Настройки,
Settings not found,Настройките не са намерени,
Share,Сподели,
Show,Покажи,
Show less,Покажи по-малко,
Social profiles,Социални профили,
"Sourced events can only be edited in the source app.","Събития от външни приложения могат да бъдат редактирани само в оригиналното приложение.",
Source Code,Изходен код,
Start Focus,Стартирай фокус,
State / Province,Област / Провинция,
"Street, number","Улица, номер",
Sync Now,Синхронизирай сега,
Tag,Таг,
Tag cannot be empty,Тагът не може да бъде празен,
Tags,Тагове,
Target not installed,Целта не е инсталирана,
Task,Задача,
"The settings component could not be loaded. Please reload the page.","Компонентът за настройки не можа да бъде зареден. Моля презареди страницата.",
"This contact is archived and hidden from the People list.","Този контакт е архивиран и скрит от списъка Хора.",
This is a reminder for your upcoming event,Това е напомняне за предстоящото ти събитие,
This person is marked as Do Not Contact.,Този човек е маркиран като Не се свързвай.,
"This record is already linked to this discussion","Този запис вече е свързан с тази дискусия",
Timer,Таймер,
Timer running for {0} — did you forget?,Таймерът работи от {0} — да не си забравил?,
"To remove {0}, run:","За премахване на {0} изпълни:",
Try a different search term,Опитай с различна дума за търсене,
Two-Factor Authentication,Двуфакторна автентикация,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Двуфакторната автентикация не е включена на този сайт. Свържи се с администратора.",
Two-way,Двупосочно,
Type at least 2 characters to search,Въведи поне 2 знака за търсене,
Type to search...,Въведи за търсене...,
"Unknown notification_type '{0}' for app '{1}'","Непознат notification_type „{0}" за приложение „{1}"",
Unknown device,Непознато устройство,
Unlink user — make external,Премахни връзка с потребител — направи външен,
unsynced,несинхронизирано,
Update,Актуализирай,
Update password,Обнови парола,
Updating...,Актуализиране...,
Upload file,Качи файл,
"Upload files like contracts, proposals, or documents.","Качи файлове като договори, предложения или документи.",
Upload photo,Качи снимка,
Uploading...,Качване...,
Uploading…,Качване…,
View entry,Виж запис,
Website,Уебсайт,
Where,Къде,
Work,Работа,
Write a note...,Напиши бележка...,
Write a note... (not linked to any record),Напиши бележка... (не е свързана с никой запис),
You,Ти,
You are not an attendee of this event.,Не си участник в това събитие.,
"You can have a maximum of {0} bookmarks","Можеш да имаш максимум {0} отметки",
You can only change status of your own events.,Можеш да промениш статуса само на свои събития.,
You can only delete your own comments,Можеш да изтриваш само свои коментари,
You can only delete your own events.,Можеш да изтриваш само свои събития.,
You can only edit your own events.,Можеш да редактираш само свои събития.,
You can only edit your own notes,Можеш да редактираш само свои бележки,
"You can only manage attendees on your own events.","Можеш да управляваш участниците само на свои събития.",
You can only view your own events.,Можеш да виждаш само свои събития.,
"You do not have permission to comment on this record","Нямаш право да коментираш този запис",
You have already reacted with {0},Вече си реагирал с {0},
You have been invited to the following event,Поканен си на следното събитие,
Your attendance,Твоето присъствие,
Your response,Твоят отговор,
Z→A,Я→А,
Rescheduled event: {0},Преместено събитие: {0},
