source,target,context
Displayed in the top bar,ಮೇಲಿನ ಬಾರ್‌ನಲ್ಲಿ ತೋರಿಸಲಾಗಿದೆ,
Dock Settings,Dock ಸೆಟ್ಟಿಂಗ್‌ಗಳು,
Done,ಆಯಿತು,
Done editing,ಸಂಪಾದನೆ ಮುಗಿಯಿತು,
Drag to reorder {0},{0} ಮರುಕ್ರಮಿಸಲು ಎಳೆಯಿರಿ,
Edit bookmarks,ಬುಕ್‌ಮಾರ್ಕ್‌ಗಳನ್ನು ಸಂಪಾದಿಸಿ,
e.g. Europe/Berlin,ಉದಾ. Europe/Berlin,
Email,ಇಮೇಲ್,
Enable bookmarks,ಬುಕ್‌ಮಾರ್ಕ್‌ಗಳನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ,
Everyone,ಎಲ್ಲರೂ,
Enable global timer,ಜಾಗತಿಕ ಟೈಮರ್ ಸಕ್ರಿಯಗೊಳಿಸಿ,
Enable recent items,ಇತ್ತೀಚಿನ ಐಟಂಗಳನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ,
Expired,ಅವಧಿ ಮುಗಿದಿದೆ,
Expires,ಅವಧಿ ಮುಗಿಯುವ,
Expires: {0},ಅವಧಿ ಮುಗಿಯುತ್ತದೆ: {0},
Failed to generate link. Please try again.,ಲಿಂಕ್ ರಚಿಸಲಾಗಲಿಲ್ಲ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,
Failed to load sessions.,ಸೆಶನ್‌ಗಳನ್ನು ಲೋಡ್ ಮಾಡಲಾಗಲಿಲ್ಲ.,
Features,ವೈಶಿಷ್ಟ್ಯಗಳು,
Full name,ಪೂರ್ಣ ಹೆಸರು,
Frappe Desk,Frappe Desk,
Generate link,ಲಿಂಕ್ ರಚಿಸಿ,
Generating…,ರಚಿಸಲಾಗುತ್ತಿದೆ…,
Guest Portal,ಅತಿಥಿ ಪೋರ್ಟಲ್,
in {0},{0} ನಲ್ಲಿ,
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","ನಿಮ್ಮ ಸಂಪರ್ಕಗಳ ಕ್ರಾಸ್-app ಸಂದರ್ಭ ನೋಡಲು Orga, Micro, ಅಥವಾ ಇತರ app ಗಳನ್ನು ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಿ.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,ಹುದ್ದೆ,
Keep running,ಚಾಲನೆಯಲ್ಲಿಡಿ,
Label,ಲೇಬಲ್,
Last accessed,ಕೊನೆಯ ಬಳಕೆ,
Light,ಹಗುರ,
Limit,ಮಿತಿ,
Link expires in:,ಲಿಂಕ್ ಅವಧಿ ಮುಗಿಯುತ್ತದೆ:,
Loading…,ಲೋಡ್ ಆಗುತ್ತಿದೆ…,
Load more,ಇನ್ನಷ್ಟು ನೋಡಿ,
Log out,ಲಾಗ್ ಔಟ್,
Make private,ಖಾಸಗಿಯಾಗಿಸಿ,
Mark all read,ಎಲ್ಲವನ್ನೂ ಓದಿದ ಎಂದು ಗುರುತಿಸಿ,
Mark read,ಓದಿದ ಎಂದು ಗುರುತಿಸಿ,
Monday,ಸೋಮವಾರ,
More fields,ಹೆಚ್ಚಿನ ಕ್ಷೇತ್ರಗಳು,
My contacts,ನನ್ನ ಸಂಪರ್ಕಗಳು,
My Account,ನನ್ನ ಖಾತೆ,
My Profile,ನನ್ನ ಪ್ರೊಫೈಲ್,
Never,ಎಂದಿಗೂ ಇಲ್ಲ,
New contact,ಹೊಸ ಸಂಪರ್ಕ,
No contacts found,ಯಾವುದೇ ಸಂಪರ್ಕ ಕಂಡುಬಂದಿಲ್ಲ,
No expiry,ಅವಧಿ ಇಲ್ಲ,
None,ಯಾವುದೂ ಇಲ್ಲ,
No guest sessions yet.,ಇನ್ನೂ ಯಾವುದೇ ಅತಿಥಿ ಸೆಶನ್ ಇಲ್ಲ.,
No recent items,ಇತ್ತೀಚಿನ ಐಟಂಗಳಿಲ್ಲ,
No recent items yet,ಇನ್ನೂ ಇತ್ತೀಚಿನ ಐಟಂಗಳಿಲ್ಲ,
"No results for ""{0}""","""{0}"" ಗೆ ಯಾವುದೇ ಫಲಿತಾಂಶಗಳಿಲ್ಲ",
"No results for ""{0}"" in {1}","{1} ನಲ್ಲಿ ""{0}"" ಗೆ ಯಾವುದೇ ಫಲಿತಾಂಶಗಳಿಲ್ಲ",
Notifications,ಅಧಿಸೂಚನೆಗಳು,
Notification unavailable,ಅಧಿಸೂಚನೆ ಲಭ್ಯವಿಲ್ಲ,
Organization Defaults,ಸಂಸ್ಥೆಯ ಡೀಫಾಲ್ಟ್‌ಗಳು,
Organization settings updated — reload to apply,ಸಂಸ್ಥೆಯ ಸೆಟ್ಟಿಂಗ್‌ಗಳು ನವೀಕರಿಸಲಾಗಿದೆ — ಅನ್ವಯಿಸಲು ಮರುಲೋಡ್ ಮಾಡಿ,
Org default,ಸಂಸ್ಥೆಯ ಡೀಫಾಲ್ಟ್,
"Password, 2FA, profile picture","ಪಾಸ್‌ವರ್ಡ್, 2FA, ಪ್ರೊಫೈಲ್ ಚಿತ್ರ",
Pause,ವಿರಾಮ,
paused,ವಿರಾಮದಲ್ಲಿ,
People,ಜನರು,
People with access,ಪ್ರವೇಶ ಹೊಂದಿರುವ ಜನರು,
Permissions,ಅನುಮತಿಗಳು,
Pinned,ಪಿನ್ ಮಾಡಲಾಗಿದೆ,
Powered by Tonic,Tonic ನಿಂದ ನಡೆಸಲ್ಪಡುತ್ತಿದೆ,
Phone,ಫೋನ್,
Private,ಖಾಸಗಿ,
Product Manager,Product Manager,
Preferences,ಆದ್ಯತೆಗಳು,
Read,ಓದಿ,
Recent,ಇತ್ತೀಚಿನ,
Reload,ಮರುಲೋಡ್,
Remove bookmark,ಬುಕ್‌ಮಾರ್ಕ್ ತೆಗೆಯಿರಿ,
Remove from shared,ಹಂಚಿಕೆಯಿಂದ ತೆಗೆಯಿರಿ,
Remove from recent,ಇತ್ತೀಚಿನದರಿಂದ ತೆಗೆಯಿರಿ,
Resume,ಮುಂದುವರಿಸಿ,
Retry,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ,
Revoke,ಹಿಂತೆಗೆದುಕೊಳ್ಳಿ,
Revoked,ಹಿಂತೆಗೆದುಕೊಳ್ಳಲಾಗಿದೆ,
Revoke session,ಸೆಶನ್ ಹಿಂತೆಗೆದುಕೊಳ್ಳಿ,
Revoking…,ಹಿಂತೆಗೆದುಕೊಳ್ಳಲಾಗುತ್ತಿದೆ…,
Saved,ಉಳಿಸಲಾಗಿದೆ,
Save failed,ಉಳಿಸುವುದು ವಿಫಲವಾಯಿತು,
Save organization settings,ಸಂಸ್ಥೆಯ ಸೆಟ್ಟಿಂಗ್‌ಗಳನ್ನು ಉಳಿಸಿ,
Saving…,ಉಳಿಸಲಾಗುತ್ತಿದೆ…,
Search...,ಹುಡುಕಿ...,
"Search by name, email, or phone…","ಹೆಸರು, ಇಮೇಲ್, ಅಥವಾ ಫೋನ್‌ನಿಂದ ಹುಡುಕಿ…",
Search users...,ಬಳಕೆದಾರರನ್ನು ಹುಡುಕಿ...,
Share {0} {1},{0} {1} ಹಂಚಿಕೊಳ್ಳಿ,
Submit,ಸಲ್ಲಿಸಿ,
Search in All apps,ಎಲ್ಲಾ app ಗಳಲ್ಲಿ ಹುಡುಕಿ,
Search unavailable,ಹುಡುಕಾಟ ಲಭ್ಯವಿಲ್ಲ,
selected,ಆಯ್ಕೆಮಾಡಲಾಗಿದೆ,
"Share ""{0}""","""{0}"" ಹಂಚಿಕೊಳ್ಳಿ",
Share with team,ತಂಡದೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಿ,
Shared,ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,
Shared with team,ತಂಡದೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,
Share with client,ಗ್ರಾಹಕರೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಿ,
Showing {0} of {1} sessions,{1} ಸೆಶನ್‌ಗಳಲ್ಲಿ {0} ತೋರಿಸಲಾಗುತ್ತಿದೆ,
Site label,ಸೈಟ್ ಲೇಬಲ್,
Sort: A–Z — click for last modified,"ವಿಂಗಡಿಸಿ: A–Z — ಕೊನೆಯ ಬದಲಾವಣೆಗೆ ಕ್ಲಿಕ್ ಮಾಡಿ",
Sort: last modified — click for A–Z,"ವಿಂಗಡಿಸಿ: ಕೊನೆಯ ಬದಲಾವಣೆ — A–Z ಗೆ ಕ್ಲಿಕ್ ಮಾಡಿ",
Start,ಪ್ರಾರಂಭಿಸಿ,
Start Timer,ಟೈಮರ್ ಪ್ರಾರಂಭಿಸಿ,
Status,ಸ್ಥಿತಿ,
Stop,ನಿಲ್ಲಿಸಿ,
Stop & Save,ನಿಲ್ಲಿಸಿ ಮತ್ತು ಉಳಿಸಿ,
Sunday,ಭಾನುವಾರ,
System,ಸಿಸ್ಟಮ್,
Theme,ಥೀಮ್,
Theme preference,ಥೀಮ್ ಆದ್ಯತೆ,
This email is already on,ಈ ಇಮೇಲ್ ಈಗಾಗಲೇ ಇದೆ,
This link has been deactivated.,ಈ ಲಿಂಕ್ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ.,
This link has expired. Please ask the sender for a new link.,ಈ ಲಿಂಕ್‌ನ ಅವಧಿ ಮುಗಿದಿದೆ. ದಯವಿಟ್ಟು ಕಳುಹಿಸಿದವರಲ್ಲಿ ಹೊಸ ಲಿಂಕ್ ಕೇಳಿ.,
This link is invalid or has been removed.,ಈ ಲಿಂಕ್ ಅಮಾನ್ಯವಾಗಿದೆ ಅಥವಾ ತೆಗೆಯಲಾಗಿದೆ.,
Time,ಸಮಯ,
Time entry saved,ಸಮಯ ನಮೂದು ಉಳಿಸಲಾಗಿದೆ,
Timer unavailable,ಟೈಮರ್ ಲಭ್ಯವಿಲ್ಲ,
Timezone,ಸಮಯ ವಲಯ,
total,ಒಟ್ಟು,
Try again,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ,
Unread,ಓದಿಲ್ಲ,
Open calendar,ಕ್ಯಾಲೆಂಡರ್ ತೆರೆಯಿರಿ,
Open in Desk,Desk ನಲ್ಲಿ ತೆರೆಯಿರಿ,
Open in {0},{0} ನಲ್ಲಿ ತೆರೆಯಿರಿ,
User menu,ಬಳಕೆದಾರ ಮೆನು,
View existing →,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ನೋಡಿ →,
Visibility,ಗೋಚರತೆ,
View,ನೋಡಿ,
View all notifications,ಎಲ್ಲಾ ಅಧಿಸೂಚನೆಗಳನ್ನು ನೋಡಿ,
View time entry,ಸಮಯ ನಮೂದು ನೋಡಿ,
Week starts on,ವಾರ ಆರಂಭವಾಗುತ್ತದೆ,
Write,ಬರೆಯಿರಿ,
What are you working on?,ನೀವು ಏನು ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಿ?,
You're all caught up,ನೀವು ಎಲ್ಲವನ್ನೂ ನೋಡಿದ್ದೀರಿ,
Your Preferences,ನಿಮ್ಮ ಆದ್ಯತೆಗಳು,
Your timer has been running for {0},ನಿಮ್ಮ ಟೈಮರ್ {0} ಕಾಲದಿಂದ ಚಾಲನೆಯಲ್ಲಿದೆ,
Actions,ಕ್ರಿಯೆಗಳು,
Add details about this event...,ಈ ಈವೆಂಟ್ ಬಗ್ಗೆ ವಿವರಗಳನ್ನು ಸೇರಿಸಿ...,
Add event,ಈವೆಂಟ್ ಸೇರಿಸಿ,
Agenda,ಕಾರ್ಯಸೂಚಿ,
All day,ಇಡೀ ದಿನ,
Calendar,ಕ್ಯಾಲೆಂಡರ್,
Create Event,ಈವೆಂಟ್ ರಚಿಸಿ,
Create in:,ಇದರಲ್ಲಿ ರಚಿಸಿ:,
Day,ದಿನ,
Deadline,ಗಡುವು,
Delete Event,ಈವೆಂಟ್ ಅಳಿಸಿ,
Delete this event? This cannot be undone.,ಈ ಈವೆಂಟ್ ಅಳಿಸಬೇಕೇ? ಇದನ್ನು ಹಿಂದೆ ಮಾಡಲಾಗುವುದಿಲ್ಲ.,
Deleting…,ಅಳಿಸಲಾಗುತ್ತಿದೆ…,
Description,ವಿವರಣೆ,
Details,ವಿವರಗಳು,
End,ಅಂತ್ಯ,
Event,ಈವೆಂಟ್,
Event title,ಈವೆಂಟ್ ಶೀರ್ಷಿಕೆ,
Failed to create event,ಈವೆಂಟ್ ರಚಿಸಲಾಗಲಿಲ್ಲ,
Failed to delete event,ಈವೆಂಟ್ ಅಳಿಸಲಾಗಲಿಲ್ಲ,
Manage this event in,ಈ ಈವೆಂಟ್ ನಿರ್ವಹಿಸಿ,
Meeting,ಸಭೆ,
Milestone,ಮೈಲಿಗಲ್ಲು,
Month,ತಿಂಗಳು,
My calendars,ನನ್ನ ಕ್ಯಾಲೆಂಡರ್‌ಗಳು,
New Event,ಹೊಸ ಈವೆಂಟ್,
No actions available,ಯಾವುದೇ ಕ್ರಿಯೆ ಲಭ್ಯವಿಲ್ಲ,
No events,ಈವೆಂಟ್‌ಗಳಿಲ್ಲ,
Open in,ತೆರೆಯಿರಿ,
Other,ಇತರ,
Permanently remove this event,ಈ ಈವೆಂಟ್ ಅನ್ನು ಶಾಶ್ವತವಾಗಿ ತೆಗೆಯಿರಿ,
Review,ಪರಿಶೀಲನೆ,
Source,ಮೂಲ,
Start date/time is required,ಪ್ರಾರಂಭ ದಿನಾಂಕ/ಸಮಯ ಅಗತ್ಯ,
Title,ಶೀರ್ಷಿಕೆ,
Title is required,ಶೀರ್ಷಿಕೆ ಅಗತ್ಯ,
Today,ಇಂದು,
Type,ಪ್ರಕಾರ,
View full details in the source app,ಮೂಲ app ನಲ್ಲಿ ಸಂಪೂರ್ಣ ವಿವರಗಳನ್ನು ನೋಡಿ,
Week,ವಾರ,
When,ಯಾವಾಗ,
{0} available,{0} ಲಭ್ಯ,
Available,ಲಭ್ಯ,
Configure Frappe Manager to enable one-click updates.,ಒಂದು-ಕ್ಲಿಕ್ ನವೀಕರಣಗಳನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಲು Frappe Manager ಅನ್ನು ಕಾನ್ಫಿಗರ್ ಮಾಡಿ.,
Copy command,ಕಮಾಂಡ್ ನಕಲಿಸಿ,
Ecosystem Apps,ಇಕೋಸಿಸ್ಟಮ್ app ಗಳು,
Failed,ವಿಫಲವಾಯಿತು,
Install,ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಿ,
Installed,ಇನ್‌ಸ್ಟಾಲ್ ಆಗಿದೆ,
Learn more,ಇನ್ನಷ್ಟು ತಿಳಿಯಿರಿ,
No apps found,ಯಾವುದೇ app ಕಂಡುಬಂದಿಲ್ಲ,
not installed,ಇನ್‌ಸ್ಟಾಲ್ ಆಗಿಲ್ಲ,
Open,ತೆರೆಯಿರಿ,
Pro available,Pro ಲಭ್ಯ,
Queued…,ಸರದಿಯಲ್ಲಿ…,
Refresh,ರಿಫ್ರೆಶ್,
Remove,ತೆಗೆಯಿರಿ,
"Remove {0}? This will uninstall the app and may affect data.","{0} ತೆಗೆಯಬೇಕೇ? ಇದು app ಅನ್ನು ಅನಿನ್‌ಸ್ಟಾಲ್ ಮಾಡುತ್ತದೆ ಮತ್ತು ಡೇಟಾ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರಬಹುದು.",
Restart required,ಮರುಪ್ರಾರಂಭ ಅಗತ್ಯ,
Restarting…,ಮರುಪ್ರಾರಂಭಿಸಲಾಗುತ್ತಿದೆ…,
"To install {0}, run:","{0} ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಲು, ಚಲಾಯಿಸಿ:",
"To update {0}, run:","{0} ನವೀಕರಿಸಲು, ಚಲಾಯಿಸಿ:",
"Update {0} from v{1} to {2}? This will restart Frappe.","{0} ಅನ್ನು v{1} ನಿಂದ {2} ಗೆ ನವೀಕರಿಸಬೇಕೇ? ಇದು Frappe ಮರುಪ್ರಾರಂಭಿಸುತ್ತದೆ.",
Update to {0},{0} ಗೆ ನವೀಕರಿಸಿ,
Updated,ನವೀಕರಿಸಲಾಗಿದೆ,
Updating…,ನವೀಕರಿಸಲಾಗುತ್ತಿದೆ…,
Up to date,ನವೀಕೃತ,
to version,ಆವೃತ್ತಿಗೆ,
For whom?,ಯಾರಿಗಾಗಿ?,
Working on?,ಏನು ಕೆಲಸ?,
Search contacts...,ಸಂಪರ್ಕಗಳನ್ನು ಹುಡುಕಿ...,
Select type...,ಪ್ರಕಾರ ಆಯ್ಕೆಮಾಡಿ...,
Context,ಸಂದರ್ಭ,
Contact,ಸಂಪರ್ಕ,
Context Type,ಸಂದರ್ಭ ಪ್ರಕಾರ,
Activity,ಚಟುವಟಿಕೆ,
Activity will appear here as you and your team work across ecosystem apps.,ನೀವು ಮತ್ತು ನಿಮ್ಮ ತಂಡ ಇಕೋಸಿಸ್ಟಮ್ app ಗಳಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಂತೆ ಇಲ್ಲಿ ಚಟುವಟಿಕೆ ಕಾಣಿಸುತ್ತದೆ.,
Acknowledge,ದೃಢೀಕರಿಸಿ,
All apps,ಎಲ್ಲಾ app ಗಳು,
All Discussions,ಎಲ್ಲಾ ಚರ್ಚೆಗಳು,
All types,ಎಲ್ಲಾ ಪ್ರಕಾರಗಳು,
Archived,ಆರ್ಕೈವ್ ಆಗಿದೆ,
Cancel,ರದ್ದುಮಾಡಿ,
Celebrate,ಆಚರಿಸಿ,
Comments,ಪ್ರತಿಕ್ರಿಯೆಗಳು,
Create Discussion,ಚರ್ಚೆ ರಚಿಸಿ,
Creating…,ರಚಿಸಲಾಗುತ್ತಿದೆ…,
Ctrl+Enter to send,ಕಳುಹಿಸಲು Ctrl+Enter,
Decision,ನಿರ್ಧಾರ,
Discussion not found,ಚರ್ಚೆ ಕಂಡುಬಂದಿಲ್ಲ,
Discussion title,ಚರ್ಚೆ ಶೀರ್ಷಿಕೆ,
Discussions,ಚರ್ಚೆಗಳು,
Flag,ಫ್ಲ್ಯಾಗ್,
General,ಸಾಮಾನ್ಯ,
just now,ಈಗಷ್ಟೇ,
Keep commenting,ಪ್ರತಿಕ್ರಿಯಿಸುವುದನ್ನು ಮುಂದುವರಿಸಿ,
Linked Records,ಲಿಂಕ್ ಮಾಡಲಾದ ದಾಖಲೆಗಳು,
Linked to,ಲಿಂಕ್ ಆಗಿದೆ,
Load more,ಇನ್ನಷ್ಟು ನೋಡಿ,
Loading…,ಲೋಡ್ ಆಗುತ್ತಿದೆ…,
Meeting Protocol,ಸಭೆ ಕಾರ್ಯವಿಧಾನ,
Mentioned,ಉಲ್ಲೇಖಿಸಲಾಗಿದೆ,
New Discussion,ಹೊಸ ಚರ್ಚೆ,
No activity yet,ಇನ್ನೂ ಯಾವುದೇ ಚಟುವಟಿಕೆ ಇಲ್ಲ,
No comments yet,ಇನ್ನೂ ಯಾವುದೇ ಪ್ರತಿಕ್ರಿಯೆಗಳಿಲ್ಲ,
No discussions found,ಯಾವುದೇ ಚರ್ಚೆ ಕಂಡುಬಂದಿಲ್ಲ,
No discussions yet,ಇನ್ನೂ ಯಾವುದೇ ಚರ್ಚೆ ಇಲ್ಲ,
Note,ಟಿಪ್ಪಣಿ,
Notes,ಟಿಪ್ಪಣಿಗಳು,
Participants,ಭಾಗವಹಿಸುವವರು,
Pin,ಪಿನ್ ಮಾಡಿ,
Pinned,ಪಿನ್ ಮಾಡಲಾಗಿದೆ,
Proposal,ಪ್ರಸ್ತಾವನೆ,
Protocol,ಕಾರ್ಯವಿಧಾನ,
Reopen,ಮರುತೆರೆಯಿರಿ,
Replies,ಉತ್ತರಗಳು,
Reply,ಉತ್ತರ,
Replying to comment,ಪ್ರತಿಕ್ರಿಯೆಗೆ ಉತ್ತರಿಸಲಾಗುತ್ತಿದೆ,
Resolve,ಪರಿಹರಿಸಿ,
Resolve Discussion,ಚರ್ಚೆ ಪರಿಹರಿಸಿ,
Resolved,ಪರಿಹರಿಸಲಾಗಿದೆ,
Resolution,ಪರಿಹಾರ,
Resolution summary...,ಪರಿಹಾರ ಸಾರಾಂಶ...,
Retrospective,ಹಿಂದಿರುಗಿ ನೋಟ,
Search discussions...,ಚರ್ಚೆಗಳನ್ನು ಹುಡುಕಿ...,
Seen,ನೋಡಲಾಗಿದೆ,
Send,ಕಳುಹಿಸಿ,
Start Discussion,ಚರ್ಚೆ ಪ್ರಾರಂಭಿಸಿ,
Unpin,ಪಿನ್ ತೆಗೆಯಿರಿ,
Write a comment...,ಪ್ರತಿಕ್ರಿಯೆ ಬರೆಯಿರಿ...,
Write your discussion content...,ನಿಮ್ಮ ಚರ್ಚೆಯ ವಿಷಯ ಬರೆಯಿರಿ...,
resolved,ಪರಿಹರಿಸಲಾಗಿದೆ,
unread,ಓದಿಲ್ಲ,
{0} mentioned you in a comment,{0} ಪ್ರತಿಕ್ರಿಯೆಯಲ್ಲಿ ನಿಮ್ಮನ್ನು ಉಲ್ಲೇಖಿಸಿದ್ದಾರೆ,
{0} is already an attendee.,{0} ಈಗಾಗಲೇ ಭಾಗವಹಿಸುವವರಾಗಿದ್ದಾರೆ.,
{0} is not an attendee.,{0} ಭಾಗವಹಿಸುವವರಲ್ಲ.,
{0} is not installed,{0} ಇನ್‌ಸ್ಟಾಲ್ ಆಗಿಲ್ಲ,
{0} results found,{0} ಫಲಿತಾಂಶಗಳು ಕಂಡುಬಂದಿವೆ,
+ Add tags,+ ಟ್ಯಾಗ್‌ಗಳನ್ನು ಸೇರಿಸಿ,
A→Z,A→Z,
Accept,ಒಪ್ಪಿಕೊಳ್ಳಿ,
Action failed,ಕ್ರಿಯೆ ವಿಫಲವಾಯಿತು,
Active now,ಈಗ ಸಕ್ರಿಯ,
Add a note,ಟಿಪ್ಪಣಿ ಸೇರಿಸಿ,
"Add a note to keep track of details about this contact.","ಈ ಸಂಪರ್ಕದ ವಿವರಗಳನ್ನು ಟ್ರ್ಯಾಕ್ ಮಾಡಲು ಟಿಪ್ಪಣಿ ಸೇರಿಸಿ.",
Add address,ವಿಳಾಸ ಸೇರಿಸಿ,
Add another address,ಮತ್ತೊಂದು ವಿಳಾಸ ಸೇರಿಸಿ,
Add birthday,ಹುಟ್ಟುಹಬ್ಬ ಸೇರಿಸಿ,
Add company,ಕಂಪನಿ ಸೇರಿಸಿ,
Add job title,ಹುದ್ದೆ ಸೇರಿಸಿ,
Add more tags...,ಇನ್ನಷ್ಟು ಟ್ಯಾಗ್‌ಗಳನ್ನು ಸೇರಿಸಿ...,
Add tags...,ಟ್ಯಾಗ್‌ಗಳನ್ನು ಸೇರಿಸಿ...,
"Address is not linked to this contact","ವಿಳಾಸ ಈ ಸಂಪರ್ಕಕ್ಕೆ ಲಿಂಕ್ ಆಗಿಲ್ಲ",
