source,target,context
Revoked,Kumottu,
Revoke session,Kumoa istunto,
Revoking…,Kumotaan…,
Saved,Tallennettu,
Save failed,Tallennus epäonnistui,
Save organization settings,Tallenna organisaation asetukset,
Saving…,Tallennetaan…,
Search...,Haku...,
"Search by name, email, or phone…","Hae nimellä, sähköpostilla tai puhelinnumerolla…",
Search users...,Hae käyttäjiä...,
Share {0} {1},Jaa {0} {1},
Submit,Lähetä,
Search in All apps,Hae kaikista sovelluksista,
Search unavailable,Haku ei saatavilla,
selected,valittu,
Share "{0}",Jaa "{0}",
Share with team,Jaa tiimille,
Shared,Jaettu,
Shared with team,Jaettu tiimille,
Share with client,Jaa asiakkaalle,
Showing {0} of {1} sessions,Näytetään {0}/{1} istuntoa,
Site label,Sivuston nimi,
Sort: A–Z — click for last modified,Järjestys: A–Ö — klikkaa viimeksi muokatun mukaan,
Sort: last modified — click for A–Z,Järjestys: viimeksi muokattu — klikkaa A–Ö,
Start,Aloita,
Start Timer,Käynnistä ajastin,
Status,Tila,
Stop,Pysäytä,
Stop & Save,Pysäytä ja tallenna,
Sunday,Sunnuntai,
System,Järjestelmä,
Theme,Teema,
Theme preference,Teema-asetus,
This email is already on,Tämä sähköposti on jo käytössä,
This link has been deactivated.,Tämä linkki on poistettu käytöstä.,
This link has expired. Please ask the sender for a new link.,Tämä linkki on vanhentunut. Pyydä lähettäjältä uusi linkki.,
This link is invalid or has been removed.,Tämä linkki on virheellinen tai se on poistettu.,
Time,Aika,
Time entry saved,Aikakirjaus tallennettu,
Timer unavailable,Ajastin ei saatavilla,
Timezone,Aikavyöhyke,
total,yhteensä,
Try again,Yritä uudelleen,
Unread,Lukematon,
Open calendar,Avaa kalenteri,
Open in Desk,Avaa Deskissä,
Open in {0},Avaa sovelluksessa {0},
User menu,Käyttäjävalikko,
View existing →,Näytä olemassa oleva →,
Visibility,Näkyvyys,
View,Näytä,
View all notifications,Näytä kaikki ilmoitukset,
View time entry,Näytä aikakirjaus,
Week starts on,Viikko alkaa,
Write,Kirjoitus,
What are you working on?,Mitä teet?,
You're all caught up,Olet ajan tasalla,
Your Preferences,Omat asetukset,
Your timer has been running for {0},Ajastimesi on ollut käynnissä {0},
Actions,Toiminnot,
Add details about this event...,Lisää tapahtuman tiedot...,
Add event,Lisää tapahtuma,
Agenda,Agenda,
All day,Koko päivä,
Calendar,Kalenteri,
Create Event,Luo tapahtuma,
Create in:,Luo kohteeseen:,
Day,Päivä,
Deadline,Määräaika,
Delete Event,Poista tapahtuma,
Delete this event? This cannot be undone.,Poistetaanko tämä tapahtuma? Tätä ei voi perua.,
Deleting…,Poistetaan…,
Description,Kuvaus,
Details,Tiedot,
End,Loppu,
Event,Tapahtuma,
Event title,Tapahtuman otsikko,
Failed to create event,Tapahtuman luominen epäonnistui,
Failed to delete event,Tapahtuman poistaminen epäonnistui,
Manage this event in,Hallitse tätä tapahtumaa sovelluksessa,
Meeting,Tapaaminen,
Milestone,Välitavoite,
Month,Kuukausi,
My calendars,Omat kalenterit,
New Event,Uusi tapahtuma,
No actions available,Ei toimintoja saatavilla,
No events,Ei tapahtumia,
Open in,Avaa sovelluksessa,
Other,Muu,
Permanently remove this event,Poista tämä tapahtuma pysyvästi,
Review,Katselmointi,
Source,Lähde,
Start date/time is required,Alkamispäivä ja -aika vaaditaan,
Title,Otsikko,
Title is required,Otsikko vaaditaan,
Today,Tänään,
Type,Tyyppi,
View full details in the source app,Näytä kaikki tiedot lähdessovelluksessa,
Week,Viikko,
When,Milloin,
{0} available,{0} saatavilla,
Available,Saatavilla,
Configure Frappe Manager to enable one-click updates.,Määritä Frappe Manager ottaaksesi käyttöön yhden klikkauksen päivitykset.,
Copy command,Kopioi komento,
Ecosystem Apps,Ekosysteemin sovellukset,
Failed,Epäonnistui,
Install,Asenna,
Installed,Asennettu,
Learn more,Lue lisää,
No apps found,Sovelluksia ei löytynyt,
not installed,ei asennettu,
Open,Avaa,
Pro available,Pro saatavilla,
Queued…,Jonossa…,
Refresh,Päivitä,
Remove,Poista,
"Remove {0}? This will uninstall the app and may affect data.","Poistetaanko {0}? Tämä poistaa sovelluksen ja voi vaikuttaa tietoihin.",
Restart required,Uudelleenkäynnistys vaaditaan,
Restarting…,Käynnistetään uudelleen…,
"To install {0}, run:","Asentaaksesi {0}, suorita:",
"To update {0}, run:","Päivittääksesi {0}, suorita:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Päivitetäänkö {0} versiosta v{1} versioon {2}? Tämä käynnistää Frappen uudelleen.",
Update to {0},Päivitä versioon {0},
Updated,Päivitetty,
Updating…,Päivitetään…,
Up to date,Ajan tasalla,
to version,versioon,
For whom?,Kenelle?,
Working on?,Mitä teet?,
Search contacts...,Hae yhteystietoja...,
Select type...,Valitse tyyppi...,
Context,Konteksti,
Contact,Yhteystieto,
Context Type,Kontekstityyppi,
Activity,Toiminta,
Activity will appear here as you and your team work across ecosystem apps.,Toiminta näkyy täällä kun sinä ja tiimisi työskentelette ekosysteemin sovelluksissa.,
Acknowledge,Kuittaa,
All apps,Kaikki sovellukset,
All Discussions,Kaikki keskustelut,
All types,Kaikki tyypit,
Archived,Arkistoitu,
Cancel,Peruuta,
Celebrate,Juhli,
Comments,Kommentit,
Create Discussion,Luo keskustelu,
Creating…,Luodaan…,
Ctrl+Enter to send,Ctrl+Enter lähettääksesi,
Decision,Päätös,
Discussion not found,Keskustelua ei löytynyt,
Discussion title,Keskustelun otsikko,
Discussions,Keskustelut,
Flag,Merkitse,
General,Yleinen,
just now,juuri nyt,
Keep commenting,Jatka kommentointia,
Linked Records,Linkitetyt tietueet,
Linked to,Linkitetty kohteeseen,
Load more,Lataa lisää,
Loading…,Ladataan…,
Meeting Protocol,Kokouspöytäkirja,
Mentioned,Mainittu,
New Discussion,Uusi keskustelu,
No activity yet,Ei toimintaa vielä,
No comments yet,Ei kommentteja vielä,
No discussions found,Keskusteluja ei löytynyt,
No discussions yet,Ei keskusteluja vielä,
Note,Muistiinpano,
Notes,Muistiinpanot,
Participants,Osallistujat,
Pin,Kiinnitä,
Pinned,Kiinnitetty,
Proposal,Ehdotus,
Protocol,Pöytäkirja,
Reopen,Avaa uudelleen,
Replies,Vastaukset,
Reply,Vastaa,
Replying to comment,Vastataan kommenttiin,
Resolve,Ratkaise,
Resolve Discussion,Ratkaise keskustelu,
Resolved,Ratkaistu,
Resolution,Ratkaisu,
Resolution summary...,Ratkaisun yhteenveto...,
Retrospective,Retrospektiivi,
Search discussions...,Hae keskusteluja...,
Seen,Nähty,
Send,Lähetä,
Start Discussion,Aloita keskustelu,
Unpin,Irrota,
Write a comment...,Kirjoita kommentti...,
Write your discussion content...,Kirjoita keskustelun sisältö...,
resolved,ratkaistu,
unread,lukematon,
{0} mentioned you in a comment,{0} mainitsi sinut kommentissa,
{0} is already an attendee.,{0} on jo osallistuja.,
{0} is not an attendee.,{0} ei ole osallistuja.,
{0} is not installed,{0} ei ole asennettu,
{0} results found,{0} tulosta löytyi,
+ Add tags,+ Lisää tunnisteita,
A→Z,A→Ö,
Accept,Hyväksy,
Action failed,Toiminto epäonnistui,
Active now,Aktiivinen nyt,
Add a note,Lisää muistiinpano,
"Add a note to keep track of details about this contact.","Lisää muistiinpano pitääksesi kirjaa tämän yhteystiedon tiedoista.",
Add address,Lisää osoite,
Add another address,Lisää toinen osoite,
Add birthday,Lisää syntymäpäivä,
Add company,Lisää yritys,
Add job title,Lisää tehtävänimike,
Add more tags...,Lisää tunnisteita...,
Add tags...,Lisää tunnisteita...,
"Address is not linked to this contact","Osoitetta ei ole linkitetty tähän yhteystietoon",
"Address line 1, city, and country are required","Osoiterivi 1, kaupunki ja maa vaaditaan",
ago,sitten,
All companies,Kaikki yritykset,
All day event,Koko päivän tapahtuma,
"Apartment, suite, etc.","Asunto, huoneisto jne.",
Apps,Sovellukset,
Archive contact,Arkistoi yhteystieto,
Attendees,Osallistujat,
available,saatavilla,
Best regards,Ystävällisin terveisin,
Bookmarks,Kirjanmerkit,
"Both proposed start and end times are required.","Sekä ehdotettu alku- että loppuaika vaaditaan.",
Break,Tauko,
Bridge not registered,Siltaa ei ole rekisteröity,
Calendar Settings,Kalenterin asetukset,
Call,Puhelu,
Cannot change bookmark owner,Kirjanmerkin omistajaa ei voi vaihtaa,
Cannot revoke your current session,Nykyistä istuntoa ei voi kumota,
Change Password,Vaihda salasana,
Change photo,Vaihda kuva,
Check Status,Tarkista tila,
City,Kaupunki,
Clear,Tyhjennä,
Clear filters,Tyhjennä suodattimet,
Close search,Sulje haku,
Cmd+Enter to save,Cmd+Enter tallentaaksesi,
Coming soon,Tulossa pian,
Coming up!,Tulossa!,
Comment,Kommentti,
Community Edition,Community-versio,
Complete,Valmis,
Confirm new password,Vahvista uusi salasana,
Copy,Kopioi,
Could not load notes,Muistiinpanoja ei voitu ladata,
Country,Maa,
"Country '{0}' not found. Please select a valid country.","Maata '{0}' ei löytynyt. Valitse kelvollinen maa.",
Create a contact to get started,Luo yhteystieto aloittaaksesi,
Created event: {0},Tapahtuma luotu: {0},
Creating...,Luodaan...,
Current,Nykyinen,
Current password,Nykyinen salasana,
Current password is incorrect,Nykyinen salasana on virheellinen,
Currency,Valuutta,
Date,Päivämäärä,
Decline,Hylkää,
Department,Osasto,
Do Not Contact,Älä ota yhteyttä,
Dock,Dock,
Download,Lataa,
"e.g. en, fr, de","esim. en, fr, de",
Edit,Muokkaa,
Edit address,Muokkaa osoitetta,
Edit Timer,Muokkaa ajastinta,
Email addresses,Sähköpostiosoitteet,
Enabled,Käytössä,
"End time was before start time. Adjusted to 1 hour after start.","Loppuaika oli ennen alkuaikaa. Muutettu 1 tunti alkuajan jälkeen.",
Error,Virhe,
Event '{0}' status changed to {1},Tapahtuman '{0}' tila muutettu: {1},
Event Type,Tapahtumatyyppi,
events,tapahtumaa,
External,Ulkoinen,
External — no user account,Ulkoinen — ei käyttäjätiliä,
Failed to change password,Salasanan vaihtaminen epäonnistui,
Failed to check status,Tilan tarkistaminen epäonnistui,
Failed to load apps,Sovellusten lataaminen epäonnistui,
Failed to load settings,Asetusten lataaminen epäonnistui,
"Field '{0}' is not editable","Kenttää '{0}' ei voi muokata",
Files,Tiedostot,
First Name,Etunimi,
Focus,Keskity,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL:ia ei ole määritetty Dock-asetuksissa.",
Hello {0},Hei {0},
Inactive,Ei aktiivinen,
Integrations,Integraatiot,
Internal,Sisäinen,
Internal — has a user account,Sisäinen — käyttäjätili olemassa,
Invalid RSVP status,Virheellinen RSVP-tila,
Invalid status,Virheellinen tila,
"Invalid status. Must be one of: {0}","Virheellinen tila. Täytyy olla jokin seuraavista: {0}",
"Invitation: {0} — {1} at {2}","Kutsu: {0} — {1} klo {2}",
Invite People,Kutsu ihmisiä,
Join meeting →,Liity tapaamiseen →,
Language,Kieli,
Last activity,Viimeisin toiminta,
Last modified,Viimeksi muokattu,
Last Name,Sukunimi,
Last sync,Viimeisin synkronointi,
Link user account,Linkitä käyttäjätili,
Linked records,Linkitetyt tietueet,
Loading settings...,Ladataan asetuksia...,
Loading...,Ladataan...,
Location,Sijainti,
Mark Do Not Contact,Merkitse: Älä ota yhteyttä,
Maybe,Ehkä,
Meeting Link,Tapaamislinkki,
Meeting title,Tapaamisen otsikko,
Meeting URL,Tapaamisen URL,
Mine,Omat,
Modified,Muokattu,
navigate,siirry,
New note,Uusi muistiinpano,
New password,Uusi salasana,
new tab,uusi välilehti,
New tag,Uusi tunniste,
No active sessions found,Aktiivisia istuntoja ei löytynyt,
No activity,Ei toimintaa,
No attendees,Ei osallistujia,
No bookmarks yet,Ei kirjanmerkkejä vielä,
No bridges registered,Siltoja ei ole rekisteröity,
No contacts match these filters,Yhtään yhteystietoa ei vastaa näitä suodattimia,
No file uploaded,Tiedostoa ei ladattu,
No files attached,Ei liitettyjä tiedostoja,
No notes yet,Ei muistiinpanoja vielä,
No results found,Tuloksia ei löytynyt,
No settings registered for this app.,Tälle sovellukselle ei ole rekisteröity asetuksia.,
No status endpoint declared,Tilapäätepistettä ei ole määritelty,
No sync endpoint declared,Synkronointipäätepistettä ei ole määritelty,
No tags found,Tunnisteita ei löytynyt,
Not checked,Ei tarkistettu,
Not configured,Ei määritetty,
Not permitted,Ei sallittu,
Note content cannot be empty,Muistiinpanon sisältö ei voi olla tyhjä,
Notification Settings,Ilmoitusasetukset,
Number format,Numeromuoto,
One-way,Yksisuuntainen,
"Only native Dock events can be deleted here.","Vain Dockin omia tapahtumia voi poistaa täällä.",
"Only System Manager can trigger bridge sync","Vain järjestelmänvalvoja voi käynnistää sillan synkronoinnin",
"Only System Manager can view sync logs","Vain järjestelmänvalvoja voi tarkastella synkronointilokeja",
"Only the contact owner can change the photo","Vain yhteystiedon omistaja voi vaihtaa kuvan",
"Only the contact owner can edit this contact","Vain yhteystiedon omistaja voi muokata tätä yhteystietoa",
"Only the event organizer can send invitations.","Vain tapahtuman järjestäjä voi lähettää kutsuja.",
"Only the session creator or a Dock Manager can revoke sessions","Vain istunnon luoja tai Dock-hallintakäyttäjä voi kumota istuntoja",
open,avoin,
Open app switcher,Avaa sovellusvaihdin,
Optional,Valinnainen,
optional,valinnainen,
Organizer,Järjestäjä,
Owner,Omistaja,
Password updated,Salasana päivitetty,
Passwords don't match,Salasanat eivät täsmää,
Permission denied,Pääsy estetty,
Phone numbers,Puhelinnumerot,
Pin items from any app using the bookmark button in the top bar,Kiinnitä kohteita mistä tahansa sovelluksesta yläpalkin kirjanmerkkipainikkeella,
Please fill in all password fields,Täytä kaikki salasanakentät,
Please log in to access Dock.,Kirjaudu sisään käyttääksesi Dockia.,
"Please respond to this invitation in the calendar","Vastaa tähän kutsuun kalenterissa",
Postal code,Postinumero,
Primary,Ensisijainen,
Primary address,Ensisijainen osoite,
Privacy Policy,Tietosuojakäytäntö,
Profile,Profiili,
Refresh All,Päivitä kaikki,
"Reminder: {0} — {1} at {2}","Muistutus: {0} — {1} klo {2}",
Remove Do Not Contact,Poista Älä ota yhteyttä -merkintä,
Remove tag,Poista tunniste,
Required,Pakollinen,
required,pakollinen,
Respond in,Vastaa sovelluksessa,
Restore,Palauta,
Restore from archive,Palauta arkistosta,
Revoking...,Kumotaan...,
Room or address,Huone tai osoite,
Save,Tallenna,
Saving...,Tallennetaan...,
Search,Haku,
Search for people to invite...,Hae kutsuttavia henkilöitä...,
Search is temporarily unavailable,Haku ei ole tilapäisesti käytettävissä,
Search results,Hakutulokset,
Search scope,Hakualue,
Search user by name or email…,Hae käyttäjää nimellä tai sähköpostilla…,
Searching...,Haetaan...,
Security,Turvallisuus,
"Send an email or add a note to get started.","Lähetä sähköposti tai lisää muistiinpano aloittaaksesi.",
Session {0}/{1},Istunto {0}/{1},
Sessions,Istunnot,
Settings,Asetukset,
Settings not found,Asetuksia ei löytynyt,
Share,Jaa,
Show,Näytä,
Show less,Näytä vähemmän,
Social profiles,Sosiaalisen median profiilit,
"Sourced events can only be edited in the source app.","Tuotuja tapahtumia voi muokata vain lähdessovelluksessa.",
Source Code,Lähdekoodi,
Start Focus,Aloita keskittyminen,
State / Province,Osavaltio / maakunta,
"Street, number","Katu, numero",
Sync Now,Synkronoi nyt,
Tag,Tunniste,
Tag cannot be empty,Tunniste ei voi olla tyhjä,
Tags,Tunnisteet,
Target not installed,Kohdetta ei ole asennettu,
Task,Tehtävä,
"The settings component could not be loaded. Please reload the page.","Asetuskomponenttia ei voitu ladata. Lataa sivu uudelleen.",
"This contact is archived and hidden from the People list.","Tämä yhteystieto on arkistoitu ja piilotettu Ihmiset-luettelosta.",
This is a reminder for your upcoming event,Tämä on muistutus tulevasta tapahtumastasi,
This person is marked as Do Not Contact.,Tämä henkilö on merkitty: Älä ota yhteyttä.,
"This record is already linked to this discussion","Tämä tietue on jo linkitetty tähän keskusteluun",
Timer,Ajastin,
Timer running for {0} — did you forget?,Ajastin on ollut käynnissä {0} — unohditko?,
"To remove {0}, run:","Poistaaksesi {0}, suorita:",
Try a different search term,Kokeile eri hakusanaa,
Two-Factor Authentication,Kaksivaiheinen tunnistautuminen,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Kaksivaiheinen tunnistautuminen ei ole käytössä tällä sivustolla. Ota yhteyttä ylläpitäjään.",
Two-way,Kaksisuuntainen,
Type at least 2 characters to search,Kirjoita vähintään 2 merkkiä hakeaksesi,
Type to search...,Kirjoita hakeaksesi...,
"Unknown notification_type '{0}' for app '{1}'","Tuntematon ilmoitustyyppi '{0}' sovellukselle '{1}'",
Unknown device,Tuntematon laite,
Unlink user — make external,Poista käyttäjälinkitys — tee ulkoiseksi,
unsynced,synkronoimaton,
Update,Päivitä,
Update password,Päivitä salasana,
Updating...,Päivitetään...,
Upload file,Lataa tiedosto,
"Upload files like contracts, proposals, or documents.","Lataa tiedostoja kuten sopimuksia, ehdotuksia tai asiakirjoja.",
Upload photo,Lataa kuva,
Uploading...,Ladataan...,
Uploading…,Ladataan…,
View entry,Näytä kirjaus,
Website,Verkkosivusto,
Where,Missä,
Work,Työ,
Write a note...,Kirjoita muistiinpano...,
Write a note... (not linked to any record),Kirjoita muistiinpano... (ei linkitetty mihinkään tietueeseen),
You,Sinä,
You are not an attendee of this event.,Et ole tämän tapahtuman osallistuja.,
"You can have a maximum of {0} bookmarks","Sinulla voi olla enintään {0} kirjanmerkkiä",
You can only change status of your own events.,Voit muuttaa vain omien tapahtumiesi tilaa.,
You can only delete your own comments,Voit poistaa vain omat kommenttisi,
You can only delete your own events.,Voit poistaa vain omat tapahtumasi.,
You can only edit your own events.,Voit muokata vain omia tapahtumiasi.,
You can only edit your own notes,Voit muokata vain omia muistiinpanojasi,
"You can only manage attendees on your own events.","Voit hallita osallistujia vain omissa tapahtumissasi.",
You can only view your own events.,Voit tarkastella vain omia tapahtumiasi.,
"You do not have permission to comment on this record","Sinulla ei ole oikeutta kommentoida tätä tietuetta",
You have already reacted with {0},Olet jo reagoinut: {0},
You have been invited to the following event,Sinut on kutsuttu seuraavaan tapahtumaan,
Your attendance,Osallistumisesi,
Your response,Vastauksesi,
Z→A,Ö→A,
Rescheduled event: {0},Tapahtuma siirretty: {0},
