source,target,context
Guest Portal,Gestagátt,
in {0},í {0},
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Settu upp Orga, Micro eða önnur forrit til að sjá samhengi milli forrita fyrir tengiliðina þína.",
jane@example.com,jona@dæmi.is,
Jane Smith,Jóna Jónsdóttir,
Job title,Starfsheiti,
Keep running,Halda áfram keyrslu,
Label,Merki,
Last accessed,Síðast opnað,
Light,Ljóst,
Limit,Hámark,
Link expires in:,Tengill rennur út eftir:,
Loading…,Hleð…,
Load more,Hlaða fleiru,
Log out,Skrá út,
Make private,Gera einka,
Mark all read,Merkja allt lesið,
Mark read,Merkja lesið,
Monday,Mánudagur,
More fields,Fleiri reitir,
My contacts,Mínir tengiliðir,
My Account,Reikningurinn minn,
My Profile,Mitt snið,
Never,Aldrei,
New contact,Nýr tengiliður,
No contacts found,Engir tengiliðir fundust,
No expiry,Rennur ekki út,
None,Ekkert,
No guest sessions yet.,Engin gestaseta ennþá.,
No recent items,Engir nýlegir hlutir,
No recent items yet,Engir nýlegir hlutir ennþá,
No results for "{0}",Engar niðurstöður fyrir „{0}",
No results for "{0}" in {1},Engar niðurstöður fyrir „{0}" í {1},
Notifications,Tilkynningar,
Notification unavailable,Tilkynning óaðgengileg,
Organization Defaults,Sjálfgefið stofnunar,
Organization settings updated — reload to apply,Stillingum stofnunar breytt — endurhladdu til að virkja,
Org default,Sjálfgefið stofnunar,
"Password, 2FA, profile picture","Lykilorð, tveggja þátta auðkenning, prófílmynd",
Pause,Gera hlé,
paused,í hléi,
People,Fólk,
People with access,Fólk með aðgang,
Permissions,Heimildir,
Pinned,Fest,
Powered by Tonic,Knúið af Tonic,
Phone,Sími,
Private,Einka,
Product Manager,Vörustjóri,
Preferences,Kjörstillingar,
Read,Lesa,
Recent,Nýlegt,
Reload,Endurhlaða,
Remove bookmark,Fjarlægja bókamerki,
Remove from shared,Fjarlægja úr deildu,
Remove from recent,Fjarlægja úr nýlegu,
Resume,Halda áfram,
Retry,Reyna aftur,
Revoke,Afturkalla,
Revoked,Afturkallað,
Revoke session,Afturkalla setu,
Revoking…,Afturkalla…,
Saved,Vistað,
Save failed,Vistun mistókst,
Save organization settings,Vista stillingar stofnunar,
Saving…,Vista…,
Search...,Leita...,
"Search by name, email, or phone…","Leita eftir nafni, tölvupósti eða síma…",
Search users...,Leita að notendum...,
Share {0} {1},Deila {0} {1},
Submit,Senda inn,
Search in All apps,Leita í öllum forritum,
Search unavailable,Leit óaðgengileg,
selected,valið,
Share "{0}",Deila „{0}",
Share with team,Deila með teymi,
Shared,Deilt,
Shared with team,Deilt með teymi,
Share with client,Deila með viðskiptavini,
Showing {0} of {1} sessions,Sýni {0} af {1} setum,
Site label,Merki vefsvæðis,
Sort: A–Z — click for last modified,Röðun: A–Ö — smelltu fyrir síðast breytt,
Sort: last modified — click for A–Z,Röðun: síðast breytt — smelltu fyrir A–Ö,
Start,Byrja,
Start Timer,Ræsa tímamæli,
Status,Staða,
Stop,Stöðva,
Stop & Save,Stöðva og vista,
Sunday,Sunnudagur,
System,Kerfi,
Theme,Þema,
Theme preference,Þemaval,
This email is already on,Þessi tölvupóstur er þegar á,
This link has been deactivated.,Þessi tengill hefur verið óvirkjaður.,
This link has expired. Please ask the sender for a new link.,Þessi tengill er útrunninn. Biddu sendanda um nýjan tengil.,
This link is invalid or has been removed.,Þessi tengill er ógildur eða hefur verið fjarlægður.,
Time,Tími,
Time entry saved,Tímafærsla vistuð,
Timer unavailable,Tímamælir óaðgengilegur,
Timezone,Tímabelti,
total,samtals,
Try again,Reyndu aftur,
Unread,Ólesið,
Open calendar,Opna dagatal,
Open in Desk,Opna í Desk,
Open in {0},Opna í {0},
User menu,Notandavalmynd,
View existing →,Skoða fyrirliggjandi →,
Visibility,Sýnileiki,
View,Skoða,
View all notifications,Skoða allar tilkynningar,
View time entry,Skoða tímafærslu,
Week starts on,Vika byrjar á,
Write,Skrifa,
What are you working on?,Hvað ertu að vinna að?,
You're all caught up,Þú ert í takt,
Your Preferences,Kjörstillingar þínar,
Your timer has been running for {0},Tímamælirinn þinn hefur keyrt í {0},
Actions,Aðgerðir,
Add details about this event...,Bættu við upplýsingum um þennan viðburð...,
Add event,Bæta við viðburði,
Agenda,Dagskrá,
All day,Allan daginn,
Calendar,Dagatal,
Create Event,Stofna viðburð,
Create in:,Stofna í:,
Day,Dagur,
Deadline,Frestur,
Delete Event,Eyða viðburði,
Delete this event? This cannot be undone.,Eyða þessum viðburði? Ekki er hægt að afturkalla þetta.,
Deleting…,Eyði…,
Description,Lýsing,
Details,Nánar,
End,Lok,
Event,Viðburður,
Event title,Heiti viðburðar,
Failed to create event,Gat ekki stofnað viðburð,
Failed to delete event,Gat ekki eytt viðburði,
Manage this event in,Stjórna þessum viðburði í,
Meeting,Fundur,
Milestone,Áfangi,
Month,Mánuður,
My calendars,Mín dagatöl,
New Event,Nýr viðburður,
No actions available,Engar aðgerðir í boði,
No events,Engir viðburðir,
Open in,Opna í,
Other,Annað,
Permanently remove this event,Eyða þessum viðburði varanlega,
Review,Yfirferð,
Source,Uppruni,
Start date/time is required,Upphafsdagsetning/-tími er nauðsynlegur,
Title,Titill,
Title is required,Titill er nauðsynlegur,
Today,Í dag,
Type,Tegund,
View full details in the source app,Skoða allar upplýsingar í upprunaforritinu,
Week,Vika,
When,Hvenær,
{0} available,{0} í boði,
Available,Í boði,
Configure Frappe Manager to enable one-click updates.,Stilla Frappe Manager til að virkja uppfærslur með einum smell.,
Copy command,Afrita skipun,
Ecosystem Apps,Vistkerfsforrit,
Failed,Mistókst,
Install,Setja upp,
Installed,Uppsett,
Learn more,Fræðast meira,
No apps found,Engin forrit fundust,
not installed,ekki uppsett,
Open,Opna,
Pro available,Pro í boði,
Queued…,Í biðröð…,
Refresh,Endurglæða,
Remove,Fjarlægja,
Remove {0}? This will uninstall the app and may affect data.,Fjarlægja {0}? Þetta mun fjarlægja forritið og gæti haft áhrif á gögn.,
Restart required,Endurræsing nauðsynleg,
Restarting…,Endurræsi…,
"To install {0}, run:","Til að setja upp {0}, keyrðu:",
"To update {0}, run:","Til að uppfæra {0}, keyrðu:",
Update {0} from v{1} to {2}? This will restart Frappe.,Uppfæra {0} úr v{1} í {2}? Þetta mun endurræsa Frappe.,
Update to {0},Uppfæra í {0},
Updated,Uppfært,
Updating…,Uppfæri…,
Up to date,Uppfært,
to version,í útgáfu,
For whom?,Fyrir hvern?,
Working on?,Vinnur að?,
Search contacts...,Leita að tengiliðum...,
Select type...,Veldu tegund...,
Context,Samhengi,
Contact,Tengiliður,
Context Type,Tegund samhengis,
Activity,Virkni,
Activity will appear here as you and your team work across ecosystem apps.,Virkni birtist hér þegar þú og teymið þitt vinnið í vistkerfsforritum.,
Acknowledge,Staðfesta,
All apps,Öll forrit,
All Discussions,Allar umræður,
All types,Allar tegundir,
Archived,Í geymslu,
Cancel,Hætta við,
Celebrate,Fagna,
Comments,Athugasemdir,
Create Discussion,Stofna umræðu,
Creating…,Stofna…,
Ctrl+Enter to send,Ctrl+Enter til að senda,
Decision,Ákvörðun,
Discussion not found,Umræða fannst ekki,
Discussion title,Heiti umræðu,
Discussions,Umræður,
Flag,Flagga,
General,Almennt,
just now,rétt í þessu,
Keep commenting,Haltu áfram að skrifa athugasemdir,
Linked Records,Tengdar færslur,
Linked to,Tengt við,
Load more,Hlaða fleiru,
Loading…,Hleð…,
Meeting Protocol,Fundargerð,
Mentioned,Minnst á,
New Discussion,Ný umræða,
No activity yet,Engin virkni ennþá,
No comments yet,Engar athugasemdir ennþá,
No discussions found,Engar umræður fundust,
No discussions yet,Engar umræður ennþá,
Note,Athugasemd,
Notes,Athugasemdir,
Participants,Þátttakendur,
Pin,Festa,
Pinned,Fest,
Proposal,Tillaga,
Protocol,Fundargerð,
Reopen,Enduropna,
Replies,Svör,
Reply,Svara,
Replying to comment,Svara athugasemd,
Resolve,Leysa,
Resolve Discussion,Leysa umræðu,
Resolved,Leyst,
Resolution,Niðurstaða,
Resolution summary...,Samantekt niðurstöðu...,
Retrospective,Endurskoðun,
Search discussions...,Leita í umræðum...,
Seen,Séð,
Send,Senda,
Start Discussion,Hefja umræðu,
Unpin,Losa,
Write a comment...,Skrifa athugasemd...,
Write your discussion content...,Skrifaðu efni umræðunnar...,
resolved,leyst,
unread,ólesið,
{0} mentioned you in a comment,{0} minntist á þig í athugasemd,
{0} is already an attendee.,{0} er þegar þátttakandi.,
{0} is not an attendee.,{0} er ekki þátttakandi.,
{0} is not installed,{0} er ekki uppsett,
{0} results found,{0} niðurstöður fundust,
+ Add tags,+ Bæta við merkimiðum,
A→Z,A→Ö,
Accept,Samþykkja,
Action failed,Aðgerð mistókst,
Active now,Virkt núna,
Add a note,Bæta við athugasemd,
"Add a note to keep track of details about this contact.","Bættu við athugasemd til að halda utan um upplýsingar um þennan tengilið.",
Add address,Bæta við heimilisfangi,
Add another address,Bæta við öðru heimilisfangi,
Add birthday,Bæta við afmælisdegi,
Add company,Bæta við fyrirtæki,
Add job title,Bæta við starfsheiti,
Add more tags...,Bæta við fleiri merkimiðum...,
Add tags...,Bæta við merkimiðum...,
"Address is not linked to this contact","Heimilisfang er ekki tengt þessum tengilið",
"Address line 1, city, and country are required","Heimilisfang, borg og land eru nauðsynleg",
ago,síðan,
All companies,Öll fyrirtæki,
All day event,Heilsdagsviðburður,
"Apartment, suite, etc.","Íbúð, hæð o.fl.",
Apps,Forrit,
Archive contact,Setja tengilið í geymslu,
Attendees,Þátttakendur,
available,í boði,
Best regards,Bestu kveðjur,
Bookmarks,Bókamerki,
"Both proposed start and end times are required.","Bæði upphafs- og lokatími eru nauðsynlegir.",
Break,Hlé,
Bridge not registered,Brú ekki skráð,
Calendar Settings,Dagatalsstillingar,
Call,Hringja,
Cannot change bookmark owner,Ekki hægt að breyta eiganda bókamerkis,
Cannot revoke your current session,Ekki hægt að afturkalla núverandi setu,
Change Password,Breyta lykilorði,
Change photo,Breyta mynd,
Check Status,Athuga stöðu,
City,Borg,
Clear,Hreinsa,
Clear filters,Hreinsa síur,
Close search,Loka leit,
Cmd+Enter to save,Cmd+Enter til að vista,
Coming soon,Væntanlegt,
Coming up!,Á næstunni!,
Comment,Athugasemd,
Community Edition,Samfélagsútgáfa,
Complete,Lokið,
Confirm new password,Staðfesta nýtt lykilorð,
Copy,Afrita,
Could not load notes,Gat ekki hlaðið athugasemdum,
Country,Land,
"Country '{0}' not found. Please select a valid country.","Landið „{0}" fannst ekki. Veldu gilt land.",
Create a contact to get started,Stofnaðu tengilið til að byrja,
Created event: {0},Viðburður stofnaður: {0},
Creating...,Stofna...,
Current,Núverandi,
Current password,Núverandi lykilorð,
Current password is incorrect,Núverandi lykilorð er rangt,
Currency,Gjaldmiðill,
Date,Dagsetning,
Decline,Hafna,
Department,Deild,
Do Not Contact,Ekki hafa samband,
Dock,Dock,
Download,Sækja,
"e.g. en, fr, de","t.d. is, en, de",
Edit,Breyta,
Edit address,Breyta heimilisfangi,
Edit Timer,Breyta tímamæli,
Email addresses,Tölvupóstföng,
Enabled,Virkt,
"End time was before start time. Adjusted to 1 hour after start.","Lokatími var á undan upphafstíma. Leiðrétt í 1 klst. eftir upphaf.",
Error,Villa,
Event '{0}' status changed to {1},Staða viðburðar „{0}" breytt í {1},
Event Type,Tegund viðburðar,
events,viðburðir,
External,Ytri,
External — no user account,Ytri — enginn notandaaðgangur,
Failed to change password,Gat ekki breytt lykilorði,
Failed to check status,Gat ekki athugað stöðu,
Failed to load apps,Gat ekki hlaðið forritum,
Failed to load settings,Gat ekki hlaðið stillingum,
"Field '{0}' is not editable","Reiturinn „{0}" er ekki breytanlegur",
Files,Skrár,
First Name,Fornafn,
Focus,Einbeiting,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager vefslóð er ekki stillt í Dock stillingum.",
Hello {0},Halló {0},
Inactive,Óvirkt,
Integrations,Samþættingar,
Internal,Innri,
Internal — has a user account,Innri — á notandaaðgang,
Invalid RSVP status,Ógild svarstaða,
Invalid status,Ógild staða,
"Invalid status. Must be one of: {0}","Ógild staða. Verður að vera eitt af: {0}",
"Invitation: {0} — {1} at {2}","Boð: {0} — {1} kl. {2}",
Invite People,Bjóða fólki,
Join meeting →,Taka þátt í fundi →,
Language,Tungumál,
Last activity,Síðasta virkni,
Last modified,Síðast breytt,
Last Name,Eftirnafn,
Last sync,Síðasta samstilling,
Link user account,Tengja notandaaðgang,
Linked records,Tengdar færslur,
Loading settings...,Hleð stillingum...,
Loading...,Hleð...,
Location,Staðsetning,
Mark Do Not Contact,Merkja sem ekki hafa samband,
Maybe,Kannski,
Meeting Link,Fundarslóð,
Meeting title,Heiti fundar,
Meeting URL,Fundarvefslóð,
Mine,Mitt,
Modified,Breytt,
navigate,flakka,
New note,Ný athugasemd,
New password,Nýtt lykilorð,
new tab,nýr flipi,
New tag,Nýr merkimiði,
No active sessions found,Engin virk seta fannst,
No activity,Engin virkni,
No attendees,Engir þátttakendur,
No bookmarks yet,Engin bókamerki ennþá,
No bridges registered,Engar brýr skráðar,
No contacts match these filters,Engir tengiliðir passa við þessar síur,
No file uploaded,Engin skrá hlaðið upp,
No files attached,Engar skrár hengdar við,
No notes yet,Engar athugasemdir ennþá,
No results found,Engar niðurstöður fundust,
No settings registered for this app.,Engar stillingar skráðar fyrir þetta forrit.,
No status endpoint declared,Engin stöðuslóð skilgreind,
No sync endpoint declared,Engin samstillingarslóð skilgreind,
No tags found,Engir merkimiðar fundust,
Not checked,Ekki athugað,
Not configured,Ekki stillt,
Not permitted,Ekki heimilt,
Note content cannot be empty,Athugasemd má ekki vera tóm,
Notification Settings,Tilkynningastillingar,
Number format,Tölusnið,
One-way,Einstefnu,
"Only native Dock events can be deleted here.","Aðeins er hægt að eyða innfæddum Dock viðburðum hér.",
"Only System Manager can trigger bridge sync","Aðeins kerfisstjóri getur ræst brúarsamstillingu",
"Only System Manager can view sync logs","Aðeins kerfisstjóri getur skoðað samstillingarannál",
"Only the contact owner can change the photo","Aðeins eigandi tengiliðar getur breytt myndinni",
"Only the contact owner can edit this contact","Aðeins eigandi tengiliðar getur breytt þessum tengilið",
"Only the event organizer can send invitations.","Aðeins skipuleggjandi viðburðar getur sent boð.",
"Only the session creator or a Dock Manager can revoke sessions","Aðeins sá sem stofnaði setuna eða Dock stjórnandi getur afturkallað setur",
open,opið,
Open app switcher,Opna forritaval,
Optional,Valfrjálst,
optional,valfrjálst,
Organizer,Skipuleggjandi,
Owner,Eigandi,
Password updated,Lykilorð uppfært,
Passwords don't match,Lykilorð stemma ekki,
Permission denied,Aðgangur bannaður,
Phone numbers,Símanúmer,
Pin items from any app using the bookmark button in the top bar,Festu hluti úr hvaða forriti sem er með bókamerkjahnappinum á efstu slánni,
Please fill in all password fields,Vinsamlegast fylltu út alla lykilorðareiti,
Please log in to access Dock.,Skráðu þig inn til að fá aðgang að Dock.,
"Please respond to this invitation in the calendar","Svaraðu þessu boði í dagatalinu",
Postal code,Póstnúmer,
Primary,Aðal,
Primary address,Aðalheimilisfang,
Privacy Policy,Persónuverndarstefna,
Profile,Snið,
Refresh All,Endurglæða allt,
"Reminder: {0} — {1} at {2}","Áminning: {0} — {1} kl. {2}",
Remove Do Not Contact,Fjarlægja merkingu um sambandsleysi,
Remove tag,Fjarlægja merkimiða,
Required,Nauðsynlegt,
required,nauðsynlegt,
Respond in,Svara í,
Restore,Endurheimta,
Restore from archive,Endurheimta úr geymslu,
Revoking...,Afturkalla...,
Room or address,Herbergi eða heimilisfang,
Save,Vista,
Saving...,Vista...,
Search,Leita,
Search for people to invite...,Leita að fólki til að bjóða...,
Search is temporarily unavailable,Leit er tímabundið óaðgengileg,
Search results,Leitarniðurstöður,
Search scope,Leitarsvið,
Search user by name or email…,Leita að notanda eftir nafni eða tölvupósti…,
Searching...,Leita...,
Security,Öryggi,
"Send an email or add a note to get started.","Sendu tölvupóst eða bættu við athugasemd til að byrja.",
Session {0}/{1},Seta {0}/{1},
Sessions,Setur,
Settings,Stillingar,
Settings not found,Stillingar ekki fundnar,
Share,Deila,
Show,Sýna,
Show less,Sýna minna,
Social profiles,Samfélagsmiðlasnið,
"Sourced events can only be edited in the source app.","Viðburðum úr öðrum forritum er aðeins hægt að breyta í upprunaforritinu.",
Source Code,Frumkóði,
Start Focus,Hefja einbeitingu,
State / Province,Fylki / hérað,
"Street, number","Gata, húsnúmer",
Sync Now,Samstilla núna,
Tag,Merkimiði,
Tag cannot be empty,Merkimiði má ekki vera tómur,
Tags,Merkimiðar,
Target not installed,Markmið ekki uppsett,
Task,Verkefni,
"The settings component could not be loaded. Please reload the page.","Stillingahlutinn gat ekki hlaðist. Endurhladdu síðunni.",
"This contact is archived and hidden from the People list.","Þessi tengiliður er í geymslu og falinn úr fólkslista.",
This is a reminder for your upcoming event,Þetta er áminning um komandi viðburð,
This person is marked as Do Not Contact.,Þessi einstaklingur er merktur sem ekki hafa samband.,
"This record is already linked to this discussion","Þessi færsla er þegar tengd þessari umræðu",
Timer,Tímamælir,
Timer running for {0} — did you forget?,Tímamælir hefur keyrt í {0} — gleymdir þú?,
"To remove {0}, run:","Til að fjarlægja {0}, keyrðu:",
Try a different search term,Reyndu annað leitarorð,
Two-Factor Authentication,Tveggja þátta auðkenning,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Tveggja þátta auðkenning er ekki virk á þessu vefsvæði. Hafðu samband við kerfisstjóra.",
Two-way,Tvístefnu,
Type at least 2 characters to search,Sláðu inn a.m.k. 2 stafi til að leita,
Type to search...,Skrifaðu til að leita...,
"Unknown notification_type '{0}' for app '{1}'","Óþekkt tilkynningagerð „{0}" fyrir forritið „{1}"",
Unknown device,Óþekkt tæki,
Unlink user — make external,Aftengja notanda — gera ytri,
unsynced,ósamstillt,
Update,Uppfæra,
Update password,Uppfæra lykilorð,
Updating...,Uppfæri...,
Upload file,Hlaða upp skrá,
"Upload files like contracts, proposals, or documents.","Hladdu upp skrám eins og samningum, tillögum eða skjölum.",
Upload photo,Hlaða upp mynd,
Uploading...,Hleð upp...,
Uploading…,Hleð upp…,
View entry,Skoða færslu,
Website,Vefsvæði,
Where,Hvar,
Work,Vinna,
Write a note...,Skrifa athugasemd...,
Write a note... (not linked to any record),Skrifa athugasemd... (ekki tengd neinni færslu),
You,Þú,
You are not an attendee of this event.,Þú ert ekki þátttakandi í þessum viðburði.,
"You can have a maximum of {0} bookmarks","Þú getur haft mest {0} bókamerki",
You can only change status of your own events.,Þú getur aðeins breytt stöðu eigin viðburða.,
You can only delete your own comments,Þú getur aðeins eytt eigin athugasemdum,
You can only delete your own events.,Þú getur aðeins eytt eigin viðburðum.,
You can only edit your own events.,Þú getur aðeins breytt eigin viðburðum.,
You can only edit your own notes,Þú getur aðeins breytt eigin athugasemdum,
"You can only manage attendees on your own events.","Þú getur aðeins stjórnað þátttakendum í eigin viðburðum.",
You can only view your own events.,Þú getur aðeins skoðað eigin viðburði.,
"You do not have permission to comment on this record","Þú hefur ekki heimild til að skrifa athugasemd við þessa færslu",
You have already reacted with {0},Þú hefur þegar brugðist við með {0},
You have been invited to the following event,Þú hefur verið boðið á eftirfarandi viðburð,
Your attendance,Mæting þín,
Your response,Svar þitt,
Z→A,Ö→A,
Rescheduled event: {0},Viðburður endurtímasettur: {0},
