source,target,context
View existing →,Existitzen direnak ikusi →,
Visibility,Ikusgaitasuna,
View,Ikusi,
View all notifications,Jakinarazpen guztiak ikusi,
View time entry,Denbora-sarrera ikusi,
Week starts on,Astea hasten da,
Write,Idatzi,
What are you working on?,Zertan ari zara lanean?,
You're all caught up,Egunean zaude,
Your Preferences,Zure hobespenak,
Your timer has been running for {0},Zure kronometroak {0} darama martxan,
Actions,Ekintzak,
Add details about this event...,Gertaera honi xehetasunak gehitu...,
Add event,Gertaera gehitu,
Agenda,Agenda,
All day,Egun osoa,
Calendar,Egutegia,
Create Event,Gertaera sortu,
Create in:,Non sortu:,
Day,Eguna,
Deadline,Epemuga,
Delete Event,Gertaera ezabatu,
Delete this event? This cannot be undone.,Gertaera hau ezabatu? Ezin da desegin.,
Deleting…,Ezabatzen…,
Description,Deskribapena,
Details,Xehetasunak,
End,Amaiera,
Event,Gertaera,
Event title,Gertaeraren izenburua,
Failed to create event,Ezin izan da gertaera sortu,
Failed to delete event,Ezin izan da gertaera ezabatu,
Manage this event in,Gertaera hau kudeatu hemen:,
Meeting,Bilera,
Milestone,Mugarria,
Month,Hilabetea,
My calendars,Nire egutegiak,
New Event,Gertaera berria,
No actions available,Ez dago ekintza eskuragarririk,
No events,Gertaerarik ez,
Open in,Ireki hemen:,
Other,Bestelakoa,
Permanently remove this event,Gertaera hau behin betiko ezabatu,
Review,Berrikusketa,
Source,Iturria,
Start date/time is required,Hasiera-data/-ordua beharrezkoa da,
Title,Izenburua,
Title is required,Izenburua beharrezkoa da,
Today,Gaur,
Type,Mota,
View full details in the source app,Xehetasun guztiak ikusi jatorrizko aplikazioan,
Week,Astea,
When,Noiz,
{0} available,{0} eskuragarri,
Available,Eskuragarri,
Configure Frappe Manager to enable one-click updates.,Konfiguratu Frappe Manager klik bakarreko eguneraketak gaitzeko.,
Copy command,Komandoa kopiatu,
Ecosystem Apps,Ekosistemako aplikazioak,
Failed,Huts egin du,
Install,Instalatu,
Installed,Instalatuta,
Learn more,Gehiago jakin,
No apps found,Ez da aplikaziorik aurkitu,
not installed,instalatu gabe,
Open,Ireki,
Pro available,Pro eskuragarri,
Queued…,Ilaran…,
Refresh,Freskatu,
Remove,Kendu,
Remove {0}? This will uninstall the app and may affect data.,{0} kendu? Aplikazioa desinstalatuko da eta datuei eragin diezaieke.,
Restart required,Berrabiaraztea beharrezkoa,
Restarting…,Berrabiarazten…,
"To install {0}, run:","{0} instalatzeko, exekutatu:",
"To update {0}, run:","{0} eguneratzeko, exekutatu:",
"Update {0} from v{1} to {2}? This will restart Frappe.","{0} v{1} bertsiotik {2} bertsiora eguneratu? Frappe berrabiaraziko da.",
Update to {0},{0} bertsiora eguneratu,
Updated,Eguneratuta,
Updating…,Eguneratzen…,
Up to date,Eguneratuta,
to version,bertsiora,
For whom?,Norentzat?,
Working on?,Zertan?,
Search contacts...,Kontaktuak bilatu...,
Select type...,Mota aukeratu...,
Context,Testuingurua,
Contact,Kontaktua,
Context Type,Testuinguru mota,
Activity,Jarduera,
Activity will appear here as you and your team work across ecosystem apps.,Jarduera hemen agertuko da zuk eta zure taldeak ekosistemako aplikazioetan lan egin ahala.,
Acknowledge,Onartu,
All apps,Aplikazio guztiak,
All Discussions,Eztabaida guztiak,
All types,Mota guztiak,
Archived,Artxibatuta,
Cancel,Utzi,
Celebrate,Ospatu,
Comments,Iruzkinak,
Create Discussion,Eztabaida sortu,
Creating…,Sortzen…,
Ctrl+Enter to send,Ctrl+Enter bidaltzeko,
Decision,Erabakia,
Discussion not found,Ez da eztabaidarik aurkitu,
Discussion title,Eztabaidaren izenburua,
Discussions,Eztabaidak,
Flag,Markatu,
General,Orokorra,
just now,oraintxe bertan,
Keep commenting,Jarraitu iruzkinak egiten,
Linked Records,Lotutako erregistroak,
Linked to,Honi lotuta,
Load more,Gehiago kargatu,
Loading…,Kargatzen…,
Meeting Protocol,Bilera-akta,
Mentioned,Aipatuta,
New Discussion,Eztabaida berria,
No activity yet,Oraindik ez dago jarduerarik,
No comments yet,Oraindik ez dago iruzkinik,
No discussions found,Ez da eztabaidarik aurkitu,
No discussions yet,Oraindik ez dago eztabaidarik,
Note,Oharra,
Notes,Oharrak,
Participants,Parte-hartzaileak,
Pin,Ainguratu,
Pinned,Ainguratuta,
Proposal,Proposamena,
Protocol,Akta,
Reopen,Berrireki,
Replies,Erantzunak,
Reply,Erantzun,
Replying to comment,Iruzkinari erantzuten,
Resolve,Ebatzi,
Resolve Discussion,Eztabaida ebatzi,
Resolved,Ebatzita,
Resolution,Ebazpena,
Resolution summary...,Ebazpenaren laburpena...,
Retrospective,Atzera-begirada,
Search discussions...,Eztabaidak bilatu...,
Seen,Ikusia,
Send,Bidali,
Start Discussion,Eztabaida hasi,
Unpin,Desainguratu,
Write a comment...,Iruzkin bat idatzi...,
Write your discussion content...,Idatzi zure eztabaidaren edukia...,
resolved,ebatzita,
unread,irakurri gabea,
{0} mentioned you in a comment,{0}(e)k iruzkin batean aipatu zaitu,
{0} is already an attendee.,{0} dagoeneko bertaratua da.,
{0} is not an attendee.,{0} ez da bertaratua.,
{0} is not installed,{0} ez dago instalatuta,
{0} results found,{0} emaitza aurkitu dira,
+ Add tags,+ Etiketak gehitu,
A→Z,A→Z,
Accept,Onartu,
Action failed,Ekintzak huts egin du,
Active now,Orain aktibo,
Add a note,Ohar bat gehitu,
"Add a note to keep track of details about this contact.","Gehitu ohar bat kontaktu honen xehetasunen jarraipena egiteko.",
Add address,Helbidea gehitu,
Add another address,Beste helbide bat gehitu,
Add birthday,Jaioteguna gehitu,
Add company,Enpresa gehitu,
Add job title,Lanpostua gehitu,
Add more tags...,Etiketa gehiago gehitu...,
Add tags...,Etiketak gehitu...,
"Address is not linked to this contact","Helbidea ez dago kontaktu honekin lotuta",
"Address line 1, city, and country are required","Helbide-lerroa 1, hiria eta herrialdea beharrezkoak dira",
ago,duela,
All companies,Enpresa guztiak,
All day event,Egun osoko gertaera,
"Apartment, suite, etc.","Apartamentua, bulegoa, etab.",
Apps,Aplikazioak,
Archive contact,Kontaktua artxibatu,
Attendees,Bertaratuak,
available,eskuragarri,
Best regards,Agur bero bat,
Bookmarks,Laster-markak,
"Both proposed start and end times are required.","Proposatutako hasiera- eta amaiera-orduak beharrezkoak dira.",
Break,Atsedenaldia,
Bridge not registered,Zubia ez dago erregistratuta,
Calendar Settings,Egutegi-ezarpenak,
Call,Deia,
Cannot change bookmark owner,Ezin da laster-markaren jabea aldatu,
Cannot revoke your current session,Ezin da zure uneko saioa baliogabetu,
Change Password,Pasahitza aldatu,
Change photo,Argazkia aldatu,
Check Status,Egoera egiaztatu,
City,Hiria,
Clear,Garbitu,
Clear filters,Iragazkiak garbitu,
Close search,Bilaketa itxi,
Cmd+Enter to save,Cmd+Enter gordetzeko,
Coming soon,Laster,
Coming up!,Hurbiltzen ari da!,
Comment,Iruzkina,
Community Edition,Community edizioa,
Complete,Osatuta,
Confirm new password,Pasahitz berria berretsi,
Copy,Kopiatu,
Could not load notes,Ezin izan dira oharrak kargatu,
Country,Herrialdea,
"Country '{0}' not found. Please select a valid country.","'{0}' herrialdea ez da aurkitu. Aukeratu baliozko herrialde bat.",
Create a contact to get started,Sortu kontaktu bat hasteko,
Created event: {0},Gertaera sortuta: {0},
Creating...,Sortzen...,
Current,Unekoa,
Current password,Uneko pasahitza,
Current password is incorrect,Uneko pasahitza ez da zuzena,
Currency,Moneta,
Date,Data,
Decline,Baztertu,
Department,Saila,
Do Not Contact,Ez kontaktatu,
Dock,Dock,
Download,Deskargatu,
"e.g. en, fr, de","adib. en, fr, de",
Edit,Editatu,
Edit address,Helbidea editatu,
Edit Timer,Kronometroa editatu,
Email addresses,Helbide elektronikoak,
Enabled,Gaituta,
"End time was before start time. Adjusted to 1 hour after start.","Amaiera-ordua hasiera-ordua baino lehenago zegoen. Hasieratik ordu batera doitu da.",
Error,Errorea,
Event '{0}' status changed to {1},'{0}' gertaeraren egoera {1} izatera aldatu da,
Event Type,Gertaera mota,
events,gertaera,
External,Kanpokoa,
External — no user account,Kanpokoa — erabiltzaile-konturik gabe,
Failed to change password,Ezin izan da pasahitza aldatu,
Failed to check status,Ezin izan da egoera egiaztatu,
Failed to load apps,Ezin izan dira aplikazioak kargatu,
Failed to load settings,Ezin izan dira ezarpenak kargatu,
"Field '{0}' is not editable","'{0}' eremua ezin da editatu",
Files,Fitxategiak,
First Name,Izena,
Focus,Kontzentrazioa,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URLa ez dago konfiguratuta Dock ezarpenetan.",
Hello {0},Kaixo {0},
Inactive,Inaktibo,
Integrations,Integrazioak,
Internal,Barnekoa,
Internal — has a user account,Barnekoa — erabiltzaile-kontua du,
Invalid RSVP status,RSVP egoera baliogabea,
Invalid status,Egoera baliogabea,
"Invalid status. Must be one of: {0}","Egoera baliogabea. Hauetako bat izan behar da: {0}",
"Invitation: {0} — {1} at {2}","Gonbidapena: {0} — {1}, {2}(e)tan",
Invite People,Jendea gonbidatu,
Join meeting →,Bilerara sartu →,
Language,Hizkuntza,
Last activity,Azken jarduera,
Last modified,Azken aldaketa,
Last Name,Abizena,
Last sync,Azken sinkronizazioa,
Link user account,Erabiltzaile-kontua lotu,
Linked records,Lotutako erregistroak,
Loading settings...,Ezarpenak kargatzen...,
Loading...,Kargatzen...,
Location,Kokapena,
Mark Do Not Contact,Ez kontaktatu gisa markatu,
Maybe,Agian,
Meeting Link,Bileraren esteka,
Meeting title,Bileraren izenburua,
Meeting URL,Bileraren URLa,
Mine,Nireak,
Modified,Aldatua,
navigate,nabigatu,
New note,Ohar berria,
New password,Pasahitz berria,
new tab,fitxa berria,
New tag,Etiketa berria,
No active sessions found,Ez da saio aktiborik aurkitu,
No activity,Jarduerarik ez,
No attendees,Bertaraturik ez,
No bookmarks yet,Oraindik ez dago laster-markarik,
No bridges registered,Ez dago zubirik erregistratuta,
No contacts match these filters,Ez dago iragazki hauekin bat datorren kontakturik,
No file uploaded,Ez da fitxategirik igo,
No files attached,Ez dago erantsitako fitxategirik,
No notes yet,Oraindik ez dago oharrik,
No results found,Ez da emaitzarik aurkitu,
No settings registered for this app.,Ez dago ezarpenik erregistratuta aplikazio honentzat.,
No status endpoint declared,Ez da egoera-amaiera-punturik deklaratu,
No sync endpoint declared,Ez da sinkronizazio-amaiera-punturik deklaratu,
No tags found,Ez da etiketarik aurkitu,
Not checked,Egiaztatu gabe,
Not configured,Konfiguratu gabe,
Not permitted,Baimenik gabe,
Note content cannot be empty,Oharraren edukia ezin da hutsik egon,
Notification Settings,Jakinarazpen-ezarpenak,
Number format,Zenbaki-formatua,
One-way,Norabide bakarrekoa,
"Only native Dock events can be deleted here.","Dock-eko jatorrizko gertaerak bakarrik ezaba daitezke hemen.",
"Only System Manager can trigger bridge sync","Sistema-kudeatzaileak bakarrik abiarazi dezake zubiaren sinkronizazioa",
"Only System Manager can view sync logs","Sistema-kudeatzaileak bakarrik ikus ditzake sinkronizazio-erregistroak",
"Only the contact owner can change the photo","Kontaktuaren jabeak bakarrik alda dezake argazkia",
"Only the contact owner can edit this contact","Kontaktuaren jabeak bakarrik edita dezake kontaktu hau",
"Only the event organizer can send invitations.","Gertaeraren antolatzaileak bakarrik bidal ditzake gonbidapenak.",
"Only the session creator or a Dock Manager can revoke sessions","Saioaren sortzaileak edo Dock kudeatzaileak bakarrik baliogabe ditzakete saioak",
open,ireki,
Open app switcher,Aplikazio-aldagailua ireki,
Optional,Aukerakoa,
optional,aukerakoa,
Organizer,Antolatzailea,
Owner,Jabea,
Password updated,Pasahitza eguneratuta,
Passwords don't match,Pasahitzak ez datoz bat,
Permission denied,Baimena ukatuta,
Phone numbers,Telefono-zenbakiak,
Pin items from any app using the bookmark button in the top bar,Ainguratu edozein aplikazioko elementuak goiko barrako laster-marka botoiarekin,
Please fill in all password fields,Bete pasahitz-eremu guztiak,
Please log in to access Dock.,Hasi saioa Dock-era sartzeko.,
"Please respond to this invitation in the calendar","Erantzun gonbidapen honi egutegian",
Postal code,Posta-kodea,
Primary,Nagusia,
Primary address,Helbide nagusia,
Privacy Policy,Pribatutasun-politika,
Profile,Profila,
Refresh All,Guztiak freskatu,
"Reminder: {0} — {1} at {2}","Gogorarazpena: {0} — {1}, {2}(e)tan",
Remove Do Not Contact,Ez kontaktatu marka kendu,
Remove tag,Etiketa kendu,
Required,Beharrezkoa,
required,beharrezkoa,
Respond in,Erantzun hemen:,
Restore,Leheneratu,
Restore from archive,Artxibotik leheneratu,
Revoking...,Baliogabetzen...,
Room or address,Gela edo helbidea,
Save,Gorde,
Saving...,Gordetzen...,
Search,Bilatu,
Search for people to invite...,Gonbidatzeko pertsonak bilatu...,
Search is temporarily unavailable,Bilaketa aldi baterako ez dago eskuragarri,
Search results,Bilaketa-emaitzak,
Search scope,Bilaketa-eremua,
Search user by name or email…,Erabiltzailea bilatu izenez edo emailez…,
Searching...,Bilatzen...,
Security,Segurtasuna,
"Send an email or add a note to get started.","Bidali mezu elektroniko bat edo gehitu ohar bat hasteko.",
Session {0}/{1},{0}/{1} saioa,
Sessions,Saioak,
Settings,Ezarpenak,
Settings not found,Ezarpenak ez dira aurkitu,
Share,Partekatu,
Show,Erakutsi,
Show less,Gutxiago erakutsi,
Social profiles,Sare sozialetako profilak,
"Sourced events can only be edited in the source app.","Jatorri-gertaerak jatorrizko aplikazioan bakarrik edita daitezke.",
Source Code,Iturburu-kodea,
Start Focus,Kontzentrazioa hasi,
State / Province,Probintzia,
"Street, number","Kalea, zenbakia",
Sync Now,Orain sinkronizatu,
Tag,Etiketa,
Tag cannot be empty,Etiketa ezin da hutsik egon,
Tags,Etiketak,
Target not installed,Helburua ez dago instalatuta,
Task,Zeregina,
"The settings component could not be loaded. Please reload the page.","Ezarpen-osagaia ezin izan da kargatu. Birkargatu orrialdea.",
"This contact is archived and hidden from the People list.","Kontaktu hau artxibatuta dago eta Jendea zerrendatik ezkutatuta.",
This is a reminder for your upcoming event,Hau zure hurrengo gertaerarako gogorarazpena da,
This person is marked as Do Not Contact.,Pertsona hau Ez kontaktatu gisa markatuta dago.,
"This record is already linked to this discussion","Erregistro hau dagoeneko eztabaida honekin lotuta dago",
Timer,Kronometroa,
Timer running for {0} — did you forget?,Kronometroak {0} darama martxan — ahaztu al zaizu?,
"To remove {0}, run:","{0} kentzeko, exekutatu:",
Try a different search term,Saiatu bilaketa-termino ezberdinekin,
Two-Factor Authentication,Bi faktoreko autentifikazioa,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Bi faktoreko autentifikazioa ez dago gaituta gune honetan. Jarri harremanetan zure administratzailearekin.",
Two-way,Bi norabidekoa,
Type at least 2 characters to search,Idatzi gutxienez 2 karaktere bilatzeko,
Type to search...,Idatzi bilatzeko...,
"Unknown notification_type '{0}' for app '{1}'","Jakinarazpen mota ezezaguna '{0}' '{1}' aplikaziorako",
Unknown device,Gailu ezezaguna,
Unlink user — make external,Erabiltzailea deslotu — kanpoko bihurtu,
unsynced,sinkronizatu gabe,
Update,Eguneratu,
Update password,Pasahitza eguneratu,
Updating...,Eguneratzen...,
Upload file,Fitxategia igo,
"Upload files like contracts, proposals, or documents.","Igo fitxategiak, hala nola kontratuak, proposamenak edo dokumentuak.",
Upload photo,Argazkia igo,
Uploading...,Igotzen...,
Uploading…,Igotzen…,
View entry,Sarrera ikusi,
Website,Webgunea,
Where,Non,
Work,Lana,
Write a note...,Ohar bat idatzi...,
Write a note... (not linked to any record),Ohar bat idatzi... (ez dago erregistroekin lotuta),
You,Zu,
You are not an attendee of this event.,Ez zara gertaera honen bertaratua.,
"You can have a maximum of {0} bookmarks","Gehienez {0} laster-marka izan ditzakezu",
You can only change status of your own events.,Zure gertaeren egoera bakarrik alda dezakezu.,
You can only delete your own comments,Zure iruzkinak bakarrik ezaba ditzakezu,
You can only delete your own events.,Zure gertaerak bakarrik ezaba ditzakezu.,
You can only edit your own events.,Zure gertaerak bakarrik edita ditzakezu.,
You can only edit your own notes,Zure oharrak bakarrik edita ditzakezu,
"You can only manage attendees on your own events.","Zure gertaeretako bertaratuak bakarrik kudea ditzakezu.",
You can only view your own events.,Zure gertaerak bakarrik ikus ditzakezu.,
"You do not have permission to comment on this record","Ez duzu erregistro honetan iruzkinak egiteko baimenik",
You have already reacted with {0},Dagoeneko {0} erreakzioa egin duzu,
You have been invited to the following event,Ondorengo gertaerara gonbidatu zaituzte,
Your attendance,Zure bertaratzea,
Your response,Zure erantzuna,
Z→A,Z→A,
Rescheduled event: {0},Gertaera berrantolatu da: {0},
