source,target,context
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Paigalda Orga, Micro või muid rakendusi, et näha kontaktide rakenduste-ülest konteksti.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,Ametinimetus,
Keep running,Jätka tööd,
Label,Silt,
Last accessed,Viimati kasutatud,
Light,Hele,
Limit,Limiit,
Link expires in:,Link aegub:,
Loading…,Laadimine…,
Load more,Laadi rohkem,
Log out,Logi välja,
Make private,Muuda privaatseks,
Mark all read,Märgi kõik loetuks,
Mark read,Märgi loetuks,
Monday,Esmaspäev,
More fields,Rohkem välju,
My contacts,Minu kontaktid,
My Account,Minu konto,
My Profile,Minu profiil,
Never,Mitte kunagi,
New contact,Uus kontakt,
No contacts found,Kontakte ei leitud,
No expiry,Ei aegu,
None,Puudub,
No guest sessions yet.,Külalisseansse pole veel.,
No recent items,Hiljutisi kirjeid pole,
No recent items yet,Hiljutisi kirjeid pole veel,
No results for "{0}",Tulemusi ei leitud päringule „{0}",
No results for "{0}" in {1},Tulemusi ei leitud päringule „{0}" valdkonnas {1},
Notifications,Teavitused,
Notification unavailable,Teavitus pole saadaval,
Organization Defaults,Organisatsiooni vaikeväärtused,
Organization settings updated — reload to apply,Organisatsiooni seaded uuendatud — rakenda laadides lehe uuesti,
Org default,Org vaikeväärtus,
"Password, 2FA, profile picture","Parool, 2FA, profiilipilt",
Pause,Peata,
paused,peatatud,
People,Inimesed,
People with access,Ligipääsuga inimesed,
Permissions,Õigused,
Pinned,Kinnitatud,
Powered by Tonic,Powered by Tonic,
Phone,Telefon,
Private,Privaatne,
Product Manager,Product Manager,
Preferences,Eelistused,
Read,Lugemine,
Recent,Hiljutised,
Reload,Laadi uuesti,
Remove bookmark,Eemalda järjehoidja,
Remove from shared,Eemalda jagamisest,
Remove from recent,Eemalda hiljutistest,
Resume,Jätka,
Retry,Proovi uuesti,
Revoke,Tühista,
Revoked,Tühistatud,
Revoke session,Tühista seanss,
Revoking…,Tühistamine…,
Saved,Salvestatud,
Save failed,Salvestamine ebaõnnestus,
Save organization settings,Salvesta organisatsiooni seaded,
Saving…,Salvestamine…,
Search...,Otsing...,
"Search by name, email, or phone…","Otsi nime, e-posti või telefoni järgi…",
Search users...,Otsi kasutajaid...,
Share {0} {1},Jaga {0} {1},
Submit,Esita,
Search in All apps,Otsi kõigist rakendustest,
Search unavailable,Otsing pole saadaval,
selected,valitud,
Share "{0}",Jaga „{0}",
Share with team,Jaga meeskonnaga,
Shared,Jagatud,
Shared with team,Jagatud meeskonnaga,
Share with client,Jaga kliendiga,
Showing {0} of {1} sessions,Kuvatakse {0}/{1} seanssi,
Site label,Saidi silt,
Sort: A–Z — click for last modified,Sorteerimine: A–Z — klõpsa viimati muudetud järgi,
Sort: last modified — click for A–Z,Sorteerimine: viimati muudetud — klõpsa A–Z järgi,
Start,Alusta,
Start Timer,Käivita taimer,
Status,Olek,
Stop,Peata,
Stop & Save,Peata ja salvesta,
Sunday,Pühapäev,
System,Süsteem,
Theme,Teema,
Theme preference,Teema eelistus,
This email is already on,See e-posti aadress on juba olemas,
This link has been deactivated.,See link on deaktiveeritud.,
This link has expired. Please ask the sender for a new link.,See link on aegunud. Palun küsi saatjalt uus link.,
This link is invalid or has been removed.,See link on vigane või eemaldatud.,
Time,Aeg,
Time entry saved,Ajakirje salvestatud,
Timer unavailable,Taimer pole saadaval,
Timezone,Ajavöönd,
total,kokku,
Try again,Proovi uuesti,
Unread,Lugemata,
Open calendar,Ava kalender,
Open in Desk,Ava Deskis,
Open in {0},Ava rakenduses {0},
User menu,Kasutaja menüü,
View existing →,Vaata olemasolevat →,
Visibility,Nähtavus,
View,Vaata,
View all notifications,Vaata kõiki teavitusi,
View time entry,Vaata ajakirjet,
Week starts on,Nädal algab,
Write,Kirjutamine,
What are you working on?,Millega sa tegeled?,
You're all caught up,Kõik on loetud,
Your Preferences,Sinu eelistused,
Your timer has been running for {0},Sinu taimer on töötanud {0},
Actions,Toimingud,
Add details about this event...,Lisa sündmuse üksikasjad...,
Add event,Lisa sündmus,
Agenda,Päevakord,
All day,Terve päev,
Calendar,Kalender,
Create Event,Loo sündmus,
Create in:,Loo rakenduses:,
Day,Päev,
Deadline,Tähtaeg,
Delete Event,Kustuta sündmus,
Delete this event? This cannot be undone.,Kas kustutada see sündmus? Seda ei saa tagasi võtta.,
Deleting…,Kustutamine…,
Description,Kirjeldus,
Details,Üksikasjad,
End,Lõpp,
Event,Sündmus,
Event title,Sündmuse pealkiri,
Failed to create event,Sündmuse loomine ebaõnnestus,
Failed to delete event,Sündmuse kustutamine ebaõnnestus,
Manage this event in,Halda seda sündmust rakenduses,
Meeting,Koosolek,
Milestone,Verstapost,
Month,Kuu,
My calendars,Minu kalendrid,
New Event,Uus sündmus,
No actions available,Toiminguid pole saadaval,
No events,Sündmusi pole,
Open in,Ava rakenduses,
Other,Muu,
Permanently remove this event,Eemalda see sündmus jäädavalt,
Review,Ülevaade,
Source,Allikas,
Start date/time is required,Alguskuupäev/-kellaaeg on kohustuslik,
Title,Pealkiri,
Title is required,Pealkiri on kohustuslik,
Today,Täna,
Type,Tüüp,
View full details in the source app,Vaata kõiki üksikasju lähterakenduses,
Week,Nädal,
When,Millal,
{0} available,{0} saadaval,
Available,Saadaval,
Configure Frappe Manager to enable one-click updates.,Seadista Frappe Manager ühe klõpsuga uuenduste lubamiseks.,
Copy command,Kopeeri käsk,
Ecosystem Apps,Ökosüsteemi rakendused,
Failed,Ebaõnnestunud,
Install,Paigalda,
Installed,Paigaldatud,
Learn more,Loe lähemalt,
No apps found,Rakendusi ei leitud,
not installed,paigaldamata,
Open,Ava,
Pro available,Pro saadaval,
Queued…,Järjekorras…,
Refresh,Värskenda,
Remove,Eemalda,
"Remove {0}? This will uninstall the app and may affect data.","Eemaldada {0}? See eemaldab rakenduse ja võib mõjutada andmeid.",
Restart required,Taaskäivitus vajalik,
Restarting…,Taaskäivitamine…,
"To install {0}, run:","Rakenduse {0} paigaldamiseks käivita:",
"To update {0}, run:","Rakenduse {0} uuendamiseks käivita:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Uuendada {0} versioonilt v{1} versioonile {2}? See taaskäivitab Frappe.",
Update to {0},Uuenda versioonile {0},
Updated,Uuendatud,
Updating…,Uuendamine…,
Up to date,Ajakohane,
to version,versioonile,
For whom?,Kelle jaoks?,
Working on?,Millega tegeled?,
Search contacts...,Otsi kontakte...,
Select type...,Vali tüüp...,
Context,Kontekst,
Contact,Kontakt,
Context Type,Konteksti tüüp,
Activity,Tegevus,
Activity will appear here as you and your team work across ecosystem apps.,Tegevused ilmuvad siia sinul ja sinu meeskonnal ökosüsteemi rakendustes töötades.,
Acknowledge,Kinnita,
All apps,Kõik rakendused,
All Discussions,Kõik arutelud,
All types,Kõik tüübid,
Archived,Arhiveeritud,
Cancel,Tühista,
Celebrate,Tähista,
Comments,Kommentaarid,
Create Discussion,Loo arutelu,
Creating…,Loomine…,
Ctrl+Enter to send,Ctrl+Enter saatmiseks,
Decision,Otsus,
Discussion not found,Arutelu ei leitud,
Discussion title,Arutelu pealkiri,
Discussions,Arutelud,
Flag,Märgi,
General,Üldine,
just now,just praegu,
Keep commenting,Jätka kommenteerimist,
Linked Records,Seotud kirjed,
Linked to,Seotud,
Load more,Laadi rohkem,
Loading…,Laadimine…,
Meeting Protocol,Koosoleku protokoll,
Mentioned,Mainitud,
New Discussion,Uus arutelu,
No activity yet,Tegevusi pole veel,
No comments yet,Kommentaare pole veel,
No discussions found,Arutelusid ei leitud,
No discussions yet,Arutelusid pole veel,
Note,Märge,
Notes,Märkmed,
Participants,Osalejad,
Pin,Kinnita,
Pinned,Kinnitatud,
Proposal,Ettepanek,
Protocol,Protokoll,
Reopen,Ava uuesti,
Replies,Vastused,
Reply,Vasta,
Replying to comment,Vastamine kommentaarile,
Resolve,Lahenda,
Resolve Discussion,Lahenda arutelu,
Resolved,Lahendatud,
Resolution,Lahendus,
Resolution summary...,Lahenduse kokkuvõte...,
Retrospective,Retrospektiiv,
Search discussions...,Otsi arutelusid...,
Seen,Nähtud,
Send,Saada,
Start Discussion,Alusta arutelu,
Unpin,Eemalda kinnitamine,
Write a comment...,Kirjuta kommentaar...,
Write your discussion content...,Kirjuta arutelu sisu...,
resolved,lahendatud,
unread,lugemata,
{0} mentioned you in a comment,{0} mainis sind kommentaaris,
{0} is already an attendee.,{0} on juba osaleja.,
{0} is not an attendee.,{0} ei ole osaleja.,
{0} is not installed,{0} ei ole paigaldatud,
{0} results found,Leiti {0} tulemust,
+ Add tags,+ Lisa silte,
A→Z,A→Z,
Accept,Nõustu,
Action failed,Toiming ebaõnnestus,
Active now,Praegu aktiivne,
Add a note,Lisa märge,
"Add a note to keep track of details about this contact.","Lisa märge, et jälgida selle kontakti üksikasju.",
Add address,Lisa aadress,
Add another address,Lisa veel üks aadress,
Add birthday,Lisa sünnipäev,
Add company,Lisa ettevõte,
Add job title,Lisa ametinimetus,
Add more tags...,Lisa rohkem silte...,
Add tags...,Lisa silte...,
"Address is not linked to this contact","Aadress ei ole selle kontaktiga seotud",
"Address line 1, city, and country are required","Aadressi rida 1, linn ja riik on kohustuslikud",
ago,tagasi,
All companies,Kõik ettevõtted,
All day event,Terve päeva sündmus,
"Apartment, suite, etc.","Korter, büroo jne",
Apps,Rakendused,
Archive contact,Arhiveeri kontakt,
Attendees,Osalejad,
available,saadaval,
Best regards,Parimate soovidega,
Bookmarks,Järjehoidjad,
"Both proposed start and end times are required.","Nii algus- kui ka lõpuaeg on kohustuslikud.",
Break,Paus,
Bridge not registered,Sild ei ole registreeritud,
Calendar Settings,Kalendri seaded,
Call,Kõne,
Cannot change bookmark owner,Järjehoidja omanikku ei saa muuta,
Cannot revoke your current session,Praegust seanssi ei saa tühistada,
Change Password,Muuda parool,
Change photo,Muuda fotot,
Check Status,Kontrolli olekut,
City,Linn,
Clear,Tühjenda,
Clear filters,Tühjenda filtrid,
Close search,Sulge otsing,
Cmd+Enter to save,Cmd+Enter salvestamiseks,
Coming soon,Tulekul,
Coming up!,Varsti algab!,
Comment,Kommentaar,
Community Edition,Kogukonna versioon,
Complete,Lõpeta,
Confirm new password,Kinnita uus parool,
Copy,Kopeeri,
Could not load notes,Märkmete laadimine ebaõnnestus,
Country,Riik,
"Country '{0}' not found. Please select a valid country.","Riiki „{0}" ei leitud. Palun vali kehtiv riik.",
Create a contact to get started,Loo kontakt alustamiseks,
Created event: {0},Sündmus loodud: {0},
Creating...,Loomine...,
Current,Praegune,
Current password,Praegune parool,
Current password is incorrect,Praegune parool on vale,
Currency,Valuuta,
Date,Kuupäev,
Decline,Keeldu,
Department,Osakond,
Do Not Contact,Mitte kontakteeruda,
Dock,Dock,
Download,Laadi alla,
"e.g. en, fr, de","nt en, fr, de",
Edit,Muuda,
Edit address,Muuda aadressi,
Edit Timer,Muuda taimerit,
Email addresses,E-posti aadressid,
Enabled,Lubatud,
"End time was before start time. Adjusted to 1 hour after start.","Lõpuaeg oli enne algusaega. Muudetud 1 tund pärast algust.",
Error,Viga,
Event '{0}' status changed to {1},Sündmuse „{0}" olek muudetud: {1},
Event Type,Sündmuse tüüp,
events,sündmused,
External,Väline,
External — no user account,Väline — kasutajakontota,
Failed to change password,Parooli muutmine ebaõnnestus,
Failed to check status,Oleku kontrollimine ebaõnnestus,
Failed to load apps,Rakenduste laadimine ebaõnnestus,
Failed to load settings,Seadete laadimine ebaõnnestus,
"Field '{0}' is not editable","Väli „{0}" ei ole muudetav",
Files,Failid,
First Name,Eesnimi,
Focus,Fookus,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL ei ole Dock seadetes seadistatud.",
Hello {0},Tere {0},
Inactive,Mitteaktiivne,
Integrations,Integratsioonid,
Internal,Sisemine,
Internal — has a user account,Sisemine — kasutajakontoga,
Invalid RSVP status,Vigane RSVP olek,
Invalid status,Vigane olek,
"Invalid status. Must be one of: {0}","Vigane olek. Peab olema üks järgmistest: {0}",
"Invitation: {0} — {1} at {2}","Kutse: {0} — {1} kell {2}",
Invite People,Kutsu inimesi,
Join meeting →,Liitu koosolekuga →,
Language,Keel,
Last activity,Viimane tegevus,
Last modified,Viimati muudetud,
Last Name,Perekonnanimi,
Last sync,Viimane sünkroniseerimine,
Link user account,Seo kasutajakonto,
Linked records,Seotud kirjed,
Loading settings...,Seadete laadimine...,
Loading...,Laadimine...,
Location,Asukoht,
Mark Do Not Contact,Märgi kontakti keeluga,
Maybe,Võib-olla,
Meeting Link,Koosoleku link,
Meeting title,Koosoleku pealkiri,
Meeting URL,Koosoleku URL,
Mine,Minu,
Modified,Muudetud,
navigate,navigeeri,
New note,Uus märge,
New password,Uus parool,
new tab,uus vahekaart,
New tag,Uus silt,
No active sessions found,Aktiivseid seansse ei leitud,
No activity,Tegevust pole,
No attendees,Osalejaid pole,
No bookmarks yet,Järjehoidjaid pole veel,
No bridges registered,Sildu ei ole registreeritud,
No contacts match these filters,Ükski kontakt ei vasta nendele filtritele,
No file uploaded,Faili ei ole üles laaditud,
No files attached,Faile ei ole manustatud,
No notes yet,Märkmeid pole veel,
No results found,Tulemusi ei leitud,
No settings registered for this app.,Selle rakenduse jaoks pole seadeid registreeritud.,
No status endpoint declared,Oleku lõpp-punkti pole deklareeritud,
No sync endpoint declared,Sünkroniseerimise lõpp-punkti pole deklareeritud,
No tags found,Silte ei leitud,
Not checked,Kontrollimata,
Not configured,Seadistamata,
Not permitted,Keelatud,
Note content cannot be empty,Märkme sisu ei tohi olla tühi,
Notification Settings,Teavituse seaded,
Number format,Numbri vorming,
One-way,Ühesuunaline,
"Only native Dock events can be deleted here.","Siin saab kustutada ainult Dock sündmusi.",
"Only System Manager can trigger bridge sync","Ainult süsteemihaldur saab silla sünkroniseerimist käivitada",
"Only System Manager can view sync logs","Ainult süsteemihaldur saab sünkroniseerimise logisid vaadata",
"Only the contact owner can change the photo","Ainult kontakti omanik saab fotot muuta",
"Only the contact owner can edit this contact","Ainult kontakti omanik saab seda kontakti muuta",
"Only the event organizer can send invitations.","Ainult sündmuse korraldaja saab kutseid saata.",
"Only the session creator or a Dock Manager can revoke sessions","Ainult seansi looja või Dock haldur saab seansse tühistada",
open,ava,
Open app switcher,Ava rakenduste vahetaja,
Optional,Valikuline,
optional,valikuline,
Organizer,Korraldaja,
Owner,Omanik,
Password updated,Parool uuendatud,
Passwords don't match,Paroolid ei kattu,
Permission denied,Ligipääs keelatud,
Phone numbers,Telefoninumbrid,
Pin items from any app using the bookmark button in the top bar,Kinnita kirjeid mis tahes rakendusest ülaribal oleva järjehoidja nupuga,
Please fill in all password fields,Palun täida kõik parooli väljad,
Please log in to access Dock.,Palun logi sisse Dock kasutamiseks.,
"Please respond to this invitation in the calendar","Palun vasta sellele kutsele kalendris",
Postal code,Postiindeks,
Primary,Peamine,
Primary address,Peamine aadress,
Privacy Policy,Privaatsuspoliitika,
Profile,Profiil,
Refresh All,Värskenda kõik,
"Reminder: {0} — {1} at {2}","Meeldetuletus: {0} — {1} kell {2}",
Remove Do Not Contact,Eemalda kontakti keeld,
Remove tag,Eemalda silt,
Required,Kohustuslik,
required,kohustuslik,
Respond in,Vasta rakenduses,
Restore,Taasta,
Restore from archive,Taasta arhiivist,
Revoking...,Tühistamine...,
Room or address,Ruum või aadress,
Save,Salvesta,
Saving...,Salvestamine...,
Search,Otsing,
Search for people to invite...,Otsi inimesi kutsumiseks...,
Search is temporarily unavailable,Otsing on ajutiselt kättesaamatu,
Search results,Otsingutulemused,
Search scope,Otsingu ulatus,
Search user by name or email…,Otsi kasutajat nime või e-posti järgi…,
Searching...,Otsimine...,
Security,Turvalisus,
"Send an email or add a note to get started.","Saada e-kiri või lisa märge alustamiseks.",
Session {0}/{1},Seanss {0}/{1},
Sessions,Seansid,
Settings,Seaded,
Settings not found,Seadeid ei leitud,
Share,Jaga,
Show,Kuva,
Show less,Kuva vähem,
Social profiles,Sotsiaalmeedia profiilid,
"Sourced events can only be edited in the source app.","Imporditud sündmusi saab muuta ainult lähterakenduses.",
Source Code,Lähtekood,
Start Focus,Alusta fookust,
State / Province,Maakond / Osariik,
"Street, number","Tänav, maja",
Sync Now,Sünkroniseeri kohe,
Tag,Silt,
Tag cannot be empty,Silt ei tohi olla tühi,
Tags,Sildid,
Target not installed,Sihtrakendus pole paigaldatud,
Task,Ülesanne,
"The settings component could not be loaded. Please reload the page.","Seadete komponenti ei õnnestunud laadida. Palun laadi leht uuesti.",
"This contact is archived and hidden from the People list.","See kontakt on arhiveeritud ja peidetud inimeste loendist.",
This is a reminder for your upcoming event,See on meeldetuletus sinu eelseisva sündmuse kohta,
This person is marked as Do Not Contact.,Sellel isikul on kontakti keeld.,
"This record is already linked to this discussion","See kirje on juba selle aruteluga seotud",
Timer,Taimer,
Timer running for {0} — did you forget?,Taimer töötab juba {0} — kas unustasid?,
"To remove {0}, run:","Rakenduse {0} eemaldamiseks käivita:",
Try a different search term,Proovi teist otsingusõna,
Two-Factor Authentication,Kaheastmeline autentimine,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Kaheastmeline autentimine ei ole sellel saidil lubatud. Võta ühendust administraatoriga.",
Two-way,Kahesuunaline,
Type at least 2 characters to search,Otsimiseks sisesta vähemalt 2 tähemärki,
Type to search...,Sisesta otsimiseks...,
"Unknown notification_type '{0}' for app '{1}'","Tundmatu teavituse tüüp „{0}" rakendusele „{1}"",
Unknown device,Tundmatu seade,
Unlink user — make external,Eemalda kasutaja seos — muuda väliseks,
unsynced,sünkroniseerimata,
Update,Uuenda,
Update password,Uuenda parool,
Updating...,Uuendamine...,
Upload file,Laadi fail üles,
"Upload files like contracts, proposals, or documents.","Laadi üles faile nagu lepingud, pakkumised või dokumendid.",
Upload photo,Laadi foto üles,
Uploading...,Üleslaadimine...,
Uploading…,Üleslaadimine…,
View entry,Vaata kirjet,
Website,Veebileht,
Where,Kus,
Work,Töö,
Write a note...,Kirjuta märge...,
Write a note... (not linked to any record),Kirjuta märge... (pole seotud ühegi kirjega),
You,Sina,
You are not an attendee of this event.,Sa ei ole selle sündmuse osaleja.,
"You can have a maximum of {0} bookmarks","Sul saab olla maksimaalselt {0} järjehoidjat",
You can only change status of your own events.,Sa saad muuta ainult oma sündmuste olekut.,
You can only delete your own comments,Sa saad kustutada ainult oma kommentaare,
You can only delete your own events.,Sa saad kustutada ainult oma sündmusi.,
You can only edit your own events.,Sa saad muuta ainult oma sündmusi.,
You can only edit your own notes,Sa saad muuta ainult oma märkmeid,
"You can only manage attendees on your own events.","Sa saad hallata osalejaid ainult oma sündmustel.",
You can only view your own events.,Sa saad vaadata ainult oma sündmusi.,
"You do not have permission to comment on this record","Sul puudub õigus seda kirjet kommenteerida",
You have already reacted with {0},Sa oled juba reageerinud {0},
You have been invited to the following event,Sind on kutsutud järgmisele sündmusele,
Your attendance,Sinu osalemine,
Your response,Sinu vastus,
Z→A,Z→A,
Rescheduled event: {0},Sündmus ümber planeeritud: {0},
