source,target,context
This link has been deactivated.,Uyu muyoboro wahagaritswe.,
This link has expired. Please ask the sender for a new link.,Uyu muyoboro warangiye. Nyamuneka saba uwohereye umuyoboro mushya.,
This link is invalid or has been removed.,Uyu muyoboro ntago ukora cyangwa wakuweho.,
Time,Igihe,
Time entry saved,Ibyanditswe by'igihe byabitswe,
Timer unavailable,Isaha ntiboneka,
Timezone,Akarere k'igihe,
total,igiteranyo,
Try again,Ongera ugerageze,
Unread,Ntibisomwe,
Open calendar,Fungura karendari,
Open in Desk,Fungura muri Desk,
Open in {0},Fungura muri {0},
User menu,Ibikubiye by'umukoresha,
View existing →,Reba ibibaho →,
Visibility,Kugaragara,
View,Reba,
View all notifications,Reba imenyesha zose,
View time entry,Reba ibyanditswe by'igihe,
Week starts on,Icyumweru gitangirira,
Write,Andika,
What are you working on?,Urimo ukora iki?,
You're all caught up,Wabisomye byose,
Your Preferences,Amahitamo Yawe,
Your timer has been running for {0},Isaha yawe ikomeje gukora kuva {0},
Actions,Ibikorwa,
Add details about this event...,Ongeraho ibisobanuro kuri iki gikorwa...,
Add event,Ongeraho igikorwa,
Agenda,Gahunda,
All day,Umunsi wose,
Calendar,Karendari,
Create Event,Kora Igikorwa,
Create in:,Kora muri:,
Day,Umunsi,
Deadline,Itariki ntarengwa,
Delete Event,Siba Igikorwa,
Delete this event? This cannot be undone.,Siba iki gikorwa? Ntibishobora gusubizwaho.,
Deleting…,Irasiba…,
Description,Igisobanuro,
Details,Ibisobanuro,
End,Iherezo,
Event,Igikorwa,
Event title,Izina ry'igikorwa,
Failed to create event,Byanze gukora igikorwa,
Failed to delete event,Byanze gusiba igikorwa,
Manage this event in,Gucunga iki gikorwa muri,
Meeting,Inama,
Milestone,Intambwe y'ingenzi,
Month,Ukwezi,
My calendars,Karendari zanjye,
New Event,Igikorwa Gishya,
No actions available,Nta bikorwa biboneka,
No events,Nta bikorwa,
Open in,Fungura muri,
Other,Ibindi,
Permanently remove this event,Kuraho burundu iki gikorwa,
Review,Isuzuma,
Source,Inkomoko,
Start date/time is required,Itariki/igihe cyo gutangira birakenewe,
Title,Umutwe,
Title is required,Umutwe urakenewe,
Today,Uyu munsi,
Type,Ubwoko,
View full details in the source app,Reba ibisobanuro byose muri porogaramu y'inkomoko,
Week,Icyumweru,
When,Ryari,
{0} available,{0} biraboneka,
Available,Biraboneka,
Configure Frappe Manager to enable one-click updates.,Tegura Frappe Manager kugira ushobore gukora amavugurura mu gukanda rimwe.,
Copy command,Koporora itegeko,
Ecosystem Apps,Porogaramu z'Urwego,
Failed,Byanze,
Install,Shyiramo,
Installed,Byashyizwemo,
Learn more,Menya byinshi,
No apps found,Nta porogaramu zabonetse,
not installed,ntibashyizwemo,
Open,Fungura,
Pro available,Pro iraboneka,
Queued…,Mu murongo…,
Refresh,Vugurura,
Remove,Kuraho,
Remove {0}? This will uninstall the app and may affect data.,Kuraho {0}? Ibi bizakuramo porogaramu kandi bishobora kugira ingaruka ku makuru.,
Restart required,Gutangira bundi birakenewe,
Restarting…,Iratangira bundi…,
"To install {0}, run:","Kugira ushyiremo {0}, koresha:",
"To update {0}, run:","Kugira uvugurure {0}, koresha:",
Update {0} from v{1} to {2}? This will restart Frappe.,Vugurura {0} kuva v{1} kugeza {2}? Ibi bizatangira bundi Frappe.,
Update to {0},Vugurura kugeza {0},
Updated,Byavuguruwe,
Updating…,Iravugurura…,
Up to date,Biravuguruye,
to version,kugeza ku ntererano,
For whom?,Ni uw'inde?,
Working on?,Urimo ukora iki?,
Search contacts...,Shakisha abantu bo guhamagara...,
Select type...,Hitamo ubwoko...,
Context,Imiterere,
Contact,Umuntu wo guhamagara,
Context Type,Ubwoko bw'imiterere,
Activity,Ibikorwa,
Activity will appear here as you and your team work across ecosystem apps.,Ibikorwa bizagaragara hano uko wowe n'ikipe yawe mukora mu porogaramu z'urwego.,
Acknowledge,Kwemeza,
All apps,Porogaramu zose,
All Discussions,Ibiganiro Byose,
All types,Ubwoko bwose,
Archived,Byabitswe mu bubiko,
Cancel,Hagarika,
Celebrate,Guhimbaza,
Comments,Ibitekerezo,
Create Discussion,Kora Ikiganiro,
Creating…,Irakora…,
Ctrl+Enter to send,Ctrl+Enter kohereza,
Decision,Icyemezo,
Discussion not found,Ikiganiro ntikibonetse,
Discussion title,Umutwe w'ikiganiro,
Discussions,Ibiganiro,
Flag,Ibendera,
General,Rusange,
just now,ubu nyine,
Keep commenting,Komeza gutanga ibitekerezo,
Linked Records,Inyandiko Zihujwe,
Linked to,Zihujwe na,
Load more,Pakira ibindi,
Loading…,Irapakira…,
Meeting Protocol,Inyandikomvugo y'inama,
Mentioned,Bavuzwe,
New Discussion,Ikiganiro Gishya,
No activity yet,Nta bikorwa birahari,
No comments yet,Nta bitekerezo birahari,
No discussions found,Nta biganiro byabonetse,
No discussions yet,Nta biganiro birahari,
Note,Inyandiko,
Notes,Inyandiko,
Participants,Abitabiriye,
Pin,Manika,
Pinned,Bimanikiye,
Proposal,Igitekerezo,
Protocol,Inyandikomvugo,
Reopen,Fungura bundi,
Replies,Ibisubizo,
Reply,Subiza,
Replying to comment,Gusubiza igitekerezo,
Resolve,Gukemura,
Resolve Discussion,Kemura Ikiganiro,
Resolved,Byakemutse,
Resolution,Igikemuro,
Resolution summary...,Incamake y'igikemuro...,
Retrospective,Kureba inyuma,
Search discussions...,Shakisha ibiganiro...,
Seen,Byarebwe,
Send,Ohereza,
Start Discussion,Tangira Ikiganiro,
Unpin,Kuraho kumanika,
Write a comment...,Andika igitekerezo...,
Write your discussion content...,Andika ibikubiye by'ikiganiro cyawe...,
resolved,byakemutse,
unread,ntibisomwe,
{0} mentioned you in a comment,{0} yakuvuze mu gitekerezo,
{0} is already an attendee.,{0} asanzwe ari umwitabire.,
{0} is not an attendee.,{0} ntabwo ari umwitabire.,
{0} is not installed,{0} ntibashyizwemo,
{0} results found,Ibisubizo {0} byabonetse,
+ Add tags,+ Ongeraho ibibazo,
A→Z,A→Z,
Accept,Emera,
Action failed,Igikorwa cyanze,
Active now,Irakora ubu,
Add a note,Ongeraho inyandiko,
"Add a note to keep track of details about this contact.","Ongeraho inyandiko kugira ukurikirana ibisobanuro ku muntu uyu wo guhamagara.",
Add address,Ongeraho aderesi,
Add another address,Ongeraho aderesi indi,
Add birthday,Ongeraho isabukuru,
Add company,Ongeraho isosiyete,
Add job title,Ongeraho umwanya w'akazi,
Add more tags...,Ongeraho ibibazo byinshi...,
Add tags...,Ongeraho ibibazo...,
"Address is not linked to this contact","Aderesi ntihujwe n'uyu muntu wo guhamagara",
"Address line 1, city, and country are required","Umurongo wa aderesi 1, umujyi n'igihugu birakenewe",
ago,hashize,
All companies,Amasosiyete yose,
All day event,Igikorwa cy'umunsi wose,
"Apartment, suite, etc.","Inzu, suite, n'ibindi",
Apps,Porogaramu,
Archive contact,Bika umuntu wo guhamagara mu bubiko,
Attendees,Abitabiriye,
available,biraboneka,
Best regards,Murakoze,
Bookmarks,Ibikimo,
"Both proposed start and end times are required.","Igihe cyo gutangira n'icyo kurangiriza byombi birakenewe.",
Break,Ikiruhuko,
Bridge not registered,Ikiraro ntikiyanditswe,
Calendar Settings,Igenamiterere ya Karendari,
Call,Hamagara,
Cannot change bookmark owner,Ntushobora guhindura nyir'ikimenyetso,
Cannot revoke your current session,Ntushobora guhagarika umukoro wawe ubu,
Change Password,Hindura Ijambo ry'Ibanga,
Change photo,Hindura ifoto,
Check Status,Reba Imimerere,
City,Umujyi,
Clear,Siba,
Clear filters,Siba imiyunguruzo,
Close search,Funga gushakisha,
Cmd+Enter to save,Cmd+Enter kubika,
Coming soon,Biraza vuba,
Coming up!,Biraje!,
Comment,Igitekerezo,
Community Edition,Igice cy'Umuryango,
Complete,Rangiza,
Confirm new password,Emeza ijambo ry'ibanga rishya,
Copy,Koporora,
Could not load notes,Ntibyashobotse gupakira inyandiko,
Country,Igihugu,
"Country '{0}' not found. Please select a valid country.","Igihugu '{0}' ntigibonetse. Nyamuneka hitamo igihugu kiboneye.",
Create a contact to get started,Kora umuntu wo guhamagara kugira utangire,
Created event: {0},Igikorwa cyakozwe: {0},
Creating...,Irakora...,
Current,Ubu,
Current password,Ijambo ry'ibanga rya ubu,
Current password is incorrect,Ijambo ry'ibanga rya ubu ntago ari ryo,
Currency,Ifaranga,
Date,Itariki,
Decline,Anga,
Department,Ishami,
Do Not Contact,Ntumuvugishe,
Dock,Dock,
Download,Kuramo,
"e.g. en, fr, de","urugero en, fr, de",
Edit,Hindura,
Edit address,Hindura aderesi,
Edit Timer,Hindura Isaha,
Email addresses,Aderesi za imeri,
Enabled,Byafunguwe,
"End time was before start time. Adjusted to 1 hour after start.","Igihe cyo kurangiriza cyari imbere y'igihe cyo gutangira. Cyahinduwe kuba isaha 1 nyuma yo gutangira.",
Error,Ikosa,
Event '{0}' status changed to {1},Imimerere y'igikorwa '{0}' yahinduwe kuba {1},
Event Type,Ubwoko bw'Igikorwa,
events,ibikorwa,
External,Iy'inyuma,
External — no user account,Iy'inyuma — nta konti y'umukoresha,
Failed to change password,Byanze guhindura ijambo ry'ibanga,
Failed to check status,Byanze kureba imimerere,
Failed to load apps,Byanze gupakira porogaramu,
Failed to load settings,Byanze gupakira igenamiterere,
"Field '{0}' is not editable","Umwanya '{0}' ntushobora guhindurwa",
Files,Dosiye,
First Name,Izina ry'Ibanza,
Focus,Kwibanda,
"Frappe Manager URL is not configured in Dock Settings.","URL ya Frappe Manager ntiteguwe mu Igenamiterere ya Dock.",
Hello {0},Muraho {0},
Inactive,Ntikora,
Integrations,Guhuza,
Internal,Iy'imbere,
Internal — has a user account,Iy'imbere — afite konti y'umukoresha,
Invalid RSVP status,Imimerere ya RSVP ntago ari yo,
Invalid status,Imimerere ntago ari yo,
"Invalid status. Must be one of: {0}","Imimerere ntago ari yo. Igomba kuba imwe muri: {0}",
"Invitation: {0} — {1} at {2}","Ubutumire: {0} — {1} saa {2}",
Invite People,Tumira Abantu,
Join meeting →,Injira mu nama →,
Language,Ururimi,
Last activity,Igikorwa cya nyuma,
Last modified,Ibyahinduwe bwa nyuma,
Last Name,Izina ry'Umuryango,
Last sync,Guhuza bya nyuma,
Link user account,Huza konti y'umukoresha,
Linked records,Inyandiko zihujwe,
Loading settings...,Irapakira igenamiterere...,
Loading...,Irapakira...,
Location,Ahantu,
Mark Do Not Contact,Shyiraho Ntumuvugishe,
Maybe,Birashoboka,
Meeting Link,Umuyoboro w'Inama,
Meeting title,Umutwe w'inama,
Meeting URL,URL y'Inama,
Mine,Ibyanjye,
Modified,Byahinduwe,
navigate,kuyobora,
New note,Inyandiko nshya,
New password,Ijambo ry'ibanga rishya,
new tab,icyicaro gishya,
New tag,Ikibazo gishya,
No active sessions found,Nta matsinda akora yabonetse,
No activity,Nta bikorwa,
No attendees,Nta bitabiriye,
No bookmarks yet,Nta bikimo birahari,
No bridges registered,Nta biraro byanditswe,
No contacts match these filters,Nta bantu bo guhamagara bahuje n'iyi miyunguruzo,
No file uploaded,Nta dosiye yapakiwe,
No files attached,Nta dosiye zamatanije,
No notes yet,Nta nyandiko zirahari,
No results found,Nta bisubizo byabonetse,
No settings registered for this app.,Nta genamiterere ryanditswe kuri iyi porogaramu.,
No status endpoint declared,Nta hantu ho kureba imimerere hatangajwe,
No sync endpoint declared,Nta hantu ho guhuza hatangajwe,
No tags found,Nta bibazo byabonetse,
Not checked,Ntibisuzumwe,
Not configured,Ntibiteganijwe,
Not permitted,Ntibyemerewe,
Note content cannot be empty,Ibikubiye by'inyandiko ntibigomba kuba ubusa,
Notification Settings,Igenamiterere y'Imenyesha,
Number format,Imiterere y'imibare,
One-way,Inzira imwe,
"Only native Dock events can be deleted here.","Ibikorwa bya Dock bwite gusa bishobora gusibwa hano.",
"Only System Manager can trigger bridge sync","Umuyobozi wa sisitemu gusa ashobora gutangiza guhuza ikiraro",
"Only System Manager can view sync logs","Umuyobozi wa sisitemu gusa ashobora kureba inyandiko zo guhuza",
"Only the contact owner can change the photo","Nyir'umuntu wo guhamagara gusa ashobora guhindura ifoto",
"Only the contact owner can edit this contact","Nyir'umuntu wo guhamagara gusa ashobora guhindura uyu muntu",
"Only the event organizer can send invitations.","Umutegura w'igikorwa gusa ashobora kohereza ubutumire.",
"Only the session creator or a Dock Manager can revoke sessions","Uwakoreye umukoro cyangwa Umuyobozi wa Dock gusa ashobora guhagarika amatsinda",
open,fungura,
Open app switcher,Fungura igihinduranya porogaramu,
Optional,Ntibikenewe,
optional,ntibikenewe,
Organizer,Umutegura,
Owner,Nyir'ibyo,
Password updated,Ijambo ry'ibanga ryavuguruwe,
Passwords don't match,Amagambo y'ibanga ntahura,
Permission denied,Uburenganzira bwanzwe,
Phone numbers,Nimero za telefoni,
Pin items from any app using the bookmark button in the top bar,Manika ibintu biva muri porogaramu iyo ari yo yose ukoresheje buto y'ikimenyetso mu ngabo yo hejuru,
Please fill in all password fields,Nyamuneka uzuza imyanya yose y'ijambo ry'ibanga,
Please log in to access Dock.,Nyamuneka injira kugira ubone Dock.,
"Please respond to this invitation in the calendar","Nyamuneka subiza ubu butumire muri karendari",
Postal code,Kode ya posita,
Primary,Ibanze,
Primary address,Aderesi y'ibanze,
Privacy Policy,Politiki y'Ibanga,
Profile,Umwirondoro,
Refresh All,Vugurura Byose,
"Reminder: {0} — {1} at {2}","Ibutsa: {0} — {1} saa {2}",
Remove Do Not Contact,Kuraho Ntumuvugishe,
Remove tag,Kuraho ikibazo,
Required,Birakenewe,
required,birakenewe,
Respond in,Subiza muri,
Restore,Garura,
Restore from archive,Garura mu bubiko,
Revoking...,Irahagarika...,
Room or address,Icyumba cyangwa aderesi,
Save,Bika,
Saving...,Irabika...,
Search,Shakisha,
Search for people to invite...,Shakisha abantu bo gutumira...,
Search is temporarily unavailable,Gushakisha ntibiboneka by'agateganyo,
Search results,Ibisubizo by'ubushakashatsi,
Search scope,Urwego rwo gushakisha,
Search user by name or email…,Shakisha umukoresha ku izina cyangwa imeri…,
Searching...,Irashakisha...,
Security,Umutekano,
"Send an email or add a note to get started.","Ohereza imeri cyangwa ongeraho inyandiko kugira utangire.",
Session {0}/{1},Umukoro {0}/{1},
Sessions,Amatsinda,
Settings,Igenamiterere,
Settings not found,Igenamiterere ntiribonetse,
Share,Sangira,
Show,Erekana,
Show less,Erekana bike,
Social profiles,Umwirondoro wo ku mbuga nkoranyambaga,
"Sourced events can only be edited in the source app.","Ibikorwa bifite inkomoko bishobora guhindurwa gusa muri porogaramu y'inkomoko.",
Source Code,Kode y'Inkomoko,
Start Focus,Tangira Kwibanda,
State / Province,Intara,
"Street, number","Umuhanda, nimero",
Sync Now,Huza Ubu,
Tag,Ikibazo,
Tag cannot be empty,Ikibazo ntigishobora kuba ubusa,
Tags,Ibibazo,
Target not installed,Intego ntibashyizwemo,
Task,Umurimo,
"The settings component could not be loaded. Please reload the page.","Igice cy'igenamiterere nticyashobotse gupakira. Nyamuneka subiza urupapuro.",
"This contact is archived and hidden from the People list.","Uyu muntu wo guhamagara yabitswe mu bubiko kandi yahishe mu rutonde rw'Abantu.",
This is a reminder for your upcoming event,Ibi ni ikibutsa ku gikorwa cyawe kigiye kubaho,
This person is marked as Do Not Contact.,Uyu muntu yashyizweho ikimenyetso cya Ntumuvugishe.,
"This record is already linked to this discussion","Iki cyanditswe gisanzwe gihujwe n'iki kiganiro",
Timer,Isaha,
Timer running for {0} — did you forget?,Isaha ikomeje gukora kuva {0} — waribagiwe?,
"To remove {0}, run:","Kugira ukureho {0}, koresha:",
Try a different search term,Gerageza ijambo ryo gushakisha ritandukanye,
Two-Factor Authentication,Kwemeza mu ntambwe ebyiri,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Kwemeza mu ntambwe ebyiri ntibifunguwe kuri uru rubuga. Hamagara umuyobozi wawe.",
Two-way,Inzira ebyiri,
Type at least 2 characters to search,Andika nibura inyuguti 2 kugira ushakishe,
Type to search...,Andika kugira ushakishe...,
"Unknown notification_type '{0}' for app '{1}'","notification_type '{0}' itazwi kuri porogaramu '{1}'",
Unknown device,Igikoresho kitazwi,
Unlink user — make external,Tanya umukoresha — fanya iy'inyuma,
unsynced,ntibihujwe,
Update,Vugurura,
Update password,Vugurura ijambo ry'ibanga,
Updating...,Iravugurura...,
Upload file,Pakira dosiye,
"Upload files like contracts, proposals, or documents.","Pakira dosiye nk'amasezerano, ibyifuzo cyangwa inyandiko.",
Upload photo,Pakira ifoto,
Uploading...,Irapakira...,
Uploading…,Irapakira…,
View entry,Reba ibyanditswe,
Website,Urubuga,
Where,Hehe,
Work,Akazi,
Write a note...,Andika inyandiko...,
Write a note... (not linked to any record),Andika inyandiko... (ntihujwe n'icyanditswe icyo ari cyo cyose),
You,Wowe,
You are not an attendee of this event.,Ntabwo uri umwitabire w'iki gikorwa.,
"You can have a maximum of {0} bookmarks","Ushobora kugira nibura ibikimo {0}",
You can only change status of your own events.,Ushobora guhindura imimerere y'ibikorwa byawe gusa.,
You can only delete your own comments,Ushobora gusiba ibitekerezo byawe gusa,
You can only delete your own events.,Ushobora gusiba ibikorwa byawe gusa.,
You can only edit your own events.,Ushobora guhindura ibikorwa byawe gusa.,
You can only edit your own notes,Ushobora guhindura inyandiko zawe gusa,
"You can only manage attendees on your own events.","Ushobora gucunga abitabiriye ku bikorwa byawe gusa.",
You can only view your own events.,Ushobora kureba ibikorwa byawe gusa.,
"You do not have permission to comment on this record","Ntufite uburenganzira bwo gutanga igitekerezo kuri iki cyanditswe",
You have already reacted with {0},Wasanze warasubije na {0},
You have been invited to the following event,Watumiriwe ku gikorwa gikurikira,
Your attendance,Ukwitabira kwawe,
Your response,Igisubizo cyawe,
Z→A,Z→A,
Rescheduled event: {0},Igikorwa cyasubitswe: {0},
