source,target,context
Done,Terminé,
Done editing,Modification terminée,
Drag to reorder {0},Glisser pour réorganiser {0},
Edit bookmarks,Modifier les signets,
e.g. Europe/Berlin,"ex. : Europe/Berlin",
Email,E-mail,
Enable bookmarks,Activer les signets,
Everyone,Tout le monde,
Enable global timer,Activer le chronomètre global,
Enable recent items,Activer les éléments récents,
Expired,Expiré,
Expires,Expire,
Expires: {0},Expire : {0},
Failed to generate link. Please try again.,Échec de la génération du lien. Veuillez réessayer.,
Failed to load sessions.,Échec du chargement des sessions.,
Features,Fonctionnalités,
Full name,Nom complet,
Frappe Desk,Frappe Desk,
Generate link,Générer un lien,
Generating…,Génération en cours…,
Guest Portal,Portail invité,
in {0},dans {0},
"Install Orga, Micro, or other apps to see cross-app context for your contacts.","Installez Orga, Micro ou d'autres applications pour voir le contexte inter-applications de vos contacts.",
jane@example.com,jane@example.com,
Jane Smith,Jane Smith,
Job title,Poste,
Keep running,Continuer,
Label,Libellé,
Last accessed,Dernier accès,
Light,Clair,
Limit,Limite,
Link expires in:,Le lien expire dans :,
Loading…,Chargement…,
Load more,Charger plus,
Log out,Se déconnecter,
Make private,Rendre privé,
Mark all read,Tout marquer comme lu,
Mark read,Marquer comme lu,
Monday,Lundi,
More fields,Plus de champs,
My contacts,Mes contacts,
My Account,Mon compte,
My Profile,Mon profil,
Never,Jamais,
New contact,Nouveau contact,
No contacts found,Aucun contact trouvé,
No expiry,Sans expiration,
None,Aucun,
No guest sessions yet.,Aucune session invité pour le moment.,
No recent items,Aucun élément récent,
No recent items yet,Aucun élément récent pour le moment,
"No results for ""{0}""","Aucun résultat pour « {0} »",
"No results for ""{0}"" in {1}","Aucun résultat pour « {0} » dans {1}",
Notifications,Notifications,
Notification unavailable,Notification indisponible,
Organization Defaults,Paramètres par défaut de l'organisation,
Organization settings updated — reload to apply,Paramètres de l'organisation mis à jour — rechargez pour appliquer,
Org default,Par défaut de l'organisation,
"Password, 2FA, profile picture","Mot de passe, 2FA, photo de profil",
Pause,Pause,
paused,en pause,
People,Personnes,
People with access,Personnes ayant accès,
Permissions,Permissions,
Pinned,Épinglé,
Powered by Tonic,Propulsé par Tonic,
Phone,Téléphone,
Private,Privé,
Product Manager,Product Manager,
Preferences,Préférences,
Read,Lecture,
Recent,Récents,
Reload,Recharger,
Remove bookmark,Supprimer le signet,
Remove from shared,Retirer du partage,
Remove from recent,Retirer des récents,
Resume,Reprendre,
Retry,Réessayer,
Revoke,Révoquer,
Revoked,Révoqué,
Revoke session,Révoquer la session,
Revoking…,Révocation en cours…,
Saved,Enregistré,
Save failed,Échec de l'enregistrement,
Save organization settings,Enregistrer les paramètres de l'organisation,
Saving…,Enregistrement en cours…,
Search...,Rechercher…,
"Search by name, email, or phone…","Rechercher par nom, e-mail ou téléphone…",
Search users...,Rechercher des utilisateurs…,
Share {0} {1},Partager {0} {1},
Submit,Soumettre,
Search in All apps,Rechercher dans toutes les applications,
Search unavailable,Recherche indisponible,
selected,sélectionné,
"Share ""{0}""","Partager « {0} »",
Share with team,Partager avec l'équipe,
Shared,Partagé,
Shared with team,Partagé avec l'équipe,
Share with client,Partager avec le client,
Showing {0} of {1} sessions,Affichage de {0} sur {1} sessions,
Site label,Libellé du site,
Sort: A–Z — click for last modified,Tri : A–Z — cliquez pour dernier modifié,
Sort: last modified — click for A–Z,Tri : dernier modifié — cliquez pour A–Z,
Start,Démarrer,
Start Timer,Démarrer le chronomètre,
Status,Statut,
Stop,Arrêter,
Stop & Save,Arrêter et enregistrer,
Sunday,Dimanche,
System,Système,
Theme,Thème,
Theme preference,Préférence de thème,
This email is already on,Cet e-mail est déjà présent,
This link has been deactivated.,Ce lien a été désactivé.,
This link has expired. Please ask the sender for a new link.,Ce lien a expiré. Veuillez demander un nouveau lien à l'expéditeur.,
This link is invalid or has been removed.,Ce lien est invalide ou a été supprimé.,
Time,Temps,
Time entry saved,Entrée de temps enregistrée,
Timer unavailable,Chronomètre indisponible,
Timezone,Fuseau horaire,
total,total,
Try again,Réessayer,
Unread,Non lu,
Open calendar,Ouvrir le calendrier,
Open in Desk,Ouvrir dans Desk,
Open in {0},Ouvrir dans {0},
User menu,Menu utilisateur,
View existing →,Voir l'existant →,
Visibility,Visibilité,
View,Voir,
View all notifications,Voir toutes les notifications,
View time entry,Voir l'entrée de temps,
Week starts on,La semaine commence le,
Write,Écriture,
What are you working on?,Sur quoi travaillez-vous ?,
You're all caught up,Vous êtes à jour,
Your Preferences,Vos préférences,
Your timer has been running for {0},Votre chronomètre tourne depuis {0},
Actions,Actions,
Add details about this event...,Ajouter des détails sur cet événement…,
Add event,Ajouter un événement,
Agenda,Agenda,
All day,Toute la journée,
Calendar,Calendrier,
Create Event,Créer un événement,
Create in:,Créer dans :,
Day,Jour,
Deadline,Échéance,
Delete Event,Supprimer l'événement,
Delete this event? This cannot be undone.,Supprimer cet événement ? Cette action est irréversible.,
Deleting…,Suppression en cours…,
Description,Description,
Details,Détails,
End,Fin,
Event,Événement,
Event title,Titre de l'événement,
Failed to create event,Échec de la création de l'événement,
Failed to delete event,Échec de la suppression de l'événement,
Manage this event in,Gérer cet événement dans,
Meeting,Réunion,
Milestone,Jalon,
Month,Mois,
My calendars,Mes calendriers,
New Event,Nouvel événement,
No actions available,Aucune action disponible,
No events,Aucun événement,
Open in,Ouvrir dans,
Other,Autre,
Permanently remove this event,Supprimer définitivement cet événement,
Review,Revue,
Source,Source,
Start date/time is required,La date/heure de début est requise,
Title,Titre,
Title is required,Le titre est requis,
Today,Aujourd'hui,
Type,Type,
View full details in the source app,Voir tous les détails dans l'application source,
Week,Semaine,
When,Quand,
{0} available,{0} disponible,
Available,Disponible,
Configure Frappe Manager to enable one-click updates.,Configurez Frappe Manager pour activer les mises à jour en un clic.,
Copy command,Copier la commande,
Ecosystem Apps,Applications de l'écosystème,
Failed,Échoué,
Install,Installer,
Installed,Installé,
Learn more,En savoir plus,
No apps found,Aucune application trouvée,
not installed,non installé,
Open,Ouvrir,
Pro available,Pro disponible,
Queued…,En file d'attente…,
Refresh,Actualiser,
Remove,Supprimer,
"Remove {0}? This will uninstall the app and may affect data.","Supprimer {0} ? Cela désinstallera l'application et pourrait affecter les données.",
Restart required,Redémarrage requis,
Restarting…,Redémarrage en cours…,
"To install {0}, run:","Pour installer {0}, exécutez :",
"To update {0}, run:","Pour mettre à jour {0}, exécutez :",
"Update {0} from v{1} to {2}? This will restart Frappe.","Mettre à jour {0} de v{1} à {2} ? Cela redémarrera Frappe.",
Update to {0},Mettre à jour vers {0},
Updated,Mis à jour,
Updating…,Mise à jour en cours…,
Up to date,À jour,
to version,vers la version,
For whom?,Pour qui ?,
Working on?,Travaillez sur ?,
Search contacts...,Rechercher des contacts…,
Select type...,Sélectionner le type…,
Context,Contexte,
Contact,Contact,
Context Type,Type de contexte,
Activity,Activité,
Activity will appear here as you and your team work across ecosystem apps.,L'activité apparaîtra ici au fur et à mesure que vous et votre équipe travaillez dans les applications de l'écosystème.,
Acknowledge,Accusé de réception,
All apps,Toutes les applications,
All Discussions,Toutes les discussions,
All types,Tous les types,
Archived,Archivé,
Cancel,Annuler,
Celebrate,Célébrer,
Comments,Commentaires,
Create Discussion,Créer une discussion,
Creating…,Création en cours…,
Ctrl+Enter to send,Ctrl+Entrée pour envoyer,
Decision,Décision,
Discussion not found,Discussion introuvable,
Discussion title,Titre de la discussion,
Discussions,Discussions,
Flag,Signaler,
General,Général,
just now,à l'instant,
Keep commenting,Continuer à commenter,
Linked Records,Documents liés,
Linked to,Lié à,
Load more,Charger plus,
Loading…,Chargement…,
Meeting Protocol,Compte rendu de réunion,
Mentioned,Mentionné,
New Discussion,Nouvelle discussion,
No activity yet,Aucune activité pour le moment,
No comments yet,Aucun commentaire pour le moment,
No discussions found,Aucune discussion trouvée,
No discussions yet,Aucune discussion pour le moment,
Note,Note,
Notes,Notes,
Participants,Participants,
Pin,Épingler,
Pinned,Épinglé,
Proposal,Proposition,
Protocol,Compte rendu,
Reopen,Rouvrir,
Replies,Réponses,
Reply,Répondre,
Replying to comment,Réponse au commentaire,
Resolve,Résoudre,
Resolve Discussion,Résoudre la discussion,
Resolved,Résolu,
Resolution,Résolution,
Resolution summary...,Résumé de la résolution…,
Retrospective,Rétrospective,
Search discussions...,Rechercher des discussions…,
Seen,Vu,
Send,Envoyer,
Start Discussion,Lancer une discussion,
Unpin,Désépingler,
Write a comment...,Écrire un commentaire…,
Write your discussion content...,Rédigez le contenu de votre discussion…,
resolved,résolu,
unread,non lu,
{0} mentioned you in a comment,{0} vous a mentionné dans un commentaire,
{0} is already an attendee.,{0} est déjà un participant.,
{0} is not an attendee.,{0} n'est pas un participant.,
{0} is not installed,{0} n'est pas installé,
{0} results found,{0} résultats trouvés,
+ Add tags,+ Ajouter des tags,
A→Z,A→Z,
Accept,Accepter,
Action failed,Échec de l'action,
Active now,Actif maintenant,
Add a note,Ajouter une note,
"Add a note to keep track of details about this contact.","Ajoutez une note pour suivre les détails de ce contact.",
Add address,Ajouter une adresse,
Add another address,Ajouter une autre adresse,
Add birthday,Ajouter la date de naissance,
Add company,Ajouter une entreprise,
Add job title,Ajouter un poste,
Add more tags...,Ajouter plus de tags…,
Add tags...,Ajouter des tags…,
"Address is not linked to this contact","L'adresse n'est pas liée à ce contact",
"Address line 1, city, and country are required","L'adresse ligne 1, la ville et le pays sont requis",
ago,il y a,
All companies,Toutes les entreprises,
All day event,Événement sur toute la journée,
"Apartment, suite, etc.","Appartement, bureau, etc.",
Apps,Applications,
Archive contact,Archiver le contact,
Attendees,Participants,
available,disponible,
Best regards,Cordialement,
Bookmarks,Signets,
"Both proposed start and end times are required.","Les heures de début et de fin proposées sont toutes les deux requises.",
Break,Pause,
Bridge not registered,Pont non enregistré,
Calendar Settings,Paramètres du calendrier,
Call,Appel,
Cannot change bookmark owner,Impossible de changer le propriétaire du signet,
Cannot revoke your current session,Impossible de révoquer votre session en cours,
Change Password,Changer le mot de passe,
Change photo,Changer la photo,
Check Status,Vérifier le statut,
City,Ville,
Clear,Effacer,
Clear filters,Effacer les filtres,
Close search,Fermer la recherche,
Cmd+Enter to save,Cmd+Entrée pour enregistrer,
Coming soon,Bientôt disponible,
Coming up!,À venir !,
Comment,Commentaire,
Community Edition,Édition communautaire,
Complete,Terminé,
Confirm new password,Confirmer le nouveau mot de passe,
Copy,Copier,
Could not load notes,Impossible de charger les notes,
Country,Pays,
"Country '{0}' not found. Please select a valid country.","Pays « {0} » introuvable. Veuillez sélectionner un pays valide.",
Create a contact to get started,Créez un contact pour commencer,
Created event: {0},Événement créé : {0},
Creating...,Création en cours…,
Current,Actuel,
Current password,Mot de passe actuel,
Current password is incorrect,Le mot de passe actuel est incorrect,
Currency,Devise,
Date,Date,
Decline,Décliner,
Department,Service,
Do Not Contact,Ne pas contacter,
Dock,Dock,
Download,Télécharger,
"e.g. en, fr, de","ex. : en, fr, de",
Edit,Modifier,
Edit address,Modifier l'adresse,
Edit Timer,Modifier le chronomètre,
Email addresses,Adresses e-mail,
Enabled,Activé,
"End time was before start time. Adjusted to 1 hour after start.","L'heure de fin était antérieure à l'heure de début. Ajustée à 1 heure après le début.",
Error,Erreur,
Event '{0}' status changed to {1},Le statut de l'événement « {0} » a été changé en {1},
Event Type,Type d'événement,
events,événements,
External,Externe,
External — no user account,Externe — pas de compte utilisateur,
Failed to change password,Échec du changement de mot de passe,
Failed to check status,Échec de la vérification du statut,
Failed to load apps,Échec du chargement des applications,
Failed to load settings,Échec du chargement des paramètres,
"Field '{0}' is not editable","Le champ « {0} » n'est pas modifiable",
Files,Fichiers,
First Name,Prénom,
Focus,Concentration,
"Frappe Manager URL is not configured in Dock Settings.","L'URL de Frappe Manager n'est pas configurée dans les paramètres Dock.",
Hello {0},Bonjour {0},
Inactive,Inactif,
Integrations,Intégrations,
Internal,Interne,
Internal — has a user account,Interne — possède un compte utilisateur,
Invalid RSVP status,Statut RSVP invalide,
Invalid status,Statut invalide,
"Invalid status. Must be one of: {0}","Statut invalide. Doit être l'un des suivants : {0}",
"Invitation: {0} — {1} at {2}","Invitation : {0} — {1} à {2}",
Invite People,Inviter des personnes,
Join meeting →,Rejoindre la réunion →,
Language,Langue,
Last activity,Dernière activité,
Last modified,Dernière modification,
Last Name,Nom,
Last sync,Dernière synchronisation,
Link user account,Lier un compte utilisateur,
Linked records,Documents liés,
Loading settings...,Chargement des paramètres…,
Loading...,Chargement…,
Location,Lieu,
Mark Do Not Contact,Marquer comme ne pas contacter,
Maybe,Peut-être,
Meeting Link,Lien de réunion,
Meeting title,Titre de la réunion,
Meeting URL,URL de la réunion,
Mine,Les miens,
Modified,Modifié,
navigate,naviguer,
New note,Nouvelle note,
New password,Nouveau mot de passe,
new tab,nouvel onglet,
New tag,Nouveau tag,
No active sessions found,Aucune session active trouvée,
No activity,Aucune activité,
No attendees,Aucun participant,
No bookmarks yet,Aucun signet pour le moment,
No bridges registered,Aucun pont enregistré,
No contacts match these filters,Aucun contact ne correspond à ces filtres,
No file uploaded,Aucun fichier téléversé,
No files attached,Aucun fichier joint,
No notes yet,Aucune note pour le moment,
No results found,Aucun résultat trouvé,
No settings registered for this app.,Aucun paramètre enregistré pour cette application.,
No status endpoint declared,Aucun point d'accès de statut déclaré,
No sync endpoint declared,Aucun point d'accès de synchronisation déclaré,
No tags found,Aucun tag trouvé,
Not checked,Non vérifié,
Not configured,Non configuré,
Not permitted,Non autorisé,
Note content cannot be empty,Le contenu de la note ne peut pas être vide,
Notification Settings,Paramètres de notifications,
Number format,Format de nombre,
One-way,Unidirectionnel,
"Only native Dock events can be deleted here.","Seuls les événements natifs Dock peuvent être supprimés ici.",
"Only System Manager can trigger bridge sync","Seul un administrateur système peut déclencher la synchronisation du pont",
"Only System Manager can view sync logs","Seul un administrateur système peut consulter les journaux de synchronisation",
"Only the contact owner can change the photo","Seul le propriétaire du contact peut changer la photo",
"Only the contact owner can edit this contact","Seul le propriétaire du contact peut modifier ce contact",
"Only the event organizer can send invitations.","Seul l'organisateur de l'événement peut envoyer des invitations.",
"Only the session creator or a Dock Manager can revoke sessions","Seul le créateur de la session ou un gestionnaire Dock peut révoquer les sessions",
open,ouvert,
Open app switcher,Ouvrir le sélecteur d'applications,
Optional,Facultatif,
optional,facultatif,
Organizer,Organisateur,
Owner,Propriétaire,
Password updated,Mot de passe mis à jour,
Passwords don't match,Les mots de passe ne correspondent pas,
Permission denied,Accès refusé,
Phone numbers,Numéros de téléphone,
Pin items from any app using the bookmark button in the top bar,Épinglez des éléments depuis n'importe quelle application en utilisant le bouton signet dans la barre supérieure,
Please fill in all password fields,Veuillez remplir tous les champs de mot de passe,
Please log in to access Dock.,Veuillez vous connecter pour accéder à Dock.,
"Please respond to this invitation in the calendar","Veuillez répondre à cette invitation dans le calendrier",
Postal code,Code postal,
Primary,Principal,
Primary address,Adresse principale,
Privacy Policy,Politique de confidentialité,
Profile,Profil,
Refresh All,Tout actualiser,
"Reminder: {0} — {1} at {2}","Rappel : {0} — {1} à {2}",
Remove Do Not Contact,Retirer la mention ne pas contacter,
Remove tag,Supprimer le tag,
Required,Requis,
required,requis,
Respond in,Répondre dans,
Restore,Restaurer,
Restore from archive,Restaurer depuis l'archive,
Revoking...,Révocation en cours…,
Room or address,Salle ou adresse,
Save,Enregistrer,
Saving...,Enregistrement en cours…,
Search,Recherche,
Search for people to invite...,Rechercher des personnes à inviter…,
Search is temporarily unavailable,La recherche est temporairement indisponible,
Search results,Résultats de recherche,
Search scope,Portée de la recherche,
Search user by name or email…,Rechercher un utilisateur par nom ou e-mail…,
Searching...,Recherche en cours…,
Security,Sécurité,
"Send an email or add a note to get started.","Envoyez un e-mail ou ajoutez une note pour commencer.",
Session {0}/{1},Session {0}/{1},
Sessions,Sessions,
Settings,Paramètres,
Settings not found,Paramètres introuvables,
Share,Partager,
Show,Afficher,
Show less,Afficher moins,
Social profiles,Profils sociaux,
"Sourced events can only be edited in the source app.","Les événements provenant d'une source ne peuvent être modifiés que dans l'application source.",
Source Code,Code source,
Start Focus,Démarrer la concentration,
State / Province,État / Province,
"Street, number","Rue, numéro",
Sync Now,Synchroniser maintenant,
Tag,Tag,
Tag cannot be empty,Le tag ne peut pas être vide,
Tags,Tags,
Target not installed,Cible non installée,
Task,Tâche,
"The settings component could not be loaded. Please reload the page.","Le composant de paramètres n'a pas pu être chargé. Veuillez recharger la page.",
"This contact is archived and hidden from the People list.","Ce contact est archivé et masqué de la liste des personnes.",
This is a reminder for your upcoming event,Ceci est un rappel pour votre événement à venir,
This person is marked as Do Not Contact.,Cette personne est marquée comme ne pas contacter.,
"This record is already linked to this discussion","Ce document est déjà lié à cette discussion",
Timer,Chronomètre,
Timer running for {0} — did you forget?,Chronomètre en cours depuis {0} — avez-vous oublié ?,
"To remove {0}, run:","Pour supprimer {0}, exécutez :",
Try a different search term,Essayez un autre terme de recherche,
Two-Factor Authentication,Authentification à deux facteurs,
"Two-factor authentication is not enabled on this site. Contact your administrator.","L'authentification à deux facteurs n'est pas activée sur ce site. Contactez votre administrateur.",
Two-way,Bidirectionnel,
Type at least 2 characters to search,Saisissez au moins 2 caractères pour rechercher,
Type to search...,Saisissez pour rechercher…,
"Unknown notification_type '{0}' for app '{1}'","Type de notification « {0} » inconnu pour l'application « {1} »",
Unknown device,Appareil inconnu,
Unlink user — make external,Dissocier l'utilisateur — rendre externe,
unsynced,non synchronisé,
Update,Mettre à jour,
Update password,Mettre à jour le mot de passe,
Updating...,Mise à jour en cours…,
Upload file,Téléverser un fichier,
"Upload files like contracts, proposals, or documents.","Téléversez des fichiers tels que des contrats, propositions ou documents.",
Upload photo,Téléverser une photo,
Uploading...,Téléversement en cours…,
Uploading…,Téléversement en cours…,
View entry,Voir l'entrée,
Website,Site web,
Where,Où,
Work,Travail,
Write a note...,Écrire une note…,
Write a note... (not linked to any record),Écrire une note… (non liée à aucun document),
You,Vous,
You are not an attendee of this event.,Vous n'êtes pas un participant de cet événement.,
"You can have a maximum of {0} bookmarks","Vous pouvez avoir un maximum de {0} signets",
You can only change status of your own events.,Vous ne pouvez changer le statut que de vos propres événements.,
You can only delete your own comments,Vous ne pouvez supprimer que vos propres commentaires,
You can only delete your own events.,Vous ne pouvez supprimer que vos propres événements.,
You can only edit your own events.,Vous ne pouvez modifier que vos propres événements.,
You can only edit your own notes,Vous ne pouvez modifier que vos propres notes,
"You can only manage attendees on your own events.","Vous ne pouvez gérer les participants que sur vos propres événements.",
You can only view your own events.,Vous ne pouvez consulter que vos propres événements.,
"You do not have permission to comment on this record","Vous n'avez pas la permission de commenter ce document",
You have already reacted with {0},Vous avez déjà réagi avec {0},
You have been invited to the following event,Vous avez été invité à l'événement suivant,
Your attendance,Votre participation,
Your response,Votre réponse,
Z→A,Z→A,
Rescheduled event: {0},Événement reporté : {0},
