source,target,context
Label,Lipéad,
Last accessed,Rochtain is déanaí,
Light,Geal,
Limit,Teorainn,
Link expires in:,Éagann an nasc i:,
Loading…,Ag lódáil…,
Load more,Lódáil tuilleadh,
Log out,Logáil amach,
Make private,Déan príobháideach,
Mark all read,Marcáil uile mar léite,
Mark read,Marcáil léite,
Monday,Dé Luain,
More fields,Tuilleadh réimsí,
My contacts,Mo theagmhálacha,
My Account,Mo Chuntas,
My Profile,Mo Phróifíl,
Never,Riamh,
New contact,Teagmháil nua,
No contacts found,Níor aimsíodh teagmhálacha,
No expiry,Gan éag,
None,Dada,
No guest sessions yet.,Níl aon seisiúin aíonna ann go fóill.,
No recent items,Níl aon mhíreanna le déanaí ann,
No recent items yet,Níl aon mhíreanna le déanaí ann go fóill,
No results for "{0}",Gan torthaí do "{0}",
"No results for ""{0}"" in {1}","Gan torthaí do ""{0}"" i {1}",
Notifications,Fógraí,
Notification unavailable,Fógra gan fáil,
Organization Defaults,Réamhshocruithe Eagraíochta,
Organization settings updated — reload to apply,Socruithe eagraíochta nuashonraithe — athlódáil chun cur i bhfeidhm,
Org default,Réamhshocrú eagraíochta,
"Password, 2FA, profile picture","Pasfhocal, 2FA, pictiúr próifíle",
Pause,Cuir ar sos,
paused,ar sos,
People,Daoine,
People with access,Daoine le rochtain,
Permissions,Ceadanna,
Pinned,Greamaithe,
Powered by Tonic,Le cumhacht Tonic,
Phone,Fón,
Private,Príobháideach,
Product Manager,Bainisteoir Táirge,
Preferences,Sainroghanna,
Read,Léigh,
Recent,Le Déanaí,
Reload,Athlódáil,
Remove bookmark,Bain leabharmharc,
Remove from shared,Bain ó chomhroinnte,
Remove from recent,Bain ó mhíreanna le déanaí,
Resume,Lean ar aghaidh,
Retry,Bain triail eile as,
Revoke,Cealaigh,
Revoked,Cealaithe,
Revoke session,Cealaigh seisiún,
Revoking…,Ag cealú…,
Saved,Sábháilte,
Save failed,Theip ar shábháil,
Save organization settings,Sábháil socruithe eagraíochta,
Saving…,Ag sábháil…,
Search...,Cuardaigh...,
"Search by name, email, or phone…","Cuardaigh de réir ainm, ríomhphoist, nó fóin…",
Search users...,Cuardaigh úsáideoirí...,
Share {0} {1},Comhroinn {0} {1},
Submit,Seol,
Search in All apps,Cuardaigh i ngach aip,
Search unavailable,Cuardach gan fáil,
selected,roghnaithe,
Share "{0}",Comhroinn "{0}",
Share with team,Comhroinn leis an bhfoireann,
Shared,Comhroinnte,
Shared with team,Comhroinnte leis an bhfoireann,
Share with client,Comhroinn leis an gcliant,
Showing {0} of {1} sessions,{0} as {1} seisiún á thaispeáint,
Site label,Lipéad suímh,
Sort: A–Z — click for last modified,Sórtáil: A–Z — cliceáil le haghaidh athraithe is déanaí,
Sort: last modified — click for A–Z,Sórtáil: athraithe is déanaí — cliceáil le haghaidh A–Z,
Start,Tosaigh,
Start Timer,Tosaigh Amadóir,
Status,Stádas,
Stop,Stop,
Stop & Save,Stop & Sábháil,
Sunday,Dé Domhnaigh,
System,Córas,
Theme,Téama,
Theme preference,Rogha téama,
This email is already on,Tá an ríomhphost seo ann cheana,
This link has been deactivated.,Tá an nasc seo díghníomhaithe.,
This link has expired. Please ask the sender for a new link.,Tá an nasc seo éagtha. Iarr nasc nua ar an seoltóir.,
This link is invalid or has been removed.,Tá an nasc seo neamhbhailí nó bainte.,
Time,Am,
Time entry saved,Iontráil ama sábháilte,
Timer unavailable,Amadóir gan fáil,
Timezone,Crios ama,
total,iomlán,
Try again,Bain triail eile as,
Unread,Gan léamh,
Open calendar,Oscail féilire,
Open in Desk,Oscail i Desk,
Open in {0},Oscail i {0},
User menu,Roghchlár úsáideora,
View existing →,Féach ar atá ann →,
Visibility,Infheictheacht,
View,Féach,
View all notifications,Féach ar gach fógra,
View time entry,Féach ar iontráil ama,
Week starts on,Tosaíonn an tseachtain ar,
Write,Scríobh,
What are you working on?,Cad air a bhfuil tú ag obair?,
You're all caught up,Tá tú suas chun dáta,
Your Preferences,Do Shainroghanna,
Your timer has been running for {0},Tá d'amadóir ag rith le {0},
Actions,Gníomhartha,
Add details about this event...,Cuir sonraí leis faoin imeacht seo...,
Add event,Cuir imeacht leis,
Agenda,Clár oibre,
All day,An lá ar fad,
Calendar,Féilire,
Create Event,Cruthaigh Imeacht,
Create in:,Cruthaigh i:,
Day,Lá,
Deadline,Spriocdháta,
Delete Event,Scrios Imeacht,
Delete this event? This cannot be undone.,Scrios an t-imeacht seo? Ní féidir é seo a chur ar ceal.,
Deleting…,Ag scriosadh…,
Description,Cur síos,
Details,Sonraí,
End,Deireadh,
Event,Imeacht,
Event title,Teideal imeachta,
Failed to create event,Theip ar chruthú an imeachta,
Failed to delete event,Theip ar scriosadh an imeachta,
Manage this event in,Bainistigh an t-imeacht seo i,
Meeting,Cruinniú,
Milestone,Cloch mhíle,
Month,Mí,
My calendars,Mo fhéilirí,
New Event,Imeacht Nua,
No actions available,Níl aon ghníomhartha ar fáil,
No events,Níl aon imeachtaí ann,
Open in,Oscail i,
Other,Eile,
Permanently remove this event,Bain an t-imeacht seo go buan,
Review,Athbhreithniú,
Source,Foinse,
Start date/time is required,Tá dáta/am tosaithe ag teastáil,
Title,Teideal,
Title is required,Tá teideal ag teastáil,
Today,Inniu,
Type,Cineál,
View full details in the source app,Féach ar na sonraí iomlána san aip fhoinse,
Week,Seachtain,
When,Cathain,
{0} available,{0} ar fáil,
Available,Ar fáil,
Configure Frappe Manager to enable one-click updates.,Cumraigh Frappe Manager chun nuashonruithe aon-chliceáil a chumasú.,
Copy command,Cóipeáil ordú,
Ecosystem Apps,Aipeanna Éiceachórais,
Failed,Theip,
Install,Suiteáil,
Installed,Suiteáilte,
Learn more,Foghlaim tuilleadh,
No apps found,Níor aimsíodh aipeanna,
not installed,gan suiteáil,
Open,Oscail,
Pro available,Pro ar fáil,
Queued…,Sa scuaine…,
Refresh,Athnuaigh,
Remove,Bain,
"Remove {0}? This will uninstall the app and may affect data.","Bain {0}? Díshuiteálfaidh sé seo an aip agus d'fhéadfadh sé dul i bhfeidhm ar shonraí.",
Restart required,Atosú ag teastáil,
Restarting…,Ag atosú…,
"To install {0}, run:","Chun {0} a shuiteáil, rith:",
"To update {0}, run:","Chun {0} a nuashonrú, rith:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Nuashonraigh {0} ó v{1} go {2}? Atosóidh sé seo Frappe.",
Update to {0},Nuashonraigh go {0},
Updated,Nuashonraithe,
Updating…,Ag nuashonrú…,
Up to date,Suas chun dáta,
to version,go leagan,
For whom?,Cé dó?,
Working on?,Ag obair ar?,
Search contacts...,Cuardaigh teagmhálacha...,
Select type...,Roghnaigh cineál...,
Context,Comhthéacs,
Contact,Teagmháil,
Context Type,Cineál Comhthéacs,
Activity,Gníomhaíocht,
Activity will appear here as you and your team work across ecosystem apps.,Taispeánfar gníomhaíocht anseo de réir mar a oibríonn tú féin agus d'fhoireann ar fud aipeanna éiceachórais.,
Acknowledge,Admhaigh,
All apps,Gach aip,
All Discussions,Gach Plé,
All types,Gach cineál,
Archived,Cartlannaithe,
Cancel,Cealaigh,
Celebrate,Ceiliúir,
Comments,Tuairimí,
Create Discussion,Cruthaigh Plé,
Creating…,Ag cruthú…,
Ctrl+Enter to send,Ctrl+Enter chun seoladh,
Decision,Cinneadh,
Discussion not found,Plé gan aimsiú,
Discussion title,Teideal plé,
Discussions,Plé,
Flag,Bratach,
General,Ginearálta,
just now,anois díreach,
Keep commenting,Lean ag cur tuairimí,
Linked Records,Taifid Nasctha,
Linked to,Nasctha le,
Load more,Lódáil tuilleadh,
Loading…,Ag lódáil…,
Meeting Protocol,Prótacal Cruinnithe,
Mentioned,Luaite,
New Discussion,Plé Nua,
No activity yet,Níl aon ghníomhaíocht ann go fóill,
No comments yet,Níl aon tuairimí ann go fóill,
No discussions found,Níor aimsíodh plé,
No discussions yet,Níl aon phlé ann go fóill,
Note,Nóta,
Notes,Nótaí,
Participants,Rannpháirtithe,
Pin,Greamaigh,
Pinned,Greamaithe,
Proposal,Togra,
Protocol,Prótacal,
Reopen,Athoscail,
Replies,Freagraí,
Reply,Freagair,
Replying to comment,Ag freagairt ar thuairim,
Resolve,Réitigh,
Resolve Discussion,Réitigh Plé,
Resolved,Réitithe,
Resolution,Réiteach,
Resolution summary...,Achoimre réitigh...,
Retrospective,Athbhreithniú Siar,
Search discussions...,Cuardaigh plé...,
Seen,Feicthe,
Send,Seol,
Start Discussion,Tosaigh Plé,
Unpin,Díghreamaigh,
Write a comment...,Scríobh tuairim...,
Write your discussion content...,Scríobh ábhar do phlé...,
resolved,réitithe,
unread,gan léamh,
{0} mentioned you in a comment,Luaigh {0} thú i dtuairim,
{0} is already an attendee.,Tá {0} ina f(h)reastalaí cheana.,
{0} is not an attendee.,Ní freastalaí é/í {0}.,
{0} is not installed,Níl {0} suiteáilte,
{0} results found,{0} toradh aimsithe,
+ Add tags,+ Cuir clibeanna leis,
A→Z,A→Z,
Accept,Glac,
Action failed,Theip ar an ngníomh,
Active now,Gníomhach anois,
Add a note,Cuir nóta leis,
"Add a note to keep track of details about this contact.","Cuir nóta leis chun sonraí faoin teagmháil seo a choinneáil.",
Add address,Cuir seoladh leis,
Add another address,Cuir seoladh eile leis,
Add birthday,Cuir breithlá leis,
Add company,Cuir cuideachta leis,
Add job title,Cuir teideal poist leis,
Add more tags...,Cuir tuilleadh clibeanna leis...,
Add tags...,Cuir clibeanna leis...,
"Address is not linked to this contact","Níl an seoladh nasctha leis an teagmháil seo",
"Address line 1, city, and country are required","Tá líne seolta 1, cathair, agus tír ag teastáil",
ago,ó shin,
All companies,Gach cuideachta,
All day event,Imeacht lá iomlán,
"Apartment, suite, etc.","Árasán, svuít, srl.",
Apps,Aipeanna,
Archive contact,Cartlannaigh teagmháil,
Attendees,Freastalaithe,
available,ar fáil,
Best regards,Le meas,
Bookmarks,Leabharmharcanna,
"Both proposed start and end times are required.","Tá an dá am tosaithe agus deiridh molta ag teastáil.",
Break,Sos,
Bridge not registered,Droichead gan chlárú,
Calendar Settings,Socruithe Féilire,
Call,Glao,
Cannot change bookmark owner,Ní féidir úinéir leabharmhairc a athrú,
Cannot revoke your current session,Ní féidir do sheisiún reatha a chealú,
Change Password,Athraigh Pasfhocal,
Change photo,Athraigh grianghraf,
Check Status,Seiceáil Stádas,
City,Cathair,
Clear,Glan,
Clear filters,Glan scagairí,
Close search,Dún cuardach,
Cmd+Enter to save,Cmd+Enter chun sábháil,
Coming soon,Ag teacht go luath,
Coming up!,Ag teacht aníos!,
Comment,Tuairim,
Community Edition,Eagrán Pobail,
Complete,Críochnaigh,
Confirm new password,Deimhnigh pasfhocal nua,
Copy,Cóipeáil,
Could not load notes,Níorbh fhéidir nótaí a lódáil,
Country,Tír,
"Country '{0}' not found. Please select a valid country.","Tír '{0}' gan aimsiú. Roghnaigh tír bhailí.",
Create a contact to get started,Cruthaigh teagmháil chun tosú,
Created event: {0},Imeacht cruthaithe: {0},
Creating...,Ag cruthú...,
Current,Reatha,
Current password,Pasfhocal reatha,
Current password is incorrect,Tá an pasfhocal reatha mícheart,
Currency,Airgeadra,
Date,Dáta,
Decline,Diúltaigh,
Department,Roinn,
Do Not Contact,Ná Déan Teagmháil,
Dock,Dock,
Download,Íoslódáil,
"e.g. en, fr, de","m.sh. en, fr, de",
Edit,Cuir in eagar,
Edit address,Cuir seoladh in eagar,
Edit Timer,Cuir Amadóir in Eagar,
Email addresses,Seoltaí ríomhphoist,
Enabled,Cumasaithe,
"End time was before start time. Adjusted to 1 hour after start.","Bhí an t-am deiridh roimh an am tosaithe. Coigeartaithe go 1 uair tar éis tosaithe.",
Error,Earráid,
Event '{0}' status changed to {1},Stádas imeachta '{0}' athraithe go {1},
Event Type,Cineál Imeachta,
events,imeachtaí,
External,Seachtrach,
External — no user account,Seachtrach — gan cuntas úsáideora,
Failed to change password,Theip ar athrú an phasfhocail,
Failed to check status,Theip ar sheiceáil stádais,
Failed to load apps,Theip ar lódáil na n-aipeanna,
Failed to load settings,Theip ar lódáil na socruithe,
"Field '{0}' is not editable","Ní féidir réimse '{0}' a chur in eagar",
Files,Comhaid,
First Name,Céadainm,
Focus,Fócas,
"Frappe Manager URL is not configured in Dock Settings.","Níl URL Frappe Manager cumraithe i Socruithe Dock.",
Hello {0},Dia duit {0},
Inactive,Neamhghníomhach,
Integrations,Comhtháthuithe,
Internal,Inmheánach,
Internal — has a user account,Inmheánach — le cuntas úsáideora,
Invalid RSVP status,Stádas RSVP neamhbhailí,
Invalid status,Stádas neamhbhailí,
"Invalid status. Must be one of: {0}","Stádas neamhbhailí. Caithfidh sé a bheith ar cheann de: {0}",
"Invitation: {0} — {1} at {2}","Cuireadh: {0} — {1} ag {2}",
Invite People,Tabhair Cuireadh do Dhaoine,
Join meeting →,Téigh isteach sa chruinniú →,
Language,Teanga,
Last activity,Gníomhaíocht is déanaí,
Last modified,Athraithe is déanaí,
Last Name,Sloinne,
Last sync,Sioncronú is déanaí,
Link user account,Nasc cuntas úsáideora,
Linked records,Taifid nasctha,
Loading settings...,Ag lódáil socruithe...,
Loading...,Ag lódáil...,
Location,Suíomh,
Mark Do Not Contact,Marcáil Ná Déan Teagmháil,
Maybe,B'fhéidir,
Meeting Link,Nasc Cruinnithe,
Meeting title,Teideal cruinnithe,
Meeting URL,URL Cruinnithe,
Mine,Mo chuid,
Modified,Athraithe,
navigate,nascleanúint,
New note,Nóta nua,
New password,Pasfhocal nua,
new tab,cluaisín nua,
New tag,Clib nua,
No active sessions found,Níor aimsíodh seisiúin ghníomhacha,
No activity,Gan ghníomhaíocht,
No attendees,Gan fhreastalaithe,
No bookmarks yet,Níl aon leabharmharcanna ann go fóill,
No bridges registered,Níl aon droichid cláraithe,
No contacts match these filters,Níl aon teagmhálacha ag freagairt do na scagairí seo,
No file uploaded,Níor uaslódáladh comhad,
No files attached,Níl aon chomhaid ceangailte,
No notes yet,Níl aon nótaí ann go fóill,
No results found,Níor aimsíodh torthaí,
No settings registered for this app.,Níl aon socruithe cláraithe don aip seo.,
No status endpoint declared,Níl aon chríochphointe stádais fógartha,
No sync endpoint declared,Níl aon chríochphointe sioncronaithe fógartha,
No tags found,Níor aimsíodh clibeanna,
Not checked,Gan seiceáil,
Not configured,Gan chumrú,
Not permitted,Gan chead,
Note content cannot be empty,Ní féidir ábhar an nóta a bheith folamh,
Notification Settings,Socruithe Fógraí,
Number format,Formáid uimhreach,
One-way,Aontreo,
"Only native Dock events can be deleted here.","Ní féidir ach imeachtaí dúchasacha Dock a scriosadh anseo.",
"Only System Manager can trigger bridge sync","Ní féidir ach le Bainisteoir Córais sioncronú droichid a thosú",
"Only System Manager can view sync logs","Ní féidir ach le Bainisteoir Córais logaí sioncronaithe a fheiceáil",
"Only the contact owner can change the photo","Ní féidir ach le húinéir na teagmhála an grianghraf a athrú",
"Only the contact owner can edit this contact","Ní féidir ach le húinéir na teagmhála an teagmháil seo a chur in eagar",
"Only the event organizer can send invitations.","Ní féidir ach le heagraí an imeachta cuirí a sheoladh.",
"Only the session creator or a Dock Manager can revoke sessions","Ní féidir ach le cruthaitheoir an tseisiúin nó Bainisteoir Dock seisiúin a chealú",
open,oscail,
Open app switcher,Oscail aistritheoir aipeanna,
Optional,Roghnach,
optional,roghnach,
Organizer,Eagraí,
Owner,Úinéir,
Password updated,Pasfhocal nuashonraithe,
Passwords don't match,Ní mheaitseálann na pasfhocail,
Permission denied,Cead diúltaithe,
Phone numbers,Uimhreacha fóin,
Pin items from any app using the bookmark button in the top bar,Greamaigh míreanna ó aip ar bith ag úsáid an chnaipe leabharmhairc sa bharra uachtair,
Please fill in all password fields,Líon isteach gach réimse pasfhocail,
Please log in to access Dock.,Logáil isteach chun rochtain a fháil ar Dock.,
"Please respond to this invitation in the calendar","Freagair an cuireadh seo san fhéilire",
Postal code,Cód poist,
Primary,Príomh,
Primary address,Príomhsheoladh,
Privacy Policy,Polasaí Príobháideachais,
Profile,Próifíl,
Refresh All,Athnuaigh Uile,
"Reminder: {0} — {1} at {2}","Meabhrúchán: {0} — {1} ag {2}",
Remove Do Not Contact,Bain Ná Déan Teagmháil,
Remove tag,Bain clib,
Required,Riachtanach,
required,riachtanach,
Respond in,Freagair i,
Restore,Athchóirigh,
Restore from archive,Athchóirigh ón gcartlann,
Revoking...,Ag cealú...,
Room or address,Seomra nó seoladh,
Save,Sábháil,
Saving...,Ag sábháil...,
Search,Cuardaigh,
Search for people to invite...,Cuardaigh daoine le cuireadh a thabhairt dóibh...,
Search is temporarily unavailable,Tá an cuardach gan fáil go sealadach,
Search results,Torthaí cuardaigh,
Search scope,Raon cuardaigh,
Search user by name or email…,Cuardaigh úsáideoir de réir ainm nó ríomhphoist…,
Searching...,Ag cuardach...,
Security,Slándáil,
"Send an email or add a note to get started.","Seol ríomhphost nó cuir nóta leis chun tosú.",
Session {0}/{1},Seisiún {0}/{1},
Sessions,Seisiúin,
Settings,Socruithe,
Settings not found,Socruithe gan aimsiú,
Share,Comhroinn,
Show,Taispeáin,
Show less,Taispeáin níos lú,
Social profiles,Próifílí sóisialta,
"Sourced events can only be edited in the source app.","Ní féidir imeachtaí foinsíthe a chur in eagar ach san aip fhoinse.",
Source Code,Cód Foinse,
Start Focus,Tosaigh Fócas,
State / Province,Stát / Cúige,
"Street, number","Sráid, uimhir",
Sync Now,Sioncronaigh Anois,
Tag,Clib,
Tag cannot be empty,Ní féidir clib a bheith folamh,
Tags,Clibeanna,
Target not installed,Sprioc gan suiteáil,
Task,Tasc,
"The settings component could not be loaded. Please reload the page.","Níorbh fhéidir an comhpháirt socruithe a lódáil. Athlódáil an leathanach.",
"This contact is archived and hidden from the People list.","Tá an teagmháil seo cartlannaithe agus i bhfolach ón liosta Daoine.",
This is a reminder for your upcoming event,Is meabhrúchán é seo don imeacht atá ag teacht,
This person is marked as Do Not Contact.,Tá an duine seo marcáilte mar Ná Déan Teagmháil.,
"This record is already linked to this discussion","Tá an taifead seo nasctha leis an bplé seo cheana",
Timer,Amadóir,
Timer running for {0} — did you forget?,Amadóir ag rith le {0} — ar dhearmad tú?,
"To remove {0}, run:","Chun {0} a bhaint, rith:",
Try a different search term,Bain triail as téarma cuardaigh eile,
Two-Factor Authentication,Fíordheimhniú Dhá Chéim,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Níl fíordheimhniú dhá chéim cumasaithe ar an suíomh seo. Déan teagmháil le do riarthóir.",
Two-way,Dhá threo,
Type at least 2 characters to search,Clóscríobh ar a laghad 2 charachtar chun cuardach a dhéanamh,
Type to search...,Clóscríobh chun cuardach...,
"Unknown notification_type '{0}' for app '{1}'","Cineál fógra anaithnid '{0}' d'aip '{1}'",
Unknown device,Gléas anaithnid,
Unlink user — make external,Dínasc úsáideoir — déan seachtrach,
unsynced,gan sioncronú,
Update,Nuashonraigh,
Update password,Nuashonraigh pasfhocal,
Updating...,Ag nuashonrú...,
Upload file,Uaslódáil comhad,
"Upload files like contracts, proposals, or documents.","Uaslódáil comhaid cosúil le conarthaí, tograí, nó doiciméid.",
Upload photo,Uaslódáil grianghraf,
Uploading...,Ag uaslódáil...,
Uploading…,Ag uaslódáil…,
View entry,Féach ar iontráil,
Website,Suíomh gréasáin,
Where,Cá háit,
Work,Obair,
Write a note...,Scríobh nóta...,
Write a note... (not linked to any record),Scríobh nóta... (gan nascadh le haon taifead),
You,Tú,
You are not an attendee of this event.,Ní freastalaí den imeacht seo thú.,
"You can have a maximum of {0} bookmarks","Is féidir uasmhéid {0} leabharmharc a bheith agat",
You can only change status of your own events.,Ní féidir ach stádas d'imeachtaí féin a athrú.,
You can only delete your own comments,Ní féidir ach do thuairimí féin a scriosadh,
You can only delete your own events.,Ní féidir ach d'imeachtaí féin a scriosadh.,
You can only edit your own events.,Ní féidir ach d'imeachtaí féin a chur in eagar.,
You can only edit your own notes,Ní féidir ach do nótaí féin a chur in eagar,
"You can only manage attendees on your own events.","Ní féidir ach freastalaithe a bhainistiú ar d'imeachtaí féin.",
You can only view your own events.,Ní féidir ach d'imeachtaí féin a fheiceáil.,
"You do not have permission to comment on this record","Níl cead agat tuairim a chur ar an taifead seo",
You have already reacted with {0},Tá tú tar éis imoibriú le {0} cheana,
You have been invited to the following event,Tugadh cuireadh duit chuig an imeacht seo a leanas,
Your attendance,D'fhreastal,
Your response,Do fhreagra,
Z→A,Z→A,
Rescheduled event: {0},Imeacht athsceidealaithe: {0},
