source,target,context
New Event,Avveniment Ġdid,
No actions available,L-ebda azzjonijiet disponibbli,
No events,L-ebda avvenimenti,
Open in,Iftaħ fi,
Other,Oħrajn,
Permanently remove this event,Neħħi dan l-avveniment b'mod permanenti,
Review,Reviżjoni,
Source,Sors,
Start date/time is required,Id-data/ħin tal-bidu huma meħtieġa,
Title,Titlu,
Title is required,It-titlu huwa meħtieġ,
Today,Illum,
Type,Tip,
View full details in the source app,Ara d-dettalji sħaħ fl-app tas-sors,
Week,Ġimgħa,
When,Meta,
{0} available,{0} disponibbli,
Available,Disponibbli,
Configure Frappe Manager to enable one-click updates.,Ikkonfigura Frappe Manager biex tattiva l-aġġornamenti b'klikk waħda.,
Copy command,Ikkopja l-kmand,
Ecosystem Apps,Apps tal-Ekosistema,
Failed,Ma rnexxiex,
Install,Installa,
Installed,Installat,
Learn more,Iktar tagħrif,
No apps found,L-ebda apps instabew,
not installed,mhux installat,
Open,Iftaħ,
Pro available,Pro disponibbli,
Queued…,Fil-kju…,
Refresh,Aġġorna,
Remove,Neħħi,
"Remove {0}? This will uninstall the app and may affect data.","Neħħi {0}? Dan se jneħħi l-app u jista' jaffettwa d-data.",
Restart required,Meħtieġ restart,
Restarting…,Qed jerġa' jibda…,
"To install {0}, run:","Biex tinstalla {0}, mexxi:",
"To update {0}, run:","Biex taġġorna {0}, mexxi:",
"Update {0} from v{1} to {2}? This will restart Frappe.","Aġġorna {0} minn v{1} għal {2}? Dan se jerġa' jibda Frappe.",
Update to {0},Aġġorna għal {0},
Updated,Aġġornat,
Updating…,Qed jiġi aġġornat…,
Up to date,Aġġornat,
to version,għall-verżjoni,
For whom?,Għal min?,
Working on?,Fuq xiex?,
Search contacts...,Fittex kuntatti...,
Select type...,Agħżel it-tip...,
Context,Kuntest,
Contact,Kuntatt,
Context Type,Tip ta' Kuntest,
Activity,Attività,
Activity will appear here as you and your team work across ecosystem apps.,L-attività se tidher hawnhekk hekk kif int u t-tim tiegħek taħdmu fl-apps tal-ekosistema.,
Acknowledge,Ikkonferma,
All apps,L-apps kollha,
All Discussions,Id-Diskussjonijiet Kollha,
All types,It-tipi kollha,
Archived,Arkivjat,
Cancel,Ikkanċella,
Celebrate,Iċċelebra,
Comments,Kummenti,
Create Discussion,Oħloq Diskussjoni,
Creating…,Qed jinħoloq…,
Ctrl+Enter to send,Ctrl+Enter biex tibgħat,
Decision,Deċiżjoni,
Discussion not found,Id-diskussjoni ma nstabitx,
Discussion title,Titlu tad-diskussjoni,
Discussions,Diskussjonijiet,
Flag,Flagga,
General,Ġenerali,
just now,issa kif,
Keep commenting,Kompli kkummenta,
Linked Records,Rekords Marbuta,
Linked to,Marbut ma',
Load more,Agħbbi iktar,
Loading…,Qed jitgħabba…,
Meeting Protocol,Protokoll tal-Laqgħa,
Mentioned,Imsemmi,
New Discussion,Diskussjoni Ġdida,
No activity yet,Għad m'hemmx attività,
No comments yet,Għad m'hemmx kummenti,
No discussions found,L-ebda diskussjonijiet instabew,
No discussions yet,Għad m'hemmx diskussjonijiet,
Note,Nota,
Notes,Noti,
Participants,Parteċipanti,
Pin,Ippinja,
Pinned,Ippinjat,
Proposal,Proposta,
Protocol,Protokoll,
Reopen,Erġa' iftaħ,
Replies,Tweġibiet,
Reply,Wieġeb,
Replying to comment,Qed iwieġeb għall-kumment,
Resolve,Irriżolvi,
Resolve Discussion,Irriżolvi d-Diskussjoni,
Resolved,Riżolt,
Resolution,Riżoluzzjoni,
Resolution summary...,Sommarju tar-riżoluzzjoni...,
Retrospective,Retrospettiva,
Search discussions...,Fittex diskussjonijiet...,
Seen,Muri,
Send,Ibgħat,
Start Discussion,Ibda Diskussjoni,
Unpin,Neħħi l-pin,
Write a comment...,Ikteb kumment...,
Write your discussion content...,Ikteb il-kontenut tad-diskussjoni tiegħek...,
resolved,riżolt,
unread,mhux moqri,
{0} mentioned you in a comment,{0} semmiek f'kumment,
{0} is already an attendee.,{0} diġà attendee.,
{0} is not an attendee.,{0} mhuwiex attendee.,
{0} is not installed,{0} mhuwiex installat,
{0} results found,{0} riżultat instab,
+ Add tags,+ Żid tags,
A→Z,A→Ż,
Accept,Aċċetta,
Action failed,L-azzjoni ma rnexxietx,
Active now,Attiv issa,
Add a note,Żid nota,
"Add a note to keep track of details about this contact.","Żid nota biex iżżomm kont tad-dettalji dwar dan il-kuntatt.",
Add address,Żid indirizz,
Add another address,Żid indirizz ieħor,
Add birthday,Żid għeluq snin,
Add company,Żid kumpanija,
Add job title,Żid titlu tax-xogħol,
Add more tags...,Żid iktar tags...,
Add tags...,Żid tags...,
"Address is not linked to this contact","L-indirizz mhuwiex marbut ma' dan il-kuntatt",
"Address line 1, city, and country are required","Linja tal-indirizz 1, belt, u pajjiż huma meħtieġa",
ago,ilu,
All companies,Il-kumpaniji kollha,
All day event,Avveniment tal-ġurnata kollha,
"Apartment, suite, etc.","Appartament, suite, eċċ.",
Apps,Apps,
Archive contact,Arkivja l-kuntatt,
Attendees,Attendees,
available,disponibbli,
Best regards,Tislijiet,
Bookmarks,Bukkmarks,
"Both proposed start and end times are required.","Iż-żewġ ħinijiet proposti tal-bidu u t-tmiem huma meħtieġa.",
Break,Waqfa,
Bridge not registered,Il-bridge mhuwiex irreġistrat,
Calendar Settings,Issettjar tal-Kalendarju,
Call,Sejħa,
Cannot change bookmark owner,Ma tistax tibdel is-sid tal-bukkmark,
Cannot revoke your current session,Ma tistax tirrevoka s-sessjoni kurrenti tiegħek,
Change Password,Ibdel il-Password,
Change photo,Ibdel ir-ritratt,
Check Status,Iċċekkja l-Istatus,
City,Belt,
Clear,Imsaħ,
Clear filters,Imsaħ il-filtri,
Close search,Agħlaq il-fittex,
Cmd+Enter to save,Cmd+Enter biex tissejvja,
Coming soon,Dalwaqt,
Coming up!,Ġej!,
Comment,Kumment,
Community Edition,Edizzjoni Community,
Complete,Komplet,
Confirm new password,Ikkonferma l-password ġdida,
Copy,Ikkopja,
Could not load notes,Ma stajtx jitgħabbew in-noti,
Country,Pajjiż,
"Country '{0}' not found. Please select a valid country.","Il-pajjiż '{0}' ma nstabx. Jekk jogħġbok agħżel pajjiż validu.",
Create a contact to get started,Oħloq kuntatt biex tibda,
Created event: {0},Avveniment maħluq: {0},
Creating...,Qed jinħoloq...,
Current,Kurrenti,
Current password,Password kurrenti,
Current password is incorrect,Il-password kurrenti mhix korretta,
Currency,Munita,
Date,Data,
Decline,Irrifjuta,
Department,Dipartiment,
Do Not Contact,Tikkuntattjax,
Dock,Dock,
Download,Niżżel,
"e.g. en, fr, de","eż. en, fr, de",
Edit,Editja,
Edit address,Editja l-indirizz,
Edit Timer,Editja t-Timer,
Email addresses,Indirizzi tal-email,
Enabled,Attivat,
"End time was before start time. Adjusted to 1 hour after start.","Il-ħin tat-tmiem kien qabel il-ħin tal-bidu. Ġie aġġustat għal siegħa wara l-bidu.",
Error,Żball,
Event '{0}' status changed to {1},L-istatus tal-avveniment '{0}' inbidel għal {1},
Event Type,Tip tal-Avveniment,
events,avvenimenti,
External,Estern,
External — no user account,Estern — mingħajr kont ta' utent,
Failed to change password,Ma rnexxiex tinbidel il-password,
Failed to check status,Ma rnexxiex jiġi ċċekkjat l-istatus,
Failed to load apps,Ma rnexxiex jitgħabbew l-apps,
Failed to load settings,Ma rnexxiex jitgħabbew l-issettjar,
"Field '{0}' is not editable","Il-qasam '{0}' mhuwiex editjabbli",
Files,Fajls,
First Name,Isem,
Focus,Fokus,
"Frappe Manager URL is not configured in Dock Settings.","Il-URL ta' Frappe Manager mhuwiex ikkonfigurat fl-Issettjar ta' Dock.",
Hello {0},Bonġu {0},
Inactive,Inattiv,
Integrations,Integrazzjonijiet,
Internal,Intern,
Internal — has a user account,Intern — għandu kont ta' utent,
Invalid RSVP status,Status RSVP invalidu,
Invalid status,Status invalidu,
"Invalid status. Must be one of: {0}","Status invalidu. Irid ikun wieħed minn: {0}",
"Invitation: {0} — {1} at {2}","Stedina: {0} — {1} fi {2}",
Invite People,Stieden Nies,
Join meeting →,Idħol fil-laqgħa →,
Language,Lingwa,
Last activity,L-aħħar attività,
Last modified,L-aħħar modifika,
Last Name,Kunjom,
Last sync,L-aħħar sync,
Link user account,Arbot kont ta' utent,
Linked records,Rekords marbuta,
Loading settings...,Qed jitgħabbew l-issettjar...,
Loading...,Qed jitgħabba...,
Location,Post,
Mark Do Not Contact,Immarka bħala Tikkuntattjax,
Maybe,Forsi,
Meeting Link,Link tal-Laqgħa,
Meeting title,Titlu tal-laqgħa,
Meeting URL,URL tal-Laqgħa,
Mine,Tiegħi,
Modified,Modifikat,
navigate,innaviga,
New note,Nota ġdida,
New password,Password ġdida,
new tab,tab ġdida,
New tag,Tag ġdid,
No active sessions found,L-ebda sessjonijiet attivi nstabew,
No activity,L-ebda attività,
No attendees,L-ebda attendees,
No bookmarks yet,Għad m'hemmx bukkmarks,
No bridges registered,L-ebda bridges irreġistrati,
No contacts match these filters,L-ebda kuntatti jaqblu ma' dawn il-filtri,
No file uploaded,L-ebda fajl ittellgħat,
No files attached,L-ebda fajls mehmuża,
No notes yet,Għad m'hemmx noti,
No results found,L-ebda riżultati nstabew,
No settings registered for this app.,L-ebda issettjar irreġistrati għal din l-app.,
No status endpoint declared,L-ebda endpoint tal-istatus iddikjarat,
No sync endpoint declared,L-ebda endpoint tas-sync iddikjarat,
No tags found,L-ebda tags instabew,
Not checked,Mhux iċċekkjat,
Not configured,Mhux ikkonfigurat,
Not permitted,Mhux permess,
Note content cannot be empty,Il-kontenut tan-nota ma jistax ikun vojt,
Notification Settings,Issettjar tan-Notifiki,
Number format,Format tan-numru,
One-way,Direzzjoni waħda,
"Only native Dock events can be deleted here.","Hawnhekk jistgħu jitħassru biss l-avvenimenti nattivi ta' Dock.",
"Only System Manager can trigger bridge sync","Biss is-System Manager jista' jattiva s-sync tal-bridge",
"Only System Manager can view sync logs","Biss is-System Manager jista' jara l-logs tas-sync",
"Only the contact owner can change the photo","Biss is-sid tal-kuntatt jista' jibdel ir-ritratt",
"Only the contact owner can edit this contact","Biss is-sid tal-kuntatt jista' jeditja dan il-kuntatt",
"Only the event organizer can send invitations.","Biss l-organizzatur tal-avveniment jista' jibgħat l-istedini.",
"Only the session creator or a Dock Manager can revoke sessions","Biss min ħoloq is-sessjoni jew Dock Manager jista' jirrevoka s-sessjonijiet",
open,miftuħ,
Open app switcher,Iftaħ il-biddiela tal-apps,
Optional,Mhux obbligatorju,
optional,mhux obbligatorju,
Organizer,Organizzatur,
Owner,Sid,
Password updated,Il-password ġiet aġġornata,
Passwords don't match,Il-passwords ma jaqblux,
Permission denied,Permess miċħud,
Phone numbers,Numri tat-telefon,
Pin items from any app using the bookmark button in the top bar,Ippinja oġġetti minn kwalunkwe app billi tuża l-buttuna tal-bukkmark fil-bar ta' fuq,
Please fill in all password fields,Jekk jogħġbok imla l-oqsma kollha tal-password,
Please log in to access Dock.,Jekk jogħġbok idħol biex taċċessa Dock.,
"Please respond to this invitation in the calendar","Jekk jogħġbok wieġeb għal din l-istedina fil-kalendarju",
Postal code,Kodiċi postali,
Primary,Primarju,
Primary address,Indirizz primarju,
Privacy Policy,Politika tal-Privatezza,
Profile,Profil,
Refresh All,Aġġorna Kollox,
"Reminder: {0} — {1} at {2}","Tfakkira: {0} — {1} fi {2}",
Remove Do Not Contact,Neħħi t-Tikkuntattjax,
Remove tag,Neħħi t-tag,
Required,Meħtieġ,
required,meħtieġ,
Respond in,Wieġeb fi,
Restore,Irrestawra,
Restore from archive,Irrestawra mill-arkivju,
Revoking...,Qed jiġi revokat...,
Room or address,Kamra jew indirizz,
Save,Issejvja,
Saving...,Qed jiġi ssejvjat...,
Search,Fittex,
Search for people to invite...,Fittex nies biex tistieden...,
Search is temporarily unavailable,Il-fittex mhuwiex disponibbli temporanjament,
Search results,Riżultati tal-fittex,
Search scope,Ambitu tal-fittex,
Search user by name or email…,Fittex utent bl-isem jew email…,
Searching...,Qed ifittex...,
Security,Sigurtà,
"Send an email or add a note to get started.","Ibgħat email jew żid nota biex tibda.",
Session {0}/{1},Sessjoni {0}/{1},
Sessions,Sessjonijiet,
Settings,Issettjar,
Settings not found,L-issettjar ma nstabewx,
Share,Aqsam,
Show,Uri,
Show less,Uri inqas,
Social profiles,Profili soċjali,
"Sourced events can only be edited in the source app.","Avvenimenti minn sors jistgħu jiġu editjati biss fl-app tas-sors.",
Source Code,Kodiċi Sors,
Start Focus,Ibda l-Fokus,
State / Province,Stat / Provinċja,
"Street, number","Triq, numru",
Sync Now,Issinkronizza Issa,
Tag,Tag,
Tag cannot be empty,It-tag ma jistax ikun vojt,
Tags,Tags,
Target not installed,It-target mhuwiex installat,
Task,Task,
"The settings component could not be loaded. Please reload the page.","Il-komponent tal-issettjar ma setax jitgħabba. Jekk jogħġbok erġa' agħbbi l-paġna.",
"This contact is archived and hidden from the People list.","Dan il-kuntatt huwa arkivjat u moħbi mil-lista tan-Nies.",
This is a reminder for your upcoming event,Din hija tfakkira għall-avveniment li ġej tiegħek,
This person is marked as Do Not Contact.,Din il-persuna hija mmarkata bħala Tikkuntattjax.,
"This record is already linked to this discussion","Dan ir-rekord diġà marbut ma' din id-diskussjoni",
Timer,Timer,
Timer running for {0} — did you forget?,It-timer ilu mixgħul {0} — insejtu?,
"To remove {0}, run:","Biex tneħħi {0}, mexxi:",
Try a different search term,Ipprova terminu ta' fittex differenti,
Two-Factor Authentication,Awtentikazzjoni b'Żewġ Fatturi,
"Two-factor authentication is not enabled on this site. Contact your administrator.","L-awtentikazzjoni b'żewġ fatturi mhix attivata fuq dan is-sit. Ikkuntattja l-amministratur tiegħek.",
Two-way,Żewġ direzzjonijiet,
Type at least 2 characters to search,Ikteb mill-inqas 2 karattri biex tfittex,
Type to search...,Ikteb biex tfittex...,
"Unknown notification_type '{0}' for app '{1}'","Tip ta' notifika mhux magħruf '{0}' għall-app '{1}'",
Unknown device,Apparat mhux magħruf,
Unlink user — make external,Aqta' r-rabta mal-utent — agħmel estern,
unsynced,mhux sinkronizzat,
Update,Aġġorna,
Update password,Aġġorna l-password,
Updating...,Qed jiġi aġġornat...,
Upload file,Ittellgħa fajl,
"Upload files like contracts, proposals, or documents.","Ittellgħa fajls bħal kuntratti, proposti, jew dokumenti.",
Upload photo,Ittellgħa ritratt,
Uploading...,Qed jittellgħa...,
Uploading…,Qed jittellgħa…,
View entry,Ara d-dħul,
Website,Website,
Where,Fejn,
Work,Xogħol,
Write a note...,Ikteb nota...,
Write a note... (not linked to any record),Ikteb nota... (mhix marbuta ma' ebda rekord),
You,Int,
You are not an attendee of this event.,Int m'intix attendee ta' dan l-avveniment.,
"You can have a maximum of {0} bookmarks","Tista' jkollok massimu ta' {0} bukkmarks",
You can only change status of your own events.,Tista' biss tibdel l-istatus tal-avvenimenti tiegħek.,
You can only delete your own comments,Tista' biss tħassar il-kummenti tiegħek,
You can only delete your own events.,Tista' biss tħassar l-avvenimenti tiegħek.,
You can only edit your own events.,Tista' biss teditja l-avvenimenti tiegħek.,
You can only edit your own notes,Tista' biss teditja n-noti tiegħek,
"You can only manage attendees on your own events.","Tista' biss timmaniġġja l-attendees fuq l-avvenimenti tiegħek.",
You can only view your own events.,Tista' biss tara l-avvenimenti tiegħek.,
"You do not have permission to comment on this record","M'għandekx permess biex tikkummenta fuq dan ir-rekord",
You have already reacted with {0},Diġà rreaġġejt b'{0},
You have been invited to the following event,Ġejt mistieden għall-avveniment li ġej,
Your attendance,L-attendenza tiegħek,
Your response,It-tweġiba tiegħek,
Z→A,Ż→A,
Rescheduled event: {0},Avveniment skedat mill-ġdid: {0},
