source,target,context
Private,Priváhta,
Product Manager,Buvttahoavda,
Preferences,Válljejumit,
Read,Loga,
Recent,Maŋemus,
Reload,Lođe ođđasit,
Remove bookmark,Válddát girjemerkka,
Remove from shared,Válddát juogádusas,
Remove from recent,Válddát maŋemusain,
Resume,Joatke,
Retry,Geahččal ođđasit,
Revoke,Šiito,
Revoked,Šiitojuvvon,
Revoke session,Šiito sesšuvnna,
Revoking…,Šiitime…,
Saved,Vurkkoduvvon,
Save failed,Vurken ii lihkostuvvan,
Save organization settings,Vurkke organisašuvnna heivehusaid,
Saving…,Vurkkodeamen…,
Search...,Oza...,
"Search by name, email, or phone…","Oza nama, e-poastta dahje telefovnna mielde…",
Search users...,Oza geavaheaddjiid...,
Share {0} {1},Juoge {0} {1},
Submit,Sádde,
Search in All apps,Oza buot applikašuvnnain,
Search unavailable,Oza ii leat fidnemis,
selected,válljejuvvon,
Share "{0}",Juoge "{0}",
Share with team,Juoge joavkkuin,
Shared,Juogáduvvon,
Shared with team,Juogáduvvon joavkkuin,
Share with client,Juoge áššehasain,
Showing {0} of {1} sessions,Čájeheamen {0} {1} sesšuvnnas,
Site label,Siidu namma,
Sort: A–Z — click for last modified,Ortne: A–Z — deatte maŋemus rievdaduvvon várás,
Sort: last modified — click for A–Z,Ortne: maŋemus rievdaduvvon — deatte A–Z várás,
Start,Álggat,
Start Timer,Álggat áigemeari,
Status,Dilli,
Stop,Bisán,
Stop & Save,Bisán & Vurkke,
Sunday,Sotnabeaivi,
System,Vuogádat,
Theme,Fáddá,
Theme preference,Fáddáválljejupmi,
This email is already on,Dát e-poasta lea juo,
This link has been deactivated.,Dát liŋka lea deaktiverejuvvon.,
This link has expired. Please ask the sender for a new link.,Dát liŋka lea nohkan. Bivdde sáddejeddjiis ođđa liŋkka.,
This link is invalid or has been removed.,Dát liŋka lea eahpevealahahtii dahje lea válddahuvvon.,
Time,Áigi,
Time entry saved,Áigedieđáhus vurkkoduvvon,
Timer unavailable,Áigemeari ii leat fidnemis,
Timezone,Áigevuogádat,
total,ollislaš,
Try again,Geahččal ođđasit,
Unread,Lohkameahttun,
Open calendar,Raba kaleanddara,
Open in Desk,Raba Desk:s,
Open in {0},Raba {0}:s,
User menu,Geavaheaddji menyu,
View existing →,Geahča leahkámušaid →,
Visibility,Oidnomis,
View,Geahča,
View all notifications,Geahča buot dieđáhusaid,
View time entry,Geahča áigedieđáhusa,
Week starts on,Vahkku álgá,
Write,Čále,
What are you working on?,Maid don barggat?,
You're all caught up,Don leat juo buot oaidnán,
Your Preferences,Du Válljejumit,
Your timer has been running for {0},Du áigemeari lea mannan {0},
Actions,Doaimmat,
Add details about this event...,Lasit dieđuid dán dáhpáhusa birra...,
Add event,Lasit dáhpáhusa,
Agenda,Áššelistu,
All day,Olles beaivvi,
Calendar,Kaleandar,
Create Event,Ráhkat dáhpáhusa,
Create in:,Ráhkat dás:,
Day,Beaivi,
Deadline,Áigerádji,
Delete Event,Sihko dáhpáhusa,
Delete this event? This cannot be undone.,Sihko dán dáhpáhusa? Dát ii sáhte maŋiduvvot.,
Deleting…,Sihkumin…,
Description,Čilgehus,
Details,Dieđut,
End,Loahppa,
Event,Dáhpáhus,
Event title,Dáhpáhusa namma,
Failed to create event,Ii leat vejolaš ráhkadit dáhpáhusa,
Failed to delete event,Ii leat vejolaš sihkut dáhpáhusa,
Manage this event in,Hálddaš dán dáhpáhusa dás,
Meeting,Čoahkkin,
Milestone,Geaidnu-geađgi,
Month,Mánnu,
My calendars,Mu kaleanddarat,
New Event,Ođđa Dáhpáhus,
No actions available,Doaimmat eai leat fidnemis,
No events,Dáhpáhusat eai leat,
Open in,Raba dás,
Other,Eará,
Permanently remove this event,Válddát dán dáhpáhusa bissovaččat,
Review,Árvvoštallan,
Source,Gáldu,
Start date/time is required,Álgobeaivi/áigi lea dárbbašlaš,
Title,Namma,
Title is required,Namma lea dárbbašlaš,
Today,Odne,
Type,Šládja,
View full details in the source app,Geahča olles dieđuid gáldoapplikašuvnnas,
Week,Vahkku,
When,Goas,
{0} available,{0} fidnemis,
Available,Fidnemis,
Configure Frappe Manager to enable one-click updates.,Heive Frappe Manager vai atte okta-deaddil ođasmahttimiid.,
Copy command,Kopijere gohččuma,
Ecosystem Apps,Ekosystema Applikašuvnnat,
Failed,Ii lihkostuvvan,
Install,Bija,
Installed,Bijašuvvon,
Learn more,Oahpa eanet,
No apps found,Applikašuvnnat eai gávdnon,
not installed,ii bijašuvvon,
Open,Raba,
Pro available,Pro fidnemis,
Queued…,Ráiddus…,
Refresh,Ođasmahte,
Remove,Válddát,
Remove {0}? This will uninstall the app and may affect data.,Válddát {0}? Dát sihku applikašuvnna ja sáhttá váikkuhit dáhtaide.,
Restart required,Ođđasit álggaheapmi dárbbašlaš,
Restarting…,Ođđasit álggaheamen…,
"To install {0}, run:","Bijašit {0}, čađat:",
"To update {0}, run:","Ođasmahttit {0}, čađat:",
Update {0} from v{1} to {2}? This will restart Frappe.,Ođasmahte {0} v{1}:s {2}:i? Dát álggaha Frappe ođđasit.,
Update to {0},Ođasmahte {0}:i,
Updated,Ođasmahttojuvvon,
Updating…,Ođasmahttime…,
Up to date,Ođđaseamos,
to version,veršuvdnii,
For whom?,Geasa?,
Working on?,Maid barggat?,
Search contacts...,Oza oktavuođaid...,
Select type...,Vállje šlája...,
Context,Konteavsta,
Contact,Oktavuohta,
Context Type,Konteavstašládja,
Activity,Doaibma,
Activity will appear here as you and your team work across ecosystem apps.,Doaibma almmustuvvá dása go don ja du joavku bargabehtii ekosystema applikašuvnnain.,
Acknowledge,Dohkket,
All apps,Buot applikašuvnnat,
All Discussions,Buot ságastallamat,
All types,Buot šlájat,
Archived,Arkiiverejuvvon,
Cancel,Šiito,
Celebrate,Ávvudit,
Comments,Cealkámušat,
Create Discussion,Ráhkat ságastallama,
Creating…,Ráhkadeamen…,
Ctrl+Enter to send,Ctrl+Enter sáddet,
Decision,Mearrádus,
Discussion not found,Ságastallama ii gávdnon,
Discussion title,Ságastallama namma,
Discussions,Ságastallamat,
Flag,Leavga,
General,Oppalaš,
just now,juste dál,
Keep commenting,Joatke cealkámuša,
Linked Records,Čatnasan diŋgosat,
Linked to,Čatnasan,
Load more,Lođe eanet,
Loading…,Lođemin…,
Meeting Protocol,Čoahkkima beavdegirji,
Mentioned,Namuhuvvon,
New Discussion,Ođđa Ságastallama,
No activity yet,Doaibma ii leat velá,
No comments yet,Cealkámušat eai leat velá,
No discussions found,Ságastallamat eai gávdnon,
No discussions yet,Ságastallamat eai leat velá,
Note,Čálus,
Notes,Čállosat,
Participants,Oassálastit,
Pin,Čuoggaskere,
Pinned,Čuoggaskerejuvvon,
Proposal,Evttohus,
Protocol,Beavdegirji,
Reopen,Raba ođđasit,
Replies,Vástidusat,
Reply,Váste,
Replying to comment,Vástideamen cealkámušii,
Resolve,Čoavdde,
Resolve Discussion,Čoavdde ságastallama,
Resolved,Čovdojuvvon,
Resolution,Čoavddus,
Resolution summary...,Čoavddusa čoahkkáigeassu...,
Retrospective,Maŋášgeahčastallan,
Search discussions...,Oza ságastallamiid...,
Seen,Oaidnán,
Send,Sádde,
Start Discussion,Álggat ságastallama,
Unpin,Válddát čuoggaskerejumi,
Write a comment...,Čále cealkámuša...,
Write your discussion content...,Čále ságastallama sisdoalu...,
resolved,čovdojuvvon,
unread,lohkameahttun,
{0} mentioned you in a comment,{0} namuhai du cealkámušas,
{0} is already an attendee.,{0} lea juo oassálasti.,
{0} is not an attendee.,{0} ii leat oassálasti.,
{0} is not installed,{0} ii leat bijašuvvon,
{0} results found,{0} bohtosa gávdnon,
+ Add tags,+ Lasit merkkaid,
A→Z,A→Z,
Accept,Dohkket,
Action failed,Doaibma ii lihkostuvvan,
Active now,Aktiiva dál,
Add a note,Lasit čállosa,
"Add a note to keep track of details about this contact.","Lasit čállosa vai čuovvu dán oktavuođa dieđuid.",
Add address,Lasit čujuhusa,
Add another address,Lasit eará čujuhusa,
Add birthday,Lasit riegádanbeaivvi,
Add company,Lasit fitnodaga,
Add job title,Lasit bargonama,
Add more tags...,Lasit eanet merkkaid...,
Add tags...,Lasit merkkaid...,
"Address is not linked to this contact","Čujuhus ii leat čatnasan dán oktavuhtii",
"Address line 1, city, and country are required","Čujuhusráidu 1, gávpot ja riika leat dárbbašlaččat",
ago,áigi,
All companies,Buot fitnodagat,
All day event,Olles beaivvi dáhpáhus,
"Apartment, suite, etc.","Viste, luohkká, jna.",
Apps,Applikašuvnnat,
Archive contact,Arkiivere oktavuođa,
Attendees,Oassálastit,
available,fidnemis,
Best regards,Buoremus dearvvuođaiguin,
Bookmarks,Girjemerkkat,
"Both proposed start and end times are required.","Sihke evttohuvvon álgo- ja loahppaáigi leat dárbbašlaččat.",
Break,Bođđu,
Bridge not registered,Šaldu ii leat registrerejuvvon,
Calendar Settings,Kaleanddara Heivehusat,
Call,Riŋge,
Cannot change bookmark owner,Ii sáhte rievdadit girjemerkka oamasteddji,
Cannot revoke your current session,Ii sáhte šiitit du dálá sesšuvnna,
Change Password,Rievdat beassesáni,
Change photo,Rievdat govvosa,
Check Status,Dárkkis dili,
City,Gávpot,
Clear,Čilge,
Clear filters,Čilge filteraid,
Close search,Gidde oza,
Cmd+Enter to save,Cmd+Enter vurkkodit,
Coming soon,Boahtá fargga,
Coming up!,Boahtimin!,
Comment,Cealkámuš,
Community Edition,Servodatveršuvdna,
Complete,Ollašuhte,
Confirm new password,Nannet ođđa beassesáni,
Copy,Kopijere,
Could not load notes,Ii leat vejolaš lođet čállosiid,
Country,Riika,
"Country '{0}' not found. Please select a valid country.","Riika '{0}' ii gávdnon. Vállje gustovaš riikka.",
Create a contact to get started,Ráhkat oktavuođa álggahit,
Created event: {0},Ráhkaduvvon dáhpáhus: {0},
Creating...,Ráhkadeamen...,
Current,Dálá,
Current password,Dálá beassesátni,
Current password is incorrect,Dálá beassesátni lea boasttu,
Currency,Valuhtta,
Date,Beaivemeari,
Decline,Hilgu,
Department,Ossodaga,
Do Not Contact,Ale Váldde Oktavuođa,
Dock,Dock,
Download,Viečča,
"e.g. en, fr, de","ovdm. en, fr, de",
Edit,Rievdat,
Edit address,Rievdat čujuhusa,
Edit Timer,Rievdat áigemeari,
Email addresses,E-poasta čujuhusat,
Enabled,Atte,
"End time was before start time. Adjusted to 1 hour after start.","Loahppaáigi lei ovdal álgoáiggi. Heivehuvvon 1 diibmu maŋŋil álggu.",
Error,Meattáhus,
Event '{0}' status changed to {1},Dáhpáhusa '{0}' dilli rievddai {1}:i,
Event Type,Dáhpáhusšládja,
events,dáhpáhusat,
External,Olgguldas,
External — no user account,Olgguldas — ii geavaheaddjikontu,
Failed to change password,Ii leat vejolaš rievdadit beassesáni,
Failed to check status,Ii leat vejolaš dárkkistit dili,
Failed to load apps,Ii leat vejolaš lođet applikašuvnnaid,
Failed to load settings,Ii leat vejolaš lođet heivehusaid,
"Field '{0}' is not editable","Geavadaga '{0}' ii sáhte rievdadit",
Files,Fiillat,
First Name,Ovdanamma,
Focus,Fokus,
"Frappe Manager URL is not configured in Dock Settings.","Frappe Manager URL ii leat heivehuvvon Dock Heivehusain.",
Hello {0},Bures {0},
Inactive,Eahpeaktiiva,
Integrations,Integreremit,
Internal,Siskkáldas,
Internal — has a user account,Siskkáldas — lea geavaheaddjikontu,
Invalid RSVP status,Eahpevealahahtii RSVP-dilli,
Invalid status,Eahpevealahahtii dilli,
"Invalid status. Must be one of: {0}","Eahpevealahahtii dilli. Ferte leat okta dáin: {0}",
"Invitation: {0} — {1} at {2}","Bovdehus: {0} — {1} {2}:s",
Invite People,Bovdde olbmuid,
Join meeting →,Searvva čoahkkimii →,
Language,Giella,
Last activity,Maŋemus doaibma,
Last modified,Maŋemus rievdaduvvon,
Last Name,Sohkanamma,
Last sync,Maŋemus synkroniseren,
Link user account,Čatna geavaheaddjikonttu,
Linked records,Čatnasan diŋgosat,
Loading settings...,Heivehusat lođejuvvojit...,
Loading...,Lođemin...,
Location,Báiki,
Mark Do Not Contact,Merkke Ale Váldde Oktavuođa,
Maybe,Soaitá,
Meeting Link,Čoahkkima liŋka,
Meeting title,Čoahkkima namma,
Meeting URL,Čoahkkima URL,
Mine,Mu,
Modified,Rievdaduvvon,
navigate,navigere,
New note,Ođđa čálus,
New password,Ođđa beassesátni,
new tab,ođđa tába,
New tag,Ođđa mearka,
No active sessions found,Aktiiva sesšuvnnat eai gávdnon,
No activity,Ii doaibma,
No attendees,Oassálastit eai leat,
No bookmarks yet,Girjemerkkat eai leat velá,
No bridges registered,Šaldut eai leat registrerejuvvon,
No contacts match these filters,Oktavuođat eai heive dáid filteraiguin,
No file uploaded,Fiila ii leat bajiduvvon,
No files attached,Fiillat eai leat čatnasan,
No notes yet,Čállosat eai leat velá,
No results found,Bohtosat eai gávdnon,
No settings registered for this app.,Heivehusat eai leat registrerejuvvon dán applikašuvdnii.,
No status endpoint declared,Dilligeaidnu ii leat almmuhuvvon,
No sync endpoint declared,Synkroniserengeaidnu ii leat almmuhuvvon,
No tags found,Mearkat eai gávdnon,
Not checked,Ii dárkkistuvvon,
Not configured,Ii heivehuvvon,
Not permitted,Ii lohpiduvvon,
Note content cannot be empty,Čálusa sisdoallu ii sáhte leat guoros,
Notification Settings,Dieđáhusa Heivehusat,
Number format,Nummirformáhta,
One-way,Ovttageaidnu,
"Only native Dock events can be deleted here.","Dušše Dock iežas dáhpáhusat sáhttet sihkkojuvvot dáppe.",
"Only System Manager can trigger bridge sync","Dušše Vuogádathoavda sáhttá álggahit šaldosynkroniserema",
"Only System Manager can view sync logs","Dušše Vuogádathoavda sáhttá oaidnit synkroniserenlogaid",
"Only the contact owner can change the photo","Dušše oktavuođa oamasteddji sáhttá rievdadit govvosa",
"Only the contact owner can edit this contact","Dušše oktavuođa oamasteddji sáhttá rievdadit dán oktavuođa",
"Only the event organizer can send invitations.","Dušše dáhpáhusa organiserjeaddji sáhttá sáddet bovdehusaid.",
"Only the session creator or a Dock Manager can revoke sessions","Dušše sesšuvnna ráhkadeaddji dahje Dock Hoavda sáhttá šiitit sesšuvnnaid",
open,raba,
Open app switcher,Raba applikašuvnnamolsuma,
Optional,Válljemis,
optional,válljemis,
Organizer,Organiserjeaddji,
Owner,Oamasteddji,
Password updated,Beassesátni ođasmahttojuvvon,
Passwords don't match,Beassesánit eai heive,
Permission denied,Lohpi hilgojuvvon,
Phone numbers,Telefovdnanummirit,
Pin items from any app using the bookmark button in the top bar,Čuoggaskere diŋgosiid mii beare applikašuvnnas girjemerkkadeavtta badjepanelas,
Please fill in all password fields,Divtte buot beassesánigeavadagaid,
Please log in to access Dock.,Čálihe sisa beassat Dock:ii.,
"Please respond to this invitation in the calendar","Váste dán bovdehussii kaleanddaris",
Postal code,Poastanummir,
Primary,Vuosttaš,
Primary address,Vuosttaš čujuhus,
Privacy Policy,Priváhtavuođapolitihkka,
Profile,Profiila,
Refresh All,Ođasmahte buot,
"Reminder: {0} — {1} at {2}","Muittuhus: {0} — {1} {2}:s",
Remove Do Not Contact,Válddát Ale Váldde Oktavuođa,
Remove tag,Válddát mearkka,
Required,Dárbbašlaš,
required,dárbbašlaš,
Respond in,Váste dás,
Restore,Máhcat,
Restore from archive,Máhcat arkiivvas,
Revoking...,Šiitime...,
Room or address,Latnja dahje čujuhus,
Save,Vurkke,
Saving...,Vurkkodeamen...,
Search,Oza,
Search for people to invite...,Oza olbmuid bovddemii...,
Search is temporarily unavailable,Oza ii leat gáskit fidnemis,
Search results,Ozanbohtosat,
Search scope,Ozanviidodat,
Search user by name or email…,Oza geavaheaddji nama dahje e-poastta mielde…,
Searching...,Ozamin...,
Security,Dorvvolašvuohta,
"Send an email or add a note to get started.","Sádde e-poastta dahje lasit čállosa álggahit.",
Session {0}/{1},Sesšuvdna {0}/{1},
Sessions,Sesšuvnnat,
Settings,Heivehusat,
Settings not found,Heivehusat eai gávdnon,
Share,Juoge,
Show,Čájet,
Show less,Čájet unnit,
Social profiles,Sosiála profiillat,
"Sourced events can only be edited in the source app.","Gáldodáhpáhusat sáhttet dušše rievdaduvvot gáldoapplikašuvnnas.",
Source Code,Gáldokoda,
Start Focus,Álggat fokusa,
State / Province,Stáhta / Eanadaga,
"Street, number","Gáhta, nummir",
Sync Now,Synkronisere dál,
Tag,Mearka,
Tag cannot be empty,Mearka ii sáhte leat guoros,
Tags,Mearkat,
Target not installed,Mihttomearri ii bijašuvvon,
Task,Bargu,
"The settings component could not be loaded. Please reload the page.","Heivehusaid komponentta ii leat vejolaš lođet. Lođe siiddu ođđasit.",
"This contact is archived and hidden from the People list.","Dát oktavuohta lea arkiiverejuvvon ja čihkojuvvon Olbmuid listtas.",
This is a reminder for your upcoming event,Dát lea muittuhus du boahttevaš dáhpáhusa birra,
This person is marked as Do Not Contact.,Dát olmmoš lea merkejuvvon Ale Váldde Oktavuođa.,
"This record is already linked to this discussion","Dát diŋgos lea juo čatnasan dán ságastallamii",
Timer,Áigemeari,
Timer running for {0} — did you forget?,Áigemeari lea mannan {0} — leago du vajálduvvan?,
"To remove {0}, run:","Válddát {0}, čađat:",
Try a different search term,Geahččal eará ozansáni,
Two-Factor Authentication,Guovttefáktora Duođašteapmi,
"Two-factor authentication is not enabled on this site. Contact your administrator.","Guovttefáktora duođašteapmi ii leat atte dán siiddus. Váldde oktavuođa du hálddašeddjiin.",
Two-way,Guovttegeaidnu,
Type at least 2 characters to search,Čále uhcimus 2 bustáva ozat,
Type to search...,Čále ozat...,
"Unknown notification_type '{0}' for app '{1}'","Dovdameahttun dieđáhusšládja '{0}' applikašuvdnii '{1}'",
Unknown device,Dovdameahttun reaidu,
Unlink user — make external,Čuoze geavaheaddji — dahje olgguldažžan,
unsynced,synkroniseremehttun,
Update,Ođasmahte,
Update password,Ođasmahte beassesáni,
Updating...,Ođasmahttime...,
Upload file,Bajit fiilla,
"Upload files like contracts, proposals, or documents.","Bajit fiillaid nugo šiehtadusaid, evttohusaid dahje dokumeanttaid.",
Upload photo,Bajit govvosa,
Uploading...,Bajideamen...,
Uploading…,Bajideamen…,
View entry,Geahča diŋgosa,
Website,Neahttasiidu,
Where,Gos,
Work,Bargu,
Write a note...,Čále čállosa...,
Write a note... (not linked to any record),Čále čállosa... (ii čatnasan ovttage diŋgosii),
You,Don,
You are not an attendee of this event.,Don it leat dán dáhpáhusa oassálasti.,
"You can have a maximum of {0} bookmarks","Dus sáhttet leat eanemus {0} girjemerkka",
You can only change status of your own events.,Don sáhtát dušše rievdadit iežat dáhpáhusaid dili.,
You can only delete your own comments,Don sáhtát dušše sihkut iežat cealkámušaid,
You can only delete your own events.,Don sáhtát dušše sihkut iežat dáhpáhusaid.,
You can only edit your own events.,Don sáhtát dušše rievdadit iežat dáhpáhusaid.,
You can only edit your own notes,Don sáhtát dušše rievdadit iežat čállosiid,
"You can only manage attendees on your own events.","Don sáhtát dušše hálddašit oassálastiid iežat dáhpáhusain.",
You can only view your own events.,Don sáhtát dušše oaidnit iežat dáhpáhusaid.,
"You do not have permission to comment on this record","Dus ii leat lohpi cealkámušaid dahkat dán diŋgosii",
You have already reacted with {0},Don leat juo reageren {0}:in,
You have been invited to the following event,Don leat bovdejuvvon čuovvovaš dáhpáhussii,
Your attendance,Du oassálastin,
Your response,Du vástádus,
Z→A,Z→A,
Rescheduled event: {0},Ođđasit áigetávvaluvvon dáhpáhus: {0},
