source,target,context
Timezone,టైమ్‌జోన్,
total,మొత్తం,
Try again,మళ్ళీ ప్రయత్నించండి,
Unread,చదవనివి,
Open calendar,క్యాలెండర్ తెరువు,
Open in Desk,Desk లో తెరువు,
Open in {0},{0}లో తెరువు,
User menu,వినియోగదారు మెనూ,
View existing →,ఉన్నవి చూడండి →,
Visibility,దృశ్యత,
View,చూడండి,
View all notifications,అన్ని నోటిఫికేషన్లు చూడండి,
View time entry,సమయ ఎంట్రీ చూడండి,
Week starts on,వారం ప్రారంభమవుతుంది,
Write,రాయండి,
What are you working on?,మీరు దేనిపై పని చేస్తున్నారు?,
You're all caught up,మీరు అన్నీ చూశారు,
Your Preferences,మీ ప్రాధాన్యతలు,
Your timer has been running for {0},మీ టైమర్ {0} నుండి నడుస్తోంది,
Actions,చర్యలు,
Add details about this event...,ఈ ఈవెంట్ గురించి వివరాలు చేర్చండి...,
Add event,ఈవెంట్ చేర్చు,
Agenda,ఎజెండా,
All day,రోజంతా,
Calendar,క్యాలెండర్,
Create Event,ఈవెంట్ సృష్టించు,
Create in:,ఇందులో సృష్టించు:,
Day,రోజు,
Deadline,గడువు తేదీ,
Delete Event,ఈవెంట్ తొలగించు,
Delete this event? This cannot be undone.,ఈ ఈవెంట్‌ను తొలగించాలా? దీన్ని రద్దు చేయలేరు.,
Deleting…,తొలగిస్తోంది…,
Description,వివరణ,
Details,వివరాలు,
End,ముగింపు,
Event,ఈవెంట్,
Event title,ఈవెంట్ శీర్షిక,
Failed to create event,ఈవెంట్ సృష్టించడం విఫలమైంది,
Failed to delete event,ఈవెంట్ తొలగించడం విఫలమైంది,
Manage this event in,ఈ ఈవెంట్‌ను ఇందులో నిర్వహించు,
Meeting,సమావేశం,
Milestone,మైలురాయి,
Month,నెల,
My calendars,నా క్యాలెండర్‌లు,
New Event,కొత్త ఈవెంట్,
No actions available,చర్యలు అందుబాటులో లేవు,
No events,ఈవెంట్‌లు లేవు,
Open in,ఇందులో తెరువు,
Other,ఇతర,
Permanently remove this event,ఈ ఈవెంట్‌ను శాశ్వతంగా తొలగించు,
Review,సమీక్ష,
Source,మూలం,
Start date/time is required,ప్రారంభ తేదీ/సమయం అవసరం,
Title,శీర్షిక,
Title is required,శీర్షిక అవసరం,
Today,ఈరోజు,
Type,రకం,
View full details in the source app,మూల యాప్‌లో పూర్తి వివరాలు చూడండి,
Week,వారం,
When,ఎప్పుడు,
{0} available,{0} అందుబాటులో ఉన్నాయి,
Available,అందుబాటులో ఉంది,
Configure Frappe Manager to enable one-click updates.,ఒక-క్లిక్ అప్‌డేట్‌లను ప్రారంభించడానికి Frappe Manager ను కాన్ఫిగర్ చేయండి.,
Copy command,కమాండ్ కాపీ చేయండి,
Ecosystem Apps,ఈకోసిస్టమ్ యాప్‌లు,
Failed,విఫలమైంది,
Install,ఇన్‌స్టాల్ చేయండి,
Installed,ఇన్‌స్టాల్ చేయబడింది,
Learn more,మరింత తెలుసుకోండి,
No apps found,యాప్‌లు కనుగొనబడలేదు,
not installed,ఇన్‌స్టాల్ చేయబడలేదు,
Open,తెరువు,
Pro available,Pro అందుబాటులో ఉంది,
Queued…,క్యూలో ఉంది…,
Refresh,రిఫ్రెష్,
Remove,తొలగించు,
Remove {0}? This will uninstall the app and may affect data.,{0}ను తొలగించాలా? ఇది యాప్‌ను అన్‌ఇన్‌స్టాల్ చేస్తుంది మరియు డేటాను ప్రభావితం చేయవచ్చు.,
Restart required,రీస్టార్ట్ అవసరం,
Restarting…,రీస్టార్ట్ అవుతోంది…,
"To install {0}, run:","ఇన్‌స్టాల్ చేయడానికి {0}, రన్ చేయండి:",
"To update {0}, run:","అప్‌డేట్ చేయడానికి {0}, రన్ చేయండి:",
Update {0} from v{1} to {2}? This will restart Frappe.,{0}ను v{1} నుండి {2}కు అప్‌డేట్ చేయాలా? ఇది Frappeను రీస్టార్ట్ చేస్తుంది.,
Update to {0},{0}కు అప్‌డేట్ చేయండి,
Updated,అప్‌డేట్ చేయబడింది,
Updating…,అప్‌డేట్ అవుతోంది…,
Up to date,తాజాగా ఉంది,
to version,వెర్షన్‌కు,
For whom?,ఎవరి కోసం?,
Working on?,దేనిపై పని?,
Search contacts...,కాంటాక్ట్‌లను శోధించు...,
Select type...,రకం ఎంచుకోండి...,
Context,సందర్భం,
Contact,కాంటాక్ట్,
Context Type,సందర్భ రకం,
Activity,కార్యకలాపం,
Activity will appear here as you and your team work across ecosystem apps.,మీరు మరియు మీ బృందం ఈకోసిస్టమ్ యాప్‌లలో పని చేసినప్పుడు కార్యకలాపం ఇక్కడ కనిపిస్తుంది.,
Acknowledge,గుర్తించు,
All apps,అన్ని యాప్‌లు,
All Discussions,అన్ని చర్చలు,
All types,అన్ని రకాలు,
Archived,ఆర్కైవ్ చేయబడింది,
Cancel,రద్దు చేయండి,
Celebrate,సెలబ్రేట్ చేయండి,
Comments,వ్యాఖ్యలు,
Create Discussion,చర్చ సృష్టించు,
Creating…,సృష్టిస్తోంది…,
Ctrl+Enter to send,పంపడానికి Ctrl+Enter,
Decision,నిర్ణయం,
Discussion not found,చర్చ కనుగొనబడలేదు,
Discussion title,చర్చ శీర్షిక,
Discussions,చర్చలు,
Flag,ఫ్లాగ్,
General,సాధారణ,
just now,ఇప్పుడే,
Keep commenting,వ్యాఖ్యానించడం కొనసాగించండి,
Linked Records,లింక్ చేయబడిన రికార్డ్‌లు,
Linked to,లింక్ చేయబడింది,
Load more,మరింత లోడ్ చేయండి,
Loading…,లోడ్ అవుతోంది…,
Meeting Protocol,సమావేశ ప్రోటోకాల్,
Mentioned,ప్రస్తావించబడింది,
New Discussion,కొత్త చర్చ,
No activity yet,ఇంకా కార్యకలాపం లేదు,
No comments yet,ఇంకా వ్యాఖ్యలు లేవు,
No discussions found,చర్చలు కనుగొనబడలేదు,
No discussions yet,ఇంకా చర్చలు లేవు,
Note,నోట్,
Notes,నోట్స్,
Participants,పాల్గొనేవారు,
Pin,పిన్ చేయండి,
Pinned,పిన్ చేయబడింది,
Proposal,ప్రతిపాదన,
Protocol,ప్రోటోకాల్,
Reopen,తిరిగి తెరువు,
Replies,ప్రతిస్పందనలు,
Reply,ప్రతిస్పందించు,
Replying to comment,వ్యాఖ్యకు ప్రతిస్పందిస్తోంది,
Resolve,పరిష్కరించు,
Resolve Discussion,చర్చను పరిష్కరించు,
Resolved,పరిష్కరించబడింది,
Resolution,పరిష్కారం,
Resolution summary...,పరిష్కార సారాంశం...,
Retrospective,పునరాలోచన,
Search discussions...,చర్చలను శోధించు...,
Seen,చూడబడింది,
Send,పంపు,
Start Discussion,చర్చ ప్రారంభించు,
Unpin,అన్‌పిన్ చేయండి,
Write a comment...,వ్యాఖ్య రాయండి...,
Write your discussion content...,మీ చర్చ విషయాన్ని రాయండి...,
resolved,పరిష్కరించబడింది,
unread,చదవనిది,
{0} mentioned you in a comment,{0} ఒక వ్యాఖ్యలో మిమ్మల్ని ప్రస్తావించారు,
{0} is already an attendee.,{0} ఇప్పటికే హాజరైన వ్యక్తి.,
{0} is not an attendee.,{0} హాజరైన వ్యక్తి కాదు.,
{0} is not installed,{0} ఇన్‌స్టాల్ చేయబడలేదు,
{0} results found,{0} ఫలితాలు కనుగొనబడ్డాయి,
+ Add tags,+ ట్యాగ్‌లు చేర్చు,
A→Z,A→Z,
Accept,అంగీకరించు,
Action failed,చర్య విఫలమైంది,
Active now,ప్రస్తుతం చురుకుగా ఉంది,
Add a note,నోట్ చేర్చు,
"Add a note to keep track of details about this contact.","ఈ కాంటాక్ట్ గురించి వివరాలను ట్రాక్ చేయడానికి నోట్ చేర్చండి.",
Add address,చిరునామా చేర్చు,
Add another address,మరొక చిరునామా చేర్చు,
Add birthday,పుట్టినరోజు చేర్చు,
Add company,కంపెనీ చేర్చు,
Add job title,ఉద్యోగ శీర్షిక చేర్చు,
Add more tags...,మరిన్ని ట్యాగ్‌లు చేర్చు...,
Add tags...,ట్యాగ్‌లు చేర్చు...,
"Address is not linked to this contact","చిరునామా ఈ కాంటాక్ట్‌కు లింక్ చేయబడలేదు",
"Address line 1, city, and country are required","చిరునామా పంక్తి 1, నగరం మరియు దేశం అవసరం",
ago,క్రితం,
All companies,అన్ని కంపెనీలు,
All day event,రోజంతా ఈవెంట్,
"Apartment, suite, etc.","అపార్ట్‌మెంట్, సూట్, మొదలైనవి",
Apps,యాప్‌లు,
Archive contact,కాంటాక్ట్ ఆర్కైవ్ చేయండి,
Attendees,హాజరైనవారు,
available,అందుబాటులో ఉంది,
Best regards,శుభాకాంక్షలతో,
Bookmarks,బుక్‌మార్క్‌లు,
"Both proposed start and end times are required.","ప్రతిపాదిత ప్రారంభ మరియు ముగింపు సమయాలు రెండూ అవసరం.",
Break,విరామం,
Bridge not registered,బ్రిడ్జ్ నమోదు చేయబడలేదు,
Calendar Settings,క్యాలెండర్ సెట్టింగ్‌లు,
Call,కాల్,
Cannot change bookmark owner,బుక్‌మార్క్ యజమానిని మార్చలేరు,
Cannot revoke your current session,మీ ప్రస్తుత సెషన్‌ను రద్దు చేయలేరు,
Change Password,పాస్‌వర్డ్ మార్చండి,
Change photo,ఫోటో మార్చండి,
Check Status,స్థితి తనిఖీ చేయండి,
City,నగరం,
Clear,క్లియర్,
Clear filters,ఫిల్టర్లు క్లియర్ చేయండి,
Close search,శోధన మూసివేయండి,
Cmd+Enter to save,సేవ్ చేయడానికి Cmd+Enter,
Coming soon,త్వరలో వస్తుంది,
Coming up!,రాబోతోంది!,
Comment,వ్యాఖ్య,
Community Edition,కమ్యూనిటీ ఎడిషన్,
Complete,పూర్తి,
Confirm new password,కొత్త పాస్‌వర్డ్‌ను నిర్ధారించండి,
Copy,కాపీ,
Could not load notes,నోట్స్ లోడ్ చేయలేకపోయింది,
Country,దేశం,
"Country '{0}' not found. Please select a valid country.","దేశం '{0}' కనుగొనబడలేదు. దయచేసి చెల్లుబాటు అయ్యే దేశాన్ని ఎంచుకోండి.",
Create a contact to get started,ప్రారంభించడానికి కాంటాక్ట్ సృష్టించండి,
Created event: {0},ఈవెంట్ సృష్టించబడింది: {0},
Creating...,సృష్టిస్తోంది...,
Current,ప్రస్తుతం,
Current password,ప్రస్తుత పాస్‌వర్డ్,
Current password is incorrect,ప్రస్తుత పాస్‌వర్డ్ తప్పు,
Currency,కరెన్సీ,
Date,తేదీ,
Decline,తిరస్కరించు,
Department,విభాగం,
Do Not Contact,సంప్రదించవద్దు,
Dock,Dock,
Download,డౌన్‌లోడ్,
"e.g. en, fr, de","ఉదా. en, fr, de",
Edit,సవరించు,
Edit address,చిరునామా సవరించు,
Edit Timer,టైమర్ సవరించు,
Email addresses,ఇమెయిల్ చిరునామాలు,
Enabled,ప్రారంభించబడింది,
"End time was before start time. Adjusted to 1 hour after start.","ముగింపు సమయం ప్రారంభ సమయం కంటే ముందు ఉంది. ప్రారంభం తర్వాత 1 గంటకు సర్దుబాటు చేయబడింది.",
Error,దోషం,
Event '{0}' status changed to {1},ఈవెంట్ '{0}' స్థితి {1}కు మార్చబడింది,
Event Type,ఈవెంట్ రకం,
events,ఈవెంట్‌లు,
External,బాహ్య,
External — no user account,బాహ్య — వినియోగదారు ఖాతా లేదు,
Failed to change password,పాస్‌వర్డ్ మార్చడం విఫలమైంది,
Failed to check status,స్థితి తనిఖీ చేయడం విఫలమైంది,
Failed to load apps,యాప్‌లను లోడ్ చేయడం విఫలమైంది,
Failed to load settings,సెట్టింగ్‌లను లోడ్ చేయడం విఫలమైంది,
"Field '{0}' is not editable","ఫీల్డ్ '{0}' సవరించలేనిది",
Files,ఫైళ్లు,
First Name,మొదటి పేరు,
Focus,ఫోకస్,
"Frappe Manager URL is not configured in Dock Settings.","Dock సెట్టింగ్‌లలో Frappe Manager URL కాన్ఫిగర్ చేయబడలేదు.",
Hello {0},హలో {0},
Inactive,నిష్క్రియం,
Integrations,ఇంటిగ్రేషన్లు,
Internal,అంతర్గత,
Internal — has a user account,అంతర్గత — వినియోగదారు ఖాతా ఉంది,
Invalid RSVP status,చెల్లని RSVP స్థితి,
Invalid status,చెల్లని స్థితి,
"Invalid status. Must be one of: {0}","చెల్లని స్థితి. వీటిలో ఒకటిగా ఉండాలి: {0}",
"Invitation: {0} — {1} at {2}","ఆహ్వానం: {0} — {1} {2} వద్ద",
Invite People,వ్యక్తులను ఆహ్వానించండి,
Join meeting →,సమావేశంలో చేరండి →,
Language,భాష,
Last activity,చివరి కార్యకలాపం,
Last modified,చివరిగా మార్చబడింది,
Last Name,చివరి పేరు,
Last sync,చివరి సింక్,
Link user account,వినియోగదారు ఖాతాను లింక్ చేయండి,
Linked records,లింక్ చేయబడిన రికార్డ్‌లు,
Loading settings...,సెట్టింగ్‌లు లోడ్ అవుతున్నాయి...,
Loading...,లోడ్ అవుతోంది...,
Location,స్థానం,
Mark Do Not Contact,సంప్రదించవద్దు అని గుర్తించు,
Maybe,బహుశా,
Meeting Link,సమావేశ లింక్,
Meeting title,సమావేశ శీర్షిక,
Meeting URL,సమావేశ URL,
Mine,నాది,
Modified,మార్చబడింది,
navigate,నావిగేట్,
New note,కొత్త నోట్,
New password,కొత్త పాస్‌వర్డ్,
new tab,కొత్త ట్యాబ్,
New tag,కొత్త ట్యాగ్,
No active sessions found,చురుకుగా ఉన్న సెషన్‌లు కనుగొనబడలేదు,
No activity,కార్యకలాపం లేదు,
No attendees,హాజరైనవారు లేరు,
No bookmarks yet,ఇంకా బుక్‌మార్క్‌లు లేవు,
No bridges registered,బ్రిడ్జ్‌లు నమోదు చేయబడలేదు,
No contacts match these filters,ఈ ఫిల్టర్లకు కాంటాక్ట్‌లు సరిపోలలేదు,
No file uploaded,ఫైల్ అప్‌లోడ్ చేయబడలేదు,
No files attached,ఫైళ్లు జోడించబడలేదు,
No notes yet,ఇంకా నోట్స్ లేవు,
No results found,ఫలితాలు కనుగొనబడలేదు,
No settings registered for this app.,ఈ యాప్ కోసం సెట్టింగ్‌లు నమోదు చేయబడలేదు.,
No status endpoint declared,స్థితి ఎండ్‌పాయింట్ ప్రకటించబడలేదు,
No sync endpoint declared,సింక్ ఎండ్‌పాయింట్ ప్రకటించబడలేదు,
No tags found,ట్యాగ్‌లు కనుగొనబడలేదు,
Not checked,తనిఖీ చేయబడలేదు,
Not configured,కాన్ఫిగర్ చేయబడలేదు,
Not permitted,అనుమతి లేదు,
Note content cannot be empty,నోట్ విషయం ఖాళీగా ఉండకూడదు,
Notification Settings,నోటిఫికేషన్ సెట్టింగ్‌లు,
Number format,సంఖ్య ఫార్మాట్,
One-way,ఒక-మార్గం,
"Only native Dock events can be deleted here.","స్థానిక Dock ఈవెంట్‌లు మాత్రమే ఇక్కడ తొలగించబడతాయి.",
"Only System Manager can trigger bridge sync","సిస్టమ్ మేనేజర్ మాత్రమే బ్రిడ్జ్ సింక్‌ను ట్రిగ్గర్ చేయగలరు",
"Only System Manager can view sync logs","సిస్టమ్ మేనేజర్ మాత్రమే సింక్ లాగ్‌లను చూడగలరు",
"Only the contact owner can change the photo","కాంటాక్ట్ యజమాని మాత్రమే ఫోటోను మార్చగలరు",
"Only the contact owner can edit this contact","కాంటాక్ట్ యజమాని మాత్రమే ఈ కాంటాక్ట్‌ను సవరించగలరు",
"Only the event organizer can send invitations.","ఈవెంట్ నిర్వాహకుడు మాత్రమే ఆహ్వానాలు పంపగలరు.",
"Only the session creator or a Dock Manager can revoke sessions","సెషన్ సృష్టికర్త లేదా Dock మేనేజర్ మాత్రమే సెషన్‌లను రద్దు చేయగలరు",
open,తెరువు,
Open app switcher,యాప్ స్విచ్చర్ తెరువు,
Optional,ఐచ్ఛికం,
optional,ఐచ్ఛికం,
Organizer,నిర్వాహకుడు,
Owner,యజమాని,
Password updated,పాస్‌వర్డ్ నవీకరించబడింది,
Passwords don't match,పాస్‌వర్డ్‌లు సరిపోలలేదు,
Permission denied,అనుమతి నిరాకరించబడింది,
Phone numbers,ఫోన్ నంబర్లు,
Pin items from any app using the bookmark button in the top bar,టాప్ బార్‌లోని బుక్‌మార్క్ బటన్ ఉపయోగించి ఏదైనా యాప్ నుండి అంశాలను పిన్ చేయండి,
Please fill in all password fields,దయచేసి అన్ని పాస్‌వర్డ్ ఫీల్డ్‌లను నింపండి,
Please log in to access Dock.,Dock ను యాక్సెస్ చేయడానికి దయచేసి లాగిన్ అవ్వండి.,
"Please respond to this invitation in the calendar","దయచేసి ఈ ఆహ్వానానికి క్యాలెండర్‌లో స్పందించండి",
Postal code,పోస్టల్ కోడ్,
Primary,ప్రాథమిక,
Primary address,ప్రాథమిక చిరునామా,
Privacy Policy,గోప్యతా విధానం,
Profile,ప్రొఫైల్,
Refresh All,అన్నీ రిఫ్రెష్ చేయండి,
"Reminder: {0} — {1} at {2}","రిమైండర్: {0} — {1} {2} వద్ద",
Remove Do Not Contact,సంప్రదించవద్దు తొలగించు,
Remove tag,ట్యాగ్ తొలగించు,
Required,అవసరం,
required,అవసరం,
Respond in,ఇందులో స్పందించు,
Restore,పునరుద్ధరించు,
Restore from archive,ఆర్కైవ్ నుండి పునరుద్ధరించు,
Revoking...,రద్దు చేస్తోంది...,
Room or address,గది లేదా చిరునామా,
Save,సేవ్ చేయండి,
Saving...,సేవ్ అవుతోంది...,
Search,శోధన,
Search for people to invite...,ఆహ్వానించడానికి వ్యక్తులను శోధించు...,
Search is temporarily unavailable,శోధన తాత్కాలికంగా అందుబాటులో లేదు,
Search results,శోధన ఫలితాలు,
Search scope,శోధన పరిధి,
Search user by name or email…,పేరు లేదా ఇమెయిల్ ద్వారా వినియోగదారుని శోధించు…,
Searching...,శోధిస్తోంది...,
Security,భద్రత,
"Send an email or add a note to get started.","ప్రారంభించడానికి ఇమెయిల్ పంపండి లేదా నోట్ చేర్చండి.",
Session {0}/{1},సెషన్ {0}/{1},
Sessions,సెషన్‌లు,
Settings,సెట్టింగ్‌లు,
Settings not found,సెట్టింగ్‌లు కనుగొనబడలేదు,
Share,షేర్ చేయండి,
Show,చూపు,
Show less,తక్కువ చూపు,
Social profiles,సోషల్ ప్రొఫైల్‌లు,
"Sourced events can only be edited in the source app.","మూల ఈవెంట్‌లను మూల యాప్‌లో మాత్రమే సవరించవచ్చు.",
Source Code,సోర్స్ కోడ్,
Start Focus,ఫోకస్ ప్రారంభించు,
State / Province,రాష్ట్రం / ప్రావిన్స్,
"Street, number","వీధి, నంబర్",
Sync Now,ఇప్పుడు సింక్ చేయండి,
Tag,ట్యాగ్,
Tag cannot be empty,ట్యాగ్ ఖాళీగా ఉండకూడదు,
Tags,ట్యాగ్‌లు,
Target not installed,టార్గెట్ ఇన్‌స్టాల్ చేయబడలేదు,
Task,టాస్క్,
