source,target,context
Share "{0}",שתף את "{0}",
Share with team,שתף עם הצוות,
Shared,משותף,
Shared with team,משותף עם הצוות,
Share with client,שתף עם לקוח,
Showing {0} of {1} sessions,מציג {0} מתוך {1} סשנים,
Site label,תווית אתר,
Sort: A–Z — click for last modified,מיון: A–Z — לחץ לשינוי אחרון,
Sort: last modified — click for A–Z,מיון: שינוי אחרון — לחץ ל-A–Z,
Start,התחל,
Start Timer,התחל טיימר,
Status,סטטוס,
Stop,עצור,
Stop & Save,עצור ושמור,
Sunday,יום ראשון,
System,מערכת,
Theme,ערכת נושא,
Theme preference,העדפת ערכת נושא,
This email is already on,אימייל זה כבר קיים,
This link has been deactivated.,קישור זה הושבת.,
This link has expired. Please ask the sender for a new link.,פג תוקפו של קישור זה. בקש מהשולח קישור חדש.,
This link is invalid or has been removed.,קישור זה אינו תקין או שהוסר.,
Time,זמן,
Time entry saved,רשומת הזמן נשמרה,
Timer unavailable,טיימר לא זמין,
Timezone,אזור זמן,
total,סה״כ,
Try again,נסה שוב,
Unread,לא נקרא,
Open calendar,פתח לוח שנה,
Open in Desk,פתח ב-Desk,
Open in {0},פתח ב-{0},
User menu,תפריט משתמש,
View existing →,צפה בקיימים →,
Visibility,נראות,
View,צפה,
View all notifications,צפה בכל ההתראות,
View time entry,צפה ברשומת זמן,
Week starts on,השבוע מתחיל ב,
Write,כתיבה,
What are you working on?,על מה אתה עובד?,
You're all caught up,אתה מעודכן,
Your Preferences,ההעדפות שלך,
Your timer has been running for {0},הטיימר שלך רץ כבר {0},
Actions,פעולות,
Add details about this event...,הוסף פרטים על אירוע זה...,
Add event,הוסף אירוע,
Agenda,סדר יום,
All day,כל היום,
Calendar,לוח שנה,
Create Event,צור אירוע,
Create in:,צור ב:,
Day,יום,
Deadline,תאריך יעד,
Delete Event,מחק אירוע,
Delete this event? This cannot be undone.,למחוק אירוע זה? לא ניתן לבטל פעולה זו.,
Deleting…,מוחק…,
Description,תיאור,
Details,פרטים,
End,סיום,
Event,אירוע,
Event title,כותרת אירוע,
Failed to create event,יצירת אירוע נכשלה,
Failed to delete event,מחיקת אירוע נכשלה,
Manage this event in,נהל אירוע זה ב,
Meeting,פגישה,
Milestone,אבן דרך,
Month,חודש,
My calendars,לוחות השנה שלי,
New Event,אירוע חדש,
No actions available,אין פעולות זמינות,
No events,אין אירועים,
Open in,פתח ב,
Other,אחר,
Permanently remove this event,הסר אירוע זה לצמיתות,
Review,סקירה,
Source,מקור,
Start date/time is required,נדרש תאריך/שעת התחלה,
Title,כותרת,
Title is required,נדרשת כותרת,
Today,היום,
Type,סוג,
View full details in the source app,צפה בפרטים המלאים ביישום המקור,
Week,שבוע,
When,מתי,
{0} available,{0} זמינים,
Available,זמין,
Configure Frappe Manager to enable one-click updates.,הגדר את Frappe Manager כדי לאפשר עדכונים בלחיצה אחת.,
Copy command,העתק פקודה,
Ecosystem Apps,יישומי מערכת אקולוגית,
Failed,נכשל,
Install,התקן,
Installed,מותקן,
Learn more,למד עוד,
No apps found,לא נמצאו יישומים,
not installed,לא מותקן,
Open,פתח,
Pro available,Pro זמין,
Queued…,בתור…,
Refresh,רענן,
Remove,הסר,
Remove {0}? This will uninstall the app and may affect data.,להסיר את {0}? פעולה זו תסיר את היישום ועלולה להשפיע על נתונים.,
Restart required,נדרש אתחול,
Restarting…,מאתחל…,
"To install {0}, run:","כדי להתקין את {0}, הרץ:",
"To update {0}, run:","כדי לעדכן את {0}, הרץ:",
Update {0} from v{1} to {2}? This will restart Frappe.,לעדכן את {0} מ-v{1} ל-{2}? פעולה זו תאתחל את Frappe.,
Update to {0},עדכן ל-{0},
Updated,עודכן,
Updating…,מעדכן…,
Up to date,מעודכן,
to version,לגרסה,
For whom?,עבור מי?,
Working on?,עובד על?,
Search contacts...,חפש אנשי קשר...,
Select type...,בחר סוג...,
Context,הקשר,
Contact,איש קשר,
Context Type,סוג הקשר,
Activity,פעילות,
Activity will appear here as you and your team work across ecosystem apps.,פעילות תופיע כאן כשאתה והצוות שלך עובדים על פני יישומי המערכת האקולוגית.,
Acknowledge,אשר,
All apps,כל היישומים,
All Discussions,כל הדיונים,
All types,כל הסוגים,
Archived,בארכיון,
Cancel,ביטול,
Celebrate,חגוג,
Comments,תגובות,
Create Discussion,צור דיון,
Creating…,יוצר…,
Ctrl+Enter to send,Ctrl+Enter לשליחה,
Decision,החלטה,
Discussion not found,הדיון לא נמצא,
Discussion title,כותרת דיון,
Discussions,דיונים,
Flag,סמן,
General,כללי,
just now,עכשיו,
Keep commenting,המשך להגיב,
Linked Records,רשומות מקושרות,
Linked to,מקושר ל,
Load more,טען עוד,
Loading…,טוען…,
Meeting Protocol,פרוטוקול פגישה,
Mentioned,אוזכר,
New Discussion,דיון חדש,
No activity yet,אין עדיין פעילות,
No comments yet,אין עדיין תגובות,
No discussions found,לא נמצאו דיונים,
No discussions yet,אין עדיין דיונים,
Note,הערה,
Notes,הערות,
Participants,משתתפים,
Pin,הצמד,
Pinned,מוצמד,
Proposal,הצעה,
Protocol,פרוטוקול,
Reopen,פתח מחדש,
Replies,תגובות,
Reply,השב,
Replying to comment,משיב לתגובה,
Resolve,פתור,
Resolve Discussion,פתור דיון,
Resolved,נפתר,
Resolution,פתרון,
Resolution summary...,סיכום פתרון...,
Retrospective,רטרוספקטיבה,
Search discussions...,חפש דיונים...,
Seen,נצפה,
Send,שלח,
Start Discussion,התחל דיון,
Unpin,בטל הצמדה,
Write a comment...,כתוב תגובה...,
Write your discussion content...,כתוב את תוכן הדיון שלך...,
resolved,נפתר,
unread,לא נקרא,
{0} mentioned you in a comment,{0} הזכיר אותך בתגובה,
{0} is already an attendee.,{0} כבר משתתף.,
{0} is not an attendee.,{0} אינו משתתף.,
{0} is not installed,{0} אינו מותקן,
{0} results found,נמצאו {0} תוצאות,
+ Add tags,+ הוסף תגיות,
A→Z,A→Z,
Accept,קבל,
Action failed,הפעולה נכשלה,
Active now,פעיל כעת,
Add a note,הוסף הערה,
"Add a note to keep track of details about this contact.","הוסף הערה כדי לעקוב אחר פרטים על איש קשר זה.",
Add address,הוסף כתובת,
Add another address,הוסף כתובת נוספת,
Add birthday,הוסף יום הולדת,
Add company,הוסף חברה,
Add job title,הוסף תפקיד,
Add more tags...,הוסף עוד תגיות...,
Add tags...,הוסף תגיות...,
"Address is not linked to this contact","הכתובת אינה מקושרת לאיש קשר זה",
"Address line 1, city, and country are required","שורת כתובת 1, עיר ומדינה נדרשים",
ago,לפני,
All companies,כל החברות,
All day event,אירוע כל-יומי,
"Apartment, suite, etc.","דירה, סוויטה וכו׳",
Apps,יישומים,
Archive contact,העבר לארכיון,
Attendees,משתתפים,
available,זמין,
Best regards,בברכה,
Bookmarks,סימניות,
"Both proposed start and end times are required.","נדרשים גם שעת התחלה וגם שעת סיום מוצעות.",
Break,הפסקה,
Bridge not registered,גשר לא רשום,
Calendar Settings,הגדרות לוח שנה,
Call,שיחה,
Cannot change bookmark owner,לא ניתן לשנות בעלות על סימנייה,
Cannot revoke your current session,לא ניתן לבטל את הסשן הנוכחי שלך,
Change Password,שנה סיסמה,
Change photo,שנה תמונה,
Check Status,בדוק סטטוס,
City,עיר,
Clear,נקה,
Clear filters,נקה מסננים,
Close search,סגור חיפוש,
Cmd+Enter to save,Cmd+Enter לשמירה,
Coming soon,בקרוב,
Coming up!,בקרוב!,
Comment,תגובה,
Community Edition,מהדורה קהילתית,
Complete,הושלם,
Confirm new password,אשר סיסמה חדשה,
Copy,העתק,
Could not load notes,לא ניתן לטעון הערות,
Country,מדינה,
"Country '{0}' not found. Please select a valid country.","המדינה '{0}' לא נמצאה. בחר מדינה תקינה.",
Create a contact to get started,צור איש קשר כדי להתחיל,
Created event: {0},אירוע נוצר: {0},
Creating...,יוצר...,
Current,נוכחי,
Current password,סיסמה נוכחית,
Current password is incorrect,הסיסמה הנוכחית שגויה,
Currency,מטבע,
Date,תאריך,
Decline,דחה,
Department,מחלקה,
Do Not Contact,אל תיצור קשר,
Dock,Dock,
Download,הורד,
"e.g. en, fr, de","לדוגמה en, fr, de",
Edit,ערוך,
Edit address,ערוך כתובת,
Edit Timer,ערוך טיימר,
Email addresses,כתובות אימייל,
Enabled,מופעל,
"End time was before start time. Adjusted to 1 hour after start.","שעת הסיום הייתה לפני שעת ההתחלה. הותאם לשעה אחת אחרי ההתחלה.",
Error,שגיאה,
Event '{0}' status changed to {1},סטטוס האירוע '{0}' שונה ל-{1},
Event Type,סוג אירוע,
events,אירועים,
External,חיצוני,
External — no user account,חיצוני — ללא חשבון משתמש,
Failed to change password,שינוי הסיסמה נכשל,
Failed to check status,בדיקת הסטטוס נכשלה,
Failed to load apps,טעינת היישומים נכשלה,
Failed to load settings,טעינת ההגדרות נכשלה,
"Field '{0}' is not editable","השדה '{0}' אינו ניתן לעריכה",
Files,קבצים,
First Name,שם פרטי,
Focus,מיקוד,
"Frappe Manager URL is not configured in Dock Settings.","כתובת ה-URL של Frappe Manager אינה מוגדרת בהגדרות Dock.",
Hello {0},שלום {0},
Inactive,לא פעיל,
Integrations,אינטגרציות,
Internal,פנימי,
Internal — has a user account,פנימי — יש חשבון משתמש,
Invalid RSVP status,סטטוס RSVP לא תקין,
Invalid status,סטטוס לא תקין,
"Invalid status. Must be one of: {0}","סטטוס לא תקין. חייב להיות אחד מ: {0}",
"Invitation: {0} — {1} at {2}","הזמנה: {0} — {1} ב-{2}",
Invite People,הזמן אנשים,
Join meeting →,הצטרף לפגישה →,
Language,שפה,
Last activity,פעילות אחרונה,
Last modified,שונה לאחרונה,
Last Name,שם משפחה,
Last sync,סנכרון אחרון,
Link user account,קשר חשבון משתמש,
Linked records,רשומות מקושרות,
Loading settings...,טוען הגדרות...,
Loading...,טוען...,
Location,מיקום,
Mark Do Not Contact,סמן אל תיצור קשר,
Maybe,אולי,
Meeting Link,קישור לפגישה,
Meeting title,כותרת פגישה,
Meeting URL,כתובת פגישה,
Mine,שלי,
Modified,שונה,
navigate,נווט,
New note,הערה חדשה,
New password,סיסמה חדשה,
new tab,כרטיסייה חדשה,
New tag,תגית חדשה,
No active sessions found,לא נמצאו סשנים פעילים,
No activity,אין פעילות,
No attendees,אין משתתפים,
No bookmarks yet,אין עדיין סימניות,
No bridges registered,אין גשרים רשומים,
No contacts match these filters,אין אנשי קשר התואמים למסננים אלה,
No file uploaded,לא הועלה קובץ,
No files attached,אין קבצים מצורפים,
No notes yet,אין עדיין הערות,
No results found,לא נמצאו תוצאות,
No settings registered for this app.,אין הגדרות רשומות ליישום זה.,
No status endpoint declared,לא הוגדרה נקודת קצה לסטטוס,
No sync endpoint declared,לא הוגדרה נקודת קצה לסנכרון,
No tags found,לא נמצאו תגיות,
Not checked,לא נבדק,
Not configured,לא מוגדר,
Not permitted,אין הרשאה,
Note content cannot be empty,תוכן ההערה לא יכול להיות ריק,
Notification Settings,הגדרות התראות,
Number format,פורמט מספר,
One-way,חד-כיווני,
"Only native Dock events can be deleted here.","רק אירועי Dock מקוריים ניתנים למחיקה כאן.",
"Only System Manager can trigger bridge sync","רק מנהל מערכת יכול להפעיל סנכרון גשר",
"Only System Manager can view sync logs","רק מנהל מערכת יכול לצפות ביומני סנכרון",
"Only the contact owner can change the photo","רק בעל איש הקשר יכול לשנות את התמונה",
"Only the contact owner can edit this contact","רק בעל איש הקשר יכול לערוך איש קשר זה",
"Only the event organizer can send invitations.","רק מארגן האירוע יכול לשלוח הזמנות.",
"Only the session creator or a Dock Manager can revoke sessions","רק יוצר הסשן או מנהל Dock יכולים לבטל סשנים",
open,פתח,
Open app switcher,פתח מחליף יישומים,
Optional,אופציונלי,
optional,אופציונלי,
Organizer,מארגן,
Owner,בעלים,
Password updated,הסיסמה עודכנה,
Passwords don't match,הסיסמאות אינן תואמות,
Permission denied,הגישה נדחתה,
Phone numbers,מספרי טלפון,
Pin items from any app using the bookmark button in the top bar,הצמד פריטים מכל יישום באמצעות כפתור הסימנייה בסרגל העליון,
Please fill in all password fields,נא למלא את כל שדות הסיסמה,
Please log in to access Dock.,נא להתחבר כדי לגשת ל-Dock.,
"Please respond to this invitation in the calendar","נא להשיב להזמנה זו בלוח השנה",
Postal code,מיקוד,
Primary,ראשי,
Primary address,כתובת ראשית,
Privacy Policy,מדיניות פרטיות,
Profile,פרופיל,
Refresh All,רענן הכל,
"Reminder: {0} — {1} at {2}","תזכורת: {0} — {1} ב-{2}",
Remove Do Not Contact,הסר סימון אל תיצור קשר,
Remove tag,הסר תגית,
Required,נדרש,
required,נדרש,
Respond in,השב ב,
Restore,שחזר,
Restore from archive,שחזר מהארכיון,
Revoking...,מבטל...,
Room or address,חדר או כתובת,
Save,שמור,
Saving...,שומר...,
Search,חיפוש,
Search for people to invite...,חפש אנשים להזמנה...,
Search is temporarily unavailable,החיפוש אינו זמין באופן זמני,
Search results,תוצאות חיפוש,
Search scope,טווח חיפוש,
Search user by name or email…,חפש משתמש לפי שם או אימייל…,
Searching...,מחפש...,
Security,אבטחה,
"Send an email or add a note to get started.","שלח אימייל או הוסף הערה כדי להתחיל.",
Session {0}/{1},סשן {0}/{1},
Sessions,סשנים,
Settings,הגדרות,
Settings not found,ההגדרות לא נמצאו,
Share,שתף,
Show,הצג,
Show less,הצג פחות,
Social profiles,פרופילים חברתיים,
"Sourced events can only be edited in the source app.","ניתן לערוך אירועים ממקור חיצוני רק ביישום המקור.",
Source Code,קוד מקור,
Start Focus,התחל מיקוד,
State / Province,מדינה / מחוז,
"Street, number","רחוב, מספר",
Sync Now,סנכרן עכשיו,
Tag,תגית,
Tag cannot be empty,התגית לא יכולה להיות ריקה,
Tags,תגיות,
Target not installed,היעד אינו מותקן,
Task,משימה,
"The settings component could not be loaded. Please reload the page.","רכיב ההגדרות לא נטען. נא לטעון מחדש את הדף.",
"This contact is archived and hidden from the People list.","איש קשר זה בארכיון ומוסתר מרשימת האנשים.",
This is a reminder for your upcoming event,זוהי תזכורת לאירוע הקרוב שלך,
This person is marked as Do Not Contact.,אדם זה מסומן כאל תיצור קשר.,
"This record is already linked to this discussion","רשומה זו כבר מקושרת לדיון זה",
Timer,טיימר,
Timer running for {0} — did you forget?,הטיימר רץ כבר {0} — שכחת?,
"To remove {0}, run:","כדי להסיר את {0}, הרץ:",
Try a different search term,נסה מונח חיפוש אחר,
Two-Factor Authentication,אימות דו-שלבי,
"Two-factor authentication is not enabled on this site. Contact your administrator.","אימות דו-שלבי אינו מופעל באתר זה. פנה למנהל המערכת.",
Two-way,דו-כיווני,
Type at least 2 characters to search,הקלד לפחות 2 תווים כדי לחפש,
Type to search...,הקלד כדי לחפש...,
"Unknown notification_type '{0}' for app '{1}'","notification_type לא ידוע '{0}' עבור יישום '{1}'",
Unknown device,מכשיר לא ידוע,
Unlink user — make external,נתק משתמש — הפוך לחיצוני,
unsynced,לא מסונכרן,
Update,עדכן,
Update password,עדכן סיסמה,
Updating...,מעדכן...,
Upload file,העלה קובץ,
"Upload files like contracts, proposals, or documents.","העלה קבצים כמו חוזים, הצעות או מסמכים.",
Upload photo,העלה תמונה,
Uploading...,מעלה...,
Uploading…,מעלה…,
View entry,צפה ברשומה,
Website,אתר אינטרנט,
Where,איפה,
Work,עבודה,
Write a note...,כתוב הערה...,
Write a note... (not linked to any record),כתוב הערה... (לא מקושר לרשומה),
You,אתה,
You are not an attendee of this event.,אתה לא משתתף באירוע זה.,
"You can have a maximum of {0} bookmarks","ניתן להחזיק מקסימום {0} סימניות",
You can only change status of your own events.,ניתן לשנות סטטוס רק של האירועים שלך.,
You can only delete your own comments,ניתן למחוק רק את התגובות שלך,
You can only delete your own events.,ניתן למחוק רק את האירועים שלך.,
You can only edit your own events.,ניתן לערוך רק את האירועים שלך.,
You can only edit your own notes,ניתן לערוך רק את ההערות שלך,
"You can only manage attendees on your own events.","ניתן לנהל משתתפים רק באירועים שלך.",
You can only view your own events.,ניתן לצפות רק באירועים שלך.,
"You do not have permission to comment on this record","אין לך הרשאה להגיב על רשומה זו",
You have already reacted with {0},כבר הגבת עם {0},
You have been invited to the following event,הוזמנת לאירוע הבא,
Your attendance,הנוכחות שלך,
Your response,התגובה שלך,
Z→A,Z→A,
Rescheduled event: {0},אירוע נדחה: {0},
