source,target,context
Meeting Link,အစည်းအဝေးလင့်ခ်,
Meeting title,အစည်းအဝေး ခေါင်းစဉ်,
Meeting URL,အစည်းအဝေး URL,
Mine,ကျွန်ုပ်ရဲ့,
Modified,ပြင်ဆင်ပြီး,
navigate,သွားရောက်,
New note,မှတ်စုအသစ်,
New password,စကားဝှက်အသစ်,
new tab,တက်ဘ်အသစ်,
New tag,တက်ဂ်အသစ်,
No active sessions found,အသက်ဝင်သော ဆက်ရှင် ရှာမတွေ့ပါ,
No activity,လှုပ်ရှားမှု မရှိ,
No attendees,တက်ရောက်သူ မရှိ,
No bookmarks yet,စာမှတ်များ မရှိသေးပါ,
No bridges registered,Bridge မှတ်ပုံတင်ထားခြင်း မရှိ,
No contacts match these filters,ဤစစ်ထုတ်မှုများနှင့် ကိုက်ညီသော အဆက်အသွယ် မရှိ,
No file uploaded,ဖိုင် တင်ထားခြင်း မရှိ,
No files attached,ဖိုင် ပူးတွဲထားခြင်း မရှိ,
No notes yet,မှတ်စု မရှိသေးပါ,
No results found,ရလဒ် ရှာမတွေ့ပါ,
No settings registered for this app.,ဤအက်ပ်အတွက် ဆက်တင် မှတ်ပုံတင်ထားခြင်း မရှိ။,
No status endpoint declared,status endpoint ကြေညာထားခြင်း မရှိ,
No sync endpoint declared,sync endpoint ကြေညာထားခြင်း မရှိ,
No tags found,တက်ဂ် ရှာမတွေ့ပါ,
Not checked,စစ်ဆေးမထား,
Not configured,ပြင်ဆင်မထား,
Not permitted,ခွင့်ပြုမထား,
Note content cannot be empty,မှတ်စု အကြောင်းအရာ ဗလာ မဖြစ်ရ,
Notification Settings,အသိပေးချက် ဆက်တင်များ,
Number format,ဂဏန်း ပုံစံ,
One-way,တစ်ဖက်တည်း,
"Only native Dock events can be deleted here.","Dock မူရင်းပွဲများကိုသာ ဤနေရာတွင် ဖျက်နိုင်ပါသည်။",
"Only System Manager can trigger bridge sync","System Manager မှသာ Bridge ချိန်ကိုက်ခြင်းကို စတင်နိုင်",
"Only System Manager can view sync logs","System Manager မှသာ ချိန်ကိုက် log များကို ကြည့်နိုင်",
"Only the contact owner can change the photo","အဆက်အသွယ် ပိုင်ရှင်မှသာ ဓာတ်ပုံပြောင်းနိုင်",
"Only the contact owner can edit this contact","အဆက်အသွယ် ပိုင်ရှင်မှသာ ဤအဆက်အသွယ်ကို တည်းဖြတ်နိုင်",
"Only the event organizer can send invitations.","ပွဲစီစဉ်သူမှသာ ဖိတ်ကြားစာ ပို့နိုင်ပါသည်။",
"Only the session creator or a Dock Manager can revoke sessions","ဆက်ရှင်ဖန်တီးသူ သို့မဟုတ် Dock Manager မှသာ ဆက်ရှင်များကို ပယ်ဖျက်နိုင်",
open,ဖွင့်,
Open app switcher,အက်ပ်ပြောင်းကိရိယာ ဖွင့်,
Optional,ရွေးချယ်ခွင့်,
optional,ရွေးချယ်ခွင့်,
Organizer,စီစဉ်သူ,
Owner,ပိုင်ရှင်,
Password updated,စကားဝှက် အပ်ဒိတ်ပြီး,
Passwords don't match,စကားဝှက်များ မကိုက်ညီ,
Permission denied,ခွင့်ပြုချက် ငြင်းပယ်ပြီး,
Phone numbers,ဖုန်းနံပါတ်များ,
Pin items from any app using the bookmark button in the top bar,ထိပ်ဘားရှိ စာမှတ်ခလုတ်ကိုသုံး၍ မည်သည့်အက်ပ်မှ အရာများကို ပင်ထိုးပါ,
Please fill in all password fields,စကားဝှက်အကွက်အားလုံး ဖြည့်ပါ,
Please log in to access Dock.,Dock ကို ဝင်ရောက်ရန် ကျေးဇူးပြု၍ ဝင်ပါ။,
"Please respond to this invitation in the calendar","ကျေးဇူးပြု၍ ဤဖိတ်ကြားစာကို ပြက္ခဒိန်တွင် ဖြေကြားပါ",
Postal code,စာပို့သင်္ကေတ,
Primary,အဓိက,
Primary address,အဓိက လိပ်စာ,
Privacy Policy,ကိုယ်ရေးကိုယ်တာ မူဝါဒ,
